,theft_male,theft_female,tuple,average_male,average_female,female-male
65,0.6416114,0.75640476,"('insecure', 'secure')",0.6416114,0.7564048,0.1147934
66,0.21490511,0.2844269,"('inactive', 'active')",0.2149051,0.2844269,0.0695218
67,-0.9299567,-0.9398541,"('doubtful', 'determined')",-0.9299567,-0.9398541,-0.0098974
68,-0.36790454,-0.20188953,"('dependent', 'independent')",-0.3679045,-0.2018895,0.166015
69,-1.6549004,-1.6797622,"('lazy', 'industrious')",-1.6549004,-1.6797622,-0.0248618
70,1.3052778,1.5357718,"('lethargic', 'energetic')",1.3052778,1.5357718,0.230494
71,0.597067,0.7298456,"('diffident', 'self-confident')",0.597067,0.7298456,0.1327786
72,0.692756,0.7912429,"('unambitious', 'ambitious')",0.692756,0.7912429,0.0984869
73,-2.9145992,-2.8619897,"('helpless', 'self-reliant')",-2.9145992,-2.8619897,0.0526095
74,0.097376406,0.16271631,"('undedicated', 'dedicated')",0.0973764,0.1627163,0.0653399
75,-0.7248304,-0.61237675,"('meek', 'impulsive')",-0.7248304,-0.6123767,0.1124537
76,0.4842581,0.55336404,"('anxious', 'daring')",0.4842581,0.553364,0.0691059
77,-0.95181984,-0.9741345,"('unmotivated', 'motivated')",-0.9518198,-0.9741345,-0.0223147
78,-0.4219316,-0.37427315,"('nonresilient', 'resilient')",-0.4219316,-0.3742732,0.0476584
79,0.06356861,0.19586855,"('wavering', 'unwavering')",0.0635686,0.1958686,0.1323
80,-0.27441993,-0.24259359,"('dominated', 'dominating')",-0.2744199,-0.2425936,0.0318263
81,0.06555643,0.21637838,"('submissive', 'aggressive')",0.0655564,0.2163784,0.150822
82,6.6315427,6.872701,"('poor', 'rich')",6.6315427,6.8727012,0.2411585
83,-0.28378907,-0.2989362,"('powerless', 'powerful')",-0.2837891,-0.2989362,-0.0151471
84,0.42028636,0.4571808,"('inferior', 'superior')",0.4202864,0.4571808,0.0368944
85,-1.0847534,-1.0629851,"('insignificant', 'prestigious')",-1.0847534,-1.0629851,0.0217683
86,0.30359393,0.49255177,"('uninfluential', 'influential')",0.3035939,0.4925518,0.1889579
87,0.024408031,0.27466786,"('unsuccessful', 'successful')",0.024408,0.2746679,0.2502599
88,0.086157754,0.21131821,"('low', 'eminent')",0.0861578,0.2113182,0.1251604
