,selling_male,selling_female,tuple,average_male,average_female,female-male
0,0.1074194,0.07095197,"('unsociable', 'sociable')",0.1074194,0.070952,-0.0364674
1,1.1892837,1.1719164,"('unfriendly', 'friendly')",1.1892837,1.1719164,-0.0173673
2,0.4258363,0.55131936,"('unlikable', 'likable')",0.4258363,0.5513194,0.1254831
3,1.021067,1.0571395,"('repellent', 'pleasant')",1.021067,1.0571395,0.0360725
4,-7.4341717,-7.4222374,"('disliked', 'liked')",-7.4341717,-7.4222374,0.0119343
5,-0.6442793,-0.5750936,"('distant', 'outgoing')",-0.6442793,-0.5750936,0.0691857
6,-0.20665719,-0.20788234,"('distant', 'open')",-0.2066572,-0.2078823,-0.0012251
7,1.1935022,1.2230021,"('insensitive', 'sensitive')",1.1935022,1.2230021,0.0294999
8,1.0196905,0.9346002,"('unaffectionate', 'affectionate')",1.0196905,0.9346002,-0.0850903
9,1.2327529,1.2776465,"('unaffectionate', 'caring')",1.2327529,1.2776465,0.0448936
10,1.3391544,1.2812737,"('unsympathetic', 'sympathetic')",1.3391544,1.2812737,-0.0578807
11,1.8268403,1.8865192,"('unhelpful', 'helpful')",1.8268403,1.8865192,0.0596789
12,-1.3018286,-1.2572631,"('unsupportive', 'supportive')",-1.3018286,-1.2572631,0.0445655
13,-0.026986346,-0.00016625226,"('impolite', 'polite')",-0.0269863,-0.0001663,0.02682
14,0.24118604,0.24181382,"('antisocial', 'social')",0.241186,0.2418138,0.0006278
15,0.108289525,0.12550041,"('boring', 'funny')",0.1082895,0.1255004,0.0172109
16,-0.6761933,-0.5569905,"('unpopular', 'popular')",-0.6761933,-0.5569905,0.1192028
17,0.101970494,0.131567,"('nasty', 'nice')",0.1019705,0.131567,0.0295965
18,-0.55359143,-0.5408256,"('disagreeable', 'welcoming')",-0.5535914,-0.5408256,0.0127658
19,-0.40844408,-0.40187275,"('inhospitable', 'hospitable')",-0.4084441,-0.4018728,0.0065713
20,0.87770313,0.7264488,"('rough', 'thoughtful')",0.8777031,0.7264488,-0.1512543
