,brochure_male,brochure_female,tuple,average_male,average_female,female-male
0,0.13199745,-0.013180255,"('unsociable', 'sociable')",0.1319975,-0.0131803,-0.1451778
1,-0.5105957,-0.58487546,"('unfriendly', 'friendly')",-0.5105957,-0.5848755,-0.0742798
2,0.5101558,0.5522258,"('unlikable', 'likable')",0.5101558,0.5522258,0.04207
3,-0.78268605,-0.79673576,"('repellent', 'pleasant')",-0.7826861,-0.7967358,-0.0140497
4,-0.16599303,-0.14274031,"('disliked', 'liked')",-0.165993,-0.1427403,0.0232527
5,-0.54113984,-0.5114278,"('distant', 'outgoing')",-0.5411398,-0.5114278,0.029712
6,-0.6628319,-0.636101,"('distant', 'open')",-0.6628319,-0.636101,0.0267309
7,0.63977164,0.57665414,"('insensitive', 'sensitive')",0.6397716,0.5766541,-0.0631175
8,-0.7126918,-0.8708033,"('unaffectionate', 'affectionate')",-0.7126918,-0.8708033,-0.1581115
9,-0.5438862,-0.6705869,"('unaffectionate', 'caring')",-0.5438862,-0.6705869,-0.1267007
10,-0.67396015,-0.7994533,"('unsympathetic', 'sympathetic')",-0.6739601,-0.7994533,-0.1254932
11,-0.25142,-0.26102325,"('unhelpful', 'helpful')",-0.25142,-0.2610233,-0.0096033
12,-0.71120334,-0.7438878,"('unsupportive', 'supportive')",-0.7112033,-0.7438878,-0.0326845
13,-0.44678593,-0.48672128,"('impolite', 'polite')",-0.4467859,-0.4867213,-0.0399354
14,0.9142673,0.8432864,"('antisocial', 'social')",0.9142673,0.8432864,-0.0709809
15,0.89668727,0.84733117,"('boring', 'funny')",0.8966873,0.8473312,-0.0493561
16,0.0140993465,0.10171097,"('unpopular', 'popular')",0.0140993,0.101711,0.0876117
17,0.2586065,0.32768825,"('nasty', 'nice')",0.2586065,0.3276882,0.0690817
18,-1.0452132,-0.9937394,"('disagreeable', 'welcoming')",-1.0452132,-0.9937394,0.0514738
19,-0.5200162,-0.438085,"('inhospitable', 'hospitable')",-0.5200162,-0.438085,0.0819312
20,0.651828,0.61214775,"('rough', 'thoughtful')",0.651828,0.6121477,-0.0396803
21,-0.1165752,-0.103251316,"('immoral', 'moral')",-0.1165752,-0.1032513,0.0133239
22,1.1945893,1.0423661,"('untrustworthy', 'trustworthy')",1.1945893,1.0423661,-0.1522232
23,0.11248761,0.02548548,"('insincere', 'sincere')",0.1124876,0.0254855,-0.0870021
24,-0.48742664,-0.56134814,"('dishonest', 'honest')",-0.4874266,-0.5613481,-0.0739215
25,-0.06600397,-0.12643361,"('egoistic', 'altruistic')",-0.066004,-0.1264336,-0.0604296
26,0.9030695,0.78268695,"('hardhearted', 'benevolent')",0.9030695,0.7826869,-0.1203826
27,-0.6547183,-0.8162983,"('hardhearted', 'softhearted')",-0.6547183,-0.8162983,-0.16158
28,-0.92083794,-1.0589677,"('disloyal', 'loyal')",-0.9208379,-1.0589677,-0.1381298
29,-0.09028025,-0.11719909,"('unfair', 'fair')",-0.0902802,-0.1171991,-0.0269189
30,-0.33268523,-0.4055848,"('intolerant', 'tolerant')",-0.3326852,-0.4055848,-0.0728996
31,-0.35628143,-0.25748265,"('evil', 'good')",-0.3562814,-0.2574826,0.0987988
32,-0.659907,-0.75417674,"('unkind', 'kind')",-0.659907,-0.7541767,-0.0942697
33,0.31313536,0.32918006,"('wrong', 'right')",0.3131354,0.3291801,0.0160447
34,0.29955742,0.4752156,"('mean', 'honorable')",0.2995574,0.4752156,0.1756582
35,0.17187452,0.1413058,"('corrupt', 'incorrupt')",0.1718745,0.1413058,-0.0305687
