,agenda_male,agenda_female,tuple,average_male,average_female,female-male
0,0.75886834,0.59459144,"('unsociable', 'sociable')",0.7588683,0.5945914,-0.1642769
1,0.36944684,0.29539356,"('unfriendly', 'friendly')",0.3694468,0.2953936,-0.0740532
2,0.21556884,0.35235837,"('unlikable', 'likable')",0.2155688,0.3523584,0.1367896
3,1.0300653,1.061867,"('repellent', 'pleasant')",1.0300653,1.061867,0.0318017
4,-7.1722746,-6.995576,"('disliked', 'liked')",-7.1722746,-6.9955759,0.1766987
5,-0.92249626,-0.8281297,"('distant', 'outgoing')",-0.9224963,-0.8281297,0.0943666
6,-0.7247693,-0.629482,"('distant', 'open')",-0.7247693,-0.629482,0.0952873
7,1.1333978,1.0559924,"('insensitive', 'sensitive')",1.1333978,1.0559924,-0.0774054
8,0.6674421,0.6833282,"('unaffectionate', 'affectionate')",0.6674421,0.6833282,0.0158861
9,1.5930706,1.6245525,"('unaffectionate', 'caring')",1.5930706,1.6245525,0.0314819
10,1.8202658,1.7969095,"('unsympathetic', 'sympathetic')",1.8202658,1.7969095,-0.0233563
11,2.5051177,2.4714437,"('unhelpful', 'helpful')",2.5051177,2.4714437,-0.033674
12,-1.2163945,-1.1610266,"('unsupportive', 'supportive')",-1.2163945,-1.1610266,0.0553679
13,0.91038746,0.76941365,"('impolite', 'polite')",0.9103875,0.7694137,-0.1409738
14,0.53217405,0.3967658,"('antisocial', 'social')",0.5321741,0.3967658,-0.1354083
15,-0.0632548,-0.04891564,"('boring', 'funny')",-0.0632548,-0.0489156,0.0143392
16,-0.76876986,-0.6526986,"('unpopular', 'popular')",-0.7687699,-0.6526986,0.1160713
17,-1.02555,-0.9266235,"('nasty', 'nice')",-1.02555,-0.9266235,0.0989265
18,-0.9953954,-1.0442919,"('disagreeable', 'welcoming')",-0.9953954,-1.0442919,-0.0488965
19,-1.2375027,-1.0745969,"('inhospitable', 'hospitable')",-1.2375027,-1.0745969,0.1629058
20,0.8884524,0.7147311,"('rough', 'thoughtful')",0.8884524,0.7147311,-0.1737213
21,0.705253,0.6725136,"('immoral', 'moral')",0.705253,0.6725136,-0.0327394
22,0.17203656,0.105213165,"('untrustworthy', 'trustworthy')",0.1720366,0.1052132,-0.0668234
23,6.7217236,6.48604,"('insincere', 'sincere')",6.7217236,6.4860401,-0.2356835
24,1.9736419,1.9138156,"('dishonest', 'honest')",1.9736419,1.9138156,-0.0598263
25,0.028355181,-0.015552446,"('egoistic', 'altruistic')",0.0283552,-0.0155524,-0.0439076
26,0.08089395,-0.003193356,"('hardhearted', 'benevolent')",0.0808939,-0.0031934,-0.0840873
