,domination_male,domination_female,tuple,average_male,average_female,female-male
0,0.07511163,0.0064042956,"('unsociable', 'sociable')",0.0751116,0.0064043,-0.0687073
1,0.8815468,0.7964349,"('unfriendly', 'friendly')",0.8815468,0.7964349,-0.0851119
2,0.3341547,0.48783582,"('unlikable', 'likable')",0.3341547,0.4878358,0.1536811
3,0.9619588,1.004344,"('repellent', 'pleasant')",0.9619588,1.004344,0.0423852
4,-7.2252054,-7.3674707,"('disliked', 'liked')",-7.2252054,-7.3674707,-0.1422653
5,-0.4699678,-0.43112382,"('distant', 'outgoing')",-0.4699678,-0.4311238,0.038844
6,-0.00026463345,0.0009693876,"('distant', 'open')",-0.0002646,0.0009694,0.001234
7,0.7637684,0.7717219,"('insensitive', 'sensitive')",0.7637684,0.7717219,0.0079535
8,0.72823095,0.69211113,"('unaffectionate', 'affectionate')",0.728231,0.6921111,-0.0361199
9,1.1861575,1.2741525,"('unaffectionate', 'caring')",1.1861575,1.2741525,0.087995
10,1.1986524,1.2423569,"('unsympathetic', 'sympathetic')",1.1986524,1.2423569,0.0437045
11,1.4704639,1.4980937,"('unhelpful', 'helpful')",1.4704639,1.4980937,0.0276298
12,-1.6793636,-1.689366,"('unsupportive', 'supportive')",-1.6793636,-1.689366,-0.0100024
13,0.16974024,0.21405816,"('impolite', 'polite')",0.1697402,0.2140582,0.044318
14,0.059527725,-0.060384713,"('antisocial', 'social')",0.0595277,-0.0603847,-0.1199124
15,0.11450629,0.016034588,"('boring', 'funny')",0.1145063,0.0160346,-0.0984717
16,-0.49141675,-0.48101616,"('unpopular', 'popular')",-0.4914168,-0.4810162,0.0104006
17,-0.18656884,-0.1826847,"('nasty', 'nice')",-0.1865688,-0.1826847,0.0038841
18,-0.39413908,-0.42428458,"('disagreeable', 'welcoming')",-0.3941391,-0.4242846,-0.0301455
19,-0.89006245,-0.8294917,"('inhospitable', 'hospitable')",-0.8900625,-0.8294917,0.0605708
20,0.9674439,0.84739476,"('rough', 'thoughtful')",0.9674439,0.8473948,-0.1200491
21,0.12931639,0.26887274,"('immoral', 'moral')",0.1293164,0.2688727,0.1395563
