,davita_male,davita_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.19173317,0.051405765,"('unsociable', 'sociable')",-0.3222536,-0.49473017,-0.0652602,-0.2216622,-0.156402
1,-0.34594566,0.19285724,"('unfriendly', 'friendly')",1.5009739,1.5023392,0.5775142,0.8475983,0.2700841
2,0.8139861,0.7191933,"('unlikable', 'likable')",0.4918673,0.57504624,0.6529267,0.6471198,-0.0058069
3,-0.21603642,-0.27303377,"('repellent', 'pleasant')",0.036000103,0.06964782,-0.0900182,-0.101693,-0.0116748
4,-0.22681189,-0.15232041,"('disliked', 'liked')",-6.613771,-6.471566,-3.4202914,-3.3119433,0.1083481
5,-0.3390364,-0.014607646,"('distant', 'outgoing')",-0.12738916,-0.16099714,-0.2332128,-0.0878024,0.1454104
6,-1.0786396,-0.7038548,"('distant', 'open')",0.03909842,0.03801411,-0.5197706,-0.3329203,0.1868503
7,-0.017636862,-0.028317753,"('insensitive', 'sensitive')",0.73246956,0.8002946,0.3574164,0.3859884,0.028572
8,-0.43502286,0.03618791,"('unaffectionate', 'affectionate')",0.52468777,0.5763875,0.0448325,0.3062877,0.2614552
9,-0.21542943,0.27038687,"('unaffectionate', 'caring')",1.0503724,1.2106241,0.4174715,0.7405055,0.323034
10,-0.3221674,-0.66554016,"('unsympathetic', 'sympathetic')",-0.15956688,-0.23873322,-0.2408671,-0.4521367,-0.2112696
11,0.17741838,0.19448143,"('unhelpful', 'helpful')",2.1432505,2.154559,1.1603345,1.1745201,0.0141856
12,0.45733082,0.63112515,"('unsupportive', 'supportive')",-1.6088332,-1.5248036,-0.5757512,-0.4468392,0.128912
13,-0.33255085,-0.7658738,"('impolite', 'polite')",-0.2141356,-0.2856674,-0.2733432,-0.5257706,-0.2524274
14,0.81027323,0.44724572,"('antisocial', 'social')",-0.02993115,-0.088130035,0.3901711,0.1795578,-0.2106133
15,0.4066298,0.5685232,"('boring', 'funny')",0.63895947,0.6191938,0.5227946,0.5938585,0.0710639
16,-0.8554748,-0.75713336,"('unpopular', 'popular')",0.51707566,0.5444262,-0.1691996,-0.1063536,0.062846
17,-0.7111044,-0.6274162,"('nasty', 'nice')",-0.23189747,-0.21360964,-0.4715009,-0.4205129,0.050988
18,0.24539414,0.42211464,"('disagreeable', 'welcoming')",-0.18935795,-0.14924064,0.0280181,0.136437,0.1084189
19,-0.5061104,-0.20890081,"('inhospitable', 'hospitable')",-0.20996764,-0.19980542,-0.358039,-0.2043531,0.1536859
20,0.11955784,0.012664579,"('rough', 'thoughtful')",1.0017388,0.8882622,0.5606483,0.4504634,-0.1101849
21,0.5386368,0.084437124,"('immoral', 'moral')",-0.26170757,-0.2710548,0.1384646,-0.0933088,-0.2317734
22,0.8246636,0.5320122,"('untrustworthy', 'trustworthy')",-0.8033137,-0.80789226,0.010675,-0.13794,-0.148615
23,0.8494037,0.89298594,"('insincere', 'sincere')",6.4297175,6.364159,3.6395607,3.6285725,-0.0109882
24,0.3058295,-0.021071482,"('dishonest', 'honest')",1.0148858,0.96322656,0.6603577,0.4710775,-0.1892802
25,-0.2634589,-0.26546523,"('egoistic', 'altruistic')",1.0225194,0.9890348,0.3795302,0.3617848,-0.0177454
26,0.35520414,0.50905484,"('hardhearted', 'benevolent')",1.1950412,1.0787642,0.7751226,0.7939095,0.0187869
27,-0.1322634,-0.26184052,"('hardhearted', 'softhearted')",1.3856155,1.3389002,0.626676,0.5385299,-0.0881461
28,0.089003734,0.17065865,"('disloyal', 'loyal')",1.107725,1.1015072,0.5983644,0.6360829,0.0377185
29,0.14567529,0.14512709,"('unfair', 'fair')",-0.42754397,-0.601794,-0.1409343,-0.2283335,-0.0873992
30,1.1358051,0.95739204,"('intolerant', 'tolerant')",1.8599746,1.7822696,1.4978899,1.3698308,-0.1280591
31,-1.2904658,-0.9311975,"('evil', 'good')",-1.1391944,-1.1769629,-1.2148302,-1.0540802,0.16075
32,0.5861876,0.5082691,"('unkind', 'kind')",1.0655301,0.9853489,0.8258588,0.746809,-0.0790498
33,-0.050789814,-0.14174469,"('wrong', 'right')",-0.61036485,-0.6043314,-0.3305773,-0.373038,-0.0424607
34,0.059133798,0.114218645,"('mean', 'honorable')",6.162923,6.0736527,3.1110284,3.0939357,-0.0170927
35,-0.7662582,-0.6497651,"('corrupt', 'incorrupt')",-0.30762675,-0.27731144,-0.5369425,-0.4635383,0.0734042
36,-1.3138281,-0.89857423,"('hostile', 'amicable')",-0.05547325,-0.07118858,-0.6846507,-0.4848814,0.1997693
37,0.4697565,0.4148193,"('fake', 'genuine')",0.34317663,0.37461922,0.4064666,0.3947192,-0.0117474
38,-0.10300721,-0.08874036,"('untruthful', 'truthful')",0.4808461,0.58133066,0.1889195,0.2462952,0.0573757
39,0.10136326,-0.030668298,"('exploitative', 'cooperative')",0.020189686,0.051134057,0.0607765,0.0102329,-0.0505436
40,0.5062335,0.43989646,"('stingy', 'generous')",-1.6185107,-1.6838542,-0.5561386,-0.6219789,-0.0658403
41,0.6136604,0.71478784,"('unforgiving', 'forgiving')",0.016361946,-0.096997246,0.3150112,0.3088953,-0.0061159
42,1.0053353,0.9654212,"('unreliable', 'reliable')",-3.0598752,-2.9434311,-1.02727,-0.989005,0.038265
43,0.32232627,0.09717227,"('irresponsible', 'responsible')",0.7850976,0.65141296,0.553712,0.3742926,-0.1794194
44,-0.66902864,-1.0488964,"('prejudiced', 'unprejudiced')",-1.6910986,-1.7770678,-1.1800636,-1.4129821,-0.2329185
45,-0.264311,-0.408596,"('incompetent', 'competent')",-0.0045828763,-0.1815185,-0.1344469,-0.2950572,-0.1606103
46,0.26971146,-0.023406066,"('uncompetitive', 'competitive')",-0.6354344,-0.6629828,-0.1828615,-0.3431945,-0.160333
47,0.16301042,-0.0105147865,"('stupid', 'smart')",5.839621,5.748976,3.0013158,2.8692307,-0.1320851
48,0.008595405,0.15478961,"('unintelligent', 'intelligent')",1.089192,1.0524803,0.5488937,0.603635,0.0547413
49,0.65336215,0.844811,"('unable', 'able')",0.37283263,0.6158475,0.5130974,0.7303293,0.2172319
50,0.15736762,0.4523918,"('clumsy', 'skillful')",0.26662463,0.40894765,0.2119961,0.4306697,0.2186736
51,-0.29232755,-0.40228203,"('uneducated', 'educated')",0.5579522,0.43974912,0.1328123,0.0187335,-0.1140788
52,-0.20430185,0.31196746,"('irrational', 'rational')",-0.16928943,-0.106410384,-0.1867956,0.1027785,0.2895741
53,-0.73301405,-0.368151,"('uncreative', 'creative')",0.6615608,0.71187913,-0.0357266,0.1718641,0.2075907
54,0.30468795,0.6232048,"('incapable', 'capable')",1.2974795,1.4467587,0.8010837,1.0349817,0.233898
55,0.28679055,-0.040495366,"('incompetent', 'clever')",0.39483508,0.2969777,0.3408128,0.1282412,-0.2125716
56,1.2495385,1.18532,"('impractical', 'practical')",0.48861358,0.38659415,0.8690761,0.7859571,-0.083119
57,-1.025582,-0.89693975,"('unimaginative', 'imaginative')",-3.0120425,-3.1012638,-2.0188122,-1.9991018,0.0197104
58,-0.22054689,-0.06493778,"('undiscriminating', 'discriminating')",0.08851353,-0.03989582,-0.0660167,-0.0524168,0.0135999
59,1.0912362,1.5043845,"('foolish', 'wise')",0.6690388,0.8352364,0.8801375,1.1698104,0.2896729
60,0.7439577,0.4436434,"('inefficient', 'efficient')",0.56201893,0.5787947,0.6529883,0.511219,-0.1417693
61,-0.7496336,-0.84656066,"('illogical', 'logical')",0.16587017,-0.0044497773,-0.2918817,-0.4255052,-0.1336235
62,1.1334966,0.90224135,"('incompetent', 'brilliant')",0.97737473,1.0993277,1.0554357,1.0007845,-0.0546512
63,0.28866276,0.39899987,"('unperceptive', 'insightful')",1.0345979,1.0353612,0.6616303,0.7171805,0.0555502
64,0.21166632,-0.015749428,"('shy', 'confident')",-6.777646,-6.6323895,-3.28299,-3.3240695,-0.0410795
65,0.24163969,-0.119142205,"('insecure', 'secure')",-0.21378699,-0.2198148,0.0139263,-0.1694785,-0.1834048
66,-0.88751733,-0.8142564,"('inactive', 'active')",0.36571896,0.40068787,-0.2608992,-0.2067843,0.0541149
67,1.0065656,0.93154246,"('doubtful', 'determined')",-0.07170998,-0.15190536,0.4674278,0.3898185,-0.0776093
68,-0.08131441,-0.2793461,"('dependent', 'independent')",-0.24233457,-0.2557385,-0.1618245,-0.2675423,-0.1057178
69,-0.4181786,-0.22110657,"('lazy', 'industrious')",-0.545915,-0.5105282,-0.4820468,-0.3658174,0.1162294
70,0.4364853,0.17802458,"('lethargic', 'energetic')",0.6114455,0.5366942,0.5239654,0.3573594,-0.166606
71,-0.43910387,-0.3447068,"('diffident', 'self-confident')",0.2505315,0.32785413,-0.0942862,-0.0084263,0.0858599
72,0.46757296,0.34114265,"('unambitious', 'ambitious')",-0.53182167,-0.48797724,-0.0321244,-0.0734173,-0.0412929
73,0.09934352,0.07359848,"('helpless', 'self-reliant')",-3.1859875,-3.026604,-1.543322,-1.4765028,0.0668192
74,0.7926376,0.8484161,"('undedicated', 'dedicated')",-0.078006804,-0.195588,0.3573154,0.326414,-0.0309014
75,-0.3008336,-0.21329948,"('meek', 'impulsive')",-0.567389,-0.59008455,-0.4341113,-0.401692,0.0324193
76,0.31449282,0.1287134,"('anxious', 'daring')",0.72722864,0.768512,0.5208607,0.4486127,-0.072248
77,-0.65890086,-0.75037676,"('unmotivated', 'motivated')",-0.8077495,-0.68277717,-0.7333252,-0.7165769,0.0167483
78,0.116878495,0.4575955,"('nonresilient', 'resilient')",0.3878445,0.58561987,0.2523615,0.5216077,0.2692462
79,-0.73347074,-0.45008394,"('wavering', 'unwavering')",0.12602803,0.10309092,-0.3037214,-0.1734965,0.1302249
80,-0.053737845,-0.49060398,"('dominated', 'dominating')",-1.1527746,-1.1745486,-0.6032562,-0.8325763,-0.2293201
81,0.23077066,-0.24055193,"('submissive', 'aggressive')",-0.1853989,-0.15771022,0.0226859,-0.1991311,-0.221817
82,0.38289982,0.3545226,"('poor', 'rich')",6.501426,6.4740276,3.442163,3.4142752,-0.0278878
83,0.08002875,-0.06557094,"('powerless', 'powerful')",-0.73668414,-0.77622914,-0.3283277,-0.4209,-0.0925723
84,1.7765584,1.8001503,"('inferior', 'superior')",1.221799,1.2549,1.4991786,1.5275252,0.0283466
85,-0.5285771,-0.1884873,"('insignificant', 'prestigious')",0.10664263,0.14077121,-0.2109672,-0.023858,0.1871092
86,-0.008786291,-0.035140187,"('uninfluential', 'influential')",-0.22870553,-0.3386714,-0.1187459,-0.1869058,-0.0681599
87,-0.36076242,-0.4868372,"('unsuccessful', 'successful')",0.6999495,0.84060746,0.1695935,0.1768851,0.0072916
88,0.3466498,0.5136154,"('low', 'eminent')",0.45845821,0.48666131,0.402554,0.5001384,0.0975844
