,ingersoll_male,ingersoll_female,tuple,rand_male,rand_female,inc_male,inc_female,average_male,average_female,female-male
0,-2.0088875,-2.1515203,"('unsociable', 'sociable')",-0.10788633,-0.23796095,-0.3642646,-0.5091074,-0.8270129,-0.9661962,-0.1391833
1,-1.977002,-2.0635772,"('unfriendly', 'friendly')",0.4890698,0.43754366,1.9611714,1.7029655,0.1577464,0.025644,-0.1321024
2,0.127153,0.19459179,"('unlikable', 'likable')",0.64146435,0.7089484,0.5869038,0.65724415,0.4518404,0.5202614,0.068421
3,-1.6861222,-1.648288,"('repellent', 'pleasant')",-0.75865227,-0.6239795,-0.005872797,0.06542054,-0.8168824,-0.7356157,0.0812667
4,0.8868873,0.9228001,"('disliked', 'liked')",-0.35245416,-0.3033633,-6.1268334,-6.1526265,-1.8641335,-1.8443966,0.0197369
5,0.8194359,0.8209271,"('distant', 'outgoing')",0.85594374,0.78862786,-0.13043284,-0.10501927,0.5149823,0.5015119,-0.0134704
6,0.7030801,0.72582734,"('distant', 'open')",0.72957045,0.6918441,0.5361774,0.46186835,0.656276,0.6265132,-0.0297628
7,-2.1429448,-2.1271787,"('insensitive', 'sensitive')",-0.47913015,-0.36933932,0.53791606,0.5146364,-0.6947196,-0.6606272,0.0340924
8,-0.19915873,-0.30713287,"('unaffectionate', 'affectionate')",0.7275316,0.66408944,0.552946,0.3771905,0.3604396,0.2447157,-0.1157239
9,-0.6348728,-0.7170553,"('unaffectionate', 'caring')",1.4137081,1.3666375,0.966732,0.8864994,0.5818558,0.5120272,-0.0698286
10,-3.2416356,-3.3547602,"('unsympathetic', 'sympathetic')",-0.9714007,-0.9294783,0.07302987,-0.085471526,-1.380002,-1.45657,-0.076568
11,-2.2263858,-2.2751477,"('unhelpful', 'helpful')",-0.8198093,-0.89248204,1.831235,1.9068323,-0.4049867,-0.4202658,-0.0152791
12,-1.4641222,-1.4698479,"('unsupportive', 'supportive')",0.54357207,0.5334166,-1.6533277,-1.6897838,-0.8579593,-0.875405,-0.0174457
13,-1.8383558,-1.9732478,"('impolite', 'polite')",-1.0001836,-1.1597772,-0.16075964,-0.12374149,-0.9997663,-1.0855888,-0.0858225
14,-1.7565372,-1.7225468,"('antisocial', 'social')",-0.13110688,-0.04088901,-0.7305442,-0.6412673,-0.8727295,-0.8015677,0.0711618
15,0.17297393,0.05306612,"('boring', 'funny')",0.45313287,0.3070175,0.50823617,0.56382537,0.3781143,0.3079697,-0.0701446
16,0.87159574,0.9285325,"('unpopular', 'popular')",-0.35097435,-0.25178033,0.76711494,0.7849929,0.4292455,0.4872483,0.0580028
17,-0.32299823,-0.33193174,"('nasty', 'nice')",-0.4477815,-0.46810842,-0.5204392,-0.40535825,-0.4304063,-0.4017994,0.0286069
18,-0.66727877,-0.64216065,"('disagreeable', 'welcoming')",-0.7815874,-0.7611097,-0.6383993,-0.73198223,-0.6957552,-0.7117508,-0.0159956
19,-0.027478788,-0.09093167,"('inhospitable', 'hospitable')",0.29697502,0.2663974,0.03885221,-0.023308542,0.1027828,0.0507191,-0.0520637
20,-0.76041055,-0.6519058,"('rough', 'thoughtful')",0.5236581,0.7108498,1.1565377,1.0891664,0.3065951,0.3827035,0.0761084
21,-2.0542195,-2.092804,"('immoral', 'moral')",-0.9172743,-0.91309553,-0.8569003,-0.8560158,-1.2761313,-1.287305,-0.0111737
22,-1.5334653,-1.5472003,"('untrustworthy', 'trustworthy')",-1.7229694,-1.6602454,-1.2092825,-1.1355636,-1.4885724,-1.4476697,0.0409027
23,-2.6978445,-2.7558212,"('insincere', 'sincere')",-0.37918803,-0.3733117,5.5550795,5.5812097,0.8260156,0.8173589,-0.0086567
24,-1.770766,-1.8765831,"('dishonest', 'honest')",-0.23122959,-0.2128302,0.77392906,0.7001356,-0.4093555,-0.4630926,-0.0537371
25,0.39143315,0.4813594,"('egoistic', 'altruistic')",1.2764724,1.3776308,1.1545982,1.0735027,0.9408346,0.9774976,0.036663
26,-0.66125304,-0.73401415,"('hardhearted', 'benevolent')",1.2322923,1.076489,1.1941938,0.94111425,0.588411,0.427863,-0.160548
27,-1.364531,-1.3758022,"('hardhearted', 'softhearted')",-0.55681324,-0.5450677,1.4752274,1.2900287,-0.1487056,-0.2102804,-0.0615748
28,-2.1859767,-2.2779093,"('disloyal', 'loyal')",-0.6519912,-0.7034073,0.5740284,0.44662207,-0.7546465,-0.8448981,-0.0902516
29,-0.518593,-0.5787439,"('unfair', 'fair')",-0.9955218,-0.9845179,-0.46690416,-0.60595834,-0.6603397,-0.7230733,-0.0627336
30,-1.8354651,-1.935084,"('intolerant', 'tolerant')",0.1897593,0.2187085,1.0800611,0.9908979,-0.1885482,-0.2418259,-0.0532777
31,0.5458436,0.58475417,"('evil', 'good')",0.03335721,0.024330769,-1.0654875,-1.1617758,-0.1620956,-0.1842303,-0.0221347
32,-1.8204485,-1.8765916,"('unkind', 'kind')",-1.0107286,-1.0406523,0.77611893,0.6211198,-0.6850194,-0.7653747,-0.0803553
33,0.9747589,0.9223193,"('wrong', 'right')",1.1855334,1.0832175,-0.65866804,-0.6476487,0.5005414,0.4526294,-0.047912
34,-0.46938065,-0.37344727,"('mean', 'honorable')",0.2462415,0.40664086,6.2026677,6.269157,1.9931761,2.1007835,0.1076074
35,1.8965933,1.9136409,"('corrupt', 'incorrupt')",-0.45522195,-0.43863893,-0.1021232,-0.18354659,0.4464161,0.4304851,-0.015931
36,0.70337975,0.6656548,"('hostile', 'amicable')",0.0754269,0.13968913,0.08989734,-0.09587699,0.289568,0.236489,-0.053079
37,-0.16893125,-0.14771906,"('fake', 'genuine')",0.03454268,0.12623093,0.55973744,0.55138385,0.141783,0.1766319,0.0348489
38,-0.7730145,-0.84982866,"('untruthful', 'truthful')",-0.53638554,-0.5609495,0.3246794,0.38073403,-0.3282402,-0.343348,-0.0151078
39,-1.0257206,-0.9641592,"('exploitative', 'cooperative')",0.24858168,0.30212086,-0.3828983,-0.29644144,-0.3866791,-0.3194933,0.0671858
40,0.11044773,0.14693806,"('stingy', 'generous')",0.18474902,0.31855124,-1.3021672,-1.3550212,-0.3356568,-0.2965107,0.0391461
41,-1.0281004,-1.071478,"('unforgiving', 'forgiving')",-0.6976116,-0.7248408,-0.004128568,-0.08686629,-0.5766135,-0.6277283,-0.0511148
42,-0.33407104,-0.34525004,"('unreliable', 'reliable')",-1.0399189,-0.95526135,-3.1151235,-3.0806575,-1.4963711,-1.4603896,0.0359815
43,-2.8607204,-2.9079537,"('irresponsible', 'responsible')",-0.17206614,-0.16481656,0.5021854,0.4565709,-0.8435338,-0.8720665,-0.0285327
44,0.45772547,0.47577012,"('prejudiced', 'unprejudiced')",-2.0389588,-1.9908715,-2.0073507,-1.9660228,-1.1961946,-1.1603748,0.0358198
45,-2.0519466,-2.1322722,"('incompetent', 'competent')",-0.7061621,-0.6593808,-0.3190456,-0.37870014,-1.0257181,-1.0567845,-0.0310664
46,-1.9951271,-2.0220547,"('uncompetitive', 'competitive')",-0.058495484,-0.022010438,-0.28852186,-0.35392025,-0.7807148,-0.7993284,-0.0186136
47,-1.2496216,-1.1288319,"('stupid', 'smart')",0.61731887,0.69967,5.2941914,5.4262123,1.5539629,1.6656834,0.1117205
48,-2.402468,-2.4830878,"('unintelligent', 'intelligent')",-0.26627558,-0.2213707,0.53636885,0.43153557,-0.7107916,-0.757641,-0.0468494
49,-0.8935353,-0.83069265,"('unable', 'able')",0.13472834,0.21067932,-0.3290837,-0.18950626,-0.3626302,-0.2698399,0.0927903
50,0.73487574,0.75978035,"('clumsy', 'skillful')",-0.8223509,-0.7622658,0.47628,0.39241207,0.1296016,0.1299755,0.0003739
51,-0.7184272,-0.8897359,"('uneducated', 'educated')",-0.23315148,-0.31031358,1.101299,1.0417951,0.0499068,-0.0527514,-0.1026582
52,0.2238717,0.14988855,"('irrational', 'rational')",0.37037545,0.24253282,0.061026104,-0.02960807,0.2184244,0.1209378,-0.0974866
53,-1.1444618,-1.1456808,"('uncreative', 'creative')",0.49300402,0.47104397,0.87134415,0.70254153,0.0732955,0.0093016,-0.0639939
54,-0.8843649,-0.8654506,"('incapable', 'capable')",0.89364505,0.866755,1.0354724,1.0776112,0.3482509,0.3596385,0.0113876
55,-1.8961756,-1.9645976,"('incompetent', 'clever')",-0.29874727,-0.24517542,-0.030375708,-0.045003805,-0.7417662,-0.7515923,-0.0098261
