,amphenol_male,amphenol_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6801966,-0.78068227,"('unsociable', 'sociable')",0.17533574,-0.0062862327,-0.2524304,-0.3934842,-0.1410538
1,-1.0776484,-1.2275671,"('unfriendly', 'friendly')",1.1295211,0.9440163,0.0259364,-0.1417754,-0.1677118
2,0.8169443,0.77178586,"('unlikable', 'likable')",0.9886253,0.950489,0.9027848,0.8611374,-0.0416474
3,-0.5931464,-0.5534282,"('repellent', 'pleasant')",1.1144131,1.1180632,0.2606334,0.2823175,0.0216841
4,0.25826505,0.13391387,"('disliked', 'liked')",-6.4841943,-6.5630198,-3.1129646,-3.2145529,-0.1015883
5,-0.71303695,-0.66510725,"('distant', 'outgoing')",-0.92916983,-0.9343508,-0.8211034,-0.799729,0.0213744
6,-0.7979942,-0.74179095,"('distant', 'open')",-0.8572729,-0.89588434,-0.8276336,-0.8188376,0.008796
7,-1.3858025,-1.3818724,"('insensitive', 'sensitive')",0.43890014,0.44627103,-0.4734512,-0.4678007,0.0056505
8,-0.6879351,-0.81575537,"('unaffectionate', 'affectionate')",0.4337815,0.39146495,-0.1270768,-0.2121452,-0.0850684
9,-1.238613,-1.3238415,"('unaffectionate', 'caring')",0.8472259,0.8185551,-0.1956936,-0.2526432,-0.0569496
10,-1.304983,-1.3525274,"('unsympathetic', 'sympathetic')",-0.38229623,-0.42348427,-0.8436396,-0.8880059,-0.0443663
11,-0.5855386,-0.5968516,"('unhelpful', 'helpful')",1.5379052,1.5908005,0.4761833,0.4969745,0.0207912
12,-0.60692155,-0.5937022,"('unsupportive', 'supportive')",-2.0091188,-2.0149662,-1.3080201,-1.3043342,0.0036859
13,-1.1043593,-1.0605665,"('impolite', 'polite')",-0.92274195,-0.89849246,-1.0135506,-0.9795295,0.0340211
14,-0.31359068,-0.32179856,"('antisocial', 'social')",0.42705938,0.2692043,0.0567344,-0.0262971,-0.0830315
15,-0.104550965,-0.2086575,"('boring', 'funny')",-0.056036577,-0.097859435,-0.0802938,-0.1532585,-0.0729647
16,-0.017261688,-0.07595665,"('unpopular', 'popular')",0.5982007,0.4859259,0.2904695,0.2049846,-0.0854849
17,-0.18936637,-0.15411727,"('nasty', 'nice')",-0.5869304,-0.527401,-0.3881484,-0.3407591,0.0473893
18,-0.4779333,-0.4835538,"('disagreeable', 'welcoming')",-0.61736333,-0.72448146,-0.5476483,-0.6040176,-0.0563693
19,-1.7376512,-1.7580045,"('inhospitable', 'hospitable')",-0.88586205,-0.7690379,-1.3117566,-1.2635212,0.0482354
20,-0.23210725,-0.22665322,"('rough', 'thoughtful')",0.83766,0.78742546,0.3027764,0.2803861,-0.0223903
21,-0.16063717,-0.20164137,"('immoral', 'moral')",0.009296,0.008813679,-0.0756706,-0.0964138,-0.0207432
22,-0.6746702,-0.69337463,"('untrustworthy', 'trustworthy')",-0.67680883,-0.80076164,-0.6757395,-0.7470682,-0.0713287
23,-1.3776608,-1.466689,"('insincere', 'sincere')",5.357073,5.255635,1.989706,1.8944728,-0.0952332
24,-0.9540753,-0.98147166,"('dishonest', 'honest')",0.5862138,0.56710434,-0.1839307,-0.2071837,-0.023253
25,-0.20375672,-0.19069481,"('egoistic', 'altruistic')",1.1511813,1.1688596,0.4737123,0.4890824,0.0153701
