,level_male,level_female,tuple,3_male,3_female,communications_male,communications_female,inc_male,inc_female,average_male,average_female,female-male
0,0.13998288,0.0507704,"('unsociable', 'sociable')",0.6260582,0.6207385,0.40864626,0.22643732,-0.119580366,-0.23992077,0.2637767,0.1645064,-0.0992703
1,-0.9694668,-1.0982273,"('unfriendly', 'friendly')",-2.3594215,-2.378905,0.31350997,0.17992948,1.6261468,1.4266336,-0.3473079,-0.4676423,-0.1203344
2,0.9655111,0.97949725,"('unlikable', 'likable')",0.7391546,0.8570015,1.4054984,1.5092485,0.5253817,0.5850893,0.9088864,0.9827092,0.0738228
3,-0.300042,-0.19190189,"('repellent', 'pleasant')",0.9100005,1.1121408,0.71063524,0.88365567,0.119729325,0.2838918,0.3600808,0.5219465,0.1618657
4,-0.461343,-0.40241623,"('disliked', 'liked')",-0.83324873,-0.9091718,-1.0718491,-1.120125,-6.544174,-6.7387176,-2.2276537,-2.2926078,-0.0649541
5,-1.2800847,-1.3115739,"('distant', 'outgoing')",-1.5137004,-1.4823405,-0.4834724,-0.37628892,-0.22719978,-0.30915868,-0.8761143,-0.8698405,0.0062738
6,-0.8975573,-0.94659084,"('distant', 'open')",-2.3851597,-2.3039505,-1.5435281,-1.4711176,0.13735013,0.056180753,-1.1722238,-1.1663696,0.0058542
7,2.0224588,2.0254378,"('insensitive', 'sensitive')",1.174077,1.2885432,0.57168245,0.699974,0.68885934,0.7705238,1.1142694,1.1961198,0.0818504
8,-0.47783476,-0.45048934,"('unaffectionate', 'affectionate')",-2.2613676,-2.2083747,-1.3494568,-1.305261,0.31620395,0.25119987,-0.9431138,-0.9282313,0.0148825
9,0.20344648,0.21386032,"('unaffectionate', 'caring')",-1.5056161,-1.4128073,-0.22302306,-0.19782327,0.98720425,0.9817711,-0.1344971,-0.1037498,0.0307473
10,0.60136163,0.5667827,"('unsympathetic', 'sympathetic')",1.952495,2.096214,0.41389784,0.52227616,-0.27072278,-0.18207139,0.6742579,0.7508004,0.0765425
11,0.9919629,0.9499101,"('unhelpful', 'helpful')",1.281343,1.3099701,1.8193392,1.838929,2.2626705,2.3194613,1.5888289,1.6045676,0.0157387
12,1.6529917,1.7275678,"('unsupportive', 'supportive')",1.556081,1.7604243,0.37575024,0.5720069,-1.8548222,-1.8237227,0.4325002,0.559069,0.1265688
13,0.98859656,0.9010959,"('impolite', 'polite')",1.2742621,1.257494,1.3168159,1.2728379,0.14837842,0.12240258,0.9320132,0.8884576,-0.0435556
14,1.3115765,1.2973967,"('antisocial', 'social')",1.7924348,1.8049297,1.9280316,1.9135566,-0.3033437,-0.27284935,1.1821748,1.1857584,0.0035836
15,-0.113679044,-0.21163937,"('boring', 'funny')",-0.7579156,-0.91610783,0.30755877,0.2681541,0.65496665,0.5633227,0.0227327,-0.0740676,-0.0968003
16,-0.5521535,-0.5091227,"('unpopular', 'popular')",-0.63811237,-0.635977,-0.7827598,-0.81501114,0.6463141,0.6073474,-0.3316779,-0.3381909,-0.006513
17,-0.11183863,0.0073044673,"('nasty', 'nice')",-0.21464354,-0.103712276,-0.8936693,-0.8141548,-0.21091159,-0.17129885,-0.3577658,-0.2704654,0.0873004
18,-0.5436214,-0.5492705,"('disagreeable', 'welcoming')",-0.2821801,-0.27812812,-0.26884332,-0.36308134,-0.39422068,-0.45858017,-0.3722164,-0.412265,-0.0400486
19,-0.48185188,-0.46514267,"('inhospitable', 'hospitable')",-1.4500402,-1.4234366,-0.85622776,-0.8428181,-0.2699052,-0.29711,-0.7645062,-0.7571269,0.0073793
20,-0.15109676,-0.1380194,"('rough', 'thoughtful')",0.100375876,0.15409537,0.20666002,0.27345756,0.6101824,0.655148,0.1915304,0.2361704,0.04464
21,0.9320116,0.8481434,"('immoral', 'moral')",2.116494,2.1326597,1.5028453,1.5278878,-0.42546684,-0.33504954,1.0314709,1.0434103,0.0119394
22,0.84124947,0.80773854,"('untrustworthy', 'trustworthy')",0.95965445,1.0095522,1.1168934,1.1284639,-0.74188787,-0.6644411,0.5439774,0.5703284,0.026351
23,1.2086853,1.146402,"('insincere', 'sincere')",1.5118803,1.5478549,1.5405678,1.5699834,6.369473,6.4135823,2.6576514,2.6694555,0.0118041
24,0.39047074,0.27647153,"('dishonest', 'honest')",0.38818404,0.38073474,0.7930144,0.9036081,1.1564361,1.1663399,0.6820263,0.6817886,-0.0002377
25,-0.87833613,-0.78703994,"('egoistic', 'altruistic')",-1.5605525,-1.5583179,0.034342453,-0.017793156,1.3413894,1.2623198,-0.2657892,-0.2752078,-0.0094186
26,-0.8430837,-0.9432406,"('hardhearted', 'benevolent')",-1.6918306,-1.7736001,0.019321814,-0.073897555,1.378291,1.2359122,-0.2843253,-0.3887065,-0.1043812
27,0.048451345,0.039464984,"('hardhearted', 'softhearted')",-0.872534,-0.7731701,-0.4111569,-0.34408128,0.8900859,0.866483,-0.0862884,-0.0528259,0.0334625
28,0.29928604,0.16813527,"('disloyal', 'loyal')",-0.12545042,-0.17964038,-0.47856826,-0.60669273,1.1386718,0.9960306,0.2084848,0.0944582,-0.1140266
29,1.2233627,1.1191548,"('unfair', 'fair')",-0.97329986,-1.0001837,-1.108831,-1.0942956,-0.7017608,-0.8152723,-0.3901322,-0.4476492,-0.057517
30,0.9068251,0.8616157,"('intolerant', 'tolerant')",1.1338575,1.0680226,1.9175358,1.8456362,1.4726999,1.4408613,1.3577296,1.304034,-0.0536956
31,-2.4941058,-2.4769397,"('evil', 'good')",-2.5679328,-2.6922429,-1.4416453,-1.5149043,-1.2433394,-1.3326397,-1.9367558,-2.0041816,-0.0674258
32,1.5133932,1.4330454,"('unkind', 'kind')",1.3372983,1.3322741,0.75230944,0.7108734,1.3004245,1.2003059,1.2258563,1.1691246,-0.0567317
33,1.1045107,1.0834658,"('wrong', 'right')",0.09584266,0.084196106,0.29677382,0.30854848,-0.4205503,-0.4398785,0.2691442,0.259083,-0.0100612
34,0.49027038,0.6073783,"('mean', 'honorable')",0.45121148,0.61036295,0.47788996,0.5618668,6.0819287,6.182496,1.8753252,1.990526,0.1152008
35,-0.88709635,-0.87178016,"('corrupt', 'incorrupt')",-1.7473093,-1.8922056,-2.102968,-2.2028499,-0.38820568,-0.58546066,-1.2813947,-1.388074,-0.1066793
36,-1.4232817,-1.4278527,"('hostile', 'amicable')",-2.6126268,-2.65783,-1.8109939,-2.044553,-0.120021425,-0.32724962,-1.491731,-1.6143713,-0.1226403
37,0.5817277,0.5928418,"('fake', 'genuine')",0.6761611,0.6617996,-0.074545324,-0.0005075969,0.22973987,0.29725876,0.3532708,0.3878481,0.0345773
38,0.5908649,0.5441559,"('untruthful', 'truthful')",0.14843833,0.19013923,0.19318084,0.28120792,0.2974296,0.35634384,0.3074784,0.3429617,0.0354833
39,1.023227,1.0120299,"('exploitative', 'cooperative')",1.0697706,0.97214603,1.3026649,1.2093999,0.42797467,0.45242032,0.9559093,0.911499,-0.0444103
40,-0.365641,-0.25098217,"('stingy', 'generous')",-0.0054995306,0.15281224,-0.31462598,-0.24771169,-1.9421427,-1.9948205,-0.6569773,-0.5851755,0.0718018
41,0.81401044,0.7353498,"('unforgiving', 'forgiving')",1.3853776,1.3711739,-0.5743331,-0.66347665,0.18241882,0.09490149,0.4518684,0.3844871,-0.0673813
42,1.7910115,1.8258421,"('unreliable', 'reliable')",1.346947,1.4328363,0.41030994,0.6312045,-3.0626035,-2.912929,0.1214163,0.2442385,0.1228222
43,2.1677604,2.1272972,"('irresponsible', 'responsible')",1.2173519,1.3467212,1.484582,1.6564152,0.8265639,0.9295438,1.4240645,1.5149944,0.0909299
44,-0.8820153,-0.9198527,"('prejudiced', 'unprejudiced')",-0.35619786,-0.47096235,-0.688667,-0.7022648,-1.324637,-1.3479158,-0.8128793,-0.8602489,-0.0473696
45,1.8812293,1.9058653,"('incompetent', 'competent')",1.94399,2.1090264,0.58568394,0.68734586,-0.20131724,-0.18662901,1.0523964,1.1289022,0.0765058
46,0.8765913,0.8161357,"('uncompetitive', 'competitive')",2.7430968,2.8523924,1.7006514,1.7909788,-0.6407702,-0.57437766,1.1698923,1.2212824,0.0513901
47,0.04112161,0.10761446,"('stupid', 'smart')",0.78340673,0.8843971,1.3452728,1.4209347,5.84922,6.016493,2.0047553,2.1073599,0.1026046
48,0.90983784,0.84548646,"('unintelligent', 'intelligent')",0.6815135,0.63281995,0.17741747,0.08748984,0.6763786,0.6023813,0.6112869,0.5420444,-0.0692425
49,0.8056135,0.76996624,"('unable', 'able')",0.120745674,0.15089417,-0.61999106,-0.55185944,-0.07175584,0.04566742,0.0586531,0.1036671,0.045014
50,1.4774712,1.567693,"('clumsy', 'skillful')",0.82693326,0.8805053,-0.33901122,-0.2981413,-0.078972645,-0.03368331,0.4716052,0.5290934,0.0574882
51,1.8027011,1.7898238,"('uneducated', 'educated')",2.0348852,1.965662,0.045854002,-0.026837219,0.48697883,0.44449735,1.0926049,1.0432866,-0.0493183
52,-0.19495586,-0.3316151,"('irrational', 'rational')",-1.1984389,-1.3442402,-0.7449455,-1.0031192,-0.20704854,-0.4261826,-0.5863472,-0.7762893,-0.1899421
53,-1.313871,-1.3798308,"('uncreative', 'creative')",-1.5322815,-1.4538816,0.7682581,0.7818407,0.7275204,0.65786356,-0.3375935,-0.348502,-0.0109085
54,0.7824432,0.75069463,"('incapable', 'capable')",-1.0808046,-1.0962316,-0.9058099,-0.83262205,1.2152357,1.26525,0.0027661,0.0217727,0.0190066
