,envision_male,envision_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.7736012,-1.8549703,"('unsociable', 'sociable')",0.32344028,0.2813311,-0.4194271,-0.52119297,-0.623196,-0.6982774,-0.0750814
1,-2.3877923,-2.4990447,"('unfriendly', 'friendly')",0.9192947,0.848145,1.3810133,1.2922413,-0.0291615,-0.1195528,-0.0903913
2,0.7154286,0.7522735,"('unlikable', 'likable')",1.3380598,1.3654273,1.155456,1.2241176,1.0696481,1.1139394,0.0442913
3,-0.09723019,-0.046977736,"('repellent', 'pleasant')",-1.1557751,-1.0118439,0.6619391,0.6974975,-0.1970221,-0.1204414,0.0765807
4,-0.3292973,-0.37636256,"('disliked', 'liked')",0.52904123,0.52700454,-6.255172,-6.423985,-2.018476,-2.0911144,-0.0726384
5,-0.9845819,-0.89940375,"('distant', 'outgoing')",0.612206,0.6445162,-0.48220366,-0.41506827,-0.2848599,-0.2233186,0.0615413
6,-0.868507,-0.7833873,"('distant', 'open')",0.4763596,0.51384395,-0.36125782,-0.30621392,-0.2511351,-0.1919191,0.059216
7,-0.25053746,-0.29760876,"('insensitive', 'sensitive')",0.29145128,0.3079436,0.51184386,0.5297914,0.1842526,0.1800421,-0.0042105
8,-1.2138233,-1.232238,"('unaffectionate', 'affectionate')",0.26969817,0.21679252,0.7945735,0.78813916,-0.0498506,-0.0757688,-0.0259182
9,-1.2054218,-1.2631307,"('unaffectionate', 'caring')",1.5293486,1.4821745,1.4451233,1.4696499,0.5896834,0.5628979,-0.0267855
10,-0.67258805,-0.67306596,"('unsympathetic', 'sympathetic')",-0.5767322,-0.4424077,-0.6083395,-0.56682074,-0.6192199,-0.5607648,0.0584551
11,-0.60832894,-0.5076856,"('unhelpful', 'helpful')",0.31873447,0.3845877,1.3808059,1.5334458,0.3637371,0.470116,0.1063789
12,0.08653091,0.13111869,"('unsupportive', 'supportive')",2.3564239,2.5072987,-1.3599921,-1.3825461,0.3609875,0.4186238,0.0576363
13,-0.5543904,-0.5607245,"('impolite', 'polite')",0.25537068,0.26946992,-0.7876158,-0.7574154,-0.3622118,-0.3495567,0.0126551
14,-0.2069762,-0.16640243,"('antisocial', 'social')",0.25769463,0.31893873,-0.052882813,-0.12692949,-0.0007215,0.0085356,0.0092571
15,0.2116324,0.17573926,"('boring', 'funny')",0.66816103,0.5788394,-0.14669043,-0.15008602,0.2443677,0.2014976,-0.0428701
16,-1.148031,-1.1920097,"('unpopular', 'popular')",-0.22596101,-0.16958117,-0.22619331,-0.22393051,-0.5333951,-0.5285071,0.004888
17,-0.41612774,-0.3289753,"('nasty', 'nice')",-0.8240181,-0.67932475,-0.5605115,-0.44694164,-0.6002192,-0.4850806,0.1151386
18,0.31251222,0.27657717,"('disagreeable', 'welcoming')",0.5313043,0.56282276,-0.13896668,-0.13475044,0.2349499,0.2348832,-6.67e-05
19,-1.0730721,-1.0472646,"('inhospitable', 'hospitable')",1.012883,0.95935386,-0.21693346,-0.12707356,-0.0923742,-0.0716614,0.0207128
20,-0.16084628,-0.10983913,"('rough', 'thoughtful')",-0.14898643,-0.059895527,0.46784118,0.4665718,0.0526695,0.0989457,0.0462762
21,-0.21694991,-0.23491134,"('immoral', 'moral')",0.7811433,0.80592656,-0.52899045,-0.48264477,0.0117343,0.0294568,0.0177225
22,-0.39053425,-0.3591969,"('untrustworthy', 'trustworthy')",0.14656527,0.12522808,-0.5679197,-0.63426894,-0.2706295,-0.2894126,-0.0187831
23,-0.09928083,-0.11475699,"('insincere', 'sincere')",0.74856055,0.78045315,5.2794704,5.3587055,1.97625,2.0081339,0.0318839
24,0.36506557,0.33868977,"('dishonest', 'honest')",0.42239875,0.37235934,0.6050935,0.57966834,0.464186,0.4302391,-0.0339469
25,-0.39487913,-0.4732866,"('egoistic', 'altruistic')",0.64009756,0.5422331,1.7474871,1.6863921,0.6642352,0.5851128,-0.0791224
26,-0.15866281,-0.27108225,"('hardhearted', 'benevolent')",1.7900151,1.748759,1.9280707,1.7818997,1.1864743,1.0865254,-0.0999489
27,-0.37531412,-0.39910606,"('hardhearted', 'softhearted')",0.83168036,0.81711257,1.3755672,1.3199389,0.6106445,0.5793151,-0.0313294
28,-0.9505476,-1.0543832,"('disloyal', 'loyal')",-0.021415468,-0.13959685,0.92055666,0.861104,-0.0171355,-0.1109587,-0.0938232
29,-0.5663437,-0.6414893,"('unfair', 'fair')",-0.63807577,-0.6397693,-0.32353437,-0.46812928,-0.509318,-0.5831293,-0.0738113
30,0.111100495,0.08381669,"('intolerant', 'tolerant')",0.73732936,0.737449,0.7666157,0.7220087,0.5383485,0.5144248,-0.0239237
31,-1.0960163,-1.1113443,"('evil', 'good')",-0.20084473,-0.17329007,-0.7224173,-0.7759385,-0.6730928,-0.6868576,-0.0137648
32,0.26076058,0.17777078,"('unkind', 'kind')",1.8360564,1.7640085,1.1715428,1.0623252,1.0894532,1.0013682,-0.088085
33,0.10278259,0.019898113,"('wrong', 'right')",1.039594,0.9622799,-0.08797601,-0.19290084,0.3514669,0.2630924,-0.0883745
34,-0.0863723,0.052839138,"('mean', 'honorable')",0.24301821,0.41252074,4.7161403,5.0115657,1.624262,1.8256418,0.2013798
35,-0.30536693,-0.33295056,"('corrupt', 'incorrupt')",-0.5618675,-0.62507904,-0.48494765,-0.56290835,-0.4507273,-0.5069793,-0.056252
36,-0.85806626,-0.9926408,"('hostile', 'amicable')",-0.5582759,-0.63144076,-0.1432409,-0.2902405,-0.519861,-0.6381074,-0.1182464
37,-0.0073642675,0.064689614,"('fake', 'genuine')",0.22408286,0.2528791,0.1684446,0.20073833,0.1283877,0.172769,0.0443813
38,-0.7734069,-0.6841547,"('untruthful', 'truthful')",0.29153603,0.35387704,-0.24886572,-0.15814249,-0.2435789,-0.1628067,0.0807722
39,0.6878866,0.6551695,"('exploitative', 'cooperative')",0.893965,0.8495562,0.47952205,0.4816745,0.6871246,0.6621334,-0.0249912
40,0.8643741,0.748866,"('stingy', 'generous')",0.9741711,1.0166403,-1.44859,-1.6007825,0.1299851,0.0549079,-0.0750772
41,0.2835353,0.24627727,"('unforgiving', 'forgiving')",0.78777325,0.9051939,0.3454641,0.27754432,0.4722576,0.4763385,0.0040809
42,0.4581874,0.5479451,"('unreliable', 'reliable')",1.3904653,1.5153236,-2.6559563,-2.5916452,-0.2691012,-0.1761255,0.0929757
43,-0.40646356,-0.30683744,"('irresponsible', 'responsible')",1.0761634,1.2118064,0.23803858,0.30652452,0.3025795,0.4038312,0.1012517
44,0.90146106,0.9869372,"('prejudiced', 'unprejudiced')",-0.7559848,-0.70467097,-1.4158669,-1.396897,-0.4234635,-0.3715436,0.0519199
45,-0.7452113,-0.66276324,"('incompetent', 'competent')",0.032866098,0.27447057,-0.27328122,-0.24860185,-0.3285421,-0.2122982,0.1162439
46,-0.7389465,-0.71683204,"('uncompetitive', 'competitive')",-0.27909514,-0.15594728,-1.1513973,-1.171681,-0.7231463,-0.6814868,0.0416595
47,-0.3630255,-0.19684713,"('stupid', 'smart')",1.0860085,1.1205585,4.8373833,5.029186,1.8534554,1.984299,0.1308436
48,-0.29258254,-0.3615434,"('unintelligent', 'intelligent')",0.46963072,0.53548646,0.35113695,0.3403618,0.1760617,0.171435,-0.0046267
49,-0.06667746,0.09932132,"('unable', 'able')",0.4901685,0.6009353,-0.53753304,-0.38043693,-0.038014,0.1066066,0.1446206
50,0.79653376,0.75507337,"('clumsy', 'skillful')",1.0608202,1.037058,-0.15432955,-0.13517451,0.5676748,0.552319,-0.0153558
51,-0.29212883,-0.45257849,"('uneducated', 'educated')",0.8291451,0.68576646,0.54323894,0.40717876,0.3600851,0.2134556,-0.1466295
52,0.16655971,-0.14426057,"('irrational', 'rational')",0.28850108,-0.0013790727,0.32824987,0.19318007,0.2611036,0.0158468,-0.2452568
53,-2.1537209,-2.2088895,"('uncreative', 'creative')",0.11499837,0.046909735,0.20289482,0.1441516,-0.6119426,-0.6726093,-0.0606667
54,-0.60766995,-0.66390526,"('incapable', 'capable')",0.6716427,0.53641146,0.58418566,0.6435121,0.2160528,0.1720061,-0.0440467
55,-0.46069056,-0.4377301,"('incompetent', 'clever')",-0.5442966,-0.46583056,0.19223446,0.1965139,-0.2709176,-0.2356822,0.0352354
56,-0.0020437967,0.088496834,"('impractical', 'practical')",0.60239863,0.72560364,-0.8428825,-0.7542196,-0.0808426,0.0199603,0.1008029
57,-0.81979144,-0.8348106,"('unimaginative', 'imaginative')",-0.1457979,-0.03170792,-2.6544726,-2.705195,-1.2066873,-1.1905711,0.0161162
58,-1.2468956,-1.2195444,"('undiscriminating', 'discriminating')",-0.6677821,-0.59149456,-0.12100233,-0.119043685,-0.67856,-0.6433609,0.0351991
59,-0.08248155,-0.19314983,"('foolish', 'wise')",1.1651638,1.0318626,0.11081123,0.15399802,0.3978312,0.3309036,-0.0669276
60,0.23184296,0.3842225,"('inefficient', 'efficient')",-0.10875693,0.11251889,-0.34588265,-0.16090295,-0.0742655,0.1119462,0.1862117
61,-0.40257934,-0.5552132,"('illogical', 'logical')",0.24724945,0.14350043,0.52746725,0.34733665,0.1240458,-0.0214587,-0.1455045
62,0.28809363,0.437869,"('incompetent', 'brilliant')",0.41059196,0.60620826,0.18315238,0.37134808,0.293946,0.4718084,0.1778624
63,-0.6283093,-0.56168526,"('unperceptive', 'insightful')",0.91838056,1.0251229,0.56202507,0.6112031,0.2840321,0.3582136,0.0741815
64,0.81642395,0.74695325,"('shy', 'confident')",0.32325655,0.31516585,-5.5037374,-5.6489544,-1.4546857,-1.5289451,-0.0742594
65,-0.07518442,-0.18388055,"('insecure', 'secure')",-0.5783904,-0.62565273,-0.31468543,-0.28080314,-0.3227534,-0.3634455,-0.0406921
66,-0.027077772,-0.0782359,"('inactive', 'active')",-0.46140903,-0.53789943,0.4536532,0.44036362,-0.0116112,-0.0585906,-0.0469794
