,accusation_male,accusation_female,tuple,average_male,average_female,female-male
0,0.35290372,0.26556486,"('unsociable', 'sociable')",0.3529037,0.2655649,-0.0873388
1,0.7293469,0.7618179,"('unfriendly', 'friendly')",0.7293469,0.7618179,0.032471
2,-0.15007561,0.057182983,"('unlikable', 'likable')",-0.1500756,0.057183,0.2072586
3,0.8264133,1.017087,"('repellent', 'pleasant')",0.8264133,1.017087,0.1906737
4,-7.1540804,-7.382395,"('disliked', 'liked')",-7.1540804,-7.3823948,-0.2283144
5,-0.74249864,-0.6654444,"('distant', 'outgoing')",-0.7424986,-0.6654444,0.0770542
6,-0.2457509,-0.30030653,"('distant', 'open')",-0.2457509,-0.3003065,-0.0545556
7,1.4629425,1.5321009,"('insensitive', 'sensitive')",1.4629425,1.5321009,0.0691584
8,0.8052001,0.74831957,"('unaffectionate', 'affectionate')",0.8052001,0.7483196,-0.0568805
9,1.0573413,1.1041431,"('unaffectionate', 'caring')",1.0573413,1.1041431,0.0468018
10,1.3649365,1.4357554,"('unsympathetic', 'sympathetic')",1.3649365,1.4357554,0.0708189
11,1.5317926,1.6739174,"('unhelpful', 'helpful')",1.5317926,1.6739174,0.1421248
12,-1.5002592,-1.4496171,"('unsupportive', 'supportive')",-1.5002592,-1.4496171,0.0506421
13,-0.024642523,0.22698447,"('impolite', 'polite')",-0.0246425,0.2269845,0.251627
14,0.48776996,0.5093873,"('antisocial', 'social')",0.48777,0.5093873,0.0216173
15,0.36810532,0.29412833,"('boring', 'funny')",0.3681053,0.2941283,-0.073977
16,-0.92334855,-0.9206162,"('unpopular', 'popular')",-0.9233485,-0.9206162,0.0027323
17,-0.19239497,-0.1993211,"('nasty', 'nice')",-0.192395,-0.1993211,-0.0069261
18,-0.6743028,-0.5262418,"('disagreeable', 'welcoming')",-0.6743028,-0.5262418,0.148061
19,-0.968584,-0.86494225,"('inhospitable', 'hospitable')",-0.968584,-0.8649423,0.1036417
20,0.5953076,0.49852014,"('rough', 'thoughtful')",0.5953076,0.4985201,-0.0967875
21,-0.09502965,0.1939813,"('immoral', 'moral')",-0.0950297,0.1939813,0.289011
22,-0.01309821,0.03561107,"('untrustworthy', 'trustworthy')",-0.0130982,0.0356111,0.0487093
23,5.8496876,6.2037687,"('insincere', 'sincere')",5.8496876,6.2037687,0.3540811
24,1.3917916,1.538065,"('dishonest', 'honest')",1.3917916,1.538065,0.1462734
25,0.5491223,0.5292865,"('egoistic', 'altruistic')",0.5491223,0.5292865,-0.0198358
26,1.1511652,0.88128114,"('hardhearted', 'benevolent')",1.1511652,0.8812811,-0.2698841
27,1.5971221,1.4345787,"('hardhearted', 'softhearted')",1.5971221,1.4345787,-0.1625434
28,1.1932678,1.052977,"('disloyal', 'loyal')",1.1932678,1.052977,-0.1402908
29,-0.39590406,-0.5658741,"('unfair', 'fair')",-0.3959041,-0.5658741,-0.16997
30,0.94453293,1.0839875,"('intolerant', 'tolerant')",0.9445329,1.0839875,0.1394546
31,-1.3312029,-1.4124128,"('evil', 'good')",-1.3312029,-1.4124128,-0.0812099
32,1.219352,1.1332679,"('unkind', 'kind')",1.219352,1.1332679,-0.0860841
33,-0.49202046,-0.5187066,"('wrong', 'right')",-0.4920205,-0.5187066,-0.0266861
34,3.8856351,4.2943177,"('mean', 'honorable')",3.8856351,4.2943177,0.4086826
35,-1.1462735,-1.5110619,"('corrupt', 'incorrupt')",-1.1462735,-1.5110619,-0.3647884
36,-0.9715389,-1.2190379,"('hostile', 'amicable')",-0.9715389,-1.2190379,-0.247499
37,1.045932,1.0419673,"('fake', 'genuine')",1.0459321,1.0419673,-0.0039648
38,-0.64803267,-0.46562353,"('untruthful', 'truthful')",-0.6480327,-0.4656235,0.1824092
39,0.23398834,0.29087108,"('exploitative', 'cooperative')",0.2339883,0.2908711,0.0568828
40,-1.0680156,-1.1183547,"('stingy', 'generous')",-1.0680156,-1.1183547,-0.0503391
41,0.5632606,0.441498,"('unforgiving', 'forgiving')",0.5632606,0.441498,-0.1217626
42,-1.78719,-1.8883206,"('unreliable', 'reliable')",-1.78719,-1.8883206,-0.1011306
43,0.99751467,1.2490172,"('irresponsible', 'responsible')",0.9975147,1.2490172,0.2515025
44,-1.0713236,-1.176215,"('prejudiced', 'unprejudiced')",-1.0713236,-1.1762151,-0.1048915
45,0.6867371,0.5632166,"('incompetent', 'competent')",0.6867371,0.5632166,-0.1235205
46,-0.25365725,-0.23377702,"('uncompetitive', 'competitive')",-0.2536573,-0.233777,0.0198803
47,4.590149,4.8669558,"('stupid', 'smart')",4.5901489,4.8669558,0.2768069
48,0.37133616,0.4646984,"('unintelligent', 'intelligent')",0.3713362,0.4646984,0.0933622
49,-0.36500293,-0.17570204,"('unable', 'able')",-0.3650029,-0.175702,0.1893009
50,-0.46322548,-0.4730835,"('clumsy', 'skillful')",-0.4632255,-0.4730835,-0.009858
51,0.5891709,0.6642365,"('uneducated', 'educated')",0.5891709,0.6642365,0.0750656
52,-0.3314937,-0.5357555,"('irrational', 'rational')",-0.3314937,-0.5357555,-0.2042618
53,-0.17775017,-0.28947923,"('uncreative', 'creative')",-0.1777502,-0.2894792,-0.111729
54,0.7496786,0.8185597,"('incapable', 'capable')",0.7496786,0.8185597,0.0688811
55,1.0758638,1.2205974,"('incompetent', 'clever')",1.0758638,1.2205974,0.1447336
56,0.35312054,0.47082824,"('impractical', 'practical')",0.3531205,0.4708282,0.1177077
57,-1.4843769,-1.7380726,"('unimaginative', 'imaginative')",-1.4843769,-1.7380726,-0.2536957
58,0.6661561,0.6335809,"('undiscriminating', 'discriminating')",0.6661561,0.6335809,-0.0325752
59,-0.34913608,-0.29924643,"('foolish', 'wise')",-0.3491361,-0.2992464,0.0498897
60,0.44397694,0.8249256,"('inefficient', 'efficient')",0.4439769,0.8249256,0.3809487
61,0.3777167,0.27158278,"('illogical', 'logical')",0.3777167,0.2715828,-0.1061339
62,0.6347495,0.94015193,"('incompetent', 'brilliant')",0.6347495,0.9401519,0.3054024
63,0.067207694,0.2875631,"('unperceptive', 'insightful')",0.0672077,0.2875631,0.2203554
64,-5.7105837,-5.6650143,"('shy', 'confident')",-5.7105837,-5.6650143,0.0455694
65,0.6240237,0.85679954,"('insecure', 'secure')",0.6240237,0.8567995,0.2327758
66,-0.1382821,-0.3347408,"('inactive', 'active')",-0.1382821,-0.3347408,-0.1964587
67,-0.6996879,-0.60931444,"('doubtful', 'determined')",-0.6996879,-0.6093144,0.0903735
68,-1.0427805,-0.8195093,"('dependent', 'independent')",-1.0427805,-0.8195093,0.2232712
69,-2.189303,-2.271269,"('lazy', 'industrious')",-2.1893029,-2.2712691,-0.0819662
70,1.9007825,1.8843732,"('lethargic', 'energetic')",1.9007825,1.8843732,-0.0164093
71,0.13355471,0.16032977,"('diffident', 'self-confident')",0.1335547,0.1603298,0.0267751
72,0.85011804,1.1520696,"('unambitious', 'ambitious')",0.850118,1.1520696,0.3019516
73,-2.6171362,-2.6177247,"('helpless', 'self-reliant')",-2.6171362,-2.6177247,-0.0005885
74,0.48939615,0.34601933,"('undedicated', 'dedicated')",0.4893962,0.3460193,-0.1433769
75,-0.6865586,-0.7038662,"('meek', 'impulsive')",-0.6865586,-0.7038662,-0.0173076
76,0.7293546,0.8602063,"('anxious', 'daring')",0.7293546,0.8602063,0.1308517
77,-1.4029416,-1.2681154,"('unmotivated', 'motivated')",-1.4029416,-1.2681154,0.1348262
78,-1.0746051,-1.1236762,"('nonresilient', 'resilient')",-1.0746051,-1.1236762,-0.0490711
79,-0.2592137,-0.31806225,"('wavering', 'unwavering')",-0.2592137,-0.3180622,-0.0588485
80,0.1680429,0.09928784,"('dominated', 'dominating')",0.1680429,0.0992878,-0.0687551
81,0.32404757,0.4466611,"('submissive', 'aggressive')",0.3240476,0.4466611,0.1226135
82,6.0021567,6.1687374,"('poor', 'rich')",6.0021567,6.1687374,0.1665807
83,-0.24982251,-0.19123709,"('powerless', 'powerful')",-0.2498225,-0.1912371,0.0585854
84,0.3249475,0.29044282,"('inferior', 'superior')",0.3249475,0.2904428,-0.0345047
85,-1.3837808,-1.5126547,"('insignificant', 'prestigious')",-1.3837808,-1.5126547,-0.1288739
86,0.81592846,0.7724976,"('uninfluential', 'influential')",0.8159285,0.7724976,-0.0434309
87,-0.30740872,-0.12441382,"('unsuccessful', 'successful')",-0.3074087,-0.1244138,0.1829949
88,0.09571277,0.13034908,"('low', 'eminent')",0.0957128,0.1303491,0.0346363
