,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.28670555,-0.17997268,"('unsociable', 'sociable')",1.087425,0.89202386,1.4090202,1.0106509,-0.468101,-0.65779567,0.5787624,0.2662266,-0.3125358
1,-1.6188848,-1.8130552,"('unfriendly', 'friendly')",-0.37520048,-0.42139903,-0.754794,-0.9399508,1.5398262,1.4700307,-0.3022633,-0.4260936,-0.1238303
2,0.47445723,0.46749395,"('unlikable', 'likable')",0.5735393,0.5421226,1.2421029,1.2591869,0.6466098,0.75865227,0.7341773,0.756864,0.0226867
3,-0.31792453,-0.3915548,"('repellent', 'pleasant')",-0.6359541,-0.61320484,0.9033636,0.8771815,0.3429491,0.34338316,0.0731085,0.0539512,-0.0191573
4,-0.56134444,-0.5612765,"('disliked', 'liked')",-1.3667451,-1.3472269,-0.27684885,-0.32479754,-6.751867,-6.785578,-2.2392013,-2.2547197,-0.0155184
5,-1.8303661,-1.6720115,"('distant', 'outgoing')",-2.2378712,-1.985721,-2.299534,-2.0490148,-0.47427613,-0.2754569,-1.7105118,-1.495551,0.2149608
6,-2.433871,-2.1889346,"('distant', 'open')",-2.811133,-2.4720776,-2.952176,-2.6231933,-0.057747543,0.16325708,-2.0637319,-1.7802371,0.2834948
7,-0.7135216,-0.8603865,"('insensitive', 'sensitive')",0.561849,0.52356786,0.063495874,0.0026756804,0.44375286,0.4267745,0.088894,0.0231579,-0.0657361
8,-1.0072069,-1.0643042,"('unaffectionate', 'affectionate')",-1.3195951,-1.345283,-0.38032684,-0.42731643,0.5827868,0.6168577,-0.5310855,-0.5550115,-0.023926
9,-1.287854,-1.4239073,"('unaffectionate', 'caring')",-0.8886569,-0.89331245,-0.4920856,-0.5647296,1.0278647,1.0846841,-0.410183,-0.4493163,-0.0391333
10,-0.4335758,-0.79760206,"('unsympathetic', 'sympathetic')",0.31942067,0.118199706,0.047304623,-0.18046786,-0.3346065,-0.42155865,-0.1003643,-0.3203572,-0.2199929
