,abiomed_male,abiomed_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.6625727,-0.8278842,"('unsociable', 'sociable')",-0.18019734,-0.26030415,-0.421385,-0.5440942,-0.1227092
1,-2.562602,-2.7376313,"('unfriendly', 'friendly')",1.8030267,1.6092019,-0.3797877,-0.5642147,-0.184427
2,0.16250435,0.15095672,"('unlikable', 'likable')",0.47814655,0.52541137,0.3203254,0.3381841,0.0178587
3,-0.28840718,-0.18228588,"('repellent', 'pleasant')",-0.32917556,-0.17764205,-0.3087914,-0.179964,0.1288274
4,-0.65740275,-0.7214754,"('disliked', 'liked')",-6.3372464,-6.3706646,-3.4973245,-3.5460701,-0.0487456
5,-1.6137041,-1.6703238,"('distant', 'outgoing')",-0.15150256,-0.26101536,-0.8826033,-0.9656696,-0.0830663
6,-2.0494258,-2.0846977,"('distant', 'open')",0.1921106,0.04910223,-0.9286577,-1.0177977,-0.08914
7,-0.22660358,-0.11868425,"('insensitive', 'sensitive')",0.4793321,0.63684976,0.1263643,0.2590828,0.1327185
8,-1.7465862,-1.8332933,"('unaffectionate', 'affectionate')",0.5631694,0.44379795,-0.5917084,-0.6947477,-0.1030393
9,-2.0300572,-2.103026,"('unaffectionate', 'caring')",0.9482919,0.941128,-0.5408826,-0.5809489,-0.0400663
10,-0.7543892,-0.7629329,"('unsympathetic', 'sympathetic')",-0.34188378,-0.31664535,-0.5481365,-0.5397891,0.0083474
11,0.20557308,0.16478467,"('unhelpful', 'helpful')",2.024312,2.116783,1.1149426,1.1407838,0.0258412
12,-0.5846003,-0.55589336,"('unsupportive', 'supportive')",-1.8517127,-1.7991065,-1.2181566,-1.1774999,0.0406567
13,-0.020034397,-0.14413437,"('impolite', 'polite')",-0.068843804,0.019830227,-0.0444391,-0.0621521,-0.017713
14,0.697758,0.75679386,"('antisocial', 'social')",-0.12339022,-0.030459698,0.2871839,0.3631671,0.0759832
15,0.2984061,0.18472889,"('boring', 'funny')",0.76551247,0.7410986,0.5319593,0.4629138,-0.0690455
16,-0.41780993,-0.44574252,"('unpopular', 'popular')",0.61570555,0.5606639,0.0989478,0.0574607,-0.0414871
17,-0.44514838,-0.4150701,"('nasty', 'nice')",-0.29116443,-0.2311528,-0.3681564,-0.3231114,0.045045
18,-0.42171636,-0.43397745,"('disagreeable', 'welcoming')",-0.119797505,-0.17255765,-0.2707569,-0.3032675,-0.0325106
19,-1.6516545,-1.6536986,"('inhospitable', 'hospitable')",-0.08462623,-0.16544324,-0.8681403,-0.9095709,-0.0414306
20,0.027229125,0.12388658,"('rough', 'thoughtful')",1.1120367,1.1102499,0.5696329,0.6170682,0.0474353
21,0.46468425,0.447963,"('immoral', 'moral')",-0.4480658,-0.40672788,0.0083092,0.0206176,0.0123084
22,-0.12529108,-0.11116281,"('untrustworthy', 'trustworthy')",-0.7734702,-0.6940228,-0.4493806,-0.4025928,0.0467878
23,-0.32398364,-0.3898587,"('insincere', 'sincere')",5.861609,5.9547014,2.7688127,2.7824214,0.0136087
24,-0.2790998,-0.36203295,"('dishonest', 'honest')",0.75020295,0.79316115,0.2355516,0.2155641,-0.0199875
25,-1.1813449,-1.2133381,"('egoistic', 'altruistic')",1.3511649,1.243051,0.08491,0.0148565,-0.0700535
26,-0.46340248,-0.5641996,"('hardhearted', 'benevolent')",1.4977671,1.3438137,0.5171823,0.389807,-0.1273753
27,-0.7198619,-0.65259105,"('hardhearted', 'softhearted')",1.152422,1.1431756,0.21628,0.2452923,0.0290123
28,-0.2283041,-0.24371052,"('disloyal', 'loyal')",0.84621686,0.85558265,0.3089564,0.3059361,-0.0030203
29,-0.5492075,-0.48580146,"('unfair', 'fair')",-0.65181285,-0.7614875,-0.6005102,-0.6236445,-0.0231343
30,0.9211588,0.7955767,"('intolerant', 'tolerant')",1.934469,1.9450642,1.4278139,1.3703204,-0.0574935
31,-1.6884048,-1.636208,"('evil', 'good')",-1.0679654,-1.219373,-1.378185,-1.4277905,-0.0496055
32,0.123203754,0.010033768,"('unkind', 'kind')",1.1642432,1.0584524,0.6437235,0.534243,-0.1094805
33,-0.59985465,-0.7106807,"('wrong', 'right')",-0.5982261,-0.6856984,-0.5990404,-0.6981896,-0.0991492
34,0.24589767,0.31965765,"('mean', 'honorable')",6.305593,6.4027824,3.2757454,3.3612201,0.0854747
35,-0.87455964,-0.87219775,"('corrupt', 'incorrupt')",-0.06862305,-0.2581173,-0.4715914,-0.5651575,-0.0935661
36,-1.6636229,-1.6923766,"('hostile', 'amicable')",0.25783622,0.04801269,-0.7028933,-0.8221819,-0.1192886
37,0.19333765,0.25971243,"('fake', 'genuine')",0.20720579,0.21823786,0.2002717,0.2389751,0.0387034
38,-1.0105759,-1.1010686,"('untruthful', 'truthful')",0.16325612,0.22074482,-0.4236599,-0.4401619,-0.016502
39,0.8610107,0.8625891,"('exploitative', 'cooperative')",0.17794536,0.2023243,0.519478,0.5324567,0.0129787
40,0.0950715,0.1032763,"('stingy', 'generous')",-1.6593679,-1.6922837,-0.7821482,-0.7945037,-0.0123555
