,contractor_male,contractor_female,tuple,average_male,average_female,female-male
0,0.82301563,0.38985273,"('unsociable', 'sociable')",0.8230156,0.3898527,-0.4331629
1,0.63842636,0.9642137,"('unfriendly', 'friendly')",0.6384264,0.9642137,0.3257873
2,0.39693752,0.53222924,"('unlikable', 'likable')",0.3969375,0.5322292,0.1352917
3,0.7624706,0.7828087,"('repellent', 'pleasant')",0.7624706,0.7828087,0.0203381
4,-7.3480687,-7.397837,"('disliked', 'liked')",-7.3480687,-7.3978372,-0.0497685
5,-1.7248089,-1.2907747,"('distant', 'outgoing')",-1.7248089,-1.2907747,0.4340342
6,-1.6943556,-1.224902,"('distant', 'open')",-1.6943556,-1.224902,0.4694536
7,1.2535034,1.2625024,"('insensitive', 'sensitive')",1.2535034,1.2625024,0.008999
8,-0.113604695,0.17450124,"('unaffectionate', 'affectionate')",-0.1136047,0.1745012,0.2881059
9,0.93188536,1.2663742,"('unaffectionate', 'caring')",0.9318854,1.2663742,0.3344888
10,1.2360158,1.1350622,"('unsympathetic', 'sympathetic')",1.2360158,1.1350622,-0.1009536
11,2.6231415,2.5480485,"('unhelpful', 'helpful')",2.6231415,2.5480485,-0.075093
12,-1.3121824,-1.3123099,"('unsupportive', 'supportive')",-1.3121824,-1.3123099,-0.0001275
13,0.863866,0.5144455,"('impolite', 'polite')",0.863866,0.5144455,-0.3494205
14,0.58317506,0.18373178,"('antisocial', 'social')",0.5831751,0.1837318,-0.3994433
15,-0.039215647,-0.024567176,"('boring', 'funny')",-0.0392156,-0.0245672,0.0146484
16,-0.3585326,-0.31033105,"('unpopular', 'popular')",-0.3585326,-0.310331,0.0482016
17,-0.40622717,-0.43347222,"('nasty', 'nice')",-0.4062272,-0.4334722,-0.027245
18,-1.1477991,-1.0940946,"('disagreeable', 'welcoming')",-1.1477991,-1.0940946,0.0537045
19,-0.9485789,-0.67794305,"('inhospitable', 'hospitable')",-0.9485789,-0.6779431,0.2706358
20,0.6795087,0.53912556,"('rough', 'thoughtful')",0.6795087,0.5391256,-0.1403831
21,0.5603444,0.4805684,"('immoral', 'moral')",0.5603444,0.4805684,-0.079776
22,-0.4538745,-0.50835264,"('untrustworthy', 'trustworthy')",-0.4538745,-0.5083526,-0.0544781
23,7.3307896,7.3852615,"('insincere', 'sincere')",7.3307896,7.3852615,0.0544719
24,1.5708438,1.667702,"('dishonest', 'honest')",1.5708438,1.667702,0.0968582
25,0.25419396,0.33570158,"('egoistic', 'altruistic')",0.254194,0.3357016,0.0815076
26,0.85221046,0.7757602,"('hardhearted', 'benevolent')",0.8522105,0.7757602,-0.0764503
27,0.744888,0.68117476,"('hardhearted', 'softhearted')",0.744888,0.6811748,-0.0637132
28,1.5137153,1.4465965,"('disloyal', 'loyal')",1.5137153,1.4465965,-0.0671188
29,-1.0690609,-1.1631076,"('unfair', 'fair')",-1.0690609,-1.1631076,-0.0940467
30,1.4236969,1.3517928,"('intolerant', 'tolerant')",1.4236969,1.3517928,-0.0719041
31,-2.5868134,-2.3171763,"('evil', 'good')",-2.5868134,-2.3171763,0.2696371
32,1.7584274,1.5472633,"('unkind', 'kind')",1.7584274,1.5472633,-0.2111641
33,-0.63247144,-0.6056341,"('wrong', 'right')",-0.6324714,-0.6056341,0.0268373
34,5.20749,5.5912094,"('mean', 'honorable')",5.20749,5.5912094,0.3837194
35,-2.166916,-2.114671,"('corrupt', 'incorrupt')",-2.1669159,-2.114671,0.0522449
36,-1.2891263,-1.1324509,"('hostile', 'amicable')",-1.2891263,-1.1324509,0.1566754
37,0.14065063,0.20341429,"('fake', 'genuine')",0.1406506,0.2034143,0.0627637
38,0.7608384,0.89836115,"('untruthful', 'truthful')",0.7608384,0.8983611,0.1375227
39,0.08045533,0.15880439,"('exploitative', 'cooperative')",0.0804553,0.1588044,0.0783491
