,institute_male,institute_female,tuple,average_male,average_female,female-male
0,0.44251728,0.26168805,"('unsociable', 'sociable')",0.4425173,0.2616881,-0.1808292
1,1.4081725,1.4279785,"('unfriendly', 'friendly')",1.4081725,1.4279785,0.019806
2,0.34608844,0.5229045,"('unlikable', 'likable')",0.3460884,0.5229045,0.1768161
3,0.5338829,0.6356582,"('repellent', 'pleasant')",0.5338829,0.6356582,0.1017753
4,-6.9290504,-7.124113,"('disliked', 'liked')",-6.9290504,-7.1241131,-0.1950627
5,-0.66712016,-0.6409906,"('distant', 'outgoing')",-0.6671202,-0.6409906,0.0261296
6,-0.10444568,-0.13108769,"('distant', 'open')",-0.1044457,-0.1310877,-0.026642
7,1.5213575,1.5714139,"('insensitive', 'sensitive')",1.5213575,1.5714139,0.0500564
8,1.1330662,1.1358429,"('unaffectionate', 'affectionate')",1.1330662,1.1358429,0.0027767
9,1.5088887,1.5225251,"('unaffectionate', 'caring')",1.5088887,1.5225251,0.0136364
10,0.85979056,0.9528416,"('unsympathetic', 'sympathetic')",0.8597906,0.9528416,0.093051
11,1.7406915,1.9292327,"('unhelpful', 'helpful')",1.7406915,1.9292327,0.1885412
12,-1.6312319,-1.5834676,"('unsupportive', 'supportive')",-1.6312319,-1.5834676,0.0477643
13,-0.72456294,-0.5301691,"('impolite', 'polite')",-0.7245629,-0.5301691,0.1943938
14,0.46811613,0.526002,"('antisocial', 'social')",0.4681161,0.526002,0.0578859
15,0.48129624,0.33150828,"('boring', 'funny')",0.4812962,0.3315083,-0.1497879
16,-0.3442747,-0.41873074,"('unpopular', 'popular')",-0.3442747,-0.4187307,-0.074456
17,0.0094700605,0.11006658,"('nasty', 'nice')",0.0094701,0.1100666,0.1005965
18,-0.7379519,-0.58451223,"('disagreeable', 'welcoming')",-0.7379519,-0.5845122,0.1534397
19,-0.46641394,-0.36530352,"('inhospitable', 'hospitable')",-0.4664139,-0.3653035,0.1011104
20,1.091079,1.0274137,"('rough', 'thoughtful')",1.091079,1.0274137,-0.0636653
21,-0.42082205,-0.14149421,"('immoral', 'moral')",-0.4208221,-0.1414942,0.2793279
22,-0.5468526,-0.4513295,"('untrustworthy', 'trustworthy')",-0.5468526,-0.4513295,0.0955231
23,6.3048763,6.571623,"('insincere', 'sincere')",6.3048763,6.5716228,0.2667465
24,1.2292047,1.2874898,"('dishonest', 'honest')",1.2292047,1.2874898,0.0582851
25,0.9087588,0.9239499,"('egoistic', 'altruistic')",0.9087588,0.9239499,0.0151911
26,2.5550098,2.446464,"('hardhearted', 'benevolent')",2.5550098,2.4464641,-0.1085457
27,1.854196,1.713762,"('hardhearted', 'softhearted')",1.854196,1.713762,-0.140434
28,1.3359998,1.2228295,"('disloyal', 'loyal')",1.3359998,1.2228295,-0.1131703
29,-0.584408,-0.79044706,"('unfair', 'fair')",-0.584408,-0.7904471,-0.2060391
30,0.75301373,0.9184561,"('intolerant', 'tolerant')",0.7530137,0.9184561,0.1654424
31,-1.0365281,-1.1585265,"('evil', 'good')",-1.0365281,-1.1585265,-0.1219984
32,1.0100456,1.043069,"('unkind', 'kind')",1.0100456,1.043069,0.0330234
33,-0.37002647,-0.5148561,"('wrong', 'right')",-0.3700265,-0.5148561,-0.1448296
34,5.007159,5.381688,"('mean', 'honorable')",5.0071592,5.3816881,0.3745289
35,-0.5505062,-0.9668855,"('corrupt', 'incorrupt')",-0.5505062,-0.9668855,-0.4163793
36,-0.3897421,-0.658821,"('hostile', 'amicable')",-0.3897421,-0.658821,-0.2690789
37,0.4879541,0.56905353,"('fake', 'genuine')",0.4879541,0.5690535,0.0810994
38,-0.44057155,-0.22881454,"('untruthful', 'truthful')",-0.4405715,-0.2288145,0.211757
39,-0.02102064,0.16748099,"('exploitative', 'cooperative')",-0.0210206,0.167481,0.1885016
40,-1.7527701,-1.9112254,"('stingy', 'generous')",-1.7527701,-1.9112254,-0.1584553
41,0.9151503,0.83492404,"('unforgiving', 'forgiving')",0.9151503,0.834924,-0.0802263
42,-2.8034127,-2.8129416,"('unreliable', 'reliable')",-2.8034127,-2.8129416,-0.0095289
43,1.0834237,1.2541852,"('irresponsible', 'responsible')",1.0834237,1.2541852,0.1707615
44,-1.826529,-1.7134141,"('prejudiced', 'unprejudiced')",-1.826529,-1.7134141,0.1131149
45,0.7968181,0.633478,"('incompetent', 'competent')",0.7968181,0.633478,-0.1633401
46,-0.7283277,-0.8954898,"('uncompetitive', 'competitive')",-0.7283277,-0.8954898,-0.1671621
47,5.198755,5.5161233,"('stupid', 'smart')",5.1987548,5.5161233,0.3173685
48,0.4245146,0.49734586,"('unintelligent', 'intelligent')",0.4245146,0.4973459,0.0728313
49,0.091053665,0.2464515,"('unable', 'able')",0.0910537,0.2464515,0.1553978
50,-0.71894205,-0.7094043,"('clumsy', 'skillful')",-0.718942,-0.7094043,0.0095377
51,0.423201,0.46099263,"('uneducated', 'educated')",0.423201,0.4609926,0.0377916
52,-0.096239455,-0.31786397,"('irrational', 'rational')",-0.0962395,-0.317864,-0.2216245
53,0.09515694,0.037089117,"('uncreative', 'creative')",0.0951569,0.0370891,-0.0580678
54,0.7584154,0.909193,"('incapable', 'capable')",0.7584154,0.909193,0.1507776
55,0.49235132,0.6083194,"('incompetent', 'clever')",0.4923513,0.6083194,0.1159681
56,0.4619982,0.48725075,"('impractical', 'practical')",0.4619982,0.4872507,0.0252525
57,-1.8274047,-2.0216556,"('unimaginative', 'imaginative')",-1.8274047,-2.0216556,-0.1942509
58,0.87470686,0.8095054,"('undiscriminating', 'discriminating')",0.8747069,0.8095054,-0.0652015
59,-0.22793815,-0.18587786,"('foolish', 'wise')",-0.2279381,-0.1858779,0.0420602
60,-0.14136802,0.19003868,"('inefficient', 'efficient')",-0.141368,0.1900387,0.3314067
61,0.75576425,0.48248616,"('illogical', 'logical')",0.7557642,0.4824862,-0.273278
62,0.7126001,0.9320751,"('incompetent', 'brilliant')",0.7126001,0.9320751,0.219475
63,0.6005836,0.7303475,"('unperceptive', 'insightful')",0.6005836,0.7303475,0.1297639
64,-7.0559254,-7.1620398,"('shy', 'confident')",-7.0559254,-7.1620398,-0.1061144
65,-0.11825834,-0.011016268,"('insecure', 'secure')",-0.1182583,-0.0110163,0.107242
