,formicarium_male,formicarium_female,tuple,average_male,average_female,female-male
0,-0.012085481,-0.21300614,"('unsociable', 'sociable')",-0.0120855,-0.2130061,-0.2009206
1,-0.84932303,-1.0120187,"('unfriendly', 'friendly')",-0.849323,-1.0120187,-0.1626957
2,-0.025165975,-0.07381092,"('unlikable', 'likable')",-0.025166,-0.0738109,-0.0486449
3,-0.27347192,-0.21608362,"('repellent', 'pleasant')",-0.2734719,-0.2160836,0.0573883
4,-3.0115688,-3.0559902,"('disliked', 'liked')",-3.0115688,-3.0559902,-0.0444214
5,-1.6805917,-1.671707,"('distant', 'outgoing')",-1.6805917,-1.671707,0.0088847
6,-1.8038414,-1.7826525,"('distant', 'open')",-1.8038414,-1.7826525,0.0211889
7,-0.46143427,-0.3810211,"('insensitive', 'sensitive')",-0.4614343,-0.3810211,0.0804132
8,-1.0981061,-1.2072675,"('unaffectionate', 'affectionate')",-1.0981061,-1.2072675,-0.1091614
9,-0.826978,-0.94568247,"('unaffectionate', 'caring')",-0.826978,-0.9456825,-0.1187045
10,0.017955342,0.050790913,"('unsympathetic', 'sympathetic')",0.0179553,0.0507909,0.0328356
11,0.9766228,0.9701694,"('unhelpful', 'helpful')",0.9766228,0.9701694,-0.0064534
12,-0.85012436,-0.86965567,"('unsupportive', 'supportive')",-0.8501244,-0.8696557,-0.0195313
13,0.2036297,0.079191424,"('impolite', 'polite')",0.2036297,0.0791914,-0.1244383
14,0.91321564,0.7925787,"('antisocial', 'social')",0.9132156,0.7925787,-0.1206369
15,-0.1344582,-0.21373788,"('boring', 'funny')",-0.1344582,-0.2137379,-0.0792797
16,-0.47626403,-0.4838875,"('unpopular', 'popular')",-0.476264,-0.4838875,-0.0076235
17,-0.3216998,-0.30267197,"('nasty', 'nice')",-0.3216998,-0.302672,0.0190278
18,-0.9906315,-1.0295767,"('disagreeable', 'welcoming')",-0.9906315,-1.0295767,-0.0389452
