,forest_male,forest_female,tuple,labs_male,labs_female,inc_male,inc_female,average_male,average_female,female-male
0,0.3447826,0.26089373,"('unsociable', 'sociable')",0.6771193,0.5593312,-0.41274065,-0.5457722,0.2030537,0.0914842,-0.1115695
1,0.057979573,-0.073246986,"('unfriendly', 'friendly')",-0.5846009,-0.6081676,2.0830917,1.9833488,0.5188235,0.4339781,-0.0848454
2,-0.042024475,-0.09924041,"('unlikable', 'likable')",-0.07728303,-0.018570378,0.41244188,0.5160725,0.0977115,0.1327539,0.0350424
3,-0.2715495,-0.14997263,"('repellent', 'pleasant')",0.41109896,0.6101081,0.0762026,0.32248315,0.0719174,0.2608729,0.1889555
4,-0.87633353,-0.8858378,"('disliked', 'liked')",-0.5092914,-0.47439778,-6.2216883,-6.303077,-2.5357711,-2.5544376,-0.0186665
5,-1.0433587,-1.0989681,"('distant', 'outgoing')",-1.0325235,-1.0168766,0.34994552,0.3746118,-0.5753122,-0.580411,-0.0050988
6,-0.97965276,-1.0566658,"('distant', 'open')",-1.6218498,-1.5497397,0.7931113,0.81399524,-0.602797,-0.5974701,0.0053269
7,0.909969,0.90595955,"('insensitive', 'sensitive')",0.57619256,0.74921066,0.6716337,0.7460744,0.7192651,0.8004149,0.0811498
8,0.12522167,-0.047701675,"('unaffectionate', 'affectionate')",-0.87012196,-0.93254703,0.8869784,0.84836453,0.0473594,-0.0439614,-0.0913208
9,1.0312442,0.95478666,"('unaffectionate', 'caring')",-0.34464163,-0.25206563,1.5638769,1.6418394,0.7501598,0.7815201,0.0313603
10,0.77256376,0.70563745,"('unsympathetic', 'sympathetic')",0.17780216,0.18614666,-0.27117547,-0.23377952,0.2263968,0.2193349,-0.0070619
11,0.42496362,0.507115,"('unhelpful', 'helpful')",1.1273034,1.1067986,2.0992968,2.1131344,1.2171879,1.2423493,0.0251614
12,0.9157901,0.94974756,"('unsupportive', 'supportive')",0.0042849407,0.17371024,-1.7486968,-1.7351155,-0.2762073,-0.2038859,0.0723214
13,0.406171,0.40364367,"('impolite', 'polite')",-0.13994136,-0.2829244,-0.17560628,-0.23937604,0.0302078,-0.0395523,-0.0697601
14,1.4364339,1.4868081,"('antisocial', 'social')",1.4289535,1.4784759,-0.5312962,-0.53609014,0.7780304,0.8097312,0.0317008
15,-0.280634,-0.318244,"('boring', 'funny')",-0.31377625,-0.5111811,0.67508537,0.62630045,0.0268917,-0.0677082,-0.0945999
16,-0.82183504,-0.8656678,"('unpopular', 'popular')",-0.04320308,-0.024638165,0.8388569,0.84773976,-0.0087271,-0.0141887,-0.0054616
17,-0.024209442,-0.03744483,"('nasty', 'nice')",-0.3919364,-0.33190435,-0.07795268,-0.036643367,-0.1646995,-0.1353308,0.0293687
18,-0.5218004,-0.56912184,"('disagreeable', 'welcoming')",-0.15532926,-0.130785,-0.32435033,-0.39993882,-0.3338267,-0.3666152,-0.0327885
19,-1.532309,-1.5294073,"('inhospitable', 'hospitable')",-1.4449496,-1.5181069,-0.02732543,-0.029228186,-1.001528,-1.0255808,-0.0240528
20,0.26866412,0.32246688,"('rough', 'thoughtful')",1.4379452,1.3932868,0.76385504,0.73629093,0.8234882,0.8173482,-0.00614
21,1.1185302,1.0385574,"('immoral', 'moral')",0.7403868,0.72159237,-0.75664586,-0.7023705,0.3674237,0.3525931,-0.0148306
