,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.045905747,-0.20521148,"('unsociable', 'sociable')",-0.43363273,-0.6430687,-0.2397692,-0.4241401,-0.1843709
1,-1.4897699,-1.6153998,"('unfriendly', 'friendly')",1.633018,1.5341711,0.071624,-0.0406144,-0.1122384
2,0.6639772,0.6138479,"('unlikable', 'likable')",0.86015326,0.97922087,0.7620652,0.7965344,0.0344692
3,-0.3461793,-0.28385305,"('repellent', 'pleasant')",0.2263297,0.27391046,-0.0599248,-0.0049713,0.0549535
4,-0.80313206,-0.8030381,"('disliked', 'liked')",-6.327618,-6.3454843,-3.5653751,-3.5742612,-0.0088861
5,-2.048922,-2.0298336,"('distant', 'outgoing')",-0.34345275,-0.29067826,-1.1961874,-1.1602559,0.0359315
6,-2.363212,-2.3029583,"('distant', 'open')",0.07514163,0.11469899,-1.1440352,-1.0941297,0.0499055
7,0.23267096,0.264478,"('insensitive', 'sensitive')",0.17255385,0.21938327,0.2026124,0.2419306,0.0393182
8,-1.4389695,-1.4668012,"('unaffectionate', 'affectionate')",0.8329167,0.79235667,-0.3030264,-0.3372222,-0.0341958
9,-1.5444379,-1.5261986,"('unaffectionate', 'caring')",1.0050113,1.0603613,-0.2697133,-0.2329187,0.0367946
10,-0.0811169,-0.107860535,"('unsympathetic', 'sympathetic')",-0.39280877,-0.40272424,-0.2369628,-0.2552924,-0.0183296
11,0.6086641,0.6123764,"('unhelpful', 'helpful')",1.7994297,1.8887241,1.2040468,1.2505503,0.0465035
12,-0.32528123,-0.18834485,"('unsupportive', 'supportive')",-2.0642743,-1.9951313,-1.1947777,-1.0917381,0.1030396
13,0.336901,0.22862157,"('impolite', 'polite')",-0.4942659,-0.51179576,-0.0786825,-0.1415871,-0.0629046
14,1.1928179,1.1048911,"('antisocial', 'social')",-0.31628853,-0.4937534,0.4382647,0.3055688,-0.1326959
15,-0.20556355,-0.34597266,"('boring', 'funny')",0.8208231,0.74537694,0.3076298,0.1997021,-0.1079277
16,-1.0771925,-0.98199266,"('unpopular', 'popular')",0.45564115,0.44084656,-0.3107757,-0.270573,0.0402027
17,-0.28777713,-0.17613171,"('nasty', 'nice')",-0.26731175,-0.2519297,-0.2775444,-0.2140307,0.0635137
18,-0.0065193027,0.09180907,"('disagreeable', 'welcoming')",-0.3041764,-0.28921014,-0.1553479,-0.0987005,0.0566474
19,-1.7827802,-1.7559539,"('inhospitable', 'hospitable')",-0.16991538,-0.010062756,-0.9763478,-0.8830084,0.0933394
20,0.46503046,0.47126576,"('rough', 'thoughtful')",0.9243979,0.8418356,0.6947142,0.6565507,-0.0381635
21,0.9671607,0.8678137,"('immoral', 'moral')",-0.4739404,-0.4172054,0.2466101,0.2253042,-0.0213059
22,0.77768004,0.7061734,"('untrustworthy', 'trustworthy')",-0.909358,-0.9747395,-0.065839,-0.134283,-0.068444
23,0.4192918,0.3569675,"('insincere', 'sincere')",5.698412,5.659514,3.058852,3.0082407,-0.0506113
24,-0.015570089,-0.08447604,"('dishonest', 'honest')",0.9143365,0.90266645,0.4493832,0.4090952,-0.040288
25,-0.5175608,-0.58346987,"('egoistic', 'altruistic')",1.470857,1.3264035,0.4766481,0.3714668,-0.1051813
26,0.06693365,-0.15990464,"('hardhearted', 'benevolent')",1.6330663,1.4285687,0.85,0.6343321,-0.2156679
27,-0.18274993,-0.086483836,"('hardhearted', 'softhearted')",1.2924199,1.2089964,0.554835,0.5612563,0.0064213
28,-0.26755503,-0.36221,"('disloyal', 'loyal')",1.0471882,0.9693409,0.3898166,0.3035654,-0.0862512
29,-1.0917649,-1.109706,"('unfair', 'fair')",-0.5187523,-0.7425624,-0.8052586,-0.9261342,-0.1208756
30,1.4569173,1.404514,"('intolerant', 'tolerant')",1.5865663,1.6105444,1.5217419,1.5075293,-0.0142126
31,-1.8709496,-1.7954508,"('evil', 'good')",-1.1628234,-1.3238965,-1.5168865,-1.5596737,-0.0427872
32,0.4593574,0.3373161,"('unkind', 'kind')",1.143158,0.9865572,0.8012577,0.6619366,-0.1393211
33,-0.2246751,-0.31916088,"('wrong', 'right')",-0.5201078,-0.61847913,-0.3723915,-0.46882,-0.0964285
34,-0.3042481,-0.16412158,"('mean', 'honorable')",6.010024,6.2273417,2.8528881,3.03161,0.1787219
35,-1.0383039,-1.0752066,"('corrupt', 'incorrupt')",-0.26883316,-0.46087712,-0.6535685,-0.7680418,-0.1144733
36,-1.7637248,-1.8206242,"('hostile', 'amicable')",0.2207381,-6.298907e-05,-0.7714934,-0.9103436,-0.1388502
37,0.3713865,0.35984924,"('fake', 'genuine')",0.3650508,0.37399477,0.3682187,0.366922,-0.0012967
38,-0.71580493,-0.72849244,"('untruthful', 'truthful')",-0.105196886,0.030143078,-0.4105009,-0.3491747,0.0613262
39,1.0295234,1.0781496,"('exploitative', 'cooperative')",0.24817128,0.22993651,0.6388474,0.654043,0.0151956
40,0.42268473,0.42727697,"('stingy', 'generous')",-1.6278617,-1.7915688,-0.6025885,-0.6821459,-0.0795574
41,0.54731816,0.61410254,"('unforgiving', 'forgiving')",0.21219406,0.1673658,0.3797561,0.3907342,0.0109781
42,0.9412245,1.0129057,"('unreliable', 'reliable')",-2.820619,-2.6696672,-0.9396973,-0.8283808,0.1113165
43,0.3028783,0.29327664,"('irresponsible', 'responsible')",0.6244418,0.6163069,0.4636601,0.4547918,-0.0088683
44,0.5596487,0.51214707,"('prejudiced', 'unprejudiced')",-1.341946,-1.3529036,-0.3911487,-0.4203783,-0.0292296
45,0.21640137,0.20693323,"('incompetent', 'competent')",-0.113836884,-0.20232302,0.0512822,0.0023051,-0.0489771
46,0.5232384,0.54012144,"('uncompetitive', 'competitive')",-0.62067217,-0.5743794,-0.0487169,-0.017129,0.0315879
47,0.47793442,0.4840762,"('stupid', 'smart')",5.6977816,5.801854,3.087858,3.1429651,0.0551071
48,0.6619615,0.71644914,"('unintelligent', 'intelligent')",0.79087216,0.85720336,0.7264168,0.7868263,0.0604095
49,0.068580344,0.33728373,"('unable', 'able')",0.035332717,0.24821793,0.0519565,0.2927508,0.2407943
50,0.34638238,0.41312864,"('clumsy', 'skillful')",0.014237566,0.094730034,0.18031,0.2539293,0.0736193
51,0.29839554,0.17032415,"('uneducated', 'educated')",0.5217876,0.4828138,0.4100916,0.326569,-0.0835226
52,-0.86344314,-1.030832,"('irrational', 'rational')",0.27925193,0.065384075,-0.2920956,-0.482724,-0.1906284
53,-1.2525136,-1.2566837,"('uncreative', 'creative')",0.8411499,0.819959,-0.2056819,-0.2183624,-0.0126805
54,-0.7172388,-0.7219948,"('incapable', 'capable')",1.2326617,1.3684685,0.2577115,0.3232369,0.0655254
55,1.075809,1.1026635,"('incompetent', 'clever')",0.14470758,0.14512913,0.6102583,0.6238963,0.013638
56,0.7226672,0.63547677,"('impractical', 'practical')",0.39830604,0.42288515,0.5604866,0.5291809,-0.0313057
57,-0.25650427,-0.3133207,"('unimaginative', 'imaginative')",-2.3369412,-2.3879466,-1.2967228,-1.3506336,-0.0539108
58,-0.1595747,-0.2093467,"('undiscriminating', 'discriminating')",0.13250013,0.11772061,-0.0135373,-0.045813,-0.0322757
59,-0.41315785,-0.4089056,"('foolish', 'wise')",0.4029665,0.43354374,-0.0050957,0.0123191,0.0174148
60,1.8713497,1.9732405,"('inefficient', 'efficient')",0.120400965,0.35371375,0.9958754,1.1634772,0.1676018
61,-0.12118054,-0.19882225,"('illogical', 'logical')",0.268199,0.042941645,0.0735092,-0.0779403,-0.1514495
62,1.0395298,1.193874,"('incompetent', 'brilliant')",0.35917902,0.6032586,0.6993544,0.8985663,0.1992119
