,book_male,book_female,tuple,average_male,average_female,female-male
0,-0.20350283,-0.27216858,"('unsociable', 'sociable')",-0.2035028,-0.2721686,-0.0686658
1,1.0559818,0.9822542,"('unfriendly', 'friendly')",1.0559818,0.9822542,-0.0737276
2,0.3755587,0.5367694,"('unlikable', 'likable')",0.3755587,0.5367694,0.1612107
3,0.6010103,0.67911804,"('repellent', 'pleasant')",0.6010103,0.679118,0.0781077
4,-6.523002,-6.61793,"('disliked', 'liked')",-6.5230021,-6.6179299,-0.0949278
5,-0.34244937,-0.30909318,"('distant', 'outgoing')",-0.3424494,-0.3090932,0.0333562
6,0.12741822,0.11432055,"('distant', 'open')",0.1274182,0.1143205,-0.0130977
7,0.7901679,0.7512102,"('insensitive', 'sensitive')",0.7901679,0.7512102,-0.0389577
8,1.04911,0.9266603,"('unaffectionate', 'affectionate')",1.0491101,0.9266603,-0.1224498
9,1.7121129,1.6702546,"('unaffectionate', 'caring')",1.7121129,1.6702546,-0.0418583
10,1.042011,0.9893166,"('unsympathetic', 'sympathetic')",1.042011,0.9893166,-0.0526944
11,1.7708334,1.7549286,"('unhelpful', 'helpful')",1.7708334,1.7549286,-0.0159048
12,-1.2400831,-1.3130536,"('unsupportive', 'supportive')",-1.2400831,-1.3130536,-0.0729705
13,-0.315082,-0.31802204,"('impolite', 'polite')",-0.315082,-0.318022,-0.00294
14,0.23531488,0.1571014,"('antisocial', 'social')",0.2353149,0.1571014,-0.0782135
15,0.19175054,0.1459492,"('boring', 'funny')",0.1917505,0.1459492,-0.0458013
16,0.1322773,0.11670075,"('unpopular', 'popular')",0.1322773,0.1167008,-0.0155765
17,0.39779362,0.44422093,"('nasty', 'nice')",0.3977936,0.4442209,0.0464273
18,-0.540351,-0.47781777,"('disagreeable', 'welcoming')",-0.540351,-0.4778178,0.0625332
19,-0.43513653,-0.37210986,"('inhospitable', 'hospitable')",-0.4351365,-0.3721099,0.0630266
20,0.5142876,0.46408355,"('rough', 'thoughtful')",0.5142876,0.4640836,-0.050204
21,-0.19912119,-0.066847414,"('immoral', 'moral')",-0.1991212,-0.0668474,0.1322738
22,-0.3470996,-0.37654817,"('untrustworthy', 'trustworthy')",-0.3470996,-0.3765482,-0.0294486
23,5.6352243,5.6823163,"('insincere', 'sincere')",5.6352243,5.6823163,0.047092
24,1.4728628,1.334525,"('dishonest', 'honest')",1.4728628,1.334525,-0.1383378
25,0.50324684,0.50317013,"('egoistic', 'altruistic')",0.5032468,0.5031701,-7.67e-05
26,0.7636543,0.6057023,"('hardhearted', 'benevolent')",0.7636543,0.6057023,-0.157952
27,1.5727417,1.3185397,"('hardhearted', 'softhearted')",1.5727417,1.3185397,-0.254202
28,0.98283523,0.93364257,"('disloyal', 'loyal')",0.9828352,0.9336426,-0.0491926
29,-0.12475406,-0.26837692,"('unfair', 'fair')",-0.1247541,-0.2683769,-0.1436228
30,0.44488966,0.51919115,"('intolerant', 'tolerant')",0.4448897,0.5191911,0.0743014
31,-0.6910066,-0.6812626,"('evil', 'good')",-0.6910066,-0.6812626,0.009744
32,1.2615037,1.1942506,"('unkind', 'kind')",1.2615037,1.1942506,-0.0672531
33,-0.34965238,-0.32974643,"('wrong', 'right')",-0.3496524,-0.3297464,0.019906
34,4.1429453,4.249665,"('mean', 'honorable')",4.1429453,4.2496648,0.1067195
35,-0.7652727,-0.9133189,"('corrupt', 'incorrupt')",-0.7652727,-0.9133189,-0.1480462
36,-0.43996426,-0.47330335,"('hostile', 'amicable')",-0.4399643,-0.4733033,-0.033339
37,0.5771137,0.5764607,"('fake', 'genuine')",0.5771137,0.5764607,-0.000653
38,-0.061510034,-0.06784906,"('untruthful', 'truthful')",-0.06151,-0.0678491,-0.0063391
39,0.12025171,0.1476818,"('exploitative', 'cooperative')",0.1202517,0.1476818,0.0274301
40,-1.5905476,-1.7325596,"('stingy', 'generous')",-1.5905476,-1.7325596,-0.142012
41,0.42910904,0.41426313,"('unforgiving', 'forgiving')",0.429109,0.4142631,-0.0148459
42,-1.6806687,-1.6703029,"('unreliable', 'reliable')",-1.6806687,-1.6703029,0.0103658
43,1.0268427,1.0367758,"('irresponsible', 'responsible')",1.0268427,1.0367758,0.0099331
44,-1.1177568,-1.0665509,"('prejudiced', 'unprejudiced')",-1.1177568,-1.0665509,0.0512059
45,0.47210562,0.28920957,"('incompetent', 'competent')",0.4721056,0.2892096,-0.182896
46,-0.8613923,-0.8997604,"('uncompetitive', 'competitive')",-0.8613923,-0.8997604,-0.0383681
47,4.698085,4.8053985,"('stupid', 'smart')",4.6980848,4.8053985,0.1073137
48,0.19722408,0.16556005,"('unintelligent', 'intelligent')",0.1972241,0.1655601,-0.031664
49,-0.07433813,0.08592686,"('unable', 'able')",-0.0743381,0.0859269,0.160265
50,-0.28498885,-0.2951141,"('clumsy', 'skillful')",-0.2849889,-0.2951141,-0.0101252
51,-0.26442155,-0.20031802,"('uneducated', 'educated')",-0.2644216,-0.200318,0.0641036
52,-0.11195385,-0.24108212,"('irrational', 'rational')",-0.1119538,-0.2410821,-0.1291283
