,penn_male,penn_female,tuple,national_male,national_female,gaming_male,gaming_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.83598053,-0.9736352,"('unsociable', 'sociable')",-0.937807,-1.0483973,1.1462979,1.0111566,-0.2000122,-0.3768448,-0.2068754,-0.3469302,-0.1400548
1,-0.13611361,-0.12459187,"('unfriendly', 'friendly')",-1.2257084,-1.3591025,1.207414,1.0936793,1.7167023,1.5677679,0.3905736,0.2944382,-0.0961354
2,0.56495696,0.5585646,"('unlikable', 'likable')",0.26084366,0.24720709,1.132573,1.1672353,0.73978746,0.84902817,0.6745403,0.7055088,0.0309685
3,0.03136588,0.2573962,"('repellent', 'pleasant')",0.15228029,0.23244832,-0.19153474,-0.15833701,0.3133852,0.36228448,0.0763742,0.173448,0.0970738
4,-0.35149884,-0.24114689,"('disliked', 'liked')",-0.52155465,-0.64604145,-0.55855125,-0.7067233,-6.007083,-5.970371,-1.859672,-1.8910706,-0.0313986
5,-0.10919013,-0.04328294,"('distant', 'outgoing')",-0.5917907,-0.6100701,0.43563855,0.42829704,-0.3326592,-0.25053966,-0.1495004,-0.1188989,0.0306015
6,0.29971528,0.45477992,"('distant', 'open')",-0.55028236,-0.5276313,0.28385395,0.29199046,0.17478625,0.27699924,0.0520183,0.1240346,0.0720163
7,0.33533645,0.3936624,"('insensitive', 'sensitive')",-0.55380976,-0.47216508,0.11140917,0.17063467,0.7538224,0.7314559,0.1616896,0.205897,0.0442074
8,0.49004477,0.5684263,"('unaffectionate', 'affectionate')",-0.7135166,-0.7679548,0.77766275,0.69363546,0.5732722,0.502337,0.2818658,0.249111,-0.0327548
9,1.042254,1.1129801,"('unaffectionate', 'caring')",-0.4750245,-0.5093696,1.1740643,1.1005533,1.0546893,1.0232605,0.6989958,0.681856,-0.0171398
10,-0.14286004,-0.122844435,"('unsympathetic', 'sympathetic')",-0.94913274,-0.8684994,-0.94673353,-0.9551355,-0.26724333,-0.34161147,-0.5764924,-0.5720227,0.0044697
11,-0.46744844,-0.5842109,"('unhelpful', 'helpful')",-0.05060464,0.012866277,0.24934843,0.29438987,2.2641578,2.3141859,0.4988633,0.5093078,0.0104445
12,1.009986,1.152443,"('unsupportive', 'supportive')",0.36088043,0.43063438,0.5855884,0.54927,-1.43276,-1.3701023,0.1309237,0.1905613,0.0596376
13,0.3568998,0.16734566,"('impolite', 'polite')",-0.10340669,-0.11663139,-0.13055083,-0.17426279,-0.090791285,-0.22198403,0.0080377,-0.0863831,-0.0944208
14,-0.36159503,-0.3754267,"('antisocial', 'social')",0.552621,0.6083257,1.6707308,1.6450009,-0.57587856,-0.6152279,0.3214695,0.315668,-0.0058015
15,0.01535121,-0.08056634,"('boring', 'funny')",-0.011845728,-0.05383933,0.65117097,0.66107714,0.42357525,0.4521086,0.2695629,0.244695,-0.0248679
