,query_male,query_female,tuple,average_male,average_female,female-male
0,0.40484288,0.39614657,"('unsociable', 'sociable')",0.4048429,0.3961466,-0.0086963
1,1.4921495,1.7323402,"('unfriendly', 'friendly')",1.4921495,1.7323402,0.2401907
2,0.13256614,0.24460652,"('unlikable', 'likable')",0.1325661,0.2446065,0.1120404
3,1.1526694,1.3209527,"('repellent', 'pleasant')",1.1526694,1.3209527,0.1682833
4,-7.1978374,-7.1827207,"('disliked', 'liked')",-7.1978374,-7.1827207,0.0151167
5,-0.5032729,-0.14279911,"('distant', 'outgoing')",-0.5032729,-0.1427991,0.3604738
6,0.005013317,0.38664767,"('distant', 'open')",0.0050133,0.3866477,0.3816344
7,1.7792671,1.905847,"('insensitive', 'sensitive')",1.7792671,1.905847,0.1265799
8,1.0020977,1.0861007,"('unaffectionate', 'affectionate')",1.0020977,1.0861007,0.084003
9,1.6264583,1.8919934,"('unaffectionate', 'caring')",1.6264583,1.8919934,0.2655351
10,1.4556086,1.4132864,"('unsympathetic', 'sympathetic')",1.4556086,1.4132864,-0.0423222
11,2.208457,2.289304,"('unhelpful', 'helpful')",2.208457,2.289304,0.080847
12,-1.1607126,-0.82092947,"('unsupportive', 'supportive')",-1.1607126,-0.8209295,0.3397831
13,0.5987196,0.40879178,"('impolite', 'polite')",0.5987196,0.4087918,-0.1899278
14,0.24737523,0.118281186,"('antisocial', 'social')",0.2473752,0.1182812,-0.129094
15,0.24770309,0.16229267,"('boring', 'funny')",0.2477031,0.1622927,-0.0854104
16,-0.6679181,-0.5289239,"('unpopular', 'popular')",-0.6679181,-0.5289239,0.1389942
17,-0.38914037,-0.42830178,"('nasty', 'nice')",-0.3891404,-0.4283018,-0.0391614
18,-0.24543312,-0.10618137,"('disagreeable', 'welcoming')",-0.2454331,-0.1061814,0.1392517
19,-0.81326944,-0.44808903,"('inhospitable', 'hospitable')",-0.8132694,-0.448089,0.3651804
20,1.014807,0.87897927,"('rough', 'thoughtful')",1.014807,0.8789793,-0.1358277
21,0.27615947,0.33992344,"('immoral', 'moral')",0.2761595,0.3399234,0.0637639
22,0.030324778,0.1395906,"('untrustworthy', 'trustworthy')",0.0303248,0.1395906,0.1092658
23,7.0067263,7.2863684,"('insincere', 'sincere')",7.0067263,7.2863684,0.2796421
24,2.309811,2.5472693,"('dishonest', 'honest')",2.3098111,2.5472693,0.2374582
25,0.8283631,0.8647775,"('egoistic', 'altruistic')",0.8283631,0.8647775,0.0364144
26,0.814412,0.5208774,"('hardhearted', 'benevolent')",0.814412,0.5208774,-0.2935346
27,1.9528561,1.9030626,"('hardhearted', 'softhearted')",1.9528561,1.9030626,-0.0497935
28,1.535209,1.4107186,"('disloyal', 'loyal')",1.5352089,1.4107186,-0.1244903
29,-0.7986858,-0.772666,"('unfair', 'fair')",-0.7986858,-0.772666,0.0260198
30,1.021546,0.9903084,"('intolerant', 'tolerant')",1.021546,0.9903084,-0.0312376
31,-1.5302801,-1.403226,"('evil', 'good')",-1.5302801,-1.403226,0.1270541
32,1.7316179,1.5465168,"('unkind', 'kind')",1.7316179,1.5465168,-0.1851011
33,-0.29724365,-0.10214412,"('wrong', 'right')",-0.2972437,-0.1021441,0.1950996
34,4.6138573,5.047333,"('mean', 'honorable')",4.6138573,5.0473328,0.4334755
35,-1.368238,-1.3383076,"('corrupt', 'incorrupt')",-1.368238,-1.3383076,0.0299304
36,-1.4284573,-1.4107519,"('hostile', 'amicable')",-1.4284573,-1.4107519,0.0177054
37,1.1815401,1.042283,"('fake', 'genuine')",1.1815401,1.0422831,-0.139257
38,0.1658468,0.30847883,"('untruthful', 'truthful')",0.1658468,0.3084788,0.142632
39,0.407307,0.4078698,"('exploitative', 'cooperative')",0.407307,0.4078698,0.0005628
40,-0.69044524,-0.7928824,"('stingy', 'generous')",-0.6904452,-0.7928824,-0.1024372
41,0.38771772,0.10062434,"('unforgiving', 'forgiving')",0.3877177,0.1006243,-0.2870934
42,-2.061683,-2.0668292,"('unreliable', 'reliable')",-2.0616829,-2.0668292,-0.0051463
43,1.3926167,1.5046098,"('irresponsible', 'responsible')",1.3926167,1.5046098,0.1119931
44,-1.8429998,-2.2331355,"('prejudiced', 'unprejudiced')",-1.8429998,-2.2331355,-0.3901357
45,0.7113193,0.68494314,"('incompetent', 'competent')",0.7113193,0.6849431,-0.0263762
46,-0.22558512,-0.20598096,"('uncompetitive', 'competitive')",-0.2255851,-0.205981,0.0196041
47,5.0254126,5.1938963,"('stupid', 'smart')",5.0254126,5.1938963,0.1684837
48,1.0085728,0.9802326,"('unintelligent', 'intelligent')",1.0085728,0.9802326,-0.0283402
49,-0.015681991,0.31646484,"('unable', 'able')",-0.015682,0.3164648,0.3321468
50,-0.24598682,-0.21805188,"('clumsy', 'skillful')",-0.2459868,-0.2180519,0.0279349
51,1.4170235,1.3356099,"('uneducated', 'educated')",1.4170235,1.3356099,-0.0814136
52,-0.49039102,-0.3333935,"('irrational', 'rational')",-0.490391,-0.3333935,0.1569975
53,-0.07718024,0.09602189,"('uncreative', 'creative')",-0.0771802,0.0960219,0.1732021
54,0.89407,1.3684423,"('incapable', 'capable')",0.89407,1.3684423,0.4743723
55,1.6292534,1.6421065,"('incompetent', 'clever')",1.6292534,1.6421065,0.0128531
56,0.7450704,0.8068911,"('impractical', 'practical')",0.7450704,0.8068911,0.0618207
57,-2.2067575,-2.3379583,"('unimaginative', 'imaginative')",-2.2067575,-2.3379583,-0.1312008
58,0.44605303,0.34917185,"('undiscriminating', 'discriminating')",0.446053,0.3491718,-0.0968812
59,-0.43854424,-0.34546238,"('foolish', 'wise')",-0.4385442,-0.3454624,0.0930818
60,1.0960289,1.0235434,"('inefficient', 'efficient')",1.0960289,1.0235434,-0.0724855
61,0.75843906,0.7574011,"('illogical', 'logical')",0.7584391,0.7574011,-0.001038
62,1.5102729,1.7185984,"('incompetent', 'brilliant')",1.5102729,1.7185984,0.2083255
63,0.96141857,1.1858647,"('unperceptive', 'insightful')",0.9614186,1.1858647,0.2244461
64,-6.368754,-6.345402,"('shy', 'confident')",-6.3687539,-6.3454018,0.0233521
65,0.7763337,0.79038614,"('insecure', 'secure')",0.7763337,0.7903861,0.0140524
66,-0.76284826,-0.6640982,"('inactive', 'active')",-0.7628483,-0.6640982,0.0987501
67,-1.0524734,-1.1903825,"('doubtful', 'determined')",-1.0524734,-1.1903825,-0.1379091
68,-0.35713798,-0.16459683,"('dependent', 'independent')",-0.357138,-0.1645968,0.1925412
69,-2.4784057,-2.3507583,"('lazy', 'industrious')",-2.4784057,-2.3507583,0.1276474
70,1.6853096,1.7033707,"('lethargic', 'energetic')",1.6853096,1.7033707,0.0180611
