,genzyme_male,genzyme_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.2943213,-1.4546043,"('unsociable', 'sociable')",-0.41076347,-0.51682365,-0.8525424,-0.985714,-0.1331716
1,0.6042133,0.20276505,"('unfriendly', 'friendly')",1.9400382,1.7835896,1.2721257,0.9931773,-0.2789484
2,0.27458823,0.20960885,"('unlikable', 'likable')",0.6418195,0.62504923,0.4582039,0.417329,-0.0408749
3,-1.6347058,-1.5952363,"('repellent', 'pleasant')",0.88239896,0.9094653,-0.3761534,-0.3428855,0.0332679
4,0.3442083,0.26572368,"('disliked', 'liked')",-7.321358,-7.525116,-3.488575,-3.6296961,-0.1411211
5,1.213249,1.0751103,"('distant', 'outgoing')",-0.119815886,-0.061400738,0.5467166,0.5068548,-0.0398618
6,1.1172756,0.93509936,"('distant', 'open')",0.06927182,0.092637256,0.5932737,0.5138683,-0.0794054
7,-1.3370365,-1.3452502,"('insensitive', 'sensitive')",0.25002062,0.3196433,-0.5435079,-0.5128035,0.0307044
8,0.16657849,-0.050167248,"('unaffectionate', 'affectionate')",1.3120311,1.2731344,0.7393048,0.6114836,-0.1278212
9,-0.55586106,-0.76543134,"('unaffectionate', 'caring')",1.5626733,1.6118463,0.5034062,0.4232075,-0.0801987
10,-2.9010756,-2.9265292,"('unsympathetic', 'sympathetic')",-0.8691158,-0.8659603,-1.8850957,-1.8962448,-0.0111491
11,-1.3073153,-1.2803761,"('unhelpful', 'helpful')",1.1933028,1.3738205,-0.0570063,0.0467222,0.1037285
12,-0.74972737,-0.7851914,"('unsupportive', 'supportive')",-2.287734,-2.302283,-1.5187306,-1.5437372,-0.0250066
13,-1.6937908,-1.7174062,"('impolite', 'polite')",-1.093226,-0.97489035,-1.3935084,-1.3461483,0.0473601
14,-1.3635106,-1.2641822,"('antisocial', 'social')",-0.28433755,-0.40122366,-0.8239241,-0.8327029,-0.0087788
15,0.5568376,0.50520784,"('boring', 'funny')",0.21906976,0.24929006,0.3879537,0.3772489,-0.0107048
16,0.23827603,0.26468897,"('unpopular', 'popular')",0.44011527,0.4360249,0.3391957,0.3503569,0.0111612
17,-0.19985098,-0.2066765,"('nasty', 'nice')",-0.34190446,-0.34012818,-0.2708777,-0.2734023,-0.0025246
18,0.4749608,0.366607,"('disagreeable', 'welcoming')",-0.31830665,-0.3669769,0.0783271,-0.0001849,-0.078512
