,chubb_male,chubb_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.39918283,-0.6155544,"('unsociable', 'sociable')",-0.113605,-0.2542066,-0.2563939,-0.4348805,-0.1784866
1,-0.9890696,-1.099374,"('unfriendly', 'friendly')",1.545758,1.3228201,0.2783442,0.111723,-0.1666212
2,0.1016881,0.08258068,"('unlikable', 'likable')",0.30446118,0.30314776,0.2030746,0.1928642,-0.0102104
3,-0.661101,-0.49261147,"('repellent', 'pleasant')",0.68660814,0.75123495,0.0127536,0.1293117,0.1165581
4,0.42532903,0.36193717,"('disliked', 'liked')",-6.9046826,-7.0205274,-3.2396767,-3.3292952,-0.0896185
5,-0.40936857,-0.36262527,"('distant', 'outgoing')",-0.3049781,-0.3283349,-0.3571733,-0.3454801,0.0116932
6,-1.0562274,-0.97787064,"('distant', 'open')",-0.24124607,-0.29283166,-0.6487368,-0.6353512,0.0133856
7,-0.7227166,-0.63501364,"('insensitive', 'sensitive')",0.30474782,0.3051208,-0.2089844,-0.1649464,0.044038
8,-1.8746145,-1.9892123,"('unaffectionate', 'affectionate')",1.0760837,0.92740417,-0.3992654,-0.5309041,-0.1316387
9,-1.6854515,-1.7695563,"('unaffectionate', 'caring')",1.2895155,1.215843,-0.197968,-0.2768567,-0.0788887
10,-1.1951619,-1.261115,"('unsympathetic', 'sympathetic')",-0.7954625,-0.8411005,-0.9953122,-1.0511078,-0.0557956
11,-0.25524047,-0.22519508,"('unhelpful', 'helpful')",1.1792569,1.3933989,0.4620082,0.5841019,0.1220937
12,-0.6673223,-0.64678746,"('unsupportive', 'supportive')",-2.1550214,-2.188384,-1.4111719,-1.4175857,-0.0064138
13,0.16934483,0.05160468,"('impolite', 'polite')",-1.0176382,-0.904658,-0.4241467,-0.4265267,-0.00238
14,0.097329035,0.05866828,"('antisocial', 'social')",0.04786636,-0.021163946,0.0725977,0.0187522,-0.0538455
15,0.9655034,0.8741208,"('boring', 'funny')",0.183772,0.16581172,0.5746377,0.5199662,-0.0546715
16,-0.3723174,-0.2812091,"('unpopular', 'popular')",0.28033435,0.28766403,-0.0459915,0.0032275,0.049219
17,0.17061543,0.17630446,"('nasty', 'nice')",-0.62864316,-0.5941844,-0.2290139,-0.20894,0.0200739
18,-0.7164048,-0.6820728,"('disagreeable', 'welcoming')",-0.5489924,-0.61076593,-0.6326986,-0.6464194,-0.0137208
19,-0.8831413,-0.8855319,"('inhospitable', 'hospitable')",-0.5064065,-0.5022993,-0.6947739,-0.6939156,0.0008583
20,-0.32308188,-0.29914233,"('rough', 'thoughtful')",0.76375186,0.7509559,0.220335,0.2259068,0.0055718
21,0.110904604,0.19330674,"('immoral', 'moral')",-0.67495376,-0.5666072,-0.2820246,-0.1866502,0.0953744
22,0.4435482,0.34579962,"('untrustworthy', 'trustworthy')",-0.84805053,-0.89600575,-0.2022512,-0.2751031,-0.0728519
