,carefusion_male,carefusion_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.2109885,0.27618107,"('unsociable', 'sociable')",-0.07092836,-0.16031118,0.0700301,0.0579349,-0.0120952
1,0.15043092,0.31792396,"('unfriendly', 'friendly')",1.4597698,1.3899475,0.8051004,0.8539357,0.0488353
2,0.76802087,0.81295985,"('unlikable', 'likable')",0.6770881,0.68299454,0.7225544,0.7479772,0.0254228
3,-0.5348839,-0.35657078,"('repellent', 'pleasant')",0.63862574,0.6802871,0.0518709,0.1618582,0.1099873
4,-0.1648752,-0.050037246,"('disliked', 'liked')",-6.943937,-6.998657,-3.5544059,-3.5243473,0.0300586
5,0.6143382,0.6798866,"('distant', 'outgoing')",-0.36881804,-0.35059306,0.1227601,0.1646468,0.0418867
6,0.1825493,0.32296804,"('distant', 'open')",-0.40812373,-0.40478244,-0.1127872,-0.0409072,0.07188
7,0.15800726,0.23710367,"('insensitive', 'sensitive')",0.26966205,0.34961283,0.2138347,0.2933583,0.0795236
8,-0.09089829,-0.081792735,"('unaffectionate', 'affectionate')",0.62169397,0.60265857,0.2653978,0.2604329,-0.0049649
9,1.7068892,1.7768205,"('unaffectionate', 'caring')",1.1850446,1.2319621,1.445967,1.5043913,0.0584243
10,0.01523535,0.16824746,"('unsympathetic', 'sympathetic')",-0.47891608,-0.4139801,-0.2318404,-0.1228663,0.1089741
11,0.97124845,0.9767539,"('unhelpful', 'helpful')",1.7278306,1.8248962,1.3495395,1.400825,0.0512855
12,2.412652,2.702053,"('unsupportive', 'supportive')",-1.7829864,-1.7000937,0.3148328,0.5009797,0.1861469
13,0.63415074,0.5871142,"('impolite', 'polite')",-0.97045267,-0.96741277,-0.168151,-0.1901493,-0.0219983
14,-0.027890205,0.048190475,"('antisocial', 'social')",-0.23136431,-0.27138245,-0.1296273,-0.111596,0.0180313
15,0.3441338,0.22521392,"('boring', 'funny')",-0.15818702,-0.1444593,0.0929734,0.0403773,-0.0525961
16,-1.0034552,-0.8706114,"('unpopular', 'popular')",0.14922611,0.14782569,-0.4271145,-0.3613929,0.0657216
17,0.29738405,0.3861491,"('nasty', 'nice')",-0.3421308,-0.29885745,-0.0223734,0.0436458,0.0660192
18,0.26217392,0.35650754,"('disagreeable', 'welcoming')",-0.26296014,-0.31909668,-0.0003931,0.0187054,0.0190985
19,-0.42640632,-0.3779168,"('inhospitable', 'hospitable')",-0.25648695,-0.21434318,-0.3414466,-0.29613,0.0453166
20,-0.55206573,-0.5589472,"('rough', 'thoughtful')",0.8678114,0.84402156,0.1578728,0.1425372,-0.0153356
21,0.8343039,0.8774495,"('immoral', 'moral')",-0.20880473,-0.16375971,0.3127496,0.3568449,0.0440953
22,0.034302894,0.11570634,"('untrustworthy', 'trustworthy')",-0.74175876,-0.7583769,-0.3537279,-0.3213353,0.0323926
23,1.1323156,1.2007712,"('insincere', 'sincere')",5.9370522,5.9561114,3.5346839,3.5784414,0.0437575
24,0.589068,0.54912585,"('dishonest', 'honest')",0.5562321,0.5537151,0.5726501,0.5514205,-0.0212296
25,0.07172562,0.050861776,"('egoistic', 'altruistic')",1.7296479,1.6990635,0.9006867,0.8749627,-0.025724
26,0.68022186,0.74171376,"('hardhearted', 'benevolent')",1.8194501,1.8023809,1.249836,1.2720473,0.0222113
27,1.3068827,1.2563182,"('hardhearted', 'softhearted')",1.5866235,1.5132164,1.4467531,1.3847673,-0.0619858
28,-0.19289549,-0.19122867,"('disloyal', 'loyal')",0.890556,0.84711075,0.3488303,0.327941,-0.0208893
29,-0.31200698,-0.28599167,"('unfair', 'fair')",-0.20521131,-0.3210982,-0.2586091,-0.3035449,-0.0449358
30,0.69188505,0.73271984,"('intolerant', 'tolerant')",0.5822465,0.5381131,0.6370658,0.6354165,-0.0016493
31,-0.7595465,-0.5456791,"('evil', 'good')",-0.6314176,-0.68790627,-0.695482,-0.6167927,0.0786893
32,1.990432,1.9521004,"('unkind', 'kind')",1.2158995,1.1838472,1.6031657,1.5679739,-0.0351918
33,1.2389642,1.2261436,"('wrong', 'right')",-0.5788299,-0.6599821,0.3300672,0.2830808,-0.0469864
34,0.18057042,0.3620801,"('mean', 'honorable')",5.5871234,5.7458115,2.883847,3.0539458,0.1700988
35,-0.85000783,-0.9463709,"('corrupt', 'incorrupt')",-0.02600084,-0.082947046,-0.4380043,-0.514659,-0.0766547
36,-1.1818094,-1.0402704,"('hostile', 'amicable')",-0.14680603,-0.24858986,-0.6643077,-0.6444302,0.0198775
37,0.22489604,0.22934195,"('fake', 'genuine')",-0.078507975,-0.09115668,0.073194,0.0690926,-0.0041014
38,0.5782599,0.6979319,"('untruthful', 'truthful')",-0.09470155,-0.005042667,0.2417792,0.3464446,0.1046654
39,1.0176333,0.950472,"('exploitative', 'cooperative')",0.23467064,0.28222942,0.626152,0.6163507,-0.0098013
40,0.92186546,1.0133177,"('stingy', 'generous')",-1.7267257,-1.8134203,-0.4024301,-0.4000513,0.0023788
41,1.3759655,1.6089131,"('unforgiving', 'forgiving')",0.18375131,0.13792032,0.7798584,0.8734167,0.0935583
42,1.0735414,1.1883134,"('unreliable', 'reliable')",-3.4622827,-3.4369216,-1.1943706,-1.1243041,0.0700665
43,1.1019984,1.2536248,"('irresponsible', 'responsible')",0.31727773,0.38831127,0.7096381,0.820968,0.1113299
44,-0.27276796,-0.3528523,"('prejudiced', 'unprejudiced')",-1.2973971,-1.3144411,-0.7850826,-0.8336467,-0.0485641
45,-0.0901669,0.30357102,"('incompetent', 'competent')",-0.08158551,-0.046231203,-0.0858762,0.1286699,0.2145461
46,-0.22962163,-0.04276225,"('uncompetitive', 'competitive')",-1.1098156,-1.0945883,-0.6697186,-0.5686753,0.1010433
47,0.43351018,0.4823904,"('stupid', 'smart')",5.4788156,5.594774,2.9561629,3.0385821,0.0824192
48,0.3451895,0.35956162,"('unintelligent', 'intelligent')",0.8998542,0.9161965,0.6225219,0.6378791,0.0153572
49,0.433447,0.5029822,"('unable', 'able')",0.11705235,0.20044754,0.2752497,0.3517149,0.0764652
50,0.09948893,0.0749779,"('clumsy', 'skillful')",-0.034641806,-0.096931845,0.0324236,-0.010977,-0.0434006
51,-0.39677337,-0.48898453,"('uneducated', 'educated')",0.2659497,0.18875435,-0.0654118,-0.1501151,-0.0847033
52,-0.34853655,-0.54804033,"('irrational', 'rational')",0.17311205,0.05005968,-0.0877123,-0.2489903,-0.161278
53,-1.3409677,-1.3085394,"('uncreative', 'creative')",0.22194791,0.19381234,-0.5595099,-0.5573635,0.0021464
54,-0.19109772,-0.23494774,"('incapable', 'capable')",0.71751285,0.7757765,0.2632076,0.2704144,0.0072068
55,-0.44207832,-0.3117029,"('incompetent', 'clever')",0.25697207,0.2476769,-0.0925531,-0.032013,0.0605401
56,1.2099108,1.341612,"('impractical', 'practical')",-0.8130697,-0.7502169,0.1984205,0.2956975,0.097277
57,-0.44117802,-0.24309814,"('unimaginative', 'imaginative')",-3.3728848,-3.3378625,-1.9070314,-1.7904804,0.116551
58,-1.0735303,-0.9340353,"('undiscriminating', 'discriminating')",-0.19108108,-0.23475517,-0.6323057,-0.5843952,0.0479105
59,0.66015476,0.5686002,"('foolish', 'wise')",0.31113383,0.32610235,0.4856443,0.4473513,-0.038293
60,1.0672967,1.1385001,"('inefficient', 'efficient')",-0.061096504,0.06247908,0.5031001,0.6004896,0.0973895
61,0.007385675,-0.07582655,"('illogical', 'logical')",0.65400547,0.523855,0.3306956,0.2240142,-0.1066814
62,0.6735784,0.8259399,"('incompetent', 'brilliant')",0.05372609,0.16473182,0.3636522,0.4953358,0.1316836
63,0.55654603,0.74598473,"('unperceptive', 'insightful')",0.5533706,0.6351158,0.5549583,0.6905503,0.135592
64,0.4009921,0.32072508,"('shy', 'confident')",-6.510816,-6.54509,-3.0549121,-3.1121826,-0.0572705
65,-0.44497907,-0.66070575,"('insecure', 'secure')",-0.12278032,-0.1036242,-0.2838797,-0.382165,-0.0982853
66,-0.8498137,-0.8989902,"('inactive', 'active')",0.4519482,0.4857764,-0.1989328,-0.2066069,-0.0076741
67,0.6001404,0.56179893,"('doubtful', 'determined')",-0.5058999,-0.5275949,0.0471202,0.017102,-0.0300182
68,-0.83492076,-0.9853498,"('dependent', 'independent')",-0.6622064,-0.6745302,-0.7485636,-0.82994,-0.0813764
69,1.1566792,1.1103083,"('lazy', 'industrious')",-0.19573782,-0.18981613,0.4804707,0.4602461,-0.0202246
70,-0.17405316,-0.09492892,"('lethargic', 'energetic')",-0.16370282,-0.10170191,-0.168878,-0.0983154,0.0705626
71,1.353625,1.521325,"('diffident', 'self-confident')",0.6467142,0.68516034,1.0001696,1.1032426,0.103073
72,-0.08471806,-0.14543597,"('unambitious', 'ambitious')",-0.6622219,-0.6226619,-0.37347,-0.3840489,-0.0105789
73,0.17953694,0.070419416,"('helpless', 'self-reliant')",-3.5219703,-3.5867178,-1.6712167,-1.7581493,-0.0869326
74,0.29583132,0.45832783,"('undedicated', 'dedicated')",-0.37374157,-0.38961583,-0.0389551,0.034356,0.0733111
75,-0.7213724,-0.616826,"('meek', 'impulsive')",-0.99079764,-0.92371726,-0.8560851,-0.7702717,0.0858134
76,-0.4856012,-0.453385,"('anxious', 'daring')",-0.6967652,-0.63242877,-0.5911832,-0.5429069,0.0482763
77,0.1672923,0.29997295,"('unmotivated', 'motivated')",-1.2316083,-1.0682856,-0.532158,-0.3841563,0.1480017
78,1.038719,1.2973157,"('nonresilient', 'resilient')",0.4080063,0.5067279,0.7233627,0.9020218,0.1786591
79,-0.65145516,-0.5619125,"('wavering', 'unwavering')",-0.3062644,-0.21949245,-0.4788598,-0.3907025,0.0881573
80,0.19544345,0.10258157,"('dominated', 'dominating')",-0.7314327,-0.6332435,-0.2679946,-0.265331,0.0026636
81,0.4880302,0.41080263,"('submissive', 'aggressive')",-0.8186548,-0.7261256,-0.1653123,-0.1576615,0.0076508
82,-0.92597467,-0.85308444,"('poor', 'rich')",5.92879,5.97913,2.5014076,2.5630226,0.061615
83,-0.07440854,-0.0060454793,"('powerless', 'powerful')",-1.2469119,-1.2806867,-0.6606602,-0.6433661,0.0172941
84,0.19888324,0.041643716,"('inferior', 'superior')",0.92378926,0.8638784,0.5613363,0.4527611,-0.1085752
85,0.4127252,0.42699274,"('insignificant', 'prestigious')",0.14130853,0.08275389,0.2770169,0.2548733,-0.0221436
86,-0.29586244,-0.15438819,"('uninfluential', 'influential')",-0.26488128,-0.33367056,-0.2803718,-0.2440294,0.0363424
87,-0.20800644,-0.2514587,"('unsuccessful', 'successful')",0.6970554,0.72641546,0.2445245,0.2374784,-0.0070461
88,-0.44890735,-0.4948586,"('low', 'eminent')",-0.31493735,-0.31815994,-0.3819224,-0.4065093,-0.0245869
