,burlington_male,burlington_female,tuple,northern_male,northern_female,santa_male,santa_female,fe_male,fe_female,cp_male,cp_female,average_male,average_female,female-male
0,-1.0019633,-1.0790315,"('unsociable', 'sociable')",-0.560561,-0.5118099,-1.8151944,-1.8223351,-1.5219456,-1.5659201,-0.5758119,-0.44847545,-1.0950953,-1.0855144,0.0095809
1,-0.329073,-0.2751385,"('unfriendly', 'friendly')",-0.5374136,-0.50444317,-0.83231825,-0.87755984,0.7575976,0.66889215,1.9549245,1.6758304,0.2027434,0.1375162,-0.0652272
2,-0.6612476,-0.6151043,"('unlikable', 'likable')",0.045774262,0.16400237,0.12420073,0.21694541,0.76173896,0.8282854,0.43754792,0.47876638,0.1416028,0.2145791,0.0729763
3,-0.43628493,-0.48102558,"('repellent', 'pleasant')",-0.1546469,-0.11592845,-0.61858636,-0.54616314,-0.8413539,-0.81724983,0.40980682,0.5614597,-0.328213,-0.2797814,0.0484316
4,0.62659353,0.6225966,"('disliked', 'liked')",-0.22724813,-0.383693,0.014992394,-0.06439233,0.70893425,0.6015808,-7.554283,-7.729442,-1.2862022,-1.39067,-0.1044678
5,0.69372255,0.80072474,"('distant', 'outgoing')",-0.22126733,-0.21753675,0.79154277,0.77454674,0.78518367,0.7354936,-0.1269314,-0.24514247,0.3844501,0.3696172,-0.0148329
6,0.40512294,0.49290067,"('distant', 'open')",-0.13755503,-0.18015209,1.1615621,1.1636778,1.40191,1.3198919,0.6684306,0.5057927,0.6998941,0.6604222,-0.0394719
7,0.1431497,0.087828696,"('insensitive', 'sensitive')",-0.5327458,-0.35135815,-1.0011634,-0.9472438,-0.8575761,-0.7728066,0.54773235,0.6569986,-0.3401206,-0.2653162,0.0748044
8,-0.4796376,-0.33282974,"('unaffectionate', 'affectionate')",-0.14001854,-0.103532344,-0.66837007,-0.63505316,0.58160985,0.53920996,1.3081015,1.108926,0.120337,0.1153442,-0.0049928
9,0.41991198,0.521935,"('unaffectionate', 'caring')",-0.16887881,-0.12130673,-0.6731924,-0.65364176,0.018886479,-0.006127606,1.709669,1.5422834,0.2612792,0.2566285,-0.0046507
10,-0.5624811,-0.64316434,"('unsympathetic', 'sympathetic')",-0.9698905,-0.99590755,-2.3726146,-2.3355985,-1.8560473,-1.8618364,-0.1574218,0.08324333,-1.183691,-1.1506527,0.0330383
11,-0.089953795,-0.09220363,"('unhelpful', 'helpful')",-0.83588237,-0.7418232,-1.4217268,-1.3295162,-1.2130632,-1.1770416,1.1511265,1.218198,-0.4818999,-0.4244774,0.0574225
12,0.812278,0.85675573,"('unsupportive', 'supportive')",0.036159553,0.18088704,-1.0418165,-0.94830596,-0.8836098,-0.843451,-1.9115249,-1.9111557,-0.5977027,-0.533054,0.0646487
13,-0.25824746,-0.31887865,"('impolite', 'polite')",-0.74099517,-0.5304557,-1.0038025,-0.96478325,-1.4185042,-1.3393663,-0.9125297,-0.7187623,-0.8668158,-0.7744493,0.0923665
14,-0.98862636,-1.0023637,"('antisocial', 'social')",-0.8188918,-0.67656267,-2.5545378,-2.510236,-1.4451324,-1.4236482,-0.66458577,-0.4494293,-1.2943547,-1.212448,0.0819067
15,-0.44008166,-0.4253751,"('boring', 'funny')",-0.03858825,-0.11800025,0.15037113,0.11893771,0.39188197,0.37057483,0.3309514,0.1510014,0.0789069,0.0194277,-0.0594792
16,-0.10392703,-0.14200035,"('unpopular', 'popular')",0.53294533,0.3287215,1.132735,1.0782065,0.914745,0.77257687,0.21788198,0.08575928,0.538876,0.4246528,-0.1142232
17,-0.27418494,-0.26137137,"('nasty', 'nice')",-0.15151997,-0.09050531,1.0268492,1.0748285,0.16599338,0.19937705,-0.18225034,-0.10314937,0.1169775,0.1638359,0.0468584
18,-1.2767289,-1.1748486,"('disagreeable', 'welcoming')",-0.46979636,-0.33856523,0.6417361,0.76263046,0.11648969,0.14761941,-0.32995123,-0.3797713,-0.2636502,-0.196587,0.0670632
19,-0.3431026,-0.1991414,"('inhospitable', 'hospitable')",-0.6345119,-0.62999785,-0.506422,-0.45729858,-0.31653753,-0.2592946,-0.67576563,-0.6663672,-0.4952679,-0.4424199,0.052848
20,-0.7337037,-0.6970932,"('rough', 'thoughtful')",-0.8730708,-0.7927437,-0.26132926,-0.19230758,-0.45950362,-0.42220154,0.33532333,0.35269123,-0.3984568,-0.350331,0.0481258
21,-0.52617514,-0.552403,"('immoral', 'moral')",-0.04578662,0.0073998207,-1.635708,-1.6045904,-1.328129,-1.235882,-1.1363581,-0.8579141,-0.9344314,-0.8486779,0.0857535
22,-0.80728364,-0.8118293,"('untrustworthy', 'trustworthy')",-0.95622176,-0.89824545,-0.50641495,-0.49234086,-0.91042817,-0.90617895,-1.0088024,-0.85920405,-0.8378302,-0.7935597,0.0442705
23,-0.3715699,-0.40902346,"('insincere', 'sincere')",-1.387502,-1.3197742,-1.0772685,-1.0292543,-1.4275495,-1.4556333,6.3406687,6.3786774,0.4153558,0.4329985,0.0176427
24,0.2580438,0.32915223,"('dishonest', 'honest')",-0.9661873,-0.7189722,-0.3756281,-0.33444285,-0.48871723,-0.4448659,0.9636973,0.9702338,-0.1217583,-0.039779,0.0819793
25,0.28417456,0.30514145,"('egoistic', 'altruistic')",1.4607116,1.4349117,1.2186681,1.106249,1.7153207,1.6223725,1.5313275,1.3024098,1.2420404,1.1542169,-0.0878235
26,0.4430552,0.4342771,"('hardhearted', 'benevolent')",0.3558804,0.37290955,-0.58363056,-0.6178591,0.50930715,0.44553268,1.2743707,1.082241,0.3997966,0.3434202,-0.0563764
27,-0.5810457,-0.48575172,"('hardhearted', 'softhearted')",-0.57894325,-0.35901165,-0.06046199,0.028510626,-0.38131848,-0.32958674,1.2691997,1.2132858,-0.0665139,0.0134893,0.0800032
28,0.4378881,0.3182103,"('disloyal', 'loyal')",-0.28641284,-0.36623308,-0.405943,-0.45591164,0.0008130148,-0.12897784,1.1827532,1.0102272,0.1858197,0.075463,-0.1103567
29,-0.06941207,-0.15079528,"('unfair', 'fair')",-0.18416573,-0.17562008,0.70554346,0.7076531,0.19333994,0.1802029,-0.42096314,-0.4211281,0.0448685,0.0280625,-0.016806
30,-0.46613783,-0.42939976,"('intolerant', 'tolerant')",-1.4398189,-1.2178849,-1.316642,-1.2838945,-1.4502556,-1.388474,0.068416476,0.2701294,-0.9208876,-0.8099048,0.1109828
31,-0.42035064,-0.21499735,"('evil', 'good')",-0.51225924,-0.36167622,0.4036161,0.48106033,0.67442286,0.76302063,-0.77590674,-0.8541069,-0.1260955,-0.0373399,0.0887556
32,0.23623714,0.16799523,"('unkind', 'kind')",-0.4506216,-0.3466548,-0.6926372,-0.69188356,-0.6611815,-0.6967474,0.8914832,0.88770884,-0.135344,-0.1359163,-0.0005723
33,0.5200723,0.4546679,"('wrong', 'right')",1.1464711,1.1120121,1.0649657,0.9560124,1.2257311,1.1418589,0.44471988,0.2738831,0.8803921,0.7876869,-0.0927052
