,albemarle_male,albemarle_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.7097442,-1.7694297,"('unsociable', 'sociable')",0.05542411,-0.042935845,-0.8271601,-0.9061828,-0.0790227
1,-1.1218477,-1.1439645,"('unfriendly', 'friendly')",1.463496,1.2336116,0.1708241,0.0448235,-0.1260006
2,1.0142895,0.97361505,"('unlikable', 'likable')",0.8348909,0.82969743,0.9245902,0.9016563,-0.0229339
3,-1.0502977,-0.95773304,"('repellent', 'pleasant')",0.6180476,0.7029405,-0.2161251,-0.1273963,0.0887288
4,0.18434563,0.21611819,"('disliked', 'liked')",-6.857873,-7.022163,-3.3367636,-3.4030223,-0.0662587
5,0.28740793,0.2909985,"('distant', 'outgoing')",-0.5250028,-0.65632486,-0.1187974,-0.1826632,-0.0638658
6,0.50427586,0.54565144,"('distant', 'open')",-0.41399837,-0.58858156,0.0451387,-0.0214651,-0.0666038
7,-1.30713,-1.1517617,"('insensitive', 'sensitive')",0.2788559,0.34697104,-0.514137,-0.4023953,0.1117417
8,0.14240731,0.155352,"('unaffectionate', 'affectionate')",0.9206636,0.7826476,0.5315354,0.4689998,-0.0625356
9,-0.58042467,-0.5431907,"('unaffectionate', 'caring')",1.0889912,1.0140831,0.2542832,0.2354462,-0.018837
10,-2.317041,-2.2322507,"('unsympathetic', 'sympathetic')",-0.4933054,-0.464066,-1.4051732,-1.3481584,0.0570148
11,-2.2145324,-2.1201553,"('unhelpful', 'helpful')",1.1488179,1.2701916,-0.5328572,-0.4249819,0.1078753
12,-1.233129,-1.1134487,"('unsupportive', 'supportive')",-1.999051,-1.9803531,-1.6160901,-1.546901,0.0691891
13,-1.7234515,-1.6884447,"('impolite', 'polite')",-1.1403542,-1.0349694,-1.4319029,-1.3617071,0.0701958
14,-0.4374971,-0.4567618,"('antisocial', 'social')",0.34381405,0.31407708,-0.0468415,-0.0713424,-0.0245009
15,0.7057728,0.621977,"('boring', 'funny')",0.1308848,0.09949845,0.4183288,0.3607377,-0.0575911
16,-0.46088016,-0.47300005,"('unpopular', 'popular')",0.3302078,0.23298363,-0.0653362,-0.1200082,-0.054672
17,0.07484263,0.1614405,"('nasty', 'nice')",-0.40225285,-0.34084126,-0.1637051,-0.0897004,0.0740047
18,-0.033685517,0.017348476,"('disagreeable', 'welcoming')",-0.47532976,-0.597741,-0.2545076,-0.2901963,-0.0356887
19,-0.8801801,-0.8386295,"('inhospitable', 'hospitable')",-0.77345145,-0.7915064,-0.8268158,-0.8150679,0.0117479
20,-0.5397814,-0.5775052,"('rough', 'thoughtful')",0.9933107,0.9484301,0.2267646,0.1854625,-0.0413021
21,-1.3440924,-1.3266054,"('immoral', 'moral')",-0.47298086,-0.36774677,-0.9085366,-0.8471761,0.0613605
22,-0.75238436,-0.7039763,"('untrustworthy', 'trustworthy')",-0.82655245,-0.84813875,-0.7894684,-0.7760575,0.0134109
23,-2.005168,-1.9583509,"('insincere', 'sincere')",5.1955547,5.2340775,1.5951934,1.6378633,0.0426699
24,-1.0095063,-0.98441935,"('dishonest', 'honest')",0.46492636,0.45754853,-0.27229,-0.2634354,0.0088546
25,1.4061564,1.3429533,"('egoistic', 'altruistic')",1.7295414,1.6305072,1.5678489,1.4867303,-0.0811186
26,0.3762756,0.29753426,"('hardhearted', 'benevolent')",1.9589603,1.8339775,1.1676179,1.0657558,-0.1018621
27,0.5663964,0.65177804,"('hardhearted', 'softhearted')",1.2440543,1.1524993,0.9052254,0.9021387,-0.0030867
28,-1.2284038,-1.2811408,"('disloyal', 'loyal')",0.9146891,0.7938244,-0.1568573,-0.2436582,-0.0868009
29,-0.11304591,-0.155245,"('unfair', 'fair')",-0.28753418,-0.42612505,-0.20029,-0.290685,-0.090395
30,-0.54887474,-0.5059035,"('intolerant', 'tolerant')",0.89724076,0.893195,0.174183,0.1936457,0.0194627
31,0.014549816,0.061894022,"('evil', 'good')",-0.49978834,-0.6871047,-0.2426193,-0.3126054,-0.0699861
32,-0.7928692,-0.77492833,"('unkind', 'kind')",0.392178,0.3033554,-0.2003456,-0.2357865,-0.0354409
33,0.63557184,0.57752365,"('wrong', 'right')",-0.4735086,-0.5235758,0.0810316,0.0269739,-0.0540577
34,-0.33319256,-0.26068664,"('mean', 'honorable')",5.232746,5.4123073,2.4497769,2.5758104,0.1260335
35,2.616042,2.5173724,"('corrupt', 'incorrupt')",-0.3143293,-0.47037652,1.1508563,1.0234979,-0.1273584
36,1.3259809,1.265887,"('hostile', 'amicable')",-0.07268739,-0.31890017,0.6266468,0.4734934,-0.1531534
37,0.16466767,0.27395517,"('fake', 'genuine')",0.089136556,0.13884759,0.1269021,0.2064014,0.0794993
38,-0.9674123,-0.8853656,"('untruthful', 'truthful')",-0.5397926,-0.4792149,-0.7536024,-0.6822903,0.0713121
39,-0.32699898,-0.2945296,"('exploitative', 'cooperative')",0.25992185,0.30870652,-0.0335386,0.0070885,0.0406271
40,0.33366054,0.30504194,"('stingy', 'generous')",-1.447401,-1.6278417,-0.5568702,-0.6613999,-0.1045297
41,-1.154252,-1.0787652,"('unforgiving', 'forgiving')",-0.116204314,-0.22557054,-0.6352282,-0.6521679,-0.0169397
42,0.5624203,0.63932246,"('unreliable', 'reliable')",-3.2258584,-3.246218,-1.331719,-1.3034477,0.0282713
43,-2.0885947,-1.9817889,"('irresponsible', 'responsible')",0.33749723,0.392241,-0.8755487,-0.7947739,0.0807748
44,0.8517342,0.8405038,"('prejudiced', 'unprejudiced')",-1.4948629,-1.5393105,-0.3215643,-0.3494033,-0.027839
45,-1.9006617,-1.7933042,"('incompetent', 'competent')",-0.15640068,-0.15726116,-1.0285312,-0.9752827,0.0532485
46,-2.0351892,-2.0254278,"('uncompetitive', 'competitive')",-0.8172586,-0.74991566,-1.4262239,-1.3876717,0.0385522
47,0.18258266,0.23686174,"('stupid', 'smart')",5.221162,5.3321724,2.7018723,2.784517,0.0826447
48,-1.1880407,-1.2553539,"('unintelligent', 'intelligent')",0.9543522,1.0137752,-0.1168443,-0.1207893,-0.003945
49,-0.42543983,-0.38255912,"('unable', 'able')",-0.40592486,-0.3459279,-0.4156823,-0.3642435,0.0514388
50,0.31151623,0.35149843,"('clumsy', 'skillful')",-0.26064134,-0.39373395,0.0254374,-0.0211178,-0.0465552
