,delta_male,delta_female,tuple,air_male,air_female,lines_male,lines_female,inc_male,inc_female,average_male,average_female,female-male
0,0.044035435,-0.045735046,"('unsociable', 'sociable')",-1.8643041,-2.1263933,-0.07059103,-0.19921808,-0.15905231,-0.33560064,-0.512478,-0.6767368,-0.1642588
1,1.1692055,1.1016228,"('unfriendly', 'friendly')",0.65373236,0.67085534,0.57767826,0.48107067,1.7519898,1.5564579,1.0381515,0.9525017,-0.0856498
2,1.2769061,1.3080446,"('unlikable', 'likable')",0.78170604,0.9101612,0.78787917,0.7908075,0.61039203,0.6753326,0.8642209,0.9210864,0.0568655
3,-0.56728256,-0.5065942,"('repellent', 'pleasant')",-1.1911123,-1.2090565,-0.10519344,-0.11984778,0.1185034,0.17767793,-0.4362712,-0.4144551,0.0218161
4,0.06915699,0.12944561,"('disliked', 'liked')",1.0233252,1.1159755,0.51654094,0.5303214,-6.1942997,-6.141978,-1.1463192,-1.0915588,0.0547604
5,0.7264125,0.6353986,"('distant', 'outgoing')",1.3654189,1.5081668,-0.569667,-0.5910712,-0.24295709,-0.32148743,0.3198018,0.3077517,-0.0120501
6,0.7042681,0.66671026,"('distant', 'open')",1.4929854,1.6362354,-0.91520303,-0.9637093,0.58396703,0.47025368,0.4665043,0.4523725,-0.0141318
7,0.22992003,0.26708233,"('insensitive', 'sensitive')",-0.65199476,-0.66258764,-0.5367242,-0.5174682,0.9249531,0.9250254,-0.0084615,0.003013,0.0114745
8,1.0702806,1.0103809,"('unaffectionate', 'affectionate')",0.6250914,0.624279,-0.56153476,-0.61298907,0.61023647,0.46942687,0.4360184,0.3727744,-0.063244
9,1.8303722,1.8194311,"('unaffectionate', 'caring')",0.54179543,0.51797587,0.0019207448,-0.029519916,1.0995079,1.0157043,0.868399,0.8308978,-0.0375012
10,-0.4608902,-0.47654828,"('unsympathetic', 'sympathetic')",-2.4100976,-2.5943935,-1.0834666,-1.0805928,0.17134781,0.108539045,-0.9457766,-1.0107489,-0.0649723
11,-0.54663974,-0.5709574,"('unhelpful', 'helpful')",-1.0173042,-1.0382826,-0.6150212,-0.61810917,1.8546876,1.8130746,-0.0810694,-0.1035687,-0.0224993
12,1.5270556,1.4933162,"('unsupportive', 'supportive')",-0.5784669,-0.545761,0.109634355,0.12891263,-1.8382374,-1.8292819,-0.1950036,-0.1882035,0.0068001
13,-1.1461014,-1.3122579,"('impolite', 'polite')",-1.1870513,-1.3896025,0.11316352,0.029002832,0.16880867,0.12224658,-0.5127952,-0.6376528,-0.1248576
