,hormel_male,hormel_female,tuple,foods_male,foods_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.380879,-1.6116754,"('unsociable', 'sociable')",0.7692803,0.56583667,-0.41653258,-0.56424046,-0.3427104,-0.5366931,-0.1939827
1,-1.1447418,-1.0881288,"('unfriendly', 'friendly')",0.33042333,0.21105589,1.1889992,1.0109547,0.1248936,0.0446273,-0.0802663
2,0.27963078,0.2981697,"('unlikable', 'likable')",0.49486893,0.42399913,0.5286962,0.5512583,0.4343987,0.4244757,-0.009923
3,-1.1100682,-1.0542647,"('repellent', 'pleasant')",-1.3466794,-1.2258644,0.20235756,0.3079661,-0.7514633,-0.6573876,0.0940757
4,0.49246997,0.4913582,"('disliked', 'liked')",0.013877895,0.06744494,-6.840309,-6.826084,-2.1113205,-2.0890937,0.0222268
5,0.37314028,0.4289052,"('distant', 'outgoing')",0.31036603,0.33282563,-0.2702849,-0.2952686,0.1377405,0.1554874,0.0177469
6,-0.07996966,0.005513426,"('distant', 'open')",0.05525075,0.07863964,-0.38089788,-0.44043022,-0.1352056,-0.1187591,0.0164465
7,-1.1319058,-1.2414807,"('insensitive', 'sensitive')",-0.030632906,0.029682586,0.18988109,0.1829693,-0.3242192,-0.3429429,-0.0187237
8,-0.601354,-0.5654691,"('unaffectionate', 'affectionate')",0.4332622,0.42581302,0.5079081,0.40141815,0.1132721,0.087254,-0.0260181
9,-1.1195468,-1.1146448,"('unaffectionate', 'caring')",0.764946,0.77879244,1.1683022,1.1390045,0.2712338,0.2677174,-0.0035164
10,-2.1629684,-2.3507063,"('unsympathetic', 'sympathetic')",-0.24993967,-0.34064832,-0.6813233,-0.8241897,-1.0314105,-1.1718481,-0.1404376
11,-1.0288382,-1.1014388,"('unhelpful', 'helpful')",0.097755775,0.10386084,1.8118117,1.8121923,0.2935764,0.2715381,-0.0220383
12,-0.48216254,-0.54990584,"('unsupportive', 'supportive')",0.6187351,0.6475107,-2.2739382,-2.2873876,-0.7124552,-0.7299275,-0.0174723
13,-1.1484439,-1.4327972,"('impolite', 'polite')",0.80445075,0.6201367,-0.22442031,-0.27212948,-0.1894712,-0.3615967,-0.1721255
14,-0.9252798,-1.0440408,"('antisocial', 'social')",0.77924216,0.79004526,-0.42937416,-0.4006776,-0.1918039,-0.2182244,-0.0264205
15,-0.0830666,-0.081745,"('boring', 'funny')",-0.06272966,-0.087322906,0.07112089,0.08098365,-0.0248918,-0.0293614,-0.0044696
16,-0.43864202,-0.4423083,"('unpopular', 'popular')",-0.6748663,-0.65607977,0.20145874,0.20559691,-0.3040165,-0.2975971,0.0064194
17,-0.8344208,-0.84312445,"('nasty', 'nice')",-0.7517186,-0.6355746,-0.38458684,-0.33154973,-0.6569088,-0.6034162,0.0534926
18,0.34399042,0.29986823,"('disagreeable', 'welcoming')",-0.46769696,-0.5146263,-0.60212773,-0.6771944,-0.2419448,-0.2973175,-0.0553727
19,-0.7440122,-0.6437897,"('inhospitable', 'hospitable')",-0.7697167,-0.7933317,-0.60079736,-0.6351748,-0.7048421,-0.6907654,0.0140767
20,-1.2594867,-1.2252213,"('rough', 'thoughtful')",-0.15752082,-0.08557692,0.7210386,0.70714045,-0.2319896,-0.2012192,0.0307704
21,-0.6107556,-0.74272346,"('immoral', 'moral')",0.7471429,0.6350454,-0.711903,-0.6222769,-0.1918386,-0.2433183,-0.0514797
22,-0.21681917,-0.30917156,"('untrustworthy', 'trustworthy')",-1.0600737,-1.173173,-1.3097934,-1.2710493,-0.8622287,-0.9177979,-0.0555692
23,-1.6434562,-1.7694032,"('insincere', 'sincere')",-0.07947767,-0.10922442,5.762137,5.763308,1.3464011,1.2948934,-0.0515077
24,-0.7319943,-0.911483,"('dishonest', 'honest')",0.44281667,0.38262048,0.8682539,0.87103313,0.1930254,0.1140569,-0.0789685
