,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.48534888,-0.84291446,"('unsociable', 'sociable')",-2.5427482,-2.857891,-0.09154321,-0.27422222,-1.0398801,-1.3250093,-0.2851292
1,-1.1438082,-1.1122208,"('unfriendly', 'friendly')",-0.65971524,-0.4513656,-0.979996,-1.0721279,-0.9278398,-0.8785714,0.0492684
2,1.9160783,1.9358222,"('unlikable', 'likable')",1.5044436,1.5560375,1.8012813,1.825636,1.7406011,1.7724986,0.0318975
3,0.04427825,-0.031005621,"('repellent', 'pleasant')",-1.4524308,-1.438547,-0.39385197,-0.35955796,-0.6006682,-0.6097035,-0.0090353
4,-0.14969905,-0.17933062,"('disliked', 'liked')",0.5790626,0.7436378,0.76132584,0.7947925,0.3968964,0.4530332,0.0561368
5,0.16388753,0.49181888,"('distant', 'outgoing')",1.0304409,1.3589014,0.37898943,0.57169294,0.5244393,0.8074711,0.2830318
6,0.68067366,1.0809441,"('distant', 'open')",1.3700385,1.8303312,0.20922399,0.44113782,0.753312,1.1174711,0.3641591
7,-0.17782135,-0.28084308,"('insensitive', 'sensitive')",-1.6866262,-1.8506842,-0.6844309,-0.75547963,-0.8496261,-0.9623356,-0.1127095
8,-0.39485198,-0.36862946,"('unaffectionate', 'affectionate')",0.062815115,0.25763583,-0.56751865,-0.630051,-0.2998518,-0.2470149,0.0528369
9,0.20170385,0.20664378,"('unaffectionate', 'caring')",-0.4846298,-0.38203254,-0.16509353,-0.26721525,-0.1493398,-0.1475347,0.0018051
10,-0.71136916,-1.0121135,"('unsympathetic', 'sympathetic')",-2.3971393,-2.6536787,-1.2260684,-1.4032747,-1.444859,-1.6896888,-0.2448298
11,0.13099213,0.035892792,"('unhelpful', 'helpful')",-2.0158331,-2.329537,-0.5793643,-0.7004398,-0.8214018,-0.998028,-0.1766262
12,0.4400628,0.4931255,"('unsupportive', 'supportive')",-0.96030354,-0.9134224,0.502335,0.5424063,-0.0059686,0.0407031,0.0466717
13,-0.42438722,-0.65728784,"('impolite', 'polite')",-1.6730242,-2.0232341,0.3303625,0.20491071,-0.5890163,-0.8252037,-0.2361874
14,0.061557997,-0.22195876,"('antisocial', 'social')",-1.2387154,-1.5690376,0.10709355,-0.002250746,-0.3566879,-0.597749,-0.2410611
15,1.0676465,1.0356084,"('boring', 'funny')",1.1000746,1.0423496,-0.11314596,-0.16868503,0.6848584,0.6364243,-0.0484341
16,0.4229331,0.4950633,"('unpopular', 'popular')",0.8194295,1.1165785,0.23114224,0.3705268,0.4911683,0.6607229,0.1695546
17,-0.3099006,-0.159761,"('nasty', 'nice')",-0.12277598,0.034327783,0.64544094,0.7940056,0.0709215,0.2228575,0.151936
18,-0.6496507,-0.48116967,"('disagreeable', 'welcoming')",0.51075923,0.727,-0.40448314,-0.37483108,-0.1811249,-0.0430003,0.1381246
19,0.02815115,0.23974577,"('inhospitable', 'hospitable')",0.3893196,0.6869558,-0.37260872,-0.24294677,0.014954,0.2279183,0.2129643
20,-0.6602348,-0.6249424,"('rough', 'thoughtful')",-0.92419,-0.89393,-0.14524809,-0.105801344,-0.5765576,-0.5415579,0.0349997
21,0.5029633,0.29453868,"('immoral', 'moral')",-0.63280135,-0.87579095,-0.27899724,-0.3571459,-0.1362784,-0.3127994,-0.176521
22,-0.4754696,-0.556325,"('untrustworthy', 'trustworthy')",-0.2906179,-0.45498145,-0.84223586,-0.8597264,-0.5361078,-0.6236777,-0.0875699
23,-0.87117785,-0.95804113,"('insincere', 'sincere')",-2.2387688,-2.5237381,-0.5214471,-0.71978813,-1.2104646,-1.4005225,-0.1900579
24,-0.03522104,-0.06454046,"('dishonest', 'honest')",-0.8041472,-0.94886214,-0.46721482,-0.60535264,-0.4355277,-0.5395851,-0.1040574
25,-0.41647604,-0.47556245,"('egoistic', 'altruistic')",-0.0106685385,0.14087214,0.20957513,0.17745404,-0.0725232,-0.0524121,0.0201111
26,-0.35419068,-0.4464675,"('hardhearted', 'benevolent')",1.4818113,1.482084,-0.42381364,-0.5253136,0.2346023,0.170101,-0.0645013
27,-0.18431623,0.02521044,"('hardhearted', 'softhearted')",-1.4802014,-1.2224782,-0.50178593,-0.35654116,-0.7221012,-0.5179363,0.2041649
28,-0.93169665,-1.1993775,"('disloyal', 'loyal')",-1.0342551,-1.1650859,-1.2965647,-1.5236005,-1.0875055,-1.2960213,-0.2085158
29,-0.2611866,-0.22191375,"('unfair', 'fair')",0.22141115,0.23677306,-0.9024812,-0.90331656,-0.3140855,-0.2961524,0.0179331
30,0.0638336,-0.05633203,"('intolerant', 'tolerant')",-1.5832226,-1.9129641,-0.33821565,-0.45909765,-0.6192016,-0.8094646,-0.190263
31,-0.8799181,-0.58457243,"('evil', 'good')",1.1718578,1.680052,0.27758503,0.45744586,0.1898416,0.5176418,0.3278002
