,boatyard_male,boatyard_female,tuple,average_male,average_female,female-male
72,-0.29471672,-0.26528445,"('unambitious', 'ambitious')",-0.2947167,-0.2652844,0.0294323
73,-1.8391528,-1.8293766,"('helpless', 'self-reliant')",-1.8391528,-1.8293766,0.0097762
74,0.088833004,0.08564916,"('undedicated', 'dedicated')",0.088833,0.0856492,-0.0031838
75,-0.6577413,-0.62624335,"('meek', 'impulsive')",-0.6577413,-0.6262434,0.0314979
76,0.31071177,0.41142398,"('anxious', 'daring')",0.3107118,0.411424,0.1007122
77,-0.53732586,-0.41696414,"('unmotivated', 'motivated')",-0.5373259,-0.4169641,0.1203618
78,-0.53349644,-0.46998915,"('nonresilient', 'resilient')",-0.5334964,-0.4699892,0.0635072
79,-0.92229986,-0.9356084,"('wavering', 'unwavering')",-0.9222999,-0.9356084,-0.0133085
80,0.22163095,0.23859905,"('dominated', 'dominating')",0.2216309,0.238599,0.0169681
81,0.18927339,0.3192342,"('submissive', 'aggressive')",0.1892734,0.3192342,0.1299608
82,3.4741054,3.522756,"('poor', 'rich')",3.4741054,3.5227561,0.0486507
83,-0.36621553,-0.4054907,"('powerless', 'powerful')",-0.3662155,-0.4054907,-0.0392752
84,0.19025588,0.16327874,"('inferior', 'superior')",0.1902559,0.1632787,-0.0269772
85,-0.9232644,-1.0549477,"('insignificant', 'prestigious')",-0.9232644,-1.0549477,-0.1316833
86,0.24699077,0.17013592,"('uninfluential', 'influential')",0.2469908,0.1701359,-0.0768549
87,0.051970705,0.0992689,"('unsuccessful', 'successful')",0.0519707,0.0992689,0.0472982
88,-0.91442925,-0.9264228,"('low', 'eminent')",-0.9144292,-0.9264228,-0.0119936
