,gain_male,gain_female,tuple,average_male,average_female,female-male
0,0.0556136,0.031714678,"('unsociable', 'sociable')",0.0556136,0.0317147,-0.0238989
1,1.0972253,1.1350993,"('unfriendly', 'friendly')",1.0972253,1.1350993,0.037874
2,-0.14200513,0.085168995,"('unlikable', 'likable')",-0.1420051,0.085169,0.2271741
3,0.65680224,0.86131495,"('repellent', 'pleasant')",0.6568022,0.861315,0.2045128
4,-6.828058,-7.041348,"('disliked', 'liked')",-6.8280578,-7.041348,-0.2132902
5,-0.48213452,-0.4931697,"('distant', 'outgoing')",-0.4821345,-0.4931697,-0.0110352
6,-0.034113027,-0.13541481,"('distant', 'open')",-0.034113,-0.1354148,-0.1013018
7,1.1011851,1.212672,"('insensitive', 'sensitive')",1.1011851,1.212672,0.1114869
8,1.2651904,1.2389656,"('unaffectionate', 'affectionate')",1.2651904,1.2389656,-0.0262248
9,1.4898864,1.5846672,"('unaffectionate', 'caring')",1.4898864,1.5846672,0.0947808
10,1.1008945,1.1740117,"('unsympathetic', 'sympathetic')",1.1008945,1.1740117,0.0731172
11,1.4568083,1.5826154,"('unhelpful', 'helpful')",1.4568083,1.5826154,0.1258071
12,-1.5985351,-1.496126,"('unsupportive', 'supportive')",-1.5985351,-1.4961261,0.102409
13,-0.3414765,-0.07459484,"('impolite', 'polite')",-0.3414765,-0.0745948,0.2668817
14,0.19338673,0.2510575,"('antisocial', 'social')",0.1933867,0.2510575,0.0576708
15,0.5107854,0.45581144,"('boring', 'funny')",0.5107854,0.4558114,-0.054974
16,-0.8951507,-0.82932395,"('unpopular', 'popular')",-0.8951507,-0.8293239,0.0658268
17,0.07690825,0.06482101,"('nasty', 'nice')",0.0769083,0.064821,-0.0120873
18,-0.6474248,-0.46716666,"('disagreeable', 'welcoming')",-0.6474248,-0.4671667,0.1802581
19,-0.6983339,-0.66697013,"('inhospitable', 'hospitable')",-0.6983339,-0.6669701,0.0313638
20,0.5339038,0.47486666,"('rough', 'thoughtful')",0.5339038,0.4748667,-0.0590371
21,-0.40579304,-0.05894451,"('immoral', 'moral')",-0.405793,-0.0589445,0.3468485
22,-0.32693768,-0.20689455,"('untrustworthy', 'trustworthy')",-0.3269377,-0.2068945,0.1200432
23,5.744121,6.043703,"('insincere', 'sincere')",5.7441211,6.0437031,0.299582
24,1.1510617,1.2091241,"('dishonest', 'honest')",1.1510617,1.2091241,0.0580624
25,0.8188478,0.82082754,"('egoistic', 'altruistic')",0.8188478,0.8208275,0.0019797
26,1.3745303,1.0886455,"('hardhearted', 'benevolent')",1.3745303,1.0886455,-0.2858848
