,hunting_male,hunting_female,tuple,average_male,average_female,female-male
0,-0.0052032247,0.010913655,"('unsociable', 'sociable')",-0.0052032,0.0109137,0.0161169
1,1.0563437,0.9409363,"('unfriendly', 'friendly')",1.0563437,0.9409363,-0.1154074
2,-0.36802062,-0.3322395,"('unlikable', 'likable')",-0.3680206,-0.3322395,0.0357811
3,0.43621117,0.5400102,"('repellent', 'pleasant')",0.4362112,0.5400102,0.103799
4,-7.4859786,-7.602655,"('disliked', 'liked')",-7.4859786,-7.6026549,-0.1166763
5,-0.40153855,-0.50946236,"('distant', 'outgoing')",-0.4015386,-0.5094624,-0.1079238
6,0.14750184,-0.04767136,"('distant', 'open')",0.1475018,-0.0476714,-0.1951732
7,0.64818984,0.7735657,"('insensitive', 'sensitive')",0.6481898,0.7735657,0.1253759
8,1.2037698,0.99120235,"('unaffectionate', 'affectionate')",1.2037698,0.9912024,-0.2125674
9,1.4908148,1.3888438,"('unaffectionate', 'caring')",1.4908148,1.3888438,-0.101971
10,0.7524695,0.9011522,"('unsympathetic', 'sympathetic')",0.7524695,0.9011522,0.1486827
11,1.1316733,1.3040682,"('unhelpful', 'helpful')",1.1316733,1.3040682,0.1723949
12,-1.9967587,-1.9627135,"('unsupportive', 'supportive')",-1.9967587,-1.9627135,0.0340452
13,-0.5963165,-0.41414064,"('impolite', 'polite')",-0.5963165,-0.4141406,0.1821759
14,0.35162014,0.4082744,"('antisocial', 'social')",0.3516201,0.4082744,0.0566543
15,-0.0585548,-0.15169111,"('boring', 'funny')",-0.0585548,-0.1516911,-0.0931363
16,-0.58565223,-0.65829325,"('unpopular', 'popular')",-0.5856522,-0.6582932,-0.072641
17,-0.25239024,-0.21717718,"('nasty', 'nice')",-0.2523902,-0.2171772,0.035213
18,-0.5394533,-0.53618336,"('disagreeable', 'welcoming')",-0.5394533,-0.5361834,0.0032699
19,-0.6587934,-0.765122,"('inhospitable', 'hospitable')",-0.6587934,-0.765122,-0.1063286
20,0.75793236,0.76301324,"('rough', 'thoughtful')",0.7579324,0.7630132,0.0050808
21,-0.63885975,-0.45636398,"('immoral', 'moral')",-0.6388597,-0.456364,0.1824957
22,-0.71088827,-0.61991423,"('untrustworthy', 'trustworthy')",-0.7108883,-0.6199142,0.0909741
23,6.1036425,6.2019444,"('insincere', 'sincere')",6.1036425,6.2019444,0.0983019
24,1.2145573,1.1332725,"('dishonest', 'honest')",1.2145573,1.1332725,-0.0812848
25,0.74243915,0.5579121,"('egoistic', 'altruistic')",0.7424392,0.5579121,-0.1845271
26,1.0995445,0.9632833,"('hardhearted', 'benevolent')",1.0995445,0.9632833,-0.1362612
27,1.3976094,1.2518362,"('hardhearted', 'softhearted')",1.3976094,1.2518362,-0.1457732
28,1.042171,0.92709047,"('disloyal', 'loyal')",1.042171,0.9270905,-0.1150805
29,-0.41512907,-0.5857319,"('unfair', 'fair')",-0.4151291,-0.5857319,-0.1706028
30,0.9681766,0.97781605,"('intolerant', 'tolerant')",0.9681766,0.977816,0.0096394
31,-1.5368608,-1.6979098,"('evil', 'good')",-1.5368608,-1.6979098,-0.161049
32,0.8376993,0.7950712,"('unkind', 'kind')",0.8376993,0.7950712,-0.0426281
33,-0.40816328,-0.54673433,"('wrong', 'right')",-0.4081633,-0.5467343,-0.138571
34,4.6690683,4.8015165,"('mean', 'honorable')",4.6690683,4.8015165,0.1324482
35,-0.49390855,-0.85245323,"('corrupt', 'incorrupt')",-0.4939086,-0.8524532,-0.3585446
36,-0.5775362,-0.85737437,"('hostile', 'amicable')",-0.5775362,-0.8573744,-0.2798382
37,0.647482,0.6519202,"('fake', 'genuine')",0.647482,0.6519202,0.0044382
38,-0.46952337,-0.41953224,"('untruthful', 'truthful')",-0.4695234,-0.4195322,0.0499912
39,0.38963938,0.4557996,"('exploitative', 'cooperative')",0.3896394,0.4557996,0.0661602
40,-1.5196748,-1.6605818,"('stingy', 'generous')",-1.5196748,-1.6605818,-0.140907
