,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,0.53414565,0.30995697,"('unsociable', 'sociable')",0.11493304,0.012030838,-0.44365016,-0.5997669,0.0684762,-0.092593,-0.1610692
1,-0.29850864,-0.21064083,"('unfriendly', 'friendly')",0.43678445,0.40682018,1.8117145,1.7443203,0.6499968,0.6468332,-0.0031636
2,1.3399079,1.3521732,"('unlikable', 'likable')",0.5231462,0.5361366,0.6013372,0.6987167,0.8214637,0.8623422,0.0408785
3,-0.33402726,-0.28779602,"('repellent', 'pleasant')",-1.4294357,-1.3557055,-0.14128128,-0.1516116,-0.6349148,-0.598371,0.0365438
4,-0.4390503,-0.51511055,"('disliked', 'liked')",0.16059604,0.11729574,-6.142996,-6.1970897,-2.1404834,-2.1983015,-0.0578181
5,-0.8048639,-0.638875,"('distant', 'outgoing')",-0.09365124,-0.057669204,-0.07655981,0.001204364,-0.325025,-0.23178,0.093245
6,-0.86016035,-0.7239681,"('distant', 'open')",-0.13741845,-0.12477099,0.6578499,0.6941196,-0.113243,-0.0515398,0.0617032
7,-0.36041605,-0.4638211,"('insensitive', 'sensitive')",-1.2384045,-1.2449706,0.36085072,0.31647617,-0.4126566,-0.4641052,-0.0514486
8,0.5489865,0.65897924,"('unaffectionate', 'affectionate')",0.058853686,0.040876426,0.7253627,0.70370644,0.4444009,0.467854,0.0234531
9,0.9572738,1.0059259,"('unaffectionate', 'caring')",0.09405132,0.08910131,1.0212461,1.0231628,0.6908571,0.7060634,0.0152063
10,0.31343302,0.04966317,"('unsympathetic', 'sympathetic')",-1.1534971,-1.1987178,-0.59834146,-0.6775379,-0.4794685,-0.6088642,-0.1293957
11,-0.297702,-0.35123703,"('unhelpful', 'helpful')",-0.2510302,-0.29134783,1.5369054,1.536616,0.3293911,0.2980104,-0.0313807
12,0.59232897,0.63785374,"('unsupportive', 'supportive')",0.49106336,0.53106916,-1.7986585,-1.7821252,-0.238422,-0.2044008,0.0340212
