,goodyear_male,goodyear_female,tuple,tire_male,tire_female,&_male,&_female,rubber_male,rubber_female,co_male,co_female,average_male,average_female,female-male
0,-2.1087487,-2.1577694,"('unsociable', 'sociable')",-0.6134829,-0.722742,0.033843398,-0.09668182,-0.40975222,-0.46999034,0.112303674,0.019108903,-0.5971673,-0.6856149,-0.0884476
1,-1.4964818,-1.5484519,"('unfriendly', 'friendly')",1.2503844,1.1993631,-0.35831124,-0.33945554,0.73803973,0.66551447,1.5651009,1.4233159,0.3397464,0.2800572,-0.0596892
2,0.09928626,0.15974742,"('unlikable', 'likable')",-0.93526435,-0.92776424,1.5566632,1.5700198,-0.5534273,-0.55882573,0.8424174,0.87592256,0.2019351,0.22382,0.0218849
3,-1.4215938,-1.3646507,"('repellent', 'pleasant')",-1.1018249,-1.0314982,-0.63338214,-0.5797772,-0.7548918,-0.6743699,0.32971945,0.37044945,-0.7163946,-0.6559693,0.0604253
4,0.7966439,0.77180487,"('disliked', 'liked')",0.67666894,0.6422716,0.3925624,0.38032833,0.50960726,0.44462395,-6.2012978,-6.185823,-0.765163,-0.7893589,-0.0241959
5,0.6851493,0.72630334,"('distant', 'outgoing')",2.438355,2.4924734,0.28776753,0.49358004,1.5952673,1.6221515,-0.3640285,-0.32464397,0.9285021,1.0019729,0.0734708
6,0.0744674,0.1458638,"('distant', 'open')",2.0604842,2.120439,0.40893677,0.6719421,1.2534014,1.2920538,-0.26208457,-0.23199588,0.7070411,0.7996605,0.0926194
7,-1.337363,-1.3666092,"('insensitive', 'sensitive')",-0.7337233,-0.7244793,0.2779312,0.18494764,-1.0251081,-1.0250846,-0.21280268,-0.19029972,-0.6062132,-0.6243051,-0.0180919
8,-1.0079198,-1.0496444,"('unaffectionate', 'affectionate')",0.58379346,0.5146309,-0.8931092,-0.80166703,0.9046965,0.8415503,0.3161172,0.22151718,-0.0192843,-0.0547226,-0.0354383
9,-0.68752587,-0.71296203,"('unaffectionate', 'caring')",1.0117337,0.97881585,-0.8981689,-0.8716592,1.1997503,1.1591225,0.7178991,0.7011812,0.2687376,0.2508996,-0.017838
10,-2.4442232,-2.463605,"('unsympathetic', 'sympathetic')",-1.9791218,-2.0051064,-1.6549574,-1.7490057,-1.6519808,-1.6711315,-0.38774082,-0.35354096,-1.6236048,-1.6484779,-0.0248731
11,-0.8879712,-0.9117913,"('unhelpful', 'helpful')",0.06535738,0.06263178,-0.62054724,-0.7215611,0.74366087,0.72907037,1.9773413,1.9765357,0.2555682,0.2269771,-0.0285911
12,-0.91987985,-0.85574096,"('unsupportive', 'supportive')",0.29371995,0.32377675,-0.031985365,0.089851275,0.8827004,0.9417052,-2.0465367,-1.9534987,-0.3643963,-0.2907813,0.073615
13,-0.78703064,-0.8397186,"('impolite', 'polite')",-1.3830606,-1.3896421,-0.6544893,-0.7666062,-1.1464149,-1.1271619,-0.34942293,-0.3876152,-0.8640837,-0.9021488,-0.0380651
14,-1.4211046,-1.4504458,"('antisocial', 'social')",-1.0405214,-1.1354965,0.8340876,0.6730376,-0.4477353,-0.5097867,-0.058483467,-0.12161282,-0.4267514,-0.5088608,-0.0821094
15,0.54085934,0.42332098,"('boring', 'funny')",1.0445447,1.0148731,0.56317425,0.44668227,0.03907451,-0.031273834,0.4563217,0.40738577,0.5287949,0.4521977,-0.0765972
16,0.41879785,0.43779173,"('unpopular', 'popular')",0.95692414,0.95973855,0.5007257,0.48653534,0.76322067,0.72496355,0.54364914,0.39684343,0.6366635,0.6011745,-0.035489
17,0.30310324,0.35291892,"('nasty', 'nice')",-0.24177898,-0.15782325,-0.66302395,-0.6394689,0.23479742,0.32410747,-0.04008948,-0.0064158523,-0.0813984,-0.0253363,0.0560621
18,-0.417608,-0.47227925,"('disagreeable', 'welcoming')",-1.9099096,-1.9195256,1.3674024,1.4840711,-0.9561745,-0.9729123,-0.9708109,-1.0538195,-0.5774201,-0.5868931,-0.009473
19,-0.041770093,-0.014711287,"('inhospitable', 'hospitable')",0.6719768,0.7210523,-0.71616256,-0.55415463,0.1913478,0.21814299,-0.2513727,-0.20202783,-0.0291962,0.0336603,0.0628565
20,-0.7448759,-0.7985932,"('rough', 'thoughtful')",-1.7273531,-1.7374781,-0.009426348,-0.02423979,-1.5362512,-1.4864855,0.15454766,0.08867678,-0.7726718,-0.791624,-0.0189522
21,-1.191835,-1.2426689,"('immoral', 'moral')",-0.4326503,-0.48242018,-0.07976955,-0.20593807,-0.72627753,-0.77612454,-0.63942504,-0.65087676,-0.6139915,-0.6716057,-0.0576142
22,-1.0457606,-1.1057224,"('untrustworthy', 'trustworthy')",-2.2477834,-2.333215,0.92598975,0.8580913,-2.2662406,-2.3517044,-0.7988479,-0.87061834,-1.0865286,-1.1606338,-0.0741052
23,-0.7862483,-0.9062065,"('insincere', 'sincere')",-0.49161768,-0.53806335,-0.99684334,-1.1077139,-0.47186697,-0.5068709,5.335195,5.166519,0.5177238,0.4215329,-0.0961909
24,-0.2938456,-0.30159727,"('dishonest', 'honest')",-0.28182316,-0.30386466,-0.33258227,-0.36685622,-0.69179714,-0.720391,0.3962832,0.37383997,-0.240753,-0.2637738,-0.0230208
25,0.448443,0.46457174,"('egoistic', 'altruistic')",0.8028034,0.7916275,0.5029102,0.5089477,0.52386105,0.52173346,1.7131135,1.6346407,0.7982262,0.7843042,-0.013922
26,-0.37493992,-0.43406072,"('hardhearted', 'benevolent')",0.99675953,0.8954327,1.8876213,1.8429267,0.68532974,0.59826714,1.7856778,1.7662321,0.9960896,0.9337596,-0.06233
27,-1.325312,-1.3252884,"('hardhearted', 'softhearted')",-0.4872091,-0.5060098,-1.128144,-1.0683433,-0.7018203,-0.6353113,0.4489826,0.33091983,-0.6387006,-0.6408066,-0.002106
