,eve_male,eve_female,tuple,average_male,average_female,female-male
0,-0.2691873,-0.546818,"('unsociable', 'sociable')",-0.2691873,-0.546818,-0.2776307
1,1.6420665,1.6073456,"('unfriendly', 'friendly')",1.6420665,1.6073456,-0.0347209
2,0.5807224,0.74639946,"('unlikable', 'likable')",0.5807224,0.7463995,0.1656771
3,0.63741773,0.5565182,"('repellent', 'pleasant')",0.6374177,0.5565182,-0.0808995
4,-7.11017,-7.056188,"('disliked', 'liked')",-7.1101699,-7.0561881,0.0539818
5,0.3349275,0.4616206,"('distant', 'outgoing')",0.3349275,0.4616206,0.1266931
6,0.5052217,0.69899035,"('distant', 'open')",0.5052217,0.6989903,0.1937686
7,0.049789116,0.02965137,"('insensitive', 'sensitive')",0.0497891,0.0296514,-0.0201377
8,1.5017412,1.5396852,"('unaffectionate', 'affectionate')",1.5017412,1.5396852,0.037944
9,1.9519789,2.0523915,"('unaffectionate', 'caring')",1.9519789,2.0523915,0.1004126
10,0.50288093,0.44215673,"('unsympathetic', 'sympathetic')",0.5028809,0.4421567,-0.0607242
11,1.8289465,1.8650023,"('unhelpful', 'helpful')",1.8289465,1.8650023,0.0360558
12,-1.68983,-1.7354522,"('unsupportive', 'supportive')",-1.6898299,-1.7354522,-0.0456223
13,-0.04128814,-0.28567123,"('impolite', 'polite')",-0.0412881,-0.2856712,-0.2443831
14,-0.7633485,-1.017216,"('antisocial', 'social')",-0.7633485,-1.017216,-0.2538675
15,0.6501694,0.63884723,"('boring', 'funny')",0.6501694,0.6388472,-0.0113222
16,-0.006865617,0.07490724,"('unpopular', 'popular')",-0.0068656,0.0749072,0.0817728
17,-0.14655013,-0.13736391,"('nasty', 'nice')",-0.1465501,-0.1373639,0.0091862
18,-0.44887134,-0.60258627,"('disagreeable', 'welcoming')",-0.4488713,-0.6025863,-0.153715
19,-0.33033264,-0.11702259,"('inhospitable', 'hospitable')",-0.3303326,-0.1170226,0.21331
20,0.45949677,0.33242077,"('rough', 'thoughtful')",0.4594968,0.3324208,-0.127076
21,-0.37700328,-0.42046618,"('immoral', 'moral')",-0.3770033,-0.4204662,-0.0434629
22,-0.54121053,-0.6250442,"('untrustworthy', 'trustworthy')",-0.5412105,-0.6250442,-0.0838337
23,6.3629384,6.282121,"('insincere', 'sincere')",6.3629384,6.2821212,-0.0808172
24,1.7362624,1.6955147,"('dishonest', 'honest')",1.7362624,1.6955147,-0.0407477
25,0.5886122,0.517818,"('egoistic', 'altruistic')",0.5886122,0.517818,-0.0707942
26,0.5270141,0.5061458,"('hardhearted', 'benevolent')",0.5270141,0.5061458,-0.0208683
27,1.5406454,1.4126667,"('hardhearted', 'softhearted')",1.5406454,1.4126667,-0.1279787
28,0.9072527,0.9041284,"('disloyal', 'loyal')",0.9072527,0.9041284,-0.0031243
29,-0.45767272,-0.525376,"('unfair', 'fair')",-0.4576727,-0.525376,-0.0677033
