,cupboard_male,cupboard_female,tuple,average_male,average_female,female-male
0,-0.15613864,-0.2843293,"('unsociable', 'sociable')",-0.1561386,-0.2843293,-0.1281907
1,1.2685409,1.3783662,"('unfriendly', 'friendly')",1.2685409,1.3783662,0.1098253
2,0.12263717,0.22016759,"('unlikable', 'likable')",0.1226372,0.2201676,0.0975304
3,0.74036777,0.78653,"('repellent', 'pleasant')",0.7403678,0.78653,0.0461622
4,-6.9010887,-7.1398478,"('disliked', 'liked')",-6.9010887,-7.1398478,-0.2387591
5,-0.53383064,-0.4300363,"('distant', 'outgoing')",-0.5338306,-0.4300363,0.1037943
6,0.1680346,0.1707,"('distant', 'open')",0.1680346,0.1707,0.0026654
7,1.2307252,1.2290034,"('insensitive', 'sensitive')",1.2307252,1.2290034,-0.0017218
8,1.2328608,1.23104,"('unaffectionate', 'affectionate')",1.2328608,1.23104,-0.0018208
9,1.4849464,1.5951861,"('unaffectionate', 'caring')",1.4849464,1.5951861,0.1102397
10,0.97176266,0.8834317,"('unsympathetic', 'sympathetic')",0.9717627,0.8834317,-0.088331
11,1.3504529,1.445574,"('unhelpful', 'helpful')",1.3504529,1.445574,0.0951211
12,-1.6115117,-1.6774827,"('unsupportive', 'supportive')",-1.6115117,-1.6774827,-0.065971
13,-0.37955356,-0.35814828,"('impolite', 'polite')",-0.3795536,-0.3581483,0.0214053
14,-0.26902542,-0.38151887,"('antisocial', 'social')",-0.2690254,-0.3815189,-0.1124935
15,0.17640643,0.12685296,"('boring', 'funny')",0.1764064,0.126853,-0.0495534
16,-0.30281833,-0.28369614,"('unpopular', 'popular')",-0.3028183,-0.2836961,0.0191222
17,-0.1892977,-0.19167295,"('nasty', 'nice')",-0.1892977,-0.191673,-0.0023753
18,-0.50216234,-0.46965867,"('disagreeable', 'welcoming')",-0.5021623,-0.4696587,0.0325036
19,-0.7919863,-0.75626147,"('inhospitable', 'hospitable')",-0.7919863,-0.7562615,0.0357248
20,1.2515266,1.1829892,"('rough', 'thoughtful')",1.2515266,1.1829892,-0.0685374
21,-0.33436024,-0.30528563,"('immoral', 'moral')",-0.3343602,-0.3052856,0.0290746
22,-0.3437912,-0.41405696,"('untrustworthy', 'trustworthy')",-0.3437912,-0.414057,-0.0702658
23,5.6120877,5.860907,"('insincere', 'sincere')",5.6120877,5.8609071,0.2488194
24,1.4399813,1.4209511,"('dishonest', 'honest')",1.4399813,1.4209511,-0.0190302
25,0.73308754,0.78179854,"('egoistic', 'altruistic')",0.7330875,0.7817985,0.048711
26,0.9567598,0.74035424,"('hardhearted', 'benevolent')",0.9567598,0.7403542,-0.2164056
27,1.7525088,1.5506262,"('hardhearted', 'softhearted')",1.7525088,1.5506262,-0.2018826
28,1.0567474,1.0497158,"('disloyal', 'loyal')",1.0567474,1.0497158,-0.0070316
29,-0.18449365,-0.28370896,"('unfair', 'fair')",-0.1844936,-0.283709,-0.0992154
30,0.4517695,0.5087329,"('intolerant', 'tolerant')",0.4517695,0.5087329,0.0569634
31,-0.8570393,-0.8562964,"('evil', 'good')",-0.8570393,-0.8562964,0.0007429
32,1.35331,1.2679825,"('unkind', 'kind')",1.35331,1.2679825,-0.0853275
33,-0.32468626,-0.35814202,"('wrong', 'right')",-0.3246863,-0.358142,-0.0334557
34,4.0505686,4.304881,"('mean', 'honorable')",4.0505686,4.3048811,0.2543125
35,-0.6679555,-0.83107805,"('corrupt', 'incorrupt')",-0.6679555,-0.8310781,-0.1631226
36,-0.42087498,-0.53364116,"('hostile', 'amicable')",-0.420875,-0.5336412,-0.1127662
37,0.9666268,0.9613382,"('fake', 'genuine')",0.9666268,0.9613382,-0.0052886
38,-0.5666491,-0.36003253,"('untruthful', 'truthful')",-0.5666491,-0.3600325,0.2066166
39,0.2699941,0.2478691,"('exploitative', 'cooperative')",0.2699941,0.2478691,-0.022125
40,-1.1631614,-1.4101734,"('stingy', 'generous')",-1.1631614,-1.4101734,-0.247012
41,0.23542419,0.17086875,"('unforgiving', 'forgiving')",0.2354242,0.1708688,-0.0645554
42,-1.7349479,-1.9285947,"('unreliable', 'reliable')",-1.7349479,-1.9285947,-0.1936468
43,0.76401854,0.9308295,"('irresponsible', 'responsible')",0.7640185,0.9308295,0.166811
44,-0.80741954,-0.8216245,"('prejudiced', 'unprejudiced')",-0.8074195,-0.8216245,-0.014205
45,0.4100096,0.23327252,"('incompetent', 'competent')",0.4100096,0.2332725,-0.1767371
46,-0.5221459,-0.62764615,"('uncompetitive', 'competitive')",-0.5221459,-0.6276461,-0.1055002
47,4.7029915,4.9417443,"('stupid', 'smart')",4.7029915,4.9417443,0.2387528
48,0.23938085,0.24368015,"('unintelligent', 'intelligent')",0.2393809,0.2436801,0.0042992
49,-0.3283145,-0.16506916,"('unable', 'able')",-0.3283145,-0.1650692,0.1632453
50,-0.21388893,-0.24656653,"('clumsy', 'skillful')",-0.2138889,-0.2465665,-0.0326776
51,-0.18429378,-0.23157462,"('uneducated', 'educated')",-0.1842938,-0.2315746,-0.0472808
52,-0.15383384,-0.34213462,"('irrational', 'rational')",-0.1538338,-0.3421346,-0.1883008
53,0.3510356,0.33457172,"('uncreative', 'creative')",0.3510356,0.3345717,-0.0164639
54,0.9637748,1.075833,"('incapable', 'capable')",0.9637748,1.075833,0.1120582
55,0.5995196,0.59706414,"('incompetent', 'clever')",0.5995196,0.5970641,-0.0024555
56,0.34990764,0.30538812,"('impractical', 'practical')",0.3499076,0.3053881,-0.0445195
57,-1.995925,-2.204712,"('unimaginative', 'imaginative')",-1.9959249,-2.2047119,-0.208787
58,0.37835827,0.31103653,"('undiscriminating', 'discriminating')",0.3783583,0.3110365,-0.0673218
59,-0.06966372,-0.03867791,"('foolish', 'wise')",-0.0696637,-0.0386779,0.0309858
60,0.17320183,0.3459848,"('inefficient', 'efficient')",0.1732018,0.3459848,0.172783
61,0.37520656,0.28206056,"('illogical', 'logical')",0.3752066,0.2820606,-0.093146
62,0.3014902,0.36412957,"('incompetent', 'brilliant')",0.3014902,0.3641296,0.0626394
63,-0.035863206,-0.0005052313,"('unperceptive', 'insightful')",-0.0358632,-0.0005052,0.035358
64,-5.8175187,-6.006019,"('shy', 'confident')",-5.8175187,-6.0060191,-0.1885004
65,0.2921424,0.26412877,"('insecure', 'secure')",0.2921424,0.2641288,-0.0280136
66,0.4651851,0.3119862,"('inactive', 'active')",0.4651851,0.3119862,-0.1531989
67,-0.66189706,-0.56399184,"('doubtful', 'determined')",-0.6618971,-0.5639918,0.0979053
68,-1.0412245,-0.9709758,"('dependent', 'independent')",-1.0412245,-0.9709758,0.0702487
69,-1.7879143,-1.8459132,"('lazy', 'industrious')",-1.7879143,-1.8459132,-0.0579989
70,1.4794649,1.3418721,"('lethargic', 'energetic')",1.4794649,1.3418721,-0.1375928
71,0.8087118,0.74523,"('diffident', 'self-confident')",0.8087118,0.74523,-0.0634818
72,0.77935004,0.900922,"('unambitious', 'ambitious')",0.77935,0.900922,0.121572
73,-2.7940195,-2.8412688,"('helpless', 'self-reliant')",-2.7940195,-2.8412688,-0.0472493
74,0.16463548,0.0026577562,"('undedicated', 'dedicated')",0.1646355,0.0026578,-0.1619777
75,-0.57638955,-0.5286874,"('meek', 'impulsive')",-0.5763896,-0.5286874,0.0477022
76,0.586483,0.6186666,"('anxious', 'daring')",0.586483,0.6186666,0.0321836
77,-1.3260175,-1.1737521,"('unmotivated', 'motivated')",-1.3260175,-1.1737521,0.1522654
78,-0.7430119,-0.7600039,"('nonresilient', 'resilient')",-0.7430119,-0.7600039,-0.016992
79,-0.3953865,-0.33915564,"('wavering', 'unwavering')",-0.3953865,-0.3391556,0.0562309
80,-0.19803534,-0.37538338,"('dominated', 'dominating')",-0.1980353,-0.3753834,-0.1773481
81,-0.39278767,-0.42207193,"('submissive', 'aggressive')",-0.3927877,-0.4220719,-0.0292842
82,6.1637177,6.3435345,"('poor', 'rich')",6.1637177,6.3435345,0.1798168
83,-0.39984536,-0.4233614,"('powerless', 'powerful')",-0.3998454,-0.4233614,-0.023516
84,0.4154796,0.4270869,"('inferior', 'superior')",0.4154796,0.4270869,0.0116073
85,-0.6516665,-0.6272012,"('insignificant', 'prestigious')",-0.6516665,-0.6272012,0.0244653
86,0.29792613,0.12926413,"('uninfluential', 'influential')",0.2979261,0.1292641,-0.168662
87,-0.2808243,-0.33586115,"('unsuccessful', 'successful')",-0.2808243,-0.3358611,-0.0550368
88,0.083695054,0.14509058,"('low', 'eminent')",0.0836951,0.1450906,0.0613955
