,zebra_male,zebra_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,female-male
0,1.0260744,1.1174481,"('unsociable', 'sociable')",-0.46894443,-0.5583145,-0.27255893,-0.28614157,0.094857,0.0909973,-0.0038597
1,-1.1079631,-1.1076454,"('unfriendly', 'friendly')",-0.60980463,-0.7260708,1.241057,0.9866645,-0.1589036,-0.2823506,-0.123447
2,0.3843819,0.38236693,"('unlikable', 'likable')",0.022179188,0.0374655,0.8338604,0.780295,0.4134738,0.4000425,-0.0134313
3,0.33174282,0.49008673,"('repellent', 'pleasant')",-0.13997866,-0.026221419,0.55135596,0.64314294,0.2477067,0.3690027,0.121296
4,-2.122365,-2.2601535,"('disliked', 'liked')",-0.5350707,-0.52836436,-6.948204,-7.3046846,-3.2018798,-3.3644009,-0.1625211
5,-1.3975104,-1.5184958,"('distant', 'outgoing')",-0.5722923,-0.5860355,-0.46435118,-0.54388595,-0.8113847,-0.8828057,-0.071421
6,-1.5375993,-1.6210302,"('distant', 'open')",-0.97046643,-0.9977567,-0.27387756,-0.30748662,-0.9273144,-0.9754244,-0.04811
7,1.7155396,1.8646774,"('insensitive', 'sensitive')",0.09086816,0.15850711,0.18580697,0.21481358,0.6640716,0.7459993,0.0819277
8,-0.7655616,-0.8392874,"('unaffectionate', 'affectionate')",-0.26166308,-0.3045133,0.51259035,0.43356124,-0.1715448,-0.2367465,-0.0652017
9,0.59069014,0.62356544,"('unaffectionate', 'caring')",-0.43020228,-0.44446692,1.0516002,1.0888957,0.4040294,0.4226647,0.0186353
10,1.5244441,1.7792256,"('unsympathetic', 'sympathetic')",-1.0928911,-1.0438925,-0.5163858,-0.33814374,-0.0282776,0.1323964,0.160674
11,0.8196391,0.8988899,"('unhelpful', 'helpful')",0.8937298,0.87324834,1.8285823,1.7818769,1.1806504,1.1846717,0.0040213
12,0.35506615,0.5038686,"('unsupportive', 'supportive')",0.075100504,0.26314425,-2.2214262,-2.2378864,-0.5970865,-0.4902912,0.1067953
13,0.97036004,1.0659668,"('impolite', 'polite')",-0.5018063,-0.5094687,-0.5337051,-0.39507234,-0.0217171,0.0538086,0.0755257
14,1.4703342,1.5957334,"('antisocial', 'social')",0.8121052,0.8328046,-0.06195495,-0.1344271,0.7401614,0.7647037,0.0245423
15,0.8695742,0.7651441,"('boring', 'funny')",0.030536756,-0.09025075,0.20391071,0.10569686,0.3680072,0.2601967,-0.1078105
16,-1.675575,-1.734372,"('unpopular', 'popular')",-0.26305276,-0.29768935,0.45886353,0.3891405,-0.4932547,-0.5476403,-0.0543856
17,-0.98607814,-0.9200138,"('nasty', 'nice')",-1.1003579,-1.0029243,-0.33495143,-0.27787384,-0.8071291,-0.733604,0.0735251
18,-0.65042865,-0.6263148,"('disagreeable', 'welcoming')",0.37647715,0.4387577,-0.4349639,-0.6239723,-0.2363051,-0.2705098,-0.0342047
19,-1.2305739,-1.2368841,"('inhospitable', 'hospitable')",-1.0896689,-1.1501276,-0.6368087,-0.66318643,-0.9856838,-1.0167327,-0.0310489
20,0.54780763,0.7113518,"('rough', 'thoughtful')",0.93564934,1.0471964,0.66024977,0.6734689,0.7145689,0.8106724,0.0961035
21,1.958395,2.1311138,"('immoral', 'moral')",0.25360602,0.2383468,-0.64396876,-0.53822184,0.5226774,0.6104129,0.0877355
22,0.20039082,0.32684886,"('untrustworthy', 'trustworthy')",-0.58219606,-0.5957044,-0.944927,-0.90479434,-0.4422441,-0.3912166,0.0510275
23,1.4147434,1.5215904,"('insincere', 'sincere')",-0.42512584,-0.4492709,5.785997,5.868591,2.2585382,2.3136368,0.0550986
24,1.3491946,1.4851654,"('dishonest', 'honest')",-1.8473077,-1.8596709,0.63786435,0.60610896,0.0465838,0.0772011,0.0306173
25,-0.9095963,-0.9310113,"('egoistic', 'altruistic')",0.5226128,0.48773947,1.1387876,0.99230695,0.2506014,0.1830117,-0.0675897
26,-0.74166733,-0.83210367,"('hardhearted', 'benevolent')",0.30979782,0.2750454,1.442852,1.1667303,0.3369942,0.203224,-0.1337702
27,0.5753962,0.6583917,"('hardhearted', 'softhearted')",-0.06420488,-0.027161416,1.1645635,1.1475557,0.5585849,0.5929286,0.0343437
28,0.82192916,0.8343176,"('disloyal', 'loyal')",0.10008691,0.02961001,1.1629498,1.0638647,0.6949886,0.6425974,-0.0523912
29,-0.355147,-0.3726148,"('unfair', 'fair')",-0.93645924,-0.9053882,-0.49417862,-0.61538005,-0.5952616,-0.6311277,-0.0358661
30,1.8360173,1.9488707,"('intolerant', 'tolerant')",1.3385775,1.2563891,0.9399195,0.87085104,1.3715048,1.3587036,-0.0128012
31,-2.8685331,-2.9289558,"('evil', 'good')",-0.9092864,-0.93876773,-0.86373866,-1.0350538,-1.5471861,-1.6342591,-0.087073
32,0.32738256,0.32996938,"('unkind', 'kind')",-0.4561832,-0.50620383,0.63791,0.5360149,0.1697031,0.1199268,-0.0497763
33,-0.54510105,-0.62974143,"('wrong', 'right')",-0.13701929,-0.10829156,-0.34671825,-0.36599478,-0.3429462,-0.3680092,-0.025063
34,-0.17597932,-0.041596327,"('mean', 'honorable')",-0.14344151,-0.09734668,5.5843725,5.694589,1.7549839,1.851882,0.0968981
35,-2.2872972,-2.5065043,"('corrupt', 'incorrupt')",-0.6051123,-0.6970727,-0.37219214,-0.49493346,-1.0882006,-1.2328368,-0.1446362
36,-3.174624,-3.3231173,"('hostile', 'amicable')",-1.1168246,-1.2914662,0.20001179,0.016134547,-1.3638123,-1.5328163,-0.169004
37,0.6623328,0.8382493,"('fake', 'genuine')",-0.5391939,-0.4617595,0.011919013,0.037009034,0.0450193,0.1378329,0.0928136
38,-0.9011271,-0.8777732,"('untruthful', 'truthful')",-1.0787793,-1.0298795,-0.19156526,-0.24533643,-0.7238239,-0.717663,0.0061609
39,2.274216,2.3099225,"('exploitative', 'cooperative')",0.41246024,0.42554882,0.4369784,0.41240305,1.0412182,1.0492915,0.0080733
40,-0.47124636,-0.32961348,"('stingy', 'generous')",-0.107115984,0.073925704,-2.1529148,-2.3282323,-0.9104257,-0.8613067,0.049119
41,0.13541347,0.1919272,"('unforgiving', 'forgiving')",-0.73598325,-0.70163625,0.075533204,-0.1970507,-0.1750122,-0.2355866,-0.0605744
42,0.8364379,0.9457331,"('unreliable', 'reliable')",-0.7987944,-0.6831964,-2.9960048,-2.9325833,-0.9861205,-0.8900156,0.0961049
43,1.3204104,1.5438659,"('irresponsible', 'responsible')",-0.7080306,-0.5984164,0.096971855,0.14222273,0.2364506,0.3625574,0.1261068
44,-1.2409755,-1.2629536,"('prejudiced', 'unprejudiced')",-0.32969,-0.28447032,-0.85924625,-0.8126361,-0.8099705,-0.7866867,0.0232838
45,-0.12838577,0.047355797,"('incompetent', 'competent')",-1.0420084,-0.9987245,-0.26606333,-0.3403015,-0.4788192,-0.4305568,0.0482624
46,1.4419894,1.7368375,"('uncompetitive', 'competitive')",0.13153827,0.26970562,-1.2077292,-1.1416453,0.1219328,0.2882993,0.1663665
47,-0.49718902,-0.4070385,"('stupid', 'smart')",0.79608274,0.7643871,5.7556567,5.981879,2.0181835,2.1130759,0.0948924
48,1.7866645,1.9430605,"('unintelligent', 'intelligent')",1.3051189,1.3037896,0.66980976,0.6322127,1.2538644,1.2930209,0.0391565
49,0.8164752,0.9013289,"('unable', 'able')",0.9254936,1.0727565,-0.16683075,0.035281077,0.525046,0.6697888,0.1447428
50,-1.1633916,-1.1930841,"('clumsy', 'skillful')",0.36841103,0.4608085,0.055454314,0.050775602,-0.2465087,-0.2271667,0.019342
51,0.7746051,0.7492689,"('uneducated', 'educated')",0.050868094,-0.082323745,0.024468467,-0.008342331,0.2833139,0.2195343,-0.0637796
52,-1.5566065,-1.8055283,"('irrational', 'rational')",-0.4608621,-0.63467056,0.39049158,0.24081117,-0.5423257,-0.7331293,-0.1908036
53,-0.30464888,-0.24365848,"('uncreative', 'creative')",0.48804635,0.4089408,0.59534824,0.46989933,0.2595819,0.2117272,-0.0478547
54,-0.6432866,-0.7143624,"('incapable', 'capable')",-0.07756285,-0.2432895,0.9268796,0.9706181,0.0686767,0.0043221,-0.0643546
