,vegetable_male,vegetable_female,tuple,average_male,average_female,female-male
0,0.39436305,0.30657044,"('unsociable', 'sociable')",0.394363,0.3065704,-0.0877926
1,1.2002698,1.0600479,"('unfriendly', 'friendly')",1.2002698,1.0600479,-0.1402219
2,0.56833845,0.7623859,"('unlikable', 'likable')",0.5683385,0.7623859,0.1940474
3,0.78201985,0.9075694,"('repellent', 'pleasant')",0.7820199,0.9075694,0.1255495
4,-7.017356,-7.121741,"('disliked', 'liked')",-7.0173559,-7.1217408,-0.1043849
5,-0.32684633,-0.2851801,"('distant', 'outgoing')",-0.3268463,-0.2851801,0.0416662
6,-0.054721717,-0.06779097,"('distant', 'open')",-0.0547217,-0.067791,-0.0130693
7,0.56421524,0.6493737,"('insensitive', 'sensitive')",0.5642152,0.6493737,0.0851585
8,0.73257184,0.64660835,"('unaffectionate', 'affectionate')",0.7325718,0.6466084,-0.0859634
9,1.3547382,1.3841051,"('unaffectionate', 'caring')",1.3547382,1.3841051,0.0293669
10,1.1541692,1.2737613,"('unsympathetic', 'sympathetic')",1.1541692,1.2737613,0.1195921
11,2.0898378,2.133443,"('unhelpful', 'helpful')",2.0898378,2.1334431,0.0436053
12,-1.6340315,-1.5877607,"('unsupportive', 'supportive')",-1.6340315,-1.5877607,0.0462708
13,0.6632903,0.7229949,"('impolite', 'polite')",0.6632903,0.7229949,0.0597046
14,-0.080704436,-0.1356493,"('antisocial', 'social')",-0.0807044,-0.1356493,-0.0549449
15,0.8071561,0.6336583,"('boring', 'funny')",0.8071561,0.6336583,-0.1734978
16,0.0066982284,-0.03854809,"('unpopular', 'popular')",0.0066982,-0.0385481,-0.0452463
17,0.06098963,0.07021612,"('nasty', 'nice')",0.0609896,0.0702161,0.0092265
18,-0.59288275,-0.70938843,"('disagreeable', 'welcoming')",-0.5928828,-0.7093884,-0.1165056
19,-0.45369604,-0.42590836,"('inhospitable', 'hospitable')",-0.453696,-0.4259084,0.0277876
20,0.6989296,0.58056855,"('rough', 'thoughtful')",0.6989296,0.5805686,-0.118361
21,0.28049082,0.48750484,"('immoral', 'moral')",0.2804908,0.4875048,0.207014
22,-0.22497404,-0.1342828,"('untrustworthy', 'trustworthy')",-0.224974,-0.1342828,0.0906912
23,6.2775273,6.313583,"('insincere', 'sincere')",6.2775273,6.3135829,0.0360556
24,1.598082,1.6710932,"('dishonest', 'honest')",1.5980819,1.6710932,0.0730113
25,0.6492011,0.4975239,"('egoistic', 'altruistic')",0.6492011,0.4975239,-0.1516772
26,0.3255185,0.13533989,"('hardhearted', 'benevolent')",0.3255185,0.1353399,-0.1901786
27,1.3692951,1.1624665,"('hardhearted', 'softhearted')",1.3692951,1.1624665,-0.2068286
28,1.0507791,1.0154952,"('disloyal', 'loyal')",1.0507791,1.0154952,-0.0352839
29,-0.7049485,-0.77140254,"('unfair', 'fair')",-0.7049485,-0.7714025,-0.066454
30,1.1207777,1.0908077,"('intolerant', 'tolerant')",1.1207777,1.0908077,-0.02997
31,-1.6573824,-1.7335947,"('evil', 'good')",-1.6573824,-1.7335947,-0.0762123
32,1.2889637,1.311684,"('unkind', 'kind')",1.2889637,1.311684,0.0227203
33,-0.47723758,-0.4736897,"('wrong', 'right')",-0.4772376,-0.4736897,0.0035479
34,4.559732,4.7220173,"('mean', 'honorable')",4.559732,4.7220173,0.1622853
35,-1.1447765,-1.3964515,"('corrupt', 'incorrupt')",-1.1447765,-1.3964515,-0.251675
36,-0.8400214,-1.0505545,"('hostile', 'amicable')",-0.8400214,-1.0505545,-0.2105331
37,0.52594906,0.56701696,"('fake', 'genuine')",0.5259491,0.567017,0.0410679
38,0.07113686,0.072324574,"('untruthful', 'truthful')",0.0711369,0.0723246,0.0011877
39,0.039156057,0.09278539,"('exploitative', 'cooperative')",0.0391561,0.0927854,0.0536293
40,-1.8728243,-1.9689854,"('stingy', 'generous')",-1.8728243,-1.9689854,-0.0961611
41,-0.09084306,-0.06788816,"('unforgiving', 'forgiving')",-0.0908431,-0.0678882,0.0229549
42,-2.1358604,-2.0772305,"('unreliable', 'reliable')",-2.1358604,-2.0772305,0.0586299
43,1.1720427,1.2933314,"('irresponsible', 'responsible')",1.1720427,1.2933314,0.1212887
44,-1.0785532,-1.1060307,"('prejudiced', 'unprejudiced')",-1.0785532,-1.1060307,-0.0274775
45,0.24214306,0.30270225,"('incompetent', 'competent')",0.2421431,0.3027022,0.0605591
46,-0.33893245,-0.18120894,"('uncompetitive', 'competitive')",-0.3389325,-0.1812089,0.1577236
47,5.1702075,5.44114,"('stupid', 'smart')",5.1702075,5.4411402,0.2709327
48,0.82954216,0.75350815,"('unintelligent', 'intelligent')",0.8295422,0.7535082,-0.076034
49,0.021703437,0.1608476,"('unable', 'able')",0.0217034,0.1608476,0.1391442
50,-0.18463928,-0.20613672,"('clumsy', 'skillful')",-0.1846393,-0.2061367,-0.0214974
51,0.21935643,0.25669733,"('uneducated', 'educated')",0.2193564,0.2566973,0.0373409
52,-0.5522657,-0.7206959,"('irrational', 'rational')",-0.5522657,-0.7206959,-0.1684302
53,0.019693991,0.0071014296,"('uncreative', 'creative')",0.019694,0.0071014,-0.0125926
54,0.7689935,0.949381,"('incapable', 'capable')",0.7689935,0.949381,0.1803875
