,belly_male,belly_female,tuple,average_male,average_female,female-male
0,-0.11011553,-0.12234173,"('unsociable', 'sociable')",-0.1101155,-0.1223417,-0.0122262
1,1.1510744,1.1438864,"('unfriendly', 'friendly')",1.1510744,1.1438864,-0.007188
2,-0.24653311,-0.18835945,"('unlikable', 'likable')",-0.2465331,-0.1883595,0.0581736
3,0.76349103,0.827772,"('repellent', 'pleasant')",0.763491,0.827772,0.064281
4,-7.488106,-7.669646,"('disliked', 'liked')",-7.4881058,-7.6696458,-0.18154
5,-0.67351085,-0.67087233,"('distant', 'outgoing')",-0.6735108,-0.6708723,0.0026385
6,-0.012350921,-0.11205365,"('distant', 'open')",-0.0123509,-0.1120536,-0.0997027
7,0.8892658,0.8198791,"('insensitive', 'sensitive')",0.8892658,0.8198791,-0.0693867
8,0.9408747,0.9812912,"('unaffectionate', 'affectionate')",0.9408747,0.9812912,0.0404165
9,1.0644,1.1961704,"('unaffectionate', 'caring')",1.0644,1.1961704,0.1317704
10,0.8917292,0.80560327,"('unsympathetic', 'sympathetic')",0.8917292,0.8056033,-0.0861259
11,1.1024777,1.1202662,"('unhelpful', 'helpful')",1.1024777,1.1202662,0.0177885
12,-2.1246667,-2.1302948,"('unsupportive', 'supportive')",-2.1246667,-2.1302948,-0.0056281
13,-0.22591043,-0.28799152,"('impolite', 'polite')",-0.2259104,-0.2879915,-0.0620811
14,0.35204652,0.27930117,"('antisocial', 'social')",0.3520465,0.2793012,-0.0727453
15,0.02777358,-0.06642143,"('boring', 'funny')",0.0277736,-0.0664214,-0.094195
16,-0.62357706,-0.6265687,"('unpopular', 'popular')",-0.6235771,-0.6265687,-0.0029916
17,-0.4621543,-0.5150903,"('nasty', 'nice')",-0.4621543,-0.5150903,-0.052936
18,-0.10843798,-0.24587962,"('disagreeable', 'welcoming')",-0.108438,-0.2458796,-0.1374416
19,-0.8606893,-0.8854087,"('inhospitable', 'hospitable')",-0.8606893,-0.8854087,-0.0247194
20,1.090377,0.9905967,"('rough', 'thoughtful')",1.090377,0.9905967,-0.0997803
21,-0.4675495,-0.4000945,"('immoral', 'moral')",-0.4675495,-0.4000945,0.067455
22,-0.4224848,-0.52277493,"('untrustworthy', 'trustworthy')",-0.4224848,-0.5227749,-0.1002901
23,6.0938625,6.130904,"('insincere', 'sincere')",6.0938625,6.1309042,0.0370417
24,1.2849972,1.1329225,"('dishonest', 'honest')",1.2849972,1.1329225,-0.1520747
25,0.77742684,0.79763913,"('egoistic', 'altruistic')",0.7774268,0.7976391,0.0202123
26,0.8136742,0.78210306,"('hardhearted', 'benevolent')",0.8136742,0.7821031,-0.0315711
27,1.7426835,1.5235207,"('hardhearted', 'softhearted')",1.7426835,1.5235207,-0.2191628
28,0.9039085,0.85935014,"('disloyal', 'loyal')",0.9039085,0.8593501,-0.0445584
29,-0.47694823,-0.65396166,"('unfair', 'fair')",-0.4769482,-0.6539617,-0.1770135
30,0.9339343,0.9113533,"('intolerant', 'tolerant')",0.9339343,0.9113533,-0.022581
31,-1.3198135,-1.3589146,"('evil', 'good')",-1.3198135,-1.3589146,-0.0391011
32,0.75948,0.6670324,"('unkind', 'kind')",0.75948,0.6670324,-0.0924476
33,-0.6394698,-0.63003856,"('wrong', 'right')",-0.6394698,-0.6300386,0.0094312
34,4.3243475,4.4298663,"('mean', 'honorable')",4.3243475,4.4298663,0.1055188
35,-0.5594548,-0.7284159,"('corrupt', 'incorrupt')",-0.5594548,-0.7284159,-0.1689611
36,-0.7030469,-0.7333956,"('hostile', 'amicable')",-0.7030469,-0.7333956,-0.0303487
37,0.76805013,0.71381855,"('fake', 'genuine')",0.7680501,0.7138186,-0.0542315
38,-0.7033535,-0.6562295,"('untruthful', 'truthful')",-0.7033535,-0.6562295,0.047124
39,0.49176174,0.39194918,"('exploitative', 'cooperative')",0.4917617,0.3919492,-0.0998125
40,-1.1189841,-1.4015871,"('stingy', 'generous')",-1.1189841,-1.4015871,-0.282603
41,-0.04796627,-0.10923349,"('unforgiving', 'forgiving')",-0.0479663,-0.1092335,-0.0612672
42,-2.2391508,-2.385036,"('unreliable', 'reliable')",-2.2391508,-2.385036,-0.1458852
43,0.72498107,0.70287645,"('irresponsible', 'responsible')",0.7249811,0.7028764,-0.0221047
44,-0.47488096,-0.42780423,"('prejudiced', 'unprejudiced')",-0.474881,-0.4278042,0.0470768
45,-0.17555861,-0.24779326,"('incompetent', 'competent')",-0.1755586,-0.2477933,-0.0722347
46,-0.47044948,-0.5752109,"('uncompetitive', 'competitive')",-0.4704495,-0.5752109,-0.1047614
47,4.9804816,5.098814,"('stupid', 'smart')",4.9804816,5.098814,0.1183324
48,0.16922893,0.17382634,"('unintelligent', 'intelligent')",0.1692289,0.1738263,0.0045974
49,-0.02437722,-0.01963314,"('unable', 'able')",-0.0243772,-0.0196331,0.0047441
50,-0.63954127,-0.6958339,"('clumsy', 'skillful')",-0.6395413,-0.6958339,-0.0562926
51,0.2762731,0.15573516,"('uneducated', 'educated')",0.2762731,0.1557352,-0.1205379
52,-0.43931603,-0.49800313,"('irrational', 'rational')",-0.439316,-0.4980031,-0.0586871
53,-0.20681173,-0.298788,"('uncreative', 'creative')",-0.2068117,-0.298788,-0.0919763
54,0.72127867,0.79326385,"('incapable', 'capable')",0.7212787,0.7932639,0.0719852
55,0.72446066,0.725669,"('incompetent', 'clever')",0.7244607,0.725669,0.0012083
56,0.32559007,0.30678314,"('impractical', 'practical')",0.3255901,0.3067831,-0.018807
57,-2.7619333,-2.8467033,"('unimaginative', 'imaginative')",-2.7619333,-2.8467033,-0.08477
58,-0.087221496,-0.15194786,"('undiscriminating', 'discriminating')",-0.0872215,-0.1519479,-0.0647264
59,-0.368272,-0.39187405,"('foolish', 'wise')",-0.368272,-0.391874,-0.023602
60,0.19545427,0.266099,"('inefficient', 'efficient')",0.1954543,0.266099,0.0706447
61,0.12699383,-0.07901527,"('illogical', 'logical')",0.1269938,-0.0790153,-0.2060091
62,0.12853187,0.21152408,"('incompetent', 'brilliant')",0.1285319,0.2115241,0.0829922
63,-0.3867166,-0.41123968,"('unperceptive', 'insightful')",-0.3867166,-0.4112397,-0.0245231
64,-6.322062,-6.3748116,"('shy', 'confident')",-6.322062,-6.3748116,-0.0527496
65,0.25962433,0.21286878,"('insecure', 'secure')",0.2596243,0.2128688,-0.0467555
66,-0.116968855,-0.27812895,"('inactive', 'active')",-0.1169689,-0.278129,-0.1611601
67,-0.6289014,-0.5466583,"('doubtful', 'determined')",-0.6289014,-0.5466583,0.0822431
68,-0.71536595,-0.8664105,"('dependent', 'independent')",-0.7153659,-0.8664105,-0.1510446
69,-2.179241,-2.2444153,"('lazy', 'industrious')",-2.1792409,-2.2444153,-0.0651744
70,1.2203496,1.0459353,"('lethargic', 'energetic')",1.2203496,1.0459353,-0.1744143
71,0.613543,0.6057187,"('diffident', 'self-confident')",0.613543,0.6057187,-0.0078243
72,0.42375445,0.4824963,"('unambitious', 'ambitious')",0.4237545,0.4824963,0.0587418
73,-3.0876846,-3.096082,"('helpless', 'self-reliant')",-3.0876846,-3.096082,-0.0083974
74,0.08130488,-0.08019724,"('undedicated', 'dedicated')",0.0813049,-0.0801972,-0.1615021
75,-0.81989104,-0.82264036,"('meek', 'impulsive')",-0.819891,-0.8226404,-0.0027494
76,0.88199145,0.77890337,"('anxious', 'daring')",0.8819914,0.7789034,-0.103088
77,-1.7331725,-1.5300914,"('unmotivated', 'motivated')",-1.7331725,-1.5300914,0.2030811
78,-0.733413,-0.71803206,"('nonresilient', 'resilient')",-0.733413,-0.7180321,0.0153809
79,-0.41329482,-0.40950936,"('wavering', 'unwavering')",-0.4132948,-0.4095094,0.0037854
80,-0.22473514,-0.3241288,"('dominated', 'dominating')",-0.2247351,-0.3241288,-0.0993937
81,-0.038401827,-0.071343005,"('submissive', 'aggressive')",-0.0384018,-0.071343,-0.0329412
82,6.1190557,6.195781,"('poor', 'rich')",6.1190557,6.1957812,0.0767255
83,-0.48538,-0.46936247,"('powerless', 'powerful')",-0.48538,-0.4693625,0.0160175
84,0.60437226,0.59517944,"('inferior', 'superior')",0.6043723,0.5951794,-0.0091929
85,-0.53051317,-0.5968793,"('insignificant', 'prestigious')",-0.5305132,-0.5968793,-0.0663661
86,0.08184755,-0.019840777,"('uninfluential', 'influential')",0.0818475,-0.0198408,-0.1016883
87,-0.6979397,-0.67532915,"('unsuccessful', 'successful')",-0.6979397,-0.6753291,0.0226106
88,0.040411536,0.01725961,"('low', 'eminent')",0.0404115,0.0172596,-0.0231519
