,international_male,international_female,tuple,flavors_male,flavors_female,&_male,&_female,frag_male,frag_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4411953,0.31473535,"('unsociable', 'sociable')",1.1856836,1.1849833,1.7246478,1.6875086,-0.6444897,-0.7488996,-0.43401524,-0.58083487,0.4546043,0.3714986,-0.0831057
1,-0.16510572,-0.21074373,"('unfriendly', 'friendly')",1.5057915,1.5778533,-1.057313,-0.9794883,-1.6930431,-1.68158,1.702681,1.5154796,0.0586021,0.0443042,-0.0142979
2,0.9452936,1.0384978,"('unlikable', 'likable')",0.19102488,0.21718994,1.0677435,1.1952351,0.8232934,0.89979506,0.437682,0.5341807,0.6930075,0.7769797,0.0839722
3,-0.8515147,-0.8588902,"('repellent', 'pleasant')",-1.7905996,-1.6409144,0.13624257,0.1869758,-1.3597625,-1.3408474,-0.009244747,0.02579879,-0.7749757,-0.7255754,0.0494003
4,-0.86144125,-0.7822915,"('disliked', 'liked')",-1.1571662,-1.0487986,-0.9490978,-0.89787245,-0.10102621,0.0018407693,-5.914252,-5.926592,-1.7965967,-1.7307426,0.0658541
5,-0.62047005,-0.44732904,"('distant', 'outgoing')",0.805193,0.9113593,-1.0878433,-0.89383,-0.77787405,-0.61226267,-0.13795364,-0.16071784,-0.3637896,-0.240556,0.1232336
6,-0.43564022,-0.27274618,"('distant', 'open')",0.58367616,0.71368545,-1.0030257,-0.7969651,-0.86915153,-0.66416883,0.31668794,0.27383494,-0.2814907,-0.1492719,0.1322188
7,0.22214857,0.17936562,"('insensitive', 'sensitive')",0.07420538,0.17184032,0.77968,0.84061617,-0.6558619,-0.6632179,0.5234409,0.50192785,0.1887226,0.2061064,0.0173838
8,-0.136166,-0.13287927,"('unaffectionate', 'affectionate')",0.17144857,0.18876833,-1.8405769,-1.7694843,-1.9113692,-1.8804221,0.810245,0.67815214,-0.5812837,-0.5831731,-0.0018894
9,0.44996384,0.45595682,"('unaffectionate', 'caring')",0.5603579,0.5789844,-1.1342489,-1.0128382,-2.0144882,-1.9608829,0.83418053,0.7256148,-0.2608469,-0.242633,0.0182139
10,0.07511274,0.009904895,"('unsympathetic', 'sympathetic')",0.21387036,0.30148852,0.83163613,0.82134587,-1.2829738,-1.399931,-0.41083056,-0.4249426,-0.114637,-0.1384269,-0.0237899
11,0.54738194,0.56421596,"('unhelpful', 'helpful')",0.87479156,0.86523926,1.233755,1.297051,-1.1012641,-1.1532284,1.6304692,1.6318316,0.6370267,0.6410219,0.0039952
12,0.86065304,1.0221583,"('unsupportive', 'supportive')",0.918825,1.0692589,0.49922413,0.7456031,-0.8587842,-0.7598677,-1.5482625,-1.5275654,-0.0256689,0.1099175,0.1355864
13,1.4506601,1.4219964,"('impolite', 'polite')",1.8572055,1.8418828,1.4028695,1.4512143,0.3892339,0.35135224,-0.3944257,-0.37355077,0.9411087,0.938579,-0.0025297
14,0.6251744,0.585434,"('antisocial', 'social')",0.5647973,0.570833,1.7607312,1.7240664,-0.20805818,-0.27695504,-0.8043565,-0.8071167,0.3876576,0.3592523,-0.0284053
15,0.2608235,0.25092122,"('boring', 'funny')",1.1143295,1.0993165,0.5622929,0.55234367,0.49106932,0.5232347,0.50416774,0.48439208,0.5865366,0.5820416,-0.004495
16,-0.8227709,-0.87465936,"('unpopular', 'popular')",-1.3374354,-1.2677127,-0.6378821,-0.6248982,-0.054206066,-0.033749007,0.2773571,0.29607484,-0.5149875,-0.5009889,0.0139986
17,-1.122782,-1.0237484,"('nasty', 'nice')",-0.6843408,-0.5716299,-0.5211467,-0.3558507,-0.4763598,-0.40777302,-0.6303442,-0.5482724,-0.6869947,-0.5814549,0.1055398
18,1.377345,1.4606127,"('disagreeable', 'welcoming')",0.4347115,0.55446464,0.6143679,0.77641994,-0.5578383,-0.52717584,-0.20045201,-0.25914577,0.3336268,0.4010351,0.0674083
19,-0.6042917,-0.48463213,"('inhospitable', 'hospitable')",0.040188283,0.13763937,-1.2323537,-1.0839691,-0.09025575,0.010564698,0.09317841,0.169397,-0.3587069,-0.2502,0.1085069
20,0.37185836,0.34760535,"('rough', 'thoughtful')",-0.7514878,-0.6436551,0.6582234,0.68825537,-0.6331237,-0.656127,0.87211496,0.78902125,0.103517,0.10502,0.001503
21,0.31289434,0.27557763,"('immoral', 'moral')",0.9482471,0.9153424,1.3163898,1.341141,-0.1346913,-0.22732887,-0.76438105,-0.77259773,0.3356918,0.3064269,-0.0292649
