,texas_male,texas_female,tuple,instruments_male,instruments_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.2034449,-0.1665542,"('unsociable', 'sociable')",-0.33068076,-0.40840006,-0.36742565,-0.44835407,-0.3005171,-0.3411028,-0.0405857
1,0.8646892,0.71816325,"('unfriendly', 'friendly')",1.1681563,0.98181885,1.801618,1.6575454,1.2781545,1.1191759,-0.1589786
2,1.1080389,1.2597281,"('unlikable', 'likable')",0.4630868,0.46526343,0.34046304,0.3945445,0.6371963,0.7065121,0.0693158
3,-0.535681,-0.46099806,"('repellent', 'pleasant')",-0.4761041,-0.44858518,0.102572516,0.12915917,-0.3030709,-0.2601414,0.0429295
4,0.019693123,-0.082000464,"('disliked', 'liked')",0.009581089,-0.16526434,-6.0858183,-6.2050486,-2.0188481,-2.1507711,-0.131923
5,-0.3837815,-0.47865257,"('distant', 'outgoing')",-0.60443133,-0.68590295,-0.32862744,-0.43166444,-0.4389468,-0.5320733,-0.0931265
6,-0.13150205,-0.2286945,"('distant', 'open')",-0.11127766,-0.22698425,0.44576013,0.31407818,0.0676601,-0.0472002,-0.1148603
7,0.64445233,0.66137105,"('insensitive', 'sensitive')",-0.20070216,-0.21456505,0.5545778,0.5518693,0.332776,0.3328918,0.0001158
8,-0.010839716,-0.08224124,"('unaffectionate', 'affectionate')",0.263259,0.14331836,0.5348752,0.37419274,0.2624315,0.14509,-0.1173415
9,0.7643417,0.68798596,"('unaffectionate', 'caring')",0.43764743,0.33767086,0.8619862,0.7607351,0.6879918,0.595464,-0.0925278
10,-0.20491539,-0.14274117,"('unsympathetic', 'sympathetic')",-1.1227233,-1.2505919,-0.46764728,-0.51353025,-0.5984287,-0.6356211,-0.0371924
11,-0.6257438,-0.61299974,"('unhelpful', 'helpful')",-0.70763594,-0.6920151,1.3501158,1.3968173,0.0055787,0.0306008,0.0250221
12,0.36706996,0.38892996,"('unsupportive', 'supportive')",-0.5352122,-0.6038411,-1.8800237,-1.9381691,-0.682722,-0.7176934,-0.0349714
