,novell_male,novell_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.27050737,-0.35913497,"('unsociable', 'sociable')",-0.5812305,-0.68657017,-0.4258689,-0.5228525,-0.0969836
1,-0.13617626,-0.2809792,"('unfriendly', 'friendly')",1.792574,1.6708932,0.8281989,0.694957,-0.1332419
2,0.7235925,0.80517197,"('unlikable', 'likable')",0.60782623,0.66958314,0.6657094,0.7373775,0.0716681
3,-0.21139385,-0.16378705,"('repellent', 'pleasant')",0.0037482604,0.042374935,-0.1038228,-0.0607061,0.0431167
4,-0.56141764,-0.59642816,"('disliked', 'liked')",-5.872053,-5.958662,-3.2167354,-3.277545,-0.0608096
5,0.12374082,0.085662395,"('distant', 'outgoing')",0.019605871,-0.011828162,0.0716733,0.0369171,-0.0347562
6,-0.090191945,-0.11904654,"('distant', 'open')",0.41430256,0.34611717,0.1620553,0.1135353,-0.04852
7,-0.24802499,-0.2320698,"('insensitive', 'sensitive')",0.06270661,0.118156634,-0.0926592,-0.0569566,0.0357026
8,-0.15408517,-0.23712072,"('unaffectionate', 'affectionate')",0.87790185,0.7731886,0.3619083,0.2680339,-0.0938744
9,-0.25186804,-0.32745188,"('unaffectionate', 'caring')",1.0775725,1.0168335,0.4128522,0.3446908,-0.0681614
10,-0.70206445,-0.70039314,"('unsympathetic', 'sympathetic')",-0.9315229,-0.9358147,-0.8167937,-0.8181039,-0.0013102
11,-0.31928584,-0.30977547,"('unhelpful', 'helpful')",1.0703003,1.0803168,0.3755072,0.3852707,0.0097635
12,-0.23891985,-0.17154439,"('unsupportive', 'supportive')",-1.9908948,-1.9735879,-1.1149073,-1.0725662,0.0423411
13,-0.43872806,-0.44828776,"('impolite', 'polite')",-1.0355681,-1.0272651,-0.7371481,-0.7377764,-0.0006283
14,0.62464535,0.612784,"('antisocial', 'social')",-0.759826,-0.7778598,-0.0675903,-0.0825379,-0.0149476
15,-0.2818097,-0.3347056,"('boring', 'funny')",0.5984052,0.5339484,0.1582977,0.0996214,-0.0586763
16,-0.36617985,-0.3167211,"('unpopular', 'popular')",0.6732006,0.68255264,0.1535104,0.1829158,0.0294054
