,citizens_male,citizens_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.11489628,0.086473405,"('unsociable', 'sociable')",-0.6078887,-0.7390622,1.0441258,0.9243807,-0.44966808,-0.5705807,0.0253663,-0.0746972,-0.1000635
1,0.18612185,0.1257987,"('unfriendly', 'friendly')",1.558423,1.3997767,0.114394456,0.0073532965,2.0689983,1.9293116,0.9819844,0.8655601,-0.1164243
2,0.73154736,0.79066706,"('unlikable', 'likable')",2.298073,2.3695486,1.794552,1.7435007,0.6600579,0.76208115,1.3710576,1.4164493,0.0453917
3,-0.3705972,-0.22210442,"('repellent', 'pleasant')",-1.0158302,-0.9218892,0.93881434,1.0226997,0.048457745,0.18348935,-0.0997888,0.0155489,0.1153377
4,0.3384909,0.3086471,"('disliked', 'liked')",0.7367274,0.7043148,-0.14943992,-0.20623149,-6.4912224,-6.5498652,-1.391361,-1.4357837,-0.0444227
5,1.0734025,0.95235044,"('distant', 'outgoing')",1.4641479,1.4216683,-0.66393733,-0.692931,0.20817429,0.17819427,0.5204468,0.4648205,-0.0556263
6,0.62102777,0.53248656,"('distant', 'open')",0.6931503,0.6611731,-1.2797519,-1.3697162,0.6725018,0.6022527,0.176732,0.1065491,-0.0701829
7,0.78411794,0.89461327,"('insensitive', 'sensitive')",-0.13987935,-0.09812673,0.8854065,0.94834304,0.963446,0.955334,0.6232728,0.6750409,0.0517681
8,-0.072658755,-0.055974193,"('unaffectionate', 'affectionate')",0.283606,0.24765149,-0.37425378,-0.38039845,0.67479575,0.6139309,0.1278723,0.1063024,-0.0215699
9,1.5768614,1.6038265,"('unaffectionate', 'caring')",1.2342836,1.19308,0.62319756,0.62304693,1.4388564,1.4266748,1.2182996,1.211657,-0.0066426
10,0.82448477,0.9377693,"('unsympathetic', 'sympathetic')",-1.6787862,-1.6176797,0.45204353,0.50546306,-0.07788266,-0.08356978,-0.1200351,-0.0645043,0.0555308
11,1.1843088,1.2674996,"('unhelpful', 'helpful')",-0.20432952,-0.1321989,0.79105586,0.8509458,2.091943,2.1441848,0.9657446,1.0326078,0.0668632
12,2.2959871,2.4494278,"('unsupportive', 'supportive')",0.9995656,1.0628684,1.7755669,1.8984914,-1.7194655,-1.7101172,0.8379136,0.9251676,0.087254
13,0.3450954,0.36170545,"('impolite', 'polite')",-0.21698731,-0.15824902,0.71965665,0.6811654,-0.098692864,-0.10830642,0.187268,0.1940789,0.0068109
14,0.66143143,0.7024148,"('antisocial', 'social')",0.9764514,1.0148852,1.6728249,1.7453002,-0.63306576,-0.604343,0.6694105,0.7145643,0.0451538
15,0.80029625,0.7241448,"('boring', 'funny')",0.5090557,0.53522617,-0.8439698,-0.8876382,0.47675914,0.41904795,0.2355353,0.1976952,-0.0378401
16,-1.3080994,-1.3098869,"('unpopular', 'popular')",-0.09925662,-0.14475586,-0.49086988,-0.4506723,0.4460927,0.44731417,-0.3630333,-0.3645002,-0.0014669
17,0.1952641,0.24196967,"('nasty', 'nice')",-0.1578726,-0.03843645,-0.77445334,-0.625822,-0.3224144,-0.25939387,-0.2648691,-0.1704207,0.0944484
18,-0.064907834,-0.012604192,"('disagreeable', 'welcoming')",-0.17705597,-0.16764665,-0.27671313,-0.26392812,-0.35498297,-0.3745594,-0.218415,-0.2046846,0.0137304
19,1.1499586,1.0350264,"('inhospitable', 'hospitable')",0.07029607,0.019622453,-1.179142,-1.2528257,0.1866446,0.15893668,0.0569393,-0.00981,-0.0667493
20,0.31037968,0.37525088,"('rough', 'thoughtful')",-0.17910716,-0.15131435,0.28954428,0.3570291,0.81385374,0.8381628,0.3086676,0.3547821,0.0461145
21,0.803432,0.8406216,"('immoral', 'moral')",-0.1479492,-0.08981833,1.0363829,1.0355045,-0.76332295,-0.701184,0.2321357,0.2712809,0.0391452
22,0.057660524,0.123691894,"('untrustworthy', 'trustworthy')",-0.8522166,-0.82912374,0.4884156,0.49003863,-1.1903431,-1.1509255,-0.3741209,-0.3415797,0.0325412
23,0.86716527,0.8886007,"('insincere', 'sincere')",-0.04740064,-0.008420348,0.81610954,0.8419741,6.452178,6.4533973,2.0220129,2.0438879,0.021875
24,1.7462343,1.7544142,"('dishonest', 'honest')",-0.08238838,-0.02097696,-0.111405805,-0.07441839,1.2183679,1.2071052,0.692702,0.716531,0.023829
25,-0.29746708,-0.3544684,"('egoistic', 'altruistic')",0.28574064,0.31077027,-0.4415217,-0.48147088,1.395754,1.3118478,0.2356265,0.1966697,-0.0389568
26,1.0684509,1.069509,"('hardhearted', 'benevolent')",1.784535,1.7455728,0.5945313,0.62959343,1.5631558,1.5054085,1.2526683,1.2375209,-0.0151474
27,-0.084647655,-0.039093584,"('hardhearted', 'softhearted')",-0.7319829,-0.6773203,0.13877273,0.2144777,1.6787372,1.615467,0.2502198,0.2783827,0.0281629
28,1.2985263,1.1501538,"('disloyal', 'loyal')",0.10445522,0.010987904,-0.19862366,-0.3389961,0.9908966,0.88500386,0.5488136,0.4267873,-0.1220263
29,0.8903859,0.9131606,"('unfair', 'fair')",-0.12107807,-0.1295909,-0.48527473,-0.5277041,-0.55130714,-0.694551,-0.0668185,-0.1096714,-0.0428529
30,1.4698714,1.4856794,"('intolerant', 'tolerant')",0.03997037,0.078924134,0.7821925,0.7075362,1.4435251,1.4141728,0.9338899,0.9215782,-0.0123117
31,-0.6423648,-0.710575,"('evil', 'good')",0.1426463,0.107677855,-1.5308971,-1.5335574,-1.0508096,-1.1477094,-0.7703563,-0.821041,-0.0506847
32,0.3724795,0.38168404,"('unkind', 'kind')",-0.31627923,-0.26799375,1.3440188,1.3805882,1.3481785,1.2845324,0.6870994,0.6947027,0.0076033
33,0.57983184,0.5078695,"('wrong', 'right')",2.0662844,2.028118,-0.031067017,-0.109504774,-0.3979087,-0.4738726,0.5542851,0.4881525,-0.0661326
34,0.3457845,0.41653702,"('mean', 'honorable')",0.33004147,0.4209727,0.85604584,0.9742241,6.466204,6.5104885,1.999519,2.0805557,0.0810367
35,-1.5090805,-1.625504,"('corrupt', 'incorrupt')",0.066050515,0.06514068,-1.8341719,-1.8990564,-0.05360552,-0.22122952,-0.8327019,-0.9201623,-0.0874604
36,-0.6924131,-0.8153219,"('hostile', 'amicable')",1.0585059,0.8912138,-1.5826378,-1.7857457,0.3495503,0.15217946,-0.2167487,-0.3894186,-0.1726699
37,0.6404029,0.6674002,"('fake', 'genuine')",-0.82964104,-0.7788088,-0.22867247,-0.23369841,0.47719812,0.47755992,0.0148219,0.0331132,0.0182913
38,0.79693305,0.81834716,"('untruthful', 'truthful')",1.3364816,1.3617933,0.12317325,0.14446026,0.45393553,0.50194824,0.6776309,0.7066373,0.0290064
39,1.7149158,1.6727885,"('exploitative', 'cooperative')",0.80973333,0.8825445,1.4598297,1.4619784,0.028718654,0.038053118,1.0032994,1.0138412,0.0105418
40,0.9362724,0.97291833,"('stingy', 'generous')",1.6436415,1.5993567,0.549189,0.56412345,-1.7014872,-1.799193,0.3569039,0.3343013,-0.0226026
41,0.6029208,0.65594107,"('unforgiving', 'forgiving')",0.8585503,0.83424836,0.77924126,0.74442214,0.12837276,0.048281826,0.5922713,0.5707234,-0.0215479
42,2.1901994,2.234929,"('unreliable', 'reliable')",0.9734984,1.0143785,1.9389986,1.9717228,-2.8153682,-2.7225924,0.5718321,0.6246095,0.0527774
43,1.1440787,1.2603551,"('irresponsible', 'responsible')",0.14282036,0.23588645,1.2765839,1.3322583,0.7593552,0.77608615,0.8307096,0.9011465,0.0704369
44,-0.78729314,-0.7901144,"('prejudiced', 'unprejudiced')",-0.20409139,-0.08120374,-0.49596915,-0.5118601,-1.4159493,-1.4279464,-0.7258258,-0.7027812,0.0230446
45,0.05532044,0.13194574,"('incompetent', 'competent')",-1.3237498,-1.2438135,0.011099763,0.07534337,-0.40860587,-0.41331398,-0.4164838,-0.3624596,0.0540242
46,-0.33646658,-0.19205795,"('uncompetitive', 'competitive')",-0.25276184,-0.22975175,1.5852746,1.5889076,-1.1191288,-1.0961882,-0.0307707,0.0177274,0.0484981
