,birthday_male,birthday_female,tuple,average_male,average_female,female-male
0,-0.06550364,-0.2606537,"('unsociable', 'sociable')",-0.0655036,-0.2606537,-0.1951501
1,1.7616476,1.7625359,"('unfriendly', 'friendly')",1.7616476,1.7625359,0.0008883
2,0.38681093,0.5912447,"('unlikable', 'likable')",0.3868109,0.5912447,0.2044338
3,0.5913994,0.57151157,"('repellent', 'pleasant')",0.5913994,0.5715116,-0.0198878
4,-7.0924287,-6.984511,"('disliked', 'liked')",-7.0924287,-6.9845109,0.1079178
5,0.35170832,0.5348064,"('distant', 'outgoing')",0.3517083,0.5348064,0.1830981
6,0.5701026,0.7906052,"('distant', 'open')",0.5701026,0.7906052,0.2205026
7,0.16526996,0.111830465,"('insensitive', 'sensitive')",0.16527,0.1118305,-0.0534395
8,1.5721512,1.659566,"('unaffectionate', 'affectionate')",1.5721512,1.659566,0.0874148
9,1.8794116,2.039713,"('unaffectionate', 'caring')",1.8794116,2.0397129,0.1603013
10,0.20873077,0.17477793,"('unsympathetic', 'sympathetic')",0.2087308,0.1747779,-0.0339529
11,1.7554301,1.7793944,"('unhelpful', 'helpful')",1.7554301,1.7793944,0.0239643
12,-1.8168454,-1.7804083,"('unsupportive', 'supportive')",-1.8168454,-1.7804083,0.0364371
13,0.2432851,0.12005612,"('impolite', 'polite')",0.2432851,0.1200561,-0.123229
14,-0.45929548,-0.6613903,"('antisocial', 'social')",-0.4592955,-0.6613903,-0.2020948
15,0.82392156,0.8070635,"('boring', 'funny')",0.8239216,0.8070635,-0.0168581
16,0.01944635,0.06597027,"('unpopular', 'popular')",0.0194464,0.0659703,0.0465239
17,-0.093267515,-0.10852973,"('nasty', 'nice')",-0.0932675,-0.1085297,-0.0152622
18,-0.33586025,-0.48523098,"('disagreeable', 'welcoming')",-0.3358603,-0.485231,-0.1493707
19,-0.1554372,0.10888794,"('inhospitable', 'hospitable')",-0.1554372,0.1088879,0.2643251
20,0.65002704,0.44240087,"('rough', 'thoughtful')",0.650027,0.4424009,-0.2076261
21,-0.7153269,-0.6988293,"('immoral', 'moral')",-0.7153269,-0.6988293,0.0164976
22,-0.5806153,-0.55933505,"('untrustworthy', 'trustworthy')",-0.5806153,-0.5593351,0.0212802
23,6.590946,6.518618,"('insincere', 'sincere')",6.5909462,6.5186181,-0.0723281
24,1.4903026,1.4868174,"('dishonest', 'honest')",1.4903026,1.4868174,-0.0034852
25,0.7577218,0.66999793,"('egoistic', 'altruistic')",0.7577218,0.6699979,-0.0877239
26,0.82665706,0.71445745,"('hardhearted', 'benevolent')",0.8266571,0.7144575,-0.1121996
27,1.2171057,1.0318081,"('hardhearted', 'softhearted')",1.2171057,1.0318081,-0.1852976
28,1.2957937,1.2774556,"('disloyal', 'loyal')",1.2957937,1.2774556,-0.0183381
29,-0.70519555,-0.77621096,"('unfair', 'fair')",-0.7051955,-0.776211,-0.0710155
30,0.5146986,0.45543775,"('intolerant', 'tolerant')",0.5146986,0.4554377,-0.0592609
31,-1.1293525,-1.0319282,"('evil', 'good')",-1.1293525,-1.0319282,0.0974243
32,0.76989156,0.6751455,"('unkind', 'kind')",0.7698916,0.6751455,-0.0947461
33,-0.3527131,-0.22985084,"('wrong', 'right')",-0.3527131,-0.2298508,0.1228623
34,4.973695,5.077689,"('mean', 'honorable')",4.9736948,5.0776892,0.1039944
35,-0.5332939,-0.54482496,"('corrupt', 'incorrupt')",-0.5332939,-0.544825,-0.0115311
36,-0.5424143,-0.44115376,"('hostile', 'amicable')",-0.5424143,-0.4411538,0.1012605
37,0.40091172,0.3741207,"('fake', 'genuine')",0.4009117,0.3741207,-0.026791
38,-0.10229999,-0.015176982,"('untruthful', 'truthful')",-0.1023,-0.015177,0.087123
39,-0.24709375,-0.32509398,"('exploitative', 'cooperative')",-0.2470938,-0.325094,-0.0780002
40,-1.7085336,-1.9165962,"('stingy', 'generous')",-1.7085336,-1.9165962,-0.2080626
41,-0.41900215,-0.36343193,"('unforgiving', 'forgiving')",-0.4190021,-0.3634319,0.0555702
42,-2.4352758,-2.4405432,"('unreliable', 'reliable')",-2.4352758,-2.4405432,-0.0052674
43,0.820801,0.7720586,"('irresponsible', 'responsible')",0.820801,0.7720586,-0.0487424
44,-1.4735391,-1.5323738,"('prejudiced', 'unprejudiced')",-1.4735391,-1.5323738,-0.0588347
45,-0.023472017,0.014058132,"('incompetent', 'competent')",-0.023472,0.0140581,0.0375301
46,-1.2914557,-1.3870897,"('uncompetitive', 'competitive')",-1.2914557,-1.3870897,-0.095634
47,5.371411,5.5549955,"('stupid', 'smart')",5.3714108,5.5549955,0.1835847
48,1.0208424,0.8452831,"('unintelligent', 'intelligent')",1.0208424,0.8452831,-0.1755593
49,0.19500023,0.25161967,"('unable', 'able')",0.1950002,0.2516197,0.0566195
50,0.23224768,0.3019193,"('clumsy', 'skillful')",0.2322477,0.3019193,0.0696716
51,0.29500312,0.1253696,"('uneducated', 'educated')",0.2950031,0.1253696,-0.1696335
52,-0.545707,-0.5155258,"('irrational', 'rational')",-0.545707,-0.5155258,0.0301812
53,0.26789474,0.2559903,"('uncreative', 'creative')",0.2678947,0.2559903,-0.0119044
54,1.3329986,1.5354439,"('incapable', 'capable')",1.3329986,1.5354439,0.2024453
55,0.7632605,0.6167912,"('incompetent', 'clever')",0.7632605,0.6167912,-0.1464693
56,0.48721582,0.44099706,"('impractical', 'practical')",0.4872158,0.4409971,-0.0462187
57,-3.20058,-3.2107928,"('unimaginative', 'imaginative')",-3.2005799,-3.2107928,-0.0102129
58,-0.27485293,-0.33598727,"('undiscriminating', 'discriminating')",-0.2748529,-0.3359873,-0.0611344
59,-0.045509174,0.14282112,"('foolish', 'wise')",-0.0455092,0.1428211,0.1883303
60,0.16076522,0.04540756,"('inefficient', 'efficient')",0.1607652,0.0454076,-0.1153576
61,0.10151181,-0.10284231,"('illogical', 'logical')",0.1015118,-0.1028423,-0.2043541
62,0.9195623,0.95143765,"('incompetent', 'brilliant')",0.9195623,0.9514377,0.0318754
63,0.36765227,0.44009912,"('unperceptive', 'insightful')",0.3676523,0.4400991,0.0724468
64,-6.9326468,-6.879081,"('shy', 'confident')",-6.9326468,-6.8790808,0.053566
65,0.10639778,0.011501105,"('insecure', 'secure')",0.1063978,0.0115011,-0.0948967
66,-0.22096756,-0.16754839,"('inactive', 'active')",-0.2209676,-0.1675484,0.0534192
67,-0.34713086,-0.30279067,"('doubtful', 'determined')",-0.3471309,-0.3027907,0.0443402
68,-0.5390461,-0.60976374,"('dependent', 'independent')",-0.5390461,-0.6097637,-0.0707176
69,-1.5823582,-1.4577088,"('lazy', 'industrious')",-1.5823582,-1.4577088,0.1246494
70,0.7001889,0.63106006,"('lethargic', 'energetic')",0.7001889,0.6310601,-0.0691288
71,0.7779995,0.8421759,"('diffident', 'self-confident')",0.7779995,0.8421759,0.0641764
72,0.8916675,0.8999825,"('unambitious', 'ambitious')",0.8916675,0.8999825,0.008315
73,-2.926208,-2.8368068,"('helpless', 'self-reliant')",-2.926208,-2.8368068,0.0894012
74,-0.029512689,-0.07772564,"('undedicated', 'dedicated')",-0.0295127,-0.0777256,-0.0482129
75,-0.4175821,-0.17302418,"('meek', 'impulsive')",-0.4175821,-0.1730242,0.2445579
76,0.49689278,0.32105032,"('anxious', 'daring')",0.4968928,0.3210503,-0.1758425
77,-1.1634398,-1.0955378,"('unmotivated', 'motivated')",-1.1634398,-1.0955378,0.067902
78,-0.751243,-0.7697644,"('nonresilient', 'resilient')",-0.751243,-0.7697644,-0.0185214
79,0.002628019,0.14441817,"('wavering', 'unwavering')",0.002628,0.1444182,0.1417902
80,-0.5874929,-0.69691795,"('dominated', 'dominating')",-0.5874929,-0.696918,-0.1094251
81,-0.34339198,-0.4597057,"('submissive', 'aggressive')",-0.343392,-0.4597057,-0.1163137
82,7.1756434,7.2656956,"('poor', 'rich')",7.1756434,7.2656956,0.0900522
83,-0.43062434,-0.43535215,"('powerless', 'powerful')",-0.4306243,-0.4353521,-0.0047278
84,0.36675134,0.35019672,"('inferior', 'superior')",0.3667513,0.3501967,-0.0165546
85,-0.2810423,-0.29961184,"('insignificant', 'prestigious')",-0.2810423,-0.2996118,-0.0185695
86,0.30777866,0.34612823,"('uninfluential', 'influential')",0.3077787,0.3461282,0.0383495
87,-0.09873813,-0.04473687,"('unsuccessful', 'successful')",-0.0987381,-0.0447369,0.0540012
88,0.33211252,0.20468321,"('low', 'eminent')",0.3321125,0.2046832,-0.1274293
