,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.45974588,0.28978306,"('unsociable', 'sociable')",-0.056214005,-0.25207892,0.2017659,0.0188521,-0.1829138
1,-0.98822397,-1.007796,"('unfriendly', 'friendly')",1.4796926,1.3754323,0.2457343,0.1838181,-0.0619162
2,0.9191081,0.96776986,"('unlikable', 'likable')",0.7499756,0.8482664,0.8345419,0.9080181,0.0734762
3,0.1419346,0.23154955,"('repellent', 'pleasant')",0.38636917,0.40062538,0.2641519,0.3160875,0.0519356
4,-0.9368931,-0.9384757,"('disliked', 'liked')",-5.7862844,-5.8590374,-3.3615887,-3.3987565,-0.0371678
5,-1.6334476,-1.5869539,"('distant', 'outgoing')",-0.47644067,-0.4609135,-1.0549442,-1.0239336,0.0310106
6,-1.8197292,-1.7308655,"('distant', 'open')",-0.067647755,-0.05552551,-0.9436885,-0.8931955,0.050493
7,0.6563436,0.68270844,"('insensitive', 'sensitive')",0.47457698,0.49317217,0.5654603,0.5879403,0.02248
8,-0.44750705,-0.44501275,"('unaffectionate', 'affectionate')",0.8426904,0.7852326,0.1975917,0.1701099,-0.0274818
9,-0.4816949,-0.4500729,"('unaffectionate', 'caring')",0.9084011,0.85585576,0.2133531,0.2028914,-0.0104617
10,0.7030993,0.6594488,"('unsympathetic', 'sympathetic')",-0.10848476,-0.21490413,0.2973073,0.2222723,-0.075035
11,0.92275083,0.91610545,"('unhelpful', 'helpful')",1.466515,1.466602,1.1946329,1.1913537,-0.0032792
12,0.45170015,0.5488675,"('unsupportive', 'supportive')",-1.6412802,-1.6413336,-0.59479,-0.5462331,0.0485569
13,0.4881825,0.4059453,"('impolite', 'polite')",-0.55322826,-0.5795331,-0.0325229,-0.0867939,-0.054271
14,1.2857637,1.1625148,"('antisocial', 'social')",-0.028926577,-0.14731695,0.6284186,0.5075989,-0.1208197
15,-0.35945356,-0.43791923,"('boring', 'funny')",0.52684224,0.4735509,0.0836943,0.0178158,-0.0658785
16,-0.28947157,-0.25093958,"('unpopular', 'popular')",0.6003109,0.61106265,0.1554197,0.1800615,0.0246418
17,-0.10490993,-0.053123444,"('nasty', 'nice')",-0.53753656,-0.48851573,-0.3212233,-0.2708196,0.0504037
