,nordson_male,nordson_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.3362133,-0.40057015,"('unsociable', 'sociable')",-0.38946173,-0.49533483,-0.3628375,-0.4479525,-0.085115
1,-0.76612383,-0.94875145,"('unfriendly', 'friendly')",1.3255258,1.0462081,0.279701,0.0487283,-0.2309727
2,0.4256012,0.57799625,"('unlikable', 'likable')",0.767638,0.7670059,0.5966196,0.6725011,0.0758815
3,-0.045266956,0.11870876,"('repellent', 'pleasant')",0.69065326,0.7780928,0.3226932,0.4484008,0.1257076
4,0.24150857,0.22954923,"('disliked', 'liked')",-5.824819,-5.9157753,-2.7916553,-2.8431129,-0.0514576
5,-0.0451013,-0.15280464,"('distant', 'outgoing')",-0.43570796,-0.4718377,-0.2404046,-0.3123212,-0.0719166
6,-0.24442227,-0.2874794,"('distant', 'open')",-0.4132182,-0.49280205,-0.3288202,-0.3901407,-0.0613205
7,-0.675999,-0.54205424,"('insensitive', 'sensitive')",-0.001825504,0.017350843,-0.3389122,-0.2623517,0.0765605
8,-0.109067276,-0.22462413,"('unaffectionate', 'affectionate')",0.67299837,0.5008821,0.2819656,0.138129,-0.1438366
9,-0.3564656,-0.41170686,"('unaffectionate', 'caring')",0.8876107,0.7548913,0.2655725,0.1715922,-0.0939803
10,-1.5996369,-1.5530411,"('unsympathetic', 'sympathetic')",-1.0463384,-1.0814191,-1.3229877,-1.3172301,0.0057576
11,-0.9040685,-0.97540027,"('unhelpful', 'helpful')",1.0829854,1.0318573,0.0894584,0.0282285,-0.0612299
12,-0.4115409,-0.35820228,"('unsupportive', 'supportive')",-2.123119,-2.166822,-1.2673301,-1.2625121,0.004818
13,-0.71786547,-0.71052194,"('impolite', 'polite')",-0.9825591,-0.936589,-0.8502123,-0.8235555,0.0266568
14,-0.10823417,0.008171238,"('antisocial', 'social')",0.13008691,0.111217335,0.0109264,0.0596943,0.0487679
15,0.17808715,0.07182738,"('boring', 'funny')",0.39640686,0.33124614,0.287247,0.2015368,-0.0857102
16,-0.19225486,-0.13486591,"('unpopular', 'popular')",0.36396527,0.39170593,0.0858552,0.12842,0.0425648
17,-0.36494228,-0.3289233,"('nasty', 'nice')",-0.4772546,-0.4608633,-0.4210984,-0.3948933,0.0262051
18,0.42562342,0.47480723,"('disagreeable', 'welcoming')",-0.38867456,-0.47646794,0.0184744,-0.0008304,-0.0193048
19,-0.24690098,-0.24878478,"('inhospitable', 'hospitable')",-0.44892395,-0.42546347,-0.3479125,-0.3371241,0.0107884
20,0.35472676,0.45406687,"('rough', 'thoughtful')",0.703756,0.72877914,0.5292414,0.591423,0.0621816
21,-1.4359716,-1.3891268,"('immoral', 'moral')",-0.93994206,-0.90516436,-1.1879568,-1.1471455,0.0408113
22,-0.77829903,-0.67117715,"('untrustworthy', 'trustworthy')",-1.1462189,-1.2058175,-0.9622589,-0.9384973,0.0237616
23,-0.4782622,-0.52733916,"('insincere', 'sincere')",4.8398223,4.7979417,2.1807799,2.1353014,-0.0454785
24,-0.810036,-0.73665875,"('dishonest', 'honest')",0.28316447,0.25575298,-0.2634358,-0.2404529,0.0229829
25,0.8672223,0.8292015,"('egoistic', 'altruistic')",1.5289501,1.4471273,1.1980863,1.1381644,-0.0599219
26,0.6259311,0.53344136,"('hardhearted', 'benevolent')",1.7858213,1.5835255,1.2058762,1.0584835,-0.1473927
27,-0.79335153,-0.7105796,"('hardhearted', 'softhearted')",0.599142,0.53669846,-0.0971048,-0.0869406,0.0101642
28,-0.011567729,-0.111218035,"('disloyal', 'loyal')",1.115495,0.95629746,0.5519636,0.4225397,-0.1294239
29,-0.65362126,-0.6262934,"('unfair', 'fair')",-0.63191056,-0.7523816,-0.6427659,-0.6893375,-0.0465716
30,0.03093484,-0.015425295,"('intolerant', 'tolerant')",0.9359954,0.8809975,0.4834651,0.4327861,-0.050679
31,-0.7222254,-0.6785675,"('evil', 'good')",-0.5409924,-0.62747794,-0.6316089,-0.6530228,-0.0214139
32,-1.0395427,-1.0767691,"('unkind', 'kind')",0.16287339,-0.031361632,-0.4383346,-0.5540653,-0.1157307
33,0.9455227,0.8482972,"('wrong', 'right')",-0.2863428,-0.33825487,0.32959,0.2550212,-0.0745688
34,-0.63234234,-0.5127087,"('mean', 'honorable')",4.9096103,5.097312,2.138634,2.2923017,0.1536677
35,0.4919422,0.41293326,"('corrupt', 'incorrupt')",-0.2415391,-0.289834,0.1252016,0.0615496,-0.063652
36,-0.059823465,-0.110799104,"('hostile', 'amicable')",0.24942976,0.15689121,0.0948031,0.0230461,-0.071757
37,-0.48552224,-0.40176773,"('fake', 'genuine')",-0.26104206,-0.23049107,-0.3732821,-0.3161294,0.0571527
38,-0.5326969,-0.65343153,"('untruthful', 'truthful')",-0.23922709,-0.2543173,-0.385962,-0.4538744,-0.0679124
39,0.92515934,0.95751595,"('exploitative', 'cooperative')",0.39799413,0.39189494,0.6615767,0.6747054,0.0131287
40,0.9991985,0.9985233,"('stingy', 'generous')",-1.3320656,-1.4059184,-0.1664335,-0.2036975,-0.037264
41,-0.01571574,0.011601202,"('unforgiving', 'forgiving')",-0.021953702,-0.15052545,-0.0188347,-0.0694621,-0.0506274
42,0.17317414,0.26252273,"('unreliable', 'reliable')",-2.9273202,-2.9175844,-1.377073,-1.3275309,0.0495421
43,-0.76882154,-0.68432355,"('irresponsible', 'responsible')",-0.12563238,-0.122911215,-0.4472269,-0.4036174,0.0436095
44,-0.63360137,-0.6228986,"('prejudiced', 'unprejudiced')",-1.5808557,-1.5440177,-1.1072285,-1.0834582,0.0237703
45,-0.32463014,-0.24568883,"('incompetent', 'competent')",-0.021790784,-0.046825707,-0.1732105,-0.1462573,0.0269532
46,-0.5377844,-0.43914056,"('uncompetitive', 'competitive')",-1.1921954,-1.1468058,-0.8649899,-0.7929732,0.0720167
47,-0.6182839,-0.5156506,"('stupid', 'smart')",4.534245,4.646306,1.9579805,2.0653276,0.1073471
48,-0.059410594,-0.07511562,"('unintelligent', 'intelligent')",0.4052959,0.38563925,0.1729427,0.1552618,-0.0176809
