,dte_male,dte_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,female-male
0,-0.7755499,-0.9207926,"('unsociable', 'sociable')",0.19426206,0.03117685,-0.2131525,-0.33954307,-0.2648135,-0.4097196,-0.1449061
1,-2.0447254,-2.0998409,"('unfriendly', 'friendly')",0.58759993,0.34269962,0.9665077,0.8837132,-0.1635393,-0.2911427,-0.1276034
2,0.6914443,0.6933818,"('unlikable', 'likable')",1.3444443,1.3182387,1.0945305,1.2320465,1.0434731,1.0812224,0.0377493
3,-0.28348956,-0.2168539,"('repellent', 'pleasant')",-0.24469352,-0.18868737,0.64148057,0.67485386,0.0377658,0.0897709,0.0520051
4,-0.009194192,-0.07429274,"('disliked', 'liked')",0.7362304,0.57721394,-6.4061546,-6.4552054,-1.8930395,-1.9840948,-0.0910553
5,-1.2408557,-1.2472972,"('distant', 'outgoing')",0.07493316,0.04776901,-1.1127903,-1.0006557,-0.7595709,-0.7333946,0.0261763
6,-1.6851811,-1.6610175,"('distant', 'open')",-0.4540408,-0.555396,-0.9217813,-0.83687663,-1.0203344,-1.0177634,0.002571
7,0.017571509,0.064631805,"('insensitive', 'sensitive')",0.80677426,0.87479764,-0.011681916,0.016940339,0.270888,0.3187899,0.0479019
8,-1.5182499,-1.5792552,"('unaffectionate', 'affectionate')",-0.42203593,-0.6008457,0.1352166,0.15196219,-0.6016897,-0.6760462,-0.0743565
9,-1.6274359,-1.703699,"('unaffectionate', 'caring')",0.5103416,0.35405204,0.6360888,0.6301066,-0.1603352,-0.2398468,-0.0795116
10,-1.2066112,-1.2693235,"('unsympathetic', 'sympathetic')",-0.27975512,-0.28949314,-0.4379347,-0.4196252,-0.6414336,-0.6594806,-0.018047
11,0.044126473,0.096599184,"('unhelpful', 'helpful')",0.64046305,0.692178,2.0134544,2.0522444,0.8993479,0.9470072,0.0476593
12,-0.09734478,-0.06157926,"('unsupportive', 'supportive')",0.9588174,0.98329955,-2.032169,-1.9701606,-0.3902322,-0.3494801,0.0407521
