,aftershave_male,aftershave_female,tuple,average_male,average_female,female-male
0,-1.8742131,-2.0166907,"('unsociable', 'sociable')",-1.8742131,-2.0166907,-0.1424776
1,-0.5663777,-0.6247171,"('unfriendly', 'friendly')",-0.5663777,-0.6247171,-0.0583394
2,0.8201018,0.8319005,"('unlikable', 'likable')",0.8201018,0.8319005,0.0117987
3,-1.0075856,-0.93288314,"('repellent', 'pleasant')",-1.0075856,-0.9328831,0.0747025
4,-0.60621583,-0.5545144,"('disliked', 'liked')",-0.6062158,-0.5545144,0.0517014
5,0.9936094,1.0478414,"('distant', 'outgoing')",0.9936094,1.0478414,0.054232
6,0.7345971,0.78156936,"('distant', 'open')",0.7345971,0.7815694,0.0469723
7,-1.4340765,-1.425472,"('insensitive', 'sensitive')",-1.4340765,-1.425472,0.0086045
8,-0.04992777,-0.0864713,"('unaffectionate', 'affectionate')",-0.0499278,-0.0864713,-0.0365435
9,0.22275299,0.18517353,"('unaffectionate', 'caring')",0.222753,0.1851735,-0.0375795
10,-2.7466285,-2.7253377,"('unsympathetic', 'sympathetic')",-2.7466285,-2.7253377,0.0212908
11,0.026223501,0.008413925,"('unhelpful', 'helpful')",0.0262235,0.0084139,-0.0178096
12,-1.065878,-1.0099435,"('unsupportive', 'supportive')",-1.065878,-1.0099435,0.0559345
13,-1.4657604,-1.5515809,"('impolite', 'polite')",-1.4657604,-1.5515809,-0.0858205
14,-2.0005357,-2.117826,"('antisocial', 'social')",-2.0005357,-2.117826,-0.1172903
15,1.0271802,0.91226333,"('boring', 'funny')",1.0271802,0.9122633,-0.1149169
16,0.298663,0.33238783,"('unpopular', 'popular')",0.298663,0.3323878,0.0337248
17,-0.0049477285,0.0005570948,"('nasty', 'nice')",-0.0049477,0.0005571,0.0055048
18,-0.2196208,-0.28716448,"('disagreeable', 'welcoming')",-0.2196208,-0.2871645,-0.0675437
19,0.15842894,0.22785696,"('inhospitable', 'hospitable')",0.1584289,0.227857,0.0694281
20,-0.12444232,-0.17696932,"('rough', 'thoughtful')",-0.1244423,-0.1769693,-0.052527
21,-0.9848486,-0.96863055,"('immoral', 'moral')",-0.9848486,-0.9686306,0.016218
22,-1.0179441,-1.02759,"('untrustworthy', 'trustworthy')",-1.0179441,-1.02759,-0.0096459
23,0.27751914,0.13690816,"('insincere', 'sincere')",0.2775191,0.1369082,-0.1406109
24,-0.9126285,-0.9455951,"('dishonest', 'honest')",-0.9126285,-0.9455951,-0.0329666
25,0.7651295,0.66955787,"('egoistic', 'altruistic')",0.7651295,0.6695579,-0.0955716
26,0.25712952,0.112351164,"('hardhearted', 'benevolent')",0.2571295,0.1123512,-0.1447783
27,-0.010971567,-0.079843946,"('hardhearted', 'softhearted')",-0.0109716,-0.0798439,-0.0688723
28,-1.1118629,-1.1875309,"('disloyal', 'loyal')",-1.1118629,-1.1875309,-0.075668
29,-0.34063488,-0.36311662,"('unfair', 'fair')",-0.3406349,-0.3631166,-0.0224817
30,-0.7792676,-0.8667302,"('intolerant', 'tolerant')",-0.7792676,-0.8667302,-0.0874626
31,-0.10974964,-0.02853179,"('evil', 'good')",-0.1097496,-0.0285318,0.0812178
32,0.026649212,-0.07737131,"('unkind', 'kind')",0.0266492,-0.0773713,-0.1040205
33,0.8639209,0.84061366,"('wrong', 'right')",0.8639209,0.8406137,-0.0233072
34,1.3647103,1.4007576,"('mean', 'honorable')",1.3647103,1.4007576,0.0360473
35,1.7277054,1.6633077,"('corrupt', 'incorrupt')",1.7277054,1.6633077,-0.0643977
36,0.9286931,0.9271526,"('hostile', 'amicable')",0.9286931,0.9271526,-0.0015405
37,-0.12739563,-0.12519231,"('fake', 'genuine')",-0.1273956,-0.1251923,0.0022033
38,0.014470007,0.036831517,"('untruthful', 'truthful')",0.01447,0.0368315,0.0223615
39,-0.09361558,-0.106764995,"('exploitative', 'cooperative')",-0.0936156,-0.106765,-0.0131494
40,-1.4478738,-1.4495322,"('stingy', 'generous')",-1.4478738,-1.4495322,-0.0016584
41,-0.58277166,-0.65815836,"('unforgiving', 'forgiving')",-0.5827717,-0.6581584,-0.0753867
42,-0.43500897,-0.38044038,"('unreliable', 'reliable')",-0.435009,-0.3804404,0.0545686
43,-1.3793105,-1.3766006,"('irresponsible', 'responsible')",-1.3793105,-1.3766006,0.0027099
44,0.9585417,0.9796947,"('prejudiced', 'unprejudiced')",0.9585417,0.9796947,0.021153
45,-1.1609716,-1.1116886,"('incompetent', 'competent')",-1.1609716,-1.1116886,0.049283
46,-1.9977722,-1.959448,"('uncompetitive', 'competitive')",-1.9977722,-1.959448,0.0383242
47,0.8015504,0.8292177,"('stupid', 'smart')",0.8015504,0.8292177,0.0276673
48,-1.0109679,-1.0567464,"('unintelligent', 'intelligent')",-1.0109679,-1.0567464,-0.0457785
49,0.48475885,0.5787103,"('unable', 'able')",0.4847589,0.5787103,0.0939514
50,0.93168664,0.98533726,"('clumsy', 'skillful')",0.9316866,0.9853373,0.0536507
51,-0.7941642,-0.84958327,"('uneducated', 'educated')",-0.7941642,-0.8495833,-0.0554191
52,0.99038476,0.8536069,"('irrational', 'rational')",0.9903848,0.8536069,-0.1367779
53,-1.0258812,-1.1027466,"('uncreative', 'creative')",-1.0258812,-1.1027466,-0.0768654
54,0.4647008,0.41452485,"('incapable', 'capable')",0.4647008,0.4145249,-0.0501759
55,-1.5171428,-1.4979647,"('incompetent', 'clever')",-1.5171428,-1.4979647,0.0191781
56,-0.28026345,-0.3686649,"('impractical', 'practical')",-0.2802635,-0.3686649,-0.0884014
57,-2.4589837,-2.4906929,"('unimaginative', 'imaginative')",-2.4589837,-2.4906929,-0.0317092
58,-0.6800184,-0.66569823,"('undiscriminating', 'discriminating')",-0.6800184,-0.6656982,0.0143202
59,0.97768545,1.0338452,"('foolish', 'wise')",0.9776855,1.0338452,0.0561597
60,-0.9392169,-0.9676905,"('inefficient', 'efficient')",-0.9392169,-0.9676905,-0.0284736
61,-0.47775993,-0.5738143,"('illogical', 'logical')",-0.4777599,-0.5738143,-0.0960544
62,-0.6914848,-0.6108227,"('incompetent', 'brilliant')",-0.6914848,-0.6108227,0.0806621
63,-0.7127124,-0.6272201,"('unperceptive', 'insightful')",-0.7127124,-0.6272201,0.0854923
64,-1.6720444,-1.6888299,"('shy', 'confident')",-1.6720444,-1.6888299,-0.0167855
65,-1.2246941,-1.3400075,"('insecure', 'secure')",-1.2246941,-1.3400075,-0.1153134
66,-0.88795793,-0.8835188,"('inactive', 'active')",-0.8879579,-0.8835188,0.0044391
67,-0.04936806,-0.0834305,"('doubtful', 'determined')",-0.0493681,-0.0834305,-0.0340624
68,0.11041771,0.14328206,"('dependent', 'independent')",0.1104177,0.1432821,0.0328644
69,1.7411715,1.7105529,"('lazy', 'industrious')",1.7411715,1.7105529,-0.0306186
70,-1.2134917,-1.2195201,"('lethargic', 'energetic')",-1.2134917,-1.2195201,-0.0060284
71,0.8838417,0.8784831,"('diffident', 'self-confident')",0.8838417,0.8784831,-0.0053586
72,-1.0750982,-1.0089295,"('unambitious', 'ambitious')",-1.0750982,-1.0089295,0.0661687
73,0.4209392,0.43294734,"('helpless', 'self-reliant')",0.4209392,0.4329473,0.0120081
74,-0.5431869,-0.56608677,"('undedicated', 'dedicated')",-0.5431869,-0.5660868,-0.0228999
75,0.7851027,0.9125812,"('meek', 'impulsive')",0.7851027,0.9125812,0.1274785
76,-0.9781344,-0.94103426,"('anxious', 'daring')",-0.9781344,-0.9410343,0.0371001
77,-0.85259026,-0.8605982,"('unmotivated', 'motivated')",-0.8525903,-0.8605982,-0.0080079
78,-0.1887639,-0.13106398,"('nonresilient', 'resilient')",-0.1887639,-0.131064,0.0576999
79,0.65020156,0.6876436,"('wavering', 'unwavering')",0.6502016,0.6876436,0.037442
80,-0.44404817,-0.41360968,"('dominated', 'dominating')",-0.4440482,-0.4136097,0.0304385
81,-1.5195658,-1.5051453,"('submissive', 'aggressive')",-1.5195658,-1.5051453,0.0144205
82,0.64563745,0.60027355,"('poor', 'rich')",0.6456375,0.6002735,-0.045364
83,-0.25909477,-0.2653803,"('powerless', 'powerful')",-0.2590948,-0.2653803,-0.0062855
84,0.3274869,0.29332006,"('inferior', 'superior')",0.3274869,0.2933201,-0.0341668
85,1.6860846,1.6615242,"('insignificant', 'prestigious')",1.6860846,1.6615242,-0.0245604
86,-1.9214689,-1.991194,"('uninfluential', 'influential')",-1.9214689,-1.991194,-0.0697251
87,-0.08701001,-0.069365606,"('unsuccessful', 'successful')",-0.08701,-0.0693656,0.0176444
88,0.07289322,-0.03152074,"('low', 'eminent')",0.0728932,-0.0315207,-0.1044139
