,conocophillips_male,conocophillips_female,tuple,average_male,average_female,female-male
0,-1.1355895,-1.1132941,"('unsociable', 'sociable')",-1.1355895,-1.1132941,0.0222954
1,0.7886114,0.5608051,"('unfriendly', 'friendly')",0.7886114,0.5608051,-0.2278063
2,0.68144137,0.7532979,"('unlikable', 'likable')",0.6814414,0.7532979,0.0718565
3,-0.67479295,-0.5476518,"('repellent', 'pleasant')",-0.6747929,-0.5476518,0.1271411
4,-0.8690743,-0.90757704,"('disliked', 'liked')",-0.8690743,-0.907577,-0.0385027
5,1.2550298,1.1600357,"('distant', 'outgoing')",1.2550298,1.1600357,-0.0949941
6,1.1658131,1.0737562,"('distant', 'open')",1.1658131,1.0737562,-0.0920569
7,-1.0873262,-0.98952377,"('insensitive', 'sensitive')",-1.0873262,-0.9895238,0.0978024
8,-0.31967974,-0.5002262,"('unaffectionate', 'affectionate')",-0.3196797,-0.5002262,-0.1805465
9,-0.14255399,-0.30337507,"('unaffectionate', 'caring')",-0.142554,-0.3033751,-0.1608211
10,-2.4066892,-2.3207014,"('unsympathetic', 'sympathetic')",-2.4066892,-2.3207014,0.0859878
11,-0.98775214,-0.9586367,"('unhelpful', 'helpful')",-0.9877521,-0.9586367,0.0291154
12,-1.2923467,-1.2154999,"('unsupportive', 'supportive')",-1.2923467,-1.2154999,0.0768468
13,-1.4678265,-1.3534101,"('impolite', 'polite')",-1.4678265,-1.3534101,0.1144164
14,-0.97102,-0.8981974,"('antisocial', 'social')",-0.97102,-0.8981974,0.0728226
15,0.29975182,0.14433238,"('boring', 'funny')",0.2997518,0.1443324,-0.1554194
16,0.04801843,0.07697608,"('unpopular', 'popular')",0.0480184,0.0769761,0.0289577
17,0.016992982,0.11199543,"('nasty', 'nice')",0.016993,0.1119954,0.0950024
18,-0.5793241,-0.5105443,"('disagreeable', 'welcoming')",-0.5793241,-0.5105443,0.0687798
19,-0.4167098,-0.3945097,"('inhospitable', 'hospitable')",-0.4167098,-0.3945097,0.0222001
20,-0.7200858,-0.6978752,"('rough', 'thoughtful')",-0.7200858,-0.6978752,0.0222106
21,-1.1632359,-1.0342981,"('immoral', 'moral')",-1.1632359,-1.0342981,0.1289378
22,-0.6062234,-0.62577736,"('untrustworthy', 'trustworthy')",-0.6062234,-0.6257774,-0.019554
23,0.63475376,0.59780264,"('insincere', 'sincere')",0.6347538,0.5978026,-0.0369512
24,-0.11867841,-0.1890607,"('dishonest', 'honest')",-0.1186784,-0.1890607,-0.0703823
25,0.34584138,0.25826606,"('egoistic', 'altruistic')",0.3458414,0.2582661,-0.0875753
26,0.38981476,0.17158689,"('hardhearted', 'benevolent')",0.3898148,0.1715869,-0.2182279
27,0.18856467,0.22038801,"('hardhearted', 'softhearted')",0.1885647,0.220388,0.0318233
28,-0.36564198,-0.5265473,"('disloyal', 'loyal')",-0.365642,-0.5265473,-0.1609053
29,-0.18916139,-0.22484082,"('unfair', 'fair')",-0.1891614,-0.2248408,-0.0356794
30,-1.1067795,-0.9831329,"('intolerant', 'tolerant')",-1.1067795,-0.9831329,0.1236466
31,0.30029786,0.26611513,"('evil', 'good')",0.3002979,0.2661151,-0.0341828
32,0.4648268,0.3993982,"('unkind', 'kind')",0.4648268,0.3993982,-0.0654286
33,0.99001503,0.8707012,"('wrong', 'right')",0.990015,0.8707012,-0.1193138
34,0.76129127,0.9603282,"('mean', 'honorable')",0.7612913,0.9603282,0.1990369
35,1.1689333,0.97272223,"('corrupt', 'incorrupt')",1.1689333,0.9727222,-0.1962111
36,0.590127,0.44675273,"('hostile', 'amicable')",0.590127,0.4467527,-0.1433743
37,-0.11669431,-0.09586032,"('fake', 'genuine')",-0.1166943,-0.0958603,0.020834
38,-0.10003463,-0.16503073,"('untruthful', 'truthful')",-0.1000346,-0.1650307,-0.0649961
39,0.23331991,0.32889917,"('exploitative', 'cooperative')",0.2333199,0.3288992,0.0955793
40,-0.20863178,-0.23460512,"('stingy', 'generous')",-0.2086318,-0.2346051,-0.0259733
41,-0.5432377,-0.51026714,"('unforgiving', 'forgiving')",-0.5432377,-0.5102671,0.0329706
42,-0.5773517,-0.43112963,"('unreliable', 'reliable')",-0.5773517,-0.4311296,0.1462221
43,-1.1860486,-1.084274,"('irresponsible', 'responsible')",-1.1860486,-1.0842741,0.1017745
44,0.15551041,0.22232296,"('prejudiced', 'unprejudiced')",0.1555104,0.222323,0.0668126
45,-1.6493802,-1.5764539,"('incompetent', 'competent')",-1.6493802,-1.5764539,0.0729263
46,-1.8097001,-1.6585487,"('uncompetitive', 'competitive')",-1.8097001,-1.6585487,0.1511514
47,0.85784835,0.93908095,"('stupid', 'smart')",0.8578483,0.939081,0.0812327
48,-1.2416133,-1.1610569,"('unintelligent', 'intelligent')",-1.2416133,-1.1610569,0.0805564
49,-0.51939607,-0.34722462,"('unable', 'able')",-0.5193961,-0.3472246,0.1721715
50,0.38945442,0.31903237,"('clumsy', 'skillful')",0.3894544,0.3190324,-0.070422
51,-0.9570043,-0.9238654,"('uneducated', 'educated')",-0.9570043,-0.9238654,0.0331389
52,0.22124577,0.020652723,"('irrational', 'rational')",0.2212458,0.0206527,-0.2005931
53,-0.08436932,-0.18051773,"('uncreative', 'creative')",-0.0843693,-0.1805177,-0.0961484
54,0.032994747,-0.018783167,"('incapable', 'capable')",0.0329947,-0.0187832,-0.0517779
55,-1.7869363,-1.59512,"('incompetent', 'clever')",-1.7869363,-1.59512,0.1918163
56,-0.5319835,-0.48404044,"('impractical', 'practical')",-0.5319835,-0.4840404,0.0479431
57,-1.7913604,-1.7916102,"('unimaginative', 'imaginative')",-1.7913604,-1.7916102,-0.0002498
58,-0.4831071,-0.5504428,"('undiscriminating', 'discriminating')",-0.4831071,-0.5504428,-0.0673357
59,0.5517324,0.4371827,"('foolish', 'wise')",0.5517324,0.4371827,-0.1145497
60,-0.92813057,-0.7098037,"('inefficient', 'efficient')",-0.9281306,-0.7098037,0.2183269
61,-0.37943137,-0.4162221,"('illogical', 'logical')",-0.3794314,-0.4162221,-0.0367907
62,-0.9969811,-0.78808457,"('incompetent', 'brilliant')",-0.9969811,-0.7880846,0.2088965
63,-0.826221,-0.7631336,"('unperceptive', 'insightful')",-0.826221,-0.7631336,0.0630874
64,-1.6507521,-1.5373745,"('shy', 'confident')",-1.6507521,-1.5373745,0.1133776
65,-1.0421399,-0.9825434,"('insecure', 'secure')",-1.0421399,-0.9825434,0.0595965
66,0.44934565,0.37374148,"('inactive', 'active')",0.4493456,0.3737415,-0.0756041
67,0.30783075,0.26875177,"('doubtful', 'determined')",0.3078308,0.2687518,-0.039079
68,-0.39276132,-0.3391247,"('dependent', 'independent')",-0.3927613,-0.3391247,0.0536366
69,1.739085,1.701812,"('lazy', 'industrious')",1.739085,1.701812,-0.037273
70,-1.5117618,-1.3810834,"('lethargic', 'energetic')",-1.5117618,-1.3810834,0.1306784
71,0.15371154,0.113163196,"('diffident', 'self-confident')",0.1537115,0.1131632,-0.0405483
72,-0.18254492,-0.23866403,"('unambitious', 'ambitious')",-0.1825449,-0.238664,-0.0561191
73,0.079254106,0.03935415,"('helpless', 'self-reliant')",0.0792541,0.0393541,-0.0399
74,-0.054457866,-0.1250484,"('undedicated', 'dedicated')",-0.0544579,-0.1250484,-0.0705905
75,0.5259772,0.48710522,"('meek', 'impulsive')",0.5259772,0.4871052,-0.038872
76,-0.76514965,-0.60378057,"('anxious', 'daring')",-0.7651497,-0.6037806,0.1613691
77,-0.7312233,-0.5789034,"('unmotivated', 'motivated')",-0.7312233,-0.5789034,0.1523199
78,-0.59919566,-0.5245536,"('nonresilient', 'resilient')",-0.5991957,-0.5245536,0.0746421
79,0.7120578,0.5909334,"('wavering', 'unwavering')",0.7120578,0.5909334,-0.1211244
80,-0.7722125,-0.7127747,"('dominated', 'dominating')",-0.7722125,-0.7127747,0.0594378
81,-1.1705956,-1.0214418,"('submissive', 'aggressive')",-1.1705956,-1.0214418,0.1491538
