,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.2415851,-1.5971923,"('unsociable', 'sociable')",0.5450676,0.39406216,-0.24747968,-0.3723359,-0.3146657,-0.5251553,-0.2104896
1,-1.2499857,-1.3156157,"('unfriendly', 'friendly')",0.38302952,0.18827388,0.80026066,0.76516104,-0.0222318,-0.1207269,-0.0984951
2,1.1133972,1.0532941,"('unlikable', 'likable')",1.5805857,1.468266,1.0700486,0.99920696,1.2546772,1.1735891,-0.0810881
3,0.49275574,0.41056305,"('repellent', 'pleasant')",0.22917,0.29073787,1.1905775,1.1983523,0.6375011,0.6332177,-0.0042834
4,0.122050144,0.10658346,"('disliked', 'liked')",0.48545906,0.36146528,-6.504113,-6.595781,-1.9655347,-2.0425774,-0.0770427
5,-1.1882349,-1.1085632,"('distant', 'outgoing')",-0.15381539,-0.13417,-1.0386207,-0.80755883,-0.793557,-0.6834307,0.1101263
6,-1.8602852,-1.7446687,"('distant', 'open')",-0.7716155,-0.7899236,-1.2957466,-1.0826812,-1.3092158,-1.2057579,0.1034579
7,0.029595606,-0.077597365,"('insensitive', 'sensitive')",0.93187636,0.9802597,0.36410296,0.42910045,0.4418583,0.4439209,0.0020626
8,-1.2400991,-1.2415663,"('unaffectionate', 'affectionate')",-0.6403123,-0.74715734,0.27321193,0.2721246,-0.5357331,-0.5721997,-0.0364666
9,-1.1738833,-1.2508669,"('unaffectionate', 'caring')",0.29989922,0.2620279,0.7293882,0.8040843,-0.0481986,-0.0615849,-0.0133863
10,-0.54805994,-0.88784903,"('unsympathetic', 'sympathetic')",-0.123084664,-0.23221752,-0.6348578,-0.70915794,-0.4353341,-0.6097415,-0.1744074
11,-0.14453064,-0.30694148,"('unhelpful', 'helpful')",0.65556633,0.6834265,1.9364345,1.9517978,0.8158234,0.7760943,-0.0397291
12,-0.3523817,-0.4208688,"('unsupportive', 'supportive')",0.92438555,0.9593175,-2.1306384,-2.0510962,-0.5195448,-0.5042158,0.015329
13,-0.1903449,-0.4553539,"('impolite', 'polite')",0.30610156,0.29368824,-0.588779,-0.66440904,-0.1576741,-0.2753582,-0.1176841
14,0.16839474,0.023131289,"('antisocial', 'social')",1.5543233,1.587644,0.5879488,0.40324143,0.7702223,0.6713389,-0.0988834
15,-0.17861862,-0.31311798,"('boring', 'funny')",-0.08733217,-0.19733745,-0.15876022,-0.26036808,-0.1415703,-0.2569412,-0.1153709
16,-0.5369643,-0.56040496,"('unpopular', 'popular')",-0.27555785,-0.34578958,0.4568584,0.36939025,-0.1185546,-0.1789348,-0.0603802
17,0.03421841,-0.06438828,"('nasty', 'nice')",-0.75688237,-0.71783656,-0.39642346,-0.4025155,-0.3730292,-0.3949134,-0.0218842
18,-0.9406207,-0.8475128,"('disagreeable', 'welcoming')",-0.6647643,-0.7007433,-0.67466867,-0.6100698,-0.7600179,-0.719442,0.0405759
19,-1.3338752,-1.3431973,"('inhospitable', 'hospitable')",-1.0682186,-1.173574,-0.95539844,-0.830043,-1.1191641,-1.1156048,0.0035593
20,-0.2383765,-0.25472665,"('rough', 'thoughtful')",0.09674737,0.16478166,0.3501195,0.37322506,0.0694968,0.0944267,0.0249299
21,0.70594573,0.39118594,"('immoral', 'moral')",1.9131993,1.7797695,0.048493955,-0.05318378,0.8892129,0.7059239,-0.183289
22,-0.16036308,-0.2584529,"('untrustworthy', 'trustworthy')",-0.3568642,-0.4817107,-0.618286,-0.6148012,-0.3785044,-0.4516549,-0.0731505
23,-0.47441027,-0.7448682,"('insincere', 'sincere')",0.34885794,0.3233789,6.048001,6.0540323,1.9741495,1.8775144,-0.0966351
24,-0.37353194,-0.46357563,"('dishonest', 'honest')",0.81850135,0.81159866,0.5616855,0.64582545,0.3355517,0.3312828,-0.0042689
25,0.21676008,0.2928406,"('egoistic', 'altruistic')",0.9054388,0.87600327,1.2250829,1.2248849,0.7824272,0.7979096,0.0154824
26,-0.8089603,-0.9152715,"('hardhearted', 'benevolent')",0.5217394,0.3909577,1.3380806,1.0862418,0.3502866,0.1873093,-0.1629773
27,-0.61913806,-0.5079481,"('hardhearted', 'softhearted')",-0.0549753,0.0596492,0.6558268,0.679157,-0.0060955,0.0769527,0.0830482
28,-0.37724862,-0.5822428,"('disloyal', 'loyal')",0.6231987,0.47838748,1.1909148,1.1170119,0.478955,0.3377189,-0.1412361
29,-0.10805698,-0.07383381,"('unfair', 'fair')",-0.4352198,-0.41105524,-0.21362853,-0.2723927,-0.2523018,-0.2524272,-0.0001254
