,hurry_male,hurry_female,tuple,average_male,average_female,female-male
0,-0.09610917,-0.08347066,"('unsociable', 'sociable')",-0.0961092,-0.0834707,0.0126385
1,0.8377383,0.8419906,"('unfriendly', 'friendly')",0.8377383,0.8419906,0.0042523
2,-0.18123604,-0.07753712,"('unlikable', 'likable')",-0.181236,-0.0775371,0.1036989
3,0.8746228,0.9726607,"('repellent', 'pleasant')",0.8746228,0.9726607,0.0980379
4,-7.3122864,-7.530435,"('disliked', 'liked')",-7.3122864,-7.5304351,-0.2181487
5,-0.6463293,-0.6091863,"('distant', 'outgoing')",-0.6463293,-0.6091863,0.037143
6,-0.12287979,-0.166635,"('distant', 'open')",-0.1228798,-0.166635,-0.0437552
7,0.739653,0.83291554,"('insensitive', 'sensitive')",0.739653,0.8329155,0.0932625
8,0.7324935,0.6550355,"('unaffectionate', 'affectionate')",0.7324935,0.6550355,-0.077458
9,0.97795653,1.0129459,"('unaffectionate', 'caring')",0.9779565,1.0129459,0.0349894
10,1.068293,1.1350207,"('unsympathetic', 'sympathetic')",1.068293,1.1350207,0.0667277
11,1.2089885,1.2734362,"('unhelpful', 'helpful')",1.2089885,1.2734362,0.0644477
12,-1.9677695,-1.961498,"('unsupportive', 'supportive')",-1.9677695,-1.961498,0.0062715
13,-0.14742082,-0.03511191,"('impolite', 'polite')",-0.1474208,-0.0351119,0.1123089
14,0.4841581,0.46037856,"('antisocial', 'social')",0.4841581,0.4603786,-0.0237795
15,-0.14637835,-0.23039107,"('boring', 'funny')",-0.1463784,-0.2303911,-0.0840127
16,-0.6882969,-0.6855024,"('unpopular', 'popular')",-0.6882969,-0.6855024,0.0027945
17,-0.10915652,-0.10744966,"('nasty', 'nice')",-0.1091565,-0.1074497,0.0017068
18,-0.282915,-0.33073914,"('disagreeable', 'welcoming')",-0.282915,-0.3307391,-0.0478241
19,-0.90192646,-0.9225338,"('inhospitable', 'hospitable')",-0.9019265,-0.9225338,-0.0206073
20,0.95060956,0.90283084,"('rough', 'thoughtful')",0.9506096,0.9028308,-0.0477788
21,-0.3591587,-0.19707212,"('immoral', 'moral')",-0.3591587,-0.1970721,0.1620866
22,-0.22821932,-0.23266046,"('untrustworthy', 'trustworthy')",-0.2282193,-0.2326605,-0.0044412
23,5.970168,6.145102,"('insincere', 'sincere')",5.9701681,6.145102,0.1749339
24,1.341079,1.3052933,"('dishonest', 'honest')",1.341079,1.3052933,-0.0357857
25,0.69823134,0.62364227,"('egoistic', 'altruistic')",0.6982313,0.6236423,-0.074589
26,0.84690565,0.7055562,"('hardhearted', 'benevolent')",0.8469056,0.7055562,-0.1413494
27,1.6014677,1.4230509,"('hardhearted', 'softhearted')",1.6014677,1.4230509,-0.1784168
28,0.8460899,0.84031516,"('disloyal', 'loyal')",0.8460899,0.8403152,-0.0057747
29,-0.48246428,-0.5927552,"('unfair', 'fair')",-0.4824643,-0.5927552,-0.1102909
30,0.8569904,0.91972095,"('intolerant', 'tolerant')",0.8569904,0.9197209,0.0627305
31,-1.5084157,-1.569555,"('evil', 'good')",-1.5084157,-1.569555,-0.0611393
32,0.8922365,0.83387035,"('unkind', 'kind')",0.8922365,0.8338704,-0.0583661
33,-0.54572415,-0.5737588,"('wrong', 'right')",-0.5457242,-0.5737588,-0.0280346
34,4.290818,4.4852514,"('mean', 'honorable')",4.2908182,4.4852514,0.1944332
35,-0.6167186,-0.8572078,"('corrupt', 'incorrupt')",-0.6167186,-0.8572078,-0.2404892
36,-0.79858637,-0.89472044,"('hostile', 'amicable')",-0.7985864,-0.8947204,-0.096134
37,0.7059592,0.687717,"('fake', 'genuine')",0.7059592,0.687717,-0.0182422
38,-0.61593866,-0.55290896,"('untruthful', 'truthful')",-0.6159387,-0.552909,0.0630297
39,0.5476944,0.5443743,"('exploitative', 'cooperative')",0.5476944,0.5443743,-0.0033201
40,-1.1800762,-1.3671434,"('stingy', 'generous')",-1.1800762,-1.3671434,-0.1870672
41,0.042079628,0.006693624,"('unforgiving', 'forgiving')",0.0420796,0.0066936,-0.035386
42,-2.116387,-2.1943321,"('unreliable', 'reliable')",-2.1163869,-2.1943321,-0.0779452
43,0.75136083,0.8479753,"('irresponsible', 'responsible')",0.7513608,0.8479753,0.0966145
44,-0.5377144,-0.56425786,"('prejudiced', 'unprejudiced')",-0.5377144,-0.5642579,-0.0265435
45,-0.06513649,-0.057815127,"('incompetent', 'competent')",-0.0651365,-0.0578151,0.0073214
46,-0.4560039,-0.4137596,"('uncompetitive', 'competitive')",-0.4560039,-0.4137596,0.0422443
47,5.187045,5.440009,"('stupid', 'smart')",5.1870451,5.4400091,0.252964
48,0.10884136,0.18369761,"('unintelligent', 'intelligent')",0.1088414,0.1836976,0.0748562
49,-0.26560807,-0.17488645,"('unable', 'able')",-0.2656081,-0.1748865,0.0907216
50,-0.7217756,-0.74664515,"('clumsy', 'skillful')",-0.7217756,-0.7466452,-0.0248696
51,0.46047336,0.42374438,"('uneducated', 'educated')",0.4604734,0.4237444,-0.036729
52,-0.5174342,-0.638751,"('irrational', 'rational')",-0.5174342,-0.638751,-0.1213168
53,-0.2887283,-0.33224326,"('uncreative', 'creative')",-0.2887283,-0.3322433,-0.043515
54,0.7618623,0.83972394,"('incapable', 'capable')",0.7618623,0.8397239,0.0778616
55,0.66219336,0.7462461,"('incompetent', 'clever')",0.6621934,0.7462461,0.0840527
56,0.3743932,0.41418305,"('impractical', 'practical')",0.3743932,0.4141831,0.0397899
57,-2.469993,-2.486076,"('unimaginative', 'imaginative')",-2.4699931,-2.4860761,-0.016083
58,-0.059636503,-0.05914832,"('undiscriminating', 'discriminating')",-0.0596365,-0.0591483,0.0004882
59,-0.31244653,-0.32737607,"('foolish', 'wise')",-0.3124465,-0.3273761,-0.0149296
60,0.4160702,0.6035678,"('inefficient', 'efficient')",0.4160702,0.6035678,0.1874976
61,0.08591801,0.030639695,"('illogical', 'logical')",0.085918,0.0306397,-0.0552783
62,0.2492936,0.41121876,"('incompetent', 'brilliant')",0.2492936,0.4112188,0.1619252
63,-0.39150038,-0.26046458,"('unperceptive', 'insightful')",-0.3915004,-0.2604646,0.1310358
64,-5.7978454,-5.8450017,"('shy', 'confident')",-5.7978454,-5.8450017,-0.0471563
65,0.40846255,0.5119062,"('insecure', 'secure')",0.4084626,0.5119062,0.1034436
66,0.08323232,-0.06863016,"('inactive', 'active')",0.0832323,-0.0686302,-0.1518625
67,-0.50404465,-0.42782068,"('doubtful', 'determined')",-0.5040447,-0.4278207,0.076224
68,-0.7583133,-0.72267884,"('dependent', 'independent')",-0.7583133,-0.7226788,0.0356345
69,-2.003522,-2.078106,"('lazy', 'industrious')",-2.0035219,-2.0781059,-0.074584
70,1.4818263,1.4644493,"('lethargic', 'energetic')",1.4818263,1.4644493,-0.017377
71,0.7209189,0.7405642,"('diffident', 'self-confident')",0.7209189,0.7405642,0.0196453
72,0.6492409,0.76957756,"('unambitious', 'ambitious')",0.6492409,0.7695776,0.1203367
73,-3.129484,-3.1801927,"('helpless', 'self-reliant')",-3.1294839,-3.1801927,-0.0507088
74,-0.008158706,-0.13912763,"('undedicated', 'dedicated')",-0.0081587,-0.1391276,-0.1309689
75,-0.6286624,-0.6020615,"('meek', 'impulsive')",-0.6286624,-0.6020615,0.0266009
76,0.6418277,0.68082803,"('anxious', 'daring')",0.6418277,0.680828,0.0390003
77,-1.4167753,-1.2104082,"('unmotivated', 'motivated')",-1.4167753,-1.2104082,0.2063671
78,-0.7980936,-0.7903977,"('nonresilient', 'resilient')",-0.7980936,-0.7903977,0.0076959
79,-0.5216635,-0.5307165,"('wavering', 'unwavering')",-0.5216635,-0.5307165,-0.009053
80,-0.14775087,-0.20052466,"('dominated', 'dominating')",-0.1477509,-0.2005247,-0.0527738
81,0.30636948,0.41425896,"('submissive', 'aggressive')",0.3063695,0.414259,0.1078895
82,5.912566,6.1452928,"('poor', 'rich')",5.9125662,6.1452928,0.2327266
83,-0.20343843,-0.18956853,"('powerless', 'powerful')",-0.2034384,-0.1895685,0.0138699
84,0.40907076,0.41879725,"('inferior', 'superior')",0.4090708,0.4187973,0.0097265
85,-0.7176583,-0.8842357,"('insignificant', 'prestigious')",-0.7176583,-0.8842357,-0.1665774
86,0.1928674,0.16633202,"('uninfluential', 'influential')",0.1928674,0.166332,-0.0265354
87,-0.8564809,-0.74244004,"('unsuccessful', 'successful')",-0.8564809,-0.74244,0.1140409
88,0.052450337,0.042695224,"('low', 'eminent')",0.0524503,0.0426952,-0.0097551
