,travelers_male,travelers_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,female-male
0,1.5905721,1.5413638,"('unsociable', 'sociable')",1.5573741,1.5219148,-0.3194214,-0.4169446,0.9428417,0.8821114,-0.0607303
1,1.0202408,0.9829981,"('unfriendly', 'friendly')",-0.6237893,-0.88249445,1.9064374,1.7969939,0.7676296,0.6324991,-0.1351305
2,0.24699068,0.34249297,"('unlikable', 'likable')",0.8283606,0.92349416,0.49083298,0.60031605,0.5220614,0.6221011,0.1000397
3,-0.21385513,-0.08947459,"('repellent', 'pleasant')",1.0767276,1.1657594,0.41718605,0.4793908,0.4266862,0.5185586,0.0918724
4,-0.22077331,-0.3069739,"('disliked', 'liked')",-0.13108806,-0.16424502,-6.385082,-6.484198,-2.2456477,-2.3184724,-0.0728247
5,-0.45029938,-0.4960342,"('distant', 'outgoing')",-1.1094145,-1.2784214,-0.10514714,-0.10550908,-0.5549537,-0.6266549,-0.0717012
6,-0.6866855,-0.7512091,"('distant', 'open')",-1.8127005,-1.9989662,0.7140802,0.6931237,-0.595102,-0.6856839,-0.0905819
7,1.7123513,1.8032622,"('insensitive', 'sensitive')",1.4293342,1.6254317,0.8564962,0.81668293,1.3327273,1.4151255,0.0823982
8,0.21493644,0.19772394,"('unaffectionate', 'affectionate')",-0.867402,-0.99932235,0.76787424,0.7412192,0.0384696,-0.0201264,-0.058596
9,1.68355,1.7203656,"('unaffectionate', 'caring')",-0.0048641935,-0.07685776,1.3586437,1.392584,1.0124431,1.0120306,-0.0004125
10,1.1421242,1.2460344,"('unsympathetic', 'sympathetic')",1.8425603,1.9757396,0.08994959,0.06787239,1.024878,1.0965488,0.0716708
11,0.7212026,0.8579124,"('unhelpful', 'helpful')",1.7366887,1.9161085,2.0652575,2.1719687,1.5077163,1.6486632,0.1409469
12,2.2134974,2.358112,"('unsupportive', 'supportive')",1.8387161,2.0982769,-1.69565,-1.6859552,0.7855212,0.923478,0.1379568
13,1.3412193,1.4054676,"('impolite', 'polite')",1.4652079,1.6024461,-0.18336067,-0.23262154,0.8743556,0.9250974,0.0507418
14,1.2865238,1.3185757,"('antisocial', 'social')",2.1237826,2.2150123,-0.5456042,-0.5829599,0.9549007,0.9835427,0.028642
15,0.16416273,0.043858495,"('boring', 'funny')",-0.5764041,-0.76447564,0.13031168,0.078027,-0.0939766,-0.2141967,-0.1202201
16,-0.15155867,-0.21843679,"('unpopular', 'popular')",-1.0492294,-1.1182278,0.65429926,0.6639949,-0.1821629,-0.2242233,-0.0420604
17,-0.20287421,-0.18203807,"('nasty', 'nice')",-0.41070735,-0.31933063,-0.39633912,-0.29942963,-0.3366402,-0.2669328,0.0697074
18,-0.23623759,-0.17475364,"('disagreeable', 'welcoming')",-0.3739032,-0.26540565,-0.4020651,-0.39771047,-0.3374019,-0.2792899,0.058112
19,-1.596724,-1.5614637,"('inhospitable', 'hospitable')",-1.0137819,-1.0421232,-0.12139091,-0.029124953,-0.9106323,-0.8775706,0.0330617
20,-0.22766097,-0.1343981,"('rough', 'thoughtful')",0.14919597,0.2639836,1.1396037,1.1195028,0.3537129,0.4163628,0.0626499
21,0.7154265,0.7490714,"('immoral', 'moral')",1.7697679,1.8889859,-0.68775284,-0.6763372,0.5991472,0.6539067,0.0547595
22,0.08611268,0.07987185,"('untrustworthy', 'trustworthy')",1.1624722,1.2091945,-0.6744002,-0.6944282,0.1913949,0.1982127,0.0068178
23,0.92644125,0.9815619,"('insincere', 'sincere')",0.5125765,0.6309743,5.8251896,5.8590136,2.4214025,2.4905167,0.0691142
24,0.9687085,0.9478621,"('dishonest', 'honest')",0.15702641,0.20410043,1.0308617,0.99106604,0.7188656,0.7143428,-0.0045228
25,0.8318864,0.8009414,"('egoistic', 'altruistic')",0.07824837,-0.0373059,1.31989,1.2753549,0.7433416,0.6796635,-0.0636781
26,1.2802086,1.2034448,"('hardhearted', 'benevolent')",1.4485297,1.310831,1.9481646,1.8610082,1.5589676,1.4584281,-0.1005395
27,0.33188897,0.35727078,"('hardhearted', 'softhearted')",1.1393976,1.1754463,1.5117713,1.424255,0.9943527,0.9856574,-0.0086953
28,0.8690437,0.7686532,"('disloyal', 'loyal')",0.29975012,0.20211609,1.1890719,1.1394904,0.7859553,0.7034198,-0.0825355
29,0.28022096,0.2261358,"('unfair', 'fair')",-1.3874719,-1.3332107,-0.16179638,-0.34018672,-0.4230158,-0.4824205,-0.0594047
30,2.0080686,2.0690987,"('intolerant', 'tolerant')",2.3293533,2.4031687,0.80524623,0.7823387,1.7142227,1.7515353,0.0373126
31,-1.4353406,-1.4739249,"('evil', 'good')",-1.7203438,-1.845844,-0.9119369,-0.9224892,-1.3558737,-1.414086,-0.0582123
32,0.8551722,0.8750068,"('unkind', 'kind')",1.2096102,1.3044872,1.2353328,1.1594751,1.1000384,1.1129897,0.0129513
33,1.4370013,1.4211973,"('wrong', 'right')",-0.45716986,-0.5583438,-0.36945128,-0.46453783,0.2034601,0.1327719,-0.0706882
34,-0.3085919,-0.18613306,"('mean', 'honorable')",0.570359,0.7406776,6.0815077,6.2220573,2.1144249,2.2588673,0.1444424
35,-0.9246191,-1.0094343,"('corrupt', 'incorrupt')",-1.9727784,-2.173719,-0.06110304,-0.23594816,-0.9861669,-1.1397004,-0.1535335
36,-1.3958036,-1.4487009,"('hostile', 'amicable')",-2.4304478,-2.7100263,0.24826565,0.11476182,-1.1926619,-1.3479884,-0.1553265
37,-0.063132726,-0.08357522,"('fake', 'genuine')",0.12029278,0.26493567,0.432555,0.45494303,0.1632383,0.2121012,0.0488629
38,0.35924417,0.40457252,"('untruthful', 'truthful')",0.09043049,0.123736985,0.026168853,0.055721514,0.1586145,0.194677,0.0360625
39,1.0981209,1.1736975,"('exploitative', 'cooperative')",1.0918003,1.2468876,0.29670787,0.29819807,0.8288764,0.906261,0.0773846
40,1.1085349,1.137206,"('stingy', 'generous')",0.8583254,0.90077704,-1.3161505,-1.4226013,0.2169032,0.2051272,-0.011776
41,0.81820697,0.85989726,"('unforgiving', 'forgiving')",0.3631656,0.4365558,0.22810566,0.15272674,0.4698261,0.4830599,0.0132338
42,1.3352907,1.4113941,"('unreliable', 'reliable')",1.4966488,1.7084635,-2.366125,-2.3233354,0.1552715,0.2655075,0.110236
43,1.5712633,1.7179276,"('irresponsible', 'responsible')",1.329528,1.553826,0.68788487,0.70739156,1.1962253,1.3263817,0.1301564
44,-1.1767387,-1.1140406,"('prejudiced', 'unprejudiced')",-0.50193185,-0.4179773,-1.2341728,-1.1673981,-0.9709478,-0.8998054,0.0711424
45,-0.04117823,0.0071471445,"('incompetent', 'competent')",1.5835798,1.6512564,0.011027928,-0.04274477,0.5178098,0.538553,0.0207432
46,0.32187197,0.44805637,"('uncompetitive', 'competitive')",2.5231407,2.6383166,-0.46909374,-0.5270216,0.791973,0.8531171,0.0611441
47,0.16708712,0.16689965,"('stupid', 'smart')",0.97661114,1.0911168,5.7257514,5.87054,2.2898165,2.3761856,0.0863691
48,0.7218917,0.6793448,"('unintelligent', 'intelligent')",-0.21196778,-0.2265566,0.23582602,0.17710364,0.2485833,0.2099639,-0.0386194
49,-1.8570814,-1.7497205,"('unable', 'able')",-0.34951708,-0.18881993,-0.44636792,-0.2970475,-0.8843222,-0.7451959,0.1391263
50,-0.6936102,-0.70416665,"('clumsy', 'skillful')",-0.6837321,-0.67597115,0.059497133,0.03515225,-0.4392817,-0.4483285,-0.0090468
51,-0.34002864,-0.3806878,"('uneducated', 'educated')",0.79839015,0.7831284,0.20465979,0.1322405,0.2210071,0.178227,-0.0427801
52,-0.98747957,-1.2096714,"('irrational', 'rational')",-2.2604425,-2.5913935,-0.3322011,-0.46939033,-1.1933743,-1.4234851,-0.2301108
53,-0.5295526,-0.5030131,"('uncreative', 'creative')",-0.23095147,-0.31138974,1.0330492,0.9942049,0.0908484,0.059934,-0.0309144
54,-0.46486494,-0.4924908,"('incapable', 'capable')",-0.8479712,-0.8980813,0.9021473,1.0165473,-0.1368963,-0.1246749,0.0122214
55,0.53610426,0.6355286,"('incompetent', 'clever')",1.7476453,1.8709857,-0.02256259,-0.01750967,0.753729,0.8296682,0.0759392
56,2.2141888,2.3535802,"('impractical', 'practical')",2.1516848,2.321499,-0.27396184,-0.23696196,1.3639704,1.4793725,0.1154021
57,0.013480488,0.030366275,"('unimaginative', 'imaginative')",0.33208954,0.26330775,-2.7885065,-2.8128412,-0.8143121,-0.8397224,-0.0254103
58,-0.004191437,0.019864935,"('undiscriminating', 'discriminating')",0.8181064,0.7648697,0.31184867,0.21807326,0.3752546,0.3342693,-0.0409853
59,-0.15860687,-0.29121697,"('foolish', 'wise')",-0.90467685,-0.9990879,0.3225654,0.3334903,-0.2469061,-0.3189382,-0.0720321
60,1.6207225,1.7994585,"('inefficient', 'efficient')",3.1541088,3.409186,0.022947136,0.11294441,1.5992595,1.773863,0.1746035
61,0.08181447,0.029791262,"('illogical', 'logical')",-0.10878489,-0.23855959,0.413363,0.23983705,0.1287975,0.0103562,-0.1184413
62,0.37057513,0.54219925,"('incompetent', 'brilliant')",1.651782,1.8797452,-0.25244656,-0.11916269,0.5899702,0.7675939,0.1776237
63,0.6930127,0.7806835,"('unperceptive', 'insightful')",1.779483,1.8866987,0.9957447,1.0439736,1.1560801,1.2371186,0.0810385
64,0.6996234,0.67319643,"('shy', 'confident')",1.6310719,1.6512828,-6.6306405,-6.657756,-1.433315,-1.4444256,-0.0111106
65,0.8484105,0.8454772,"('insecure', 'secure')",1.1216643,1.1734749,-0.09254977,-0.11889464,0.6258417,0.6333525,0.0075108
66,-0.8950788,-0.93140286,"('inactive', 'active')",0.07081933,-0.024715688,1.5090129,1.4366788,0.2282512,0.1601867,-0.0680645
67,-0.26311463,-0.29603463,"('doubtful', 'determined')",0.107926756,0.110233165,-0.80468476,-0.71723133,-0.3199575,-0.3010109,0.0189466
68,-1.7401611,-1.8609391,"('dependent', 'independent')",-0.21173956,-0.2802586,-0.33527094,-0.4250736,-0.7623905,-0.8554238,-0.0930333
69,-0.32424885,-0.40101936,"('lazy', 'industrious')",-0.13609947,-0.24709803,-0.5776628,-0.5683343,-0.3460037,-0.4054839,-0.0594802
70,0.7147367,0.7881334,"('lethargic', 'energetic')",1.6004257,1.7252337,0.6731956,0.718986,0.9961193,1.0774511,0.0813318
71,1.6783928,1.7314914,"('diffident', 'self-confident')",0.006923288,0.11326007,0.49688527,0.49773365,0.7274005,0.7808284,0.0534279
72,0.8825609,0.96781284,"('unambitious', 'ambitious')",-0.22386663,-0.15547022,-0.8878303,-0.8058079,-0.0763787,0.0021783,0.078557
73,0.97017497,0.9432342,"('helpless', 'self-reliant')",0.4970547,0.48863232,-3.4234443,-3.3650734,-0.6520716,-0.6444023,0.0076693
74,0.96514684,1.018777,"('undedicated', 'dedicated')",1.5241399,1.607455,0.5750803,0.54031193,1.0214556,1.0555147,0.0340591
75,-1.0497195,-1.0140104,"('meek', 'impulsive')",-0.8819701,-0.9611919,-0.3783299,-0.28394938,-0.7700065,-0.7530506,0.0169559
76,0.55071104,0.651722,"('anxious', 'daring')",1.6464676,1.8706366,0.28783795,0.34336588,0.8283389,0.9552415,0.1269026
77,0.51892245,0.59837073,"('unmotivated', 'motivated')",0.71257335,0.734395,-1.130212,-1.0525628,0.0337613,0.093401,0.0596397
78,0.41453496,0.5193808,"('nonresilient', 'resilient')",1.1408486,1.2471915,0.12305946,0.11857915,0.559481,0.6283838,0.0689028
79,-0.7761635,-0.8492645,"('wavering', 'unwavering')",-1.4787637,-1.677962,0.044002127,0.0734981,-0.736975,-0.8179095,-0.0809345
80,0.6155155,0.67666006,"('dominated', 'dominating')",2.049081,2.2569988,-0.9496606,-0.9064834,0.5716453,0.6757251,0.1040798
81,0.42839906,0.45250112,"('submissive', 'aggressive')",1.9252653,1.9597243,-0.5575619,-0.5150461,0.5987008,0.6323931,0.0336923
82,-0.7986753,-0.7926651,"('poor', 'rich')",0.12380895,0.08859947,6.168233,6.2515407,1.8311222,1.8491583,0.0180361
83,-0.093043655,-0.04988485,"('powerless', 'powerful')",0.019250017,-0.006775994,-0.8544283,-0.86281574,-0.3094073,-0.3064922,0.0029151
