,prostacyclin_male,prostacyclin_female,tuple,average_male,average_female,female-male
0,-1.3258356,-1.48325,"('unsociable', 'sociable')",-1.3258356,-1.48325,-0.1574144
1,-1.0474386,-1.2424085,"('unfriendly', 'friendly')",-1.0474386,-1.2424085,-0.1949699
2,0.35315296,0.32005236,"('unlikable', 'likable')",0.353153,0.3200524,-0.0331006
3,-1.2789686,-1.1205367,"('repellent', 'pleasant')",-1.2789686,-1.1205367,0.1584319
4,-0.71565026,-0.7273375,"('disliked', 'liked')",-0.7156503,-0.7273375,-0.0116872
5,-0.16822492,-0.19474788,"('distant', 'outgoing')",-0.1682249,-0.1947479,-0.026523
6,-0.055625208,-0.099407926,"('distant', 'open')",-0.0556252,-0.0994079,-0.0437827
7,-2.1666772,-2.086386,"('insensitive', 'sensitive')",-2.1666772,-2.086386,0.0802912
8,-1.4950631,-1.6734455,"('unaffectionate', 'affectionate')",-1.4950631,-1.6734455,-0.1783824
9,-1.6388745,-1.7614586,"('unaffectionate', 'caring')",-1.6388745,-1.7614586,-0.1225841
10,-2.2511175,-2.2450106,"('unsympathetic', 'sympathetic')",-2.2511175,-2.2450106,0.0061069
11,-0.7766845,-0.7837356,"('unhelpful', 'helpful')",-0.7766845,-0.7837356,-0.0070511
12,-0.9801612,-0.9186824,"('unsupportive', 'supportive')",-0.9801612,-0.9186824,0.0614788
13,-1.269636,-1.3544635,"('impolite', 'polite')",-1.269636,-1.3544635,-0.0848275
14,-0.9880573,-0.89712614,"('antisocial', 'social')",-0.9880573,-0.8971261,0.0909312
15,0.43177277,0.32602644,"('boring', 'funny')",0.4317728,0.3260264,-0.1057464
16,-0.041593637,-0.012320718,"('unpopular', 'popular')",-0.0415936,-0.0123207,0.0292729
17,-0.13830407,-0.12726334,"('nasty', 'nice')",-0.1383041,-0.1272633,0.0110408
18,-0.24421804,-0.25254434,"('disagreeable', 'welcoming')",-0.244218,-0.2525443,-0.0083263
19,-0.9858201,-1.0370537,"('inhospitable', 'hospitable')",-0.9858201,-1.0370537,-0.0512336
20,-0.6058425,-0.5744234,"('rough', 'thoughtful')",-0.6058425,-0.5744234,0.0314191
21,-0.6428446,-0.5879751,"('immoral', 'moral')",-0.6428446,-0.5879751,0.0548695
22,-0.87010676,-0.8477056,"('untrustworthy', 'trustworthy')",-0.8701068,-0.8477056,0.0224012
23,-0.7628875,-0.89733315,"('insincere', 'sincere')",-0.7628875,-0.8973331,-0.1344456
24,-1.0785079,-1.1636409,"('dishonest', 'honest')",-1.0785079,-1.1636409,-0.085133
25,-0.3181989,-0.35168365,"('egoistic', 'altruistic')",-0.3181989,-0.3516836,-0.0334847
26,0.17390464,0.003955813,"('hardhearted', 'benevolent')",0.1739046,0.0039558,-0.1699488
27,-0.13334566,-0.15188438,"('hardhearted', 'softhearted')",-0.1333457,-0.1518844,-0.0185387
28,-1.4097631,-1.5644903,"('disloyal', 'loyal')",-1.4097631,-1.5644903,-0.1547272
29,-0.3810276,-0.32139415,"('unfair', 'fair')",-0.3810276,-0.3213941,0.0596335
30,-0.9430657,-1.0114053,"('intolerant', 'tolerant')",-0.9430657,-1.0114053,-0.0683396
31,-0.25115842,-0.20671976,"('evil', 'good')",-0.2511584,-0.2067198,0.0444386
32,0.5525002,0.35595137,"('unkind', 'kind')",0.5525002,0.3559514,-0.1965488
33,0.039947238,-0.034070045,"('wrong', 'right')",0.0399472,-0.03407,-0.0740172
34,0.68432707,0.77911794,"('mean', 'honorable')",0.6843271,0.7791179,0.0947908
