,legg_male,legg_female,tuple,mason_male,mason_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5516993,-1.8727453,"('unsociable', 'sociable')",1.0296686,0.70877695,-0.252906,-0.41272092,-0.2583122,-0.5255631,-0.2672509
1,-1.6669728,-1.771072,"('unfriendly', 'friendly')",-0.2809046,-0.51606387,1.7079729,1.5283875,-0.0799682,-0.2529161,-0.1729479
2,-0.24663296,-0.22729217,"('unlikable', 'likable')",0.89796716,0.91533774,0.16880845,0.17595126,0.2733809,0.2879989,0.014618
3,-1.1513871,-1.0464944,"('repellent', 'pleasant')",-0.03472907,0.12444595,0.038923755,0.04646004,-0.3823975,-0.2918628,0.0905347
4,1.081466,0.8841029,"('disliked', 'liked')",-1.0155417,-1.0831411,-6.19676,-6.32403,-2.043612,-2.174356,-0.130744
5,0.39658067,0.38188395,"('distant', 'outgoing')",-0.9679053,-0.87344295,-0.2292623,-0.26057258,-0.2668623,-0.2507105,0.0161518
6,0.34453765,0.41667786,"('distant', 'open')",-1.1250068,-0.9684423,0.15405698,0.08529784,-0.2088041,-0.1554889,0.0533152
7,-0.70494854,-0.72187865,"('insensitive', 'sensitive')",1.1920052,1.101944,0.8564099,0.83360106,0.4478222,0.4045555,-0.0432667
8,-0.8059691,-0.8326626,"('unaffectionate', 'affectionate')",-0.42523623,-0.41020483,1.0999516,0.9893532,-0.0437512,-0.0845048,-0.0407536
9,-0.9965162,-1.0943191,"('unaffectionate', 'caring')",0.6362318,0.5683052,1.3037682,1.2068325,0.3144946,0.2269395,-0.0875551
10,-1.5689677,-1.717384,"('unsympathetic', 'sympathetic')",1.0578251,0.8146709,0.06909673,-0.031251464,-0.1473486,-0.3113215,-0.1639729
11,-1.4676263,-1.5075228,"('unhelpful', 'helpful')",0.5717741,0.616852,1.8059332,1.8291869,0.3033603,0.3128387,0.0094784
12,-0.66001564,-0.6809703,"('unsupportive', 'supportive')",1.3587711,1.3101375,-1.5121199,-1.4563774,-0.2711215,-0.2757367,-0.0046152
13,-1.308672,-1.308934,"('impolite', 'polite')",0.17197268,-0.014336657,-0.5893838,-0.578696,-0.575361,-0.6339889,-0.0586279
14,-0.4453909,-0.5897758,"('antisocial', 'social')",1.2288098,0.9615734,-0.41296795,-0.476943,0.1234836,-0.0350485,-0.1585321
15,0.10950071,0.09758391,"('boring', 'funny')",-0.32486767,-0.48647213,0.2520594,0.20106609,0.0122308,-0.0626074,-0.0748382
16,-0.45812017,-0.4787139,"('unpopular', 'popular')",-1.2675107,-1.2204578,0.13587363,0.13891193,-0.529919,-0.5200866,0.0098324
17,-0.08622798,-0.09403424,"('nasty', 'nice')",0.34967446,0.3857377,-0.5196931,-0.52440846,-0.0854155,-0.0775683,0.0078472
18,-0.87562144,-0.68091035,"('disagreeable', 'welcoming')",-0.95336926,-0.81706995,-0.9148604,-0.93101615,-0.9146171,-0.8096655,0.1049516
19,0.79338294,0.8959352,"('inhospitable', 'hospitable')",-0.85269237,-0.6474738,-0.24268472,-0.20245634,-0.1006647,0.015335,0.1159997
20,-0.12364892,-0.12709911,"('rough', 'thoughtful')",0.89102703,0.92181265,1.3931915,1.3556566,0.7201899,0.71679,-0.0033999
21,-0.85404575,-0.7994622,"('immoral', 'moral')",0.3224413,0.19609155,-0.9984244,-0.9014536,-0.5100096,-0.5016081,0.0084015
22,0.07304405,-0.035111222,"('untrustworthy', 'trustworthy')",-0.13556643,-0.16472062,-0.8072908,-0.9233889,-0.2899377,-0.3744069,-0.0844692
23,-1.9846643,-2.0739815,"('insincere', 'sincere')",1.4819932,1.3943803,5.363553,5.270392,1.6202939,1.5302636,-0.0900303
24,-0.15053996,-0.194783,"('dishonest', 'honest')",0.9109212,0.88313526,0.67621183,0.57074356,0.4788644,0.4196986,-0.0591658
25,-0.24027629,-0.19687477,"('egoistic', 'altruistic')",0.20127413,0.18423161,1.1600689,1.2156056,0.3736889,0.4009875,0.0272986
26,-0.3893009,-0.4501367,"('hardhearted', 'benevolent')",0.80064213,0.54562336,1.9441602,1.8537861,0.7851671,0.6497576,-0.1354095
27,-1.0418657,-0.86733884,"('hardhearted', 'softhearted')",-0.106732175,0.026175229,1.4088963,1.2876685,0.0867662,0.1488349,0.0620687
28,-0.83839816,-1.0988988,"('disloyal', 'loyal')",0.987941,0.790462,1.0201439,0.8154675,0.3898956,0.1690102,-0.2208854
29,0.20801091,0.19344443,"('unfair', 'fair')",-0.13910824,-0.19453403,-0.4973747,-0.62831414,-0.142824,-0.2098012,-0.0669772
30,-0.25217375,-0.30110022,"('intolerant', 'tolerant')",0.4970541,0.4471821,0.93287325,0.93601286,0.3925845,0.3606982,-0.0318863
31,0.35833043,0.41359684,"('evil', 'good')",-1.0615803,-0.9465027,-0.9952649,-1.0711803,-0.5661716,-0.5346954,0.0314762
32,-1.3479738,-1.3771539,"('unkind', 'kind')",0.45594358,0.26462367,0.63711584,0.5485762,-0.0849715,-0.1879847,-0.1030132
33,0.70093185,0.64261633,"('wrong', 'right')",0.112577066,0.06901309,-0.60568136,-0.5907233,0.0692759,0.040302,-0.0289739
34,-1.1098976,-1.0196855,"('mean', 'honorable')",0.2792832,0.36677793,5.613148,5.706327,1.5941779,1.684473,0.0902951
35,1.6283203,1.5225749,"('corrupt', 'incorrupt')",-0.43821236,-0.44635752,-0.19012558,-0.41654286,0.3333275,0.2198915,-0.113436
36,0.5560016,0.39440444,"('hostile', 'amicable')",-0.65734243,-0.8675401,0.18966776,-0.092661865,0.0294423,-0.1885992,-0.2180415
37,-0.09043893,-0.10772415,"('fake', 'genuine')",0.07200349,0.04295558,0.52577585,0.51915056,0.1691135,0.1514607,-0.0176528
38,-0.59579504,-0.739597,"('untruthful', 'truthful')",0.56938416,0.5584859,-0.05771381,-0.114375204,-0.0280416,-0.0984954,-0.0704538
