,udr_male,udr_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.20274101,-0.04951109,"('unsociable', 'sociable')",0.13429332,-0.09271987,0.1685172,-0.0711155,-0.2396327
1,-1.4608741,-1.5714955,"('unfriendly', 'friendly')",1.5977633,1.4093946,0.0684446,-0.0810505,-0.1494951
2,0.5627035,0.56763077,"('unlikable', 'likable')",0.6722297,0.72565305,0.6174666,0.6466419,0.0291753
3,0.15337896,0.28075367,"('repellent', 'pleasant')",0.4183933,0.5033234,0.2858861,0.3920385,0.1061524
4,-0.49808857,-0.58934206,"('disliked', 'liked')",-6.2892246,-6.3365126,-3.3936565,-3.4629273,-0.0692708
5,-1.7842112,-1.7294574,"('distant', 'outgoing')",-0.4140591,-0.4217683,-1.0991352,-1.0756128,0.0235224
6,-2.1371028,-2.0846841,"('distant', 'open')",-0.068893515,-0.10677121,-1.1029981,-1.0957277,0.0072704
7,0.6934574,0.63710815,"('insensitive', 'sensitive')",0.71478003,0.6645552,0.7041187,0.6508317,-0.053287
8,-1.3882885,-1.3130051,"('unaffectionate', 'affectionate')",0.7125606,0.60018253,-0.337864,-0.3564113,-0.0185473
9,-1.3601296,-1.3527162,"('unaffectionate', 'caring')",1.0496862,0.9563229,-0.1552217,-0.1981966,-0.0429749
10,0.08005255,0.054284982,"('unsympathetic', 'sympathetic')",-0.12741025,-0.17146468,-0.0236789,-0.0585898,-0.0349109
11,0.55137676,0.47342226,"('unhelpful', 'helpful')",2.126951,2.1267605,1.3391639,1.3000914,-0.0390725
12,-0.3434365,-0.2825354,"('unsupportive', 'supportive')",-1.8120182,-1.8517715,-1.0777273,-1.0671535,0.0105738
13,0.4023399,0.2921822,"('impolite', 'polite')",-0.24756086,-0.26632708,0.0773895,0.0129276,-0.0644619
14,1.199749,1.0794024,"('antisocial', 'social')",-0.022392763,-0.1073048,0.5886781,0.4860488,-0.1026293
15,0.51607394,0.2528112,"('boring', 'funny')",0.9252674,0.8520067,0.7206707,0.5524089,-0.1682618
16,-0.7207377,-0.71202594,"('unpopular', 'popular')",0.681741,0.711261,-0.0194983,-0.0003825,0.0191158
17,-0.27338734,-0.2374661,"('nasty', 'nice')",-0.3536423,-0.33900365,-0.3135148,-0.2882349,0.0252799
18,-1.2559284,-1.2711161,"('disagreeable', 'welcoming')",-0.35804918,-0.4135778,-0.8069888,-0.842347,-0.0353582
19,-0.66203237,-0.540847,"('inhospitable', 'hospitable')",-0.06793397,-0.01732761,-0.3649832,-0.2790873,0.0858959
20,0.57973534,0.5623359,"('rough', 'thoughtful')",0.97595215,0.9614938,0.7778437,0.7619148,-0.0159289
21,0.4466418,0.42303485,"('immoral', 'moral')",-0.36556378,-0.28956953,0.040539,0.0667327,0.0261937
22,0.17312577,0.019940415,"('untrustworthy', 'trustworthy')",-0.9332866,-1.0273691,-0.3800804,-0.5037144,-0.123634
23,0.8078666,0.7316237,"('insincere', 'sincere')",6.2456946,6.0802107,3.5267806,3.4059172,-0.1208634
24,0.4527195,0.34552076,"('dishonest', 'honest')",0.8746671,0.7896967,0.6636933,0.5676087,-0.0960846
