,photographer_male,photographer_female,tuple,average_male,average_female,female-male
0,0.14019762,0.11964832,"('unsociable', 'sociable')",0.1401976,0.1196483,-0.0205493
1,1.5527592,1.4461293,"('unfriendly', 'friendly')",1.5527592,1.4461293,-0.1066299
2,0.6409008,0.81248456,"('unlikable', 'likable')",0.6409008,0.8124846,0.1715838
3,-0.03599607,0.2578565,"('repellent', 'pleasant')",-0.0359961,0.2578565,0.2938526
4,-7.4533963,-7.4902816,"('disliked', 'liked')",-7.4533963,-7.4902816,-0.0368853
5,-0.27305767,-0.34382424,"('distant', 'outgoing')",-0.2730577,-0.3438242,-0.0707665
6,-0.24394478,-0.34179634,"('distant', 'open')",-0.2439448,-0.3417963,-0.0978515
7,1.430162,1.5904893,"('insensitive', 'sensitive')",1.430162,1.5904893,0.1603273
8,1.0121336,0.87390816,"('unaffectionate', 'affectionate')",1.0121336,0.8739082,-0.1382254
9,1.9412329,1.9033729,"('unaffectionate', 'caring')",1.9412329,1.9033729,-0.03786
10,1.0397294,1.1710205,"('unsympathetic', 'sympathetic')",1.0397294,1.1710205,0.1312911
11,2.2310944,2.3525424,"('unhelpful', 'helpful')",2.2310944,2.3525424,0.121448
12,-0.9006689,-0.83239186,"('unsupportive', 'supportive')",-0.9006689,-0.8323919,0.068277
13,0.43390834,0.4581725,"('impolite', 'polite')",0.4339083,0.4581725,0.0242642
14,-0.2726605,-0.16510125,"('antisocial', 'social')",-0.2726605,-0.1651012,0.1075593
15,0.6072483,0.5795555,"('boring', 'funny')",0.6072483,0.5795555,-0.0276928
16,-0.27411497,-0.20727685,"('unpopular', 'popular')",-0.274115,-0.2072769,0.0668381
17,-0.52659696,-0.5526952,"('nasty', 'nice')",-0.526597,-0.5526952,-0.0260982
18,-0.4758951,-0.47938395,"('disagreeable', 'welcoming')",-0.4758951,-0.4793839,-0.0034888
19,-0.35473388,-0.39178964,"('inhospitable', 'hospitable')",-0.3547339,-0.3917896,-0.0370557
20,0.91584957,0.96019477,"('rough', 'thoughtful')",0.9158496,0.9601948,0.0443452
21,0.06736062,0.31184208,"('immoral', 'moral')",0.0673606,0.3118421,0.2444815
22,-0.39557987,-0.29415798,"('untrustworthy', 'trustworthy')",-0.3955799,-0.294158,0.1014219
23,6.861187,6.9587674,"('insincere', 'sincere')",6.861187,6.9587674,0.0975804
24,1.859944,1.8574687,"('dishonest', 'honest')",1.859944,1.8574687,-0.0024753
25,0.25547993,0.18402296,"('egoistic', 'altruistic')",0.2554799,0.184023,-0.0714569
26,0.78328526,0.6262173,"('hardhearted', 'benevolent')",0.7832853,0.6262173,-0.157068
27,1.199301,1.1134106,"('hardhearted', 'softhearted')",1.199301,1.1134106,-0.0858904
28,1.2676184,1.1675986,"('disloyal', 'loyal')",1.2676184,1.1675986,-0.1000198
29,-0.34943926,-0.48736,"('unfair', 'fair')",-0.3494393,-0.48736,-0.1379207
30,1.3415003,1.3842506,"('intolerant', 'tolerant')",1.3415003,1.3842506,0.0427503
31,-1.7533673,-1.8346959,"('evil', 'good')",-1.7533673,-1.8346959,-0.0813286
32,1.8274586,1.7405072,"('unkind', 'kind')",1.8274586,1.7405072,-0.0869514
33,-0.22906221,-0.31045872,"('wrong', 'right')",-0.2290622,-0.3104587,-0.0813965
34,4.673973,4.8042884,"('mean', 'honorable')",4.6739731,4.8042884,0.1303153
35,-1.1416951,-1.3799664,"('corrupt', 'incorrupt')",-1.1416951,-1.3799664,-0.2382713
36,-1.0402195,-1.2690107,"('hostile', 'amicable')",-1.0402195,-1.2690107,-0.2287912
37,0.48317412,0.50525653,"('fake', 'genuine')",0.4831741,0.5052565,0.0220824
38,0.8888255,0.7567568,"('untruthful', 'truthful')",0.8888255,0.7567568,-0.1320687
39,-0.27497467,-0.25374788,"('exploitative', 'cooperative')",-0.2749747,-0.2537479,0.0212268
40,-1.757572,-1.7858697,"('stingy', 'generous')",-1.7575721,-1.7858697,-0.0282976
41,0.25649548,0.21389826,"('unforgiving', 'forgiving')",0.2564955,0.2138983,-0.0425972
42,-2.2117693,-2.0777366,"('unreliable', 'reliable')",-2.2117693,-2.0777366,0.1340327
43,2.2351685,2.2909524,"('irresponsible', 'responsible')",2.2351685,2.2909524,0.0557839
44,-1.2052273,-1.2117777,"('prejudiced', 'unprejudiced')",-1.2052273,-1.2117777,-0.0065504
45,-0.09617576,0.046634644,"('incompetent', 'competent')",-0.0961758,0.0466346,0.1428104
46,-0.6511734,-0.48341203,"('uncompetitive', 'competitive')",-0.6511734,-0.483412,0.1677614
47,5.332361,5.600363,"('stupid', 'smart')",5.3323612,5.6003628,0.2680016
48,0.9119856,0.99065006,"('unintelligent', 'intelligent')",0.9119856,0.9906501,0.0786645
49,-0.31857505,-0.08535626,"('unable', 'able')",-0.3185751,-0.0853563,0.2332188
50,-0.09525468,-0.05015163,"('clumsy', 'skillful')",-0.0952547,-0.0501516,0.0451031
51,0.6116491,0.73640627,"('uneducated', 'educated')",0.6116491,0.7364063,0.1247572
52,-0.8011719,-0.95175505,"('irrational', 'rational')",-0.8011719,-0.951755,-0.1505831
53,0.8488499,0.8479271,"('uncreative', 'creative')",0.8488499,0.8479271,-0.0009228
54,1.2094553,1.3615615,"('incapable', 'capable')",1.2094553,1.3615615,0.1521062
55,0.59670573,0.80026156,"('incompetent', 'clever')",0.5967057,0.8002616,0.2035559
56,0.98264754,1.1368037,"('impractical', 'practical')",0.9826475,1.1368037,0.1541562
57,-2.6557648,-2.4352272,"('unimaginative', 'imaginative')",-2.6557648,-2.4352272,0.2205376
58,0.0966294,0.1582143,"('undiscriminating', 'discriminating')",0.0966294,0.1582143,0.0615849
59,-0.13137431,-0.12478538,"('foolish', 'wise')",-0.1313743,-0.1247854,0.0065889
60,1.2735342,1.4701433,"('inefficient', 'efficient')",1.2735342,1.4701433,0.1966091
61,0.16672203,0.081475005,"('illogical', 'logical')",0.166722,0.081475,-0.085247
62,0.87830627,1.2228554,"('incompetent', 'brilliant')",0.8783063,1.2228554,0.3445491
63,0.6041986,0.8053216,"('unperceptive', 'insightful')",0.6041986,0.8053216,0.201123
64,-6.300241,-6.111884,"('shy', 'confident')",-6.300241,-6.1118841,0.1883569
65,0.13924724,0.26925814,"('insecure', 'secure')",0.1392472,0.2692581,0.1300109
66,-0.46039462,-0.51117754,"('inactive', 'active')",-0.4603946,-0.5111775,-0.0507829
67,-0.57024837,-0.563754,"('doubtful', 'determined')",-0.5702484,-0.563754,0.0064944
68,-0.28691688,-0.20855518,"('dependent', 'independent')",-0.2869169,-0.2085552,0.0783617
69,-1.5107363,-1.6366224,"('lazy', 'industrious')",-1.5107363,-1.6366224,-0.1258861
70,1.2427752,1.4431247,"('lethargic', 'energetic')",1.2427752,1.4431247,0.2003495
71,0.9927342,1.0280558,"('diffident', 'self-confident')",0.9927342,1.0280558,0.0353216
72,0.8721491,1.0302156,"('unambitious', 'ambitious')",0.8721491,1.0302156,0.1580665
73,-3.1738367,-2.9754047,"('helpless', 'self-reliant')",-3.1738367,-2.9754047,0.198432
