,pinto_male,pinto_female,tuple,average_male,average_female,female-male
29,-0.29543665,-0.4052776,"('unfair', 'fair')",-0.2954367,-0.4052776,-0.1098409
30,1.4480513,1.3473426,"('intolerant', 'tolerant')",1.4480513,1.3473426,-0.1007087
31,-1.5447531,-1.393299,"('evil', 'good')",-1.5447531,-1.393299,0.1514541
32,1.3897551,1.2472192,"('unkind', 'kind')",1.3897551,1.2472192,-0.1425359
33,-1.1197428,-0.9608327,"('wrong', 'right')",-1.1197428,-0.9608327,0.1589101
34,4.211291,4.433804,"('mean', 'honorable')",4.2112908,4.433804,0.2225132
35,-1.4230267,-1.4842834,"('corrupt', 'incorrupt')",-1.4230267,-1.4842834,-0.0612567
36,-1.1607567,-1.2060143,"('hostile', 'amicable')",-1.1607567,-1.2060143,-0.0452576
37,0.9728348,0.86438245,"('fake', 'genuine')",0.9728348,0.8643824,-0.1084524
38,-0.14540873,-0.09938293,"('untruthful', 'truthful')",-0.1454087,-0.0993829,0.0460258
39,0.21907239,0.21926299,"('exploitative', 'cooperative')",0.2190724,0.219263,0.0001906
40,-0.9209431,-1.0124865,"('stingy', 'generous')",-0.9209431,-1.0124865,-0.0915434
41,0.30993894,0.0898878,"('unforgiving', 'forgiving')",0.3099389,0.0898878,-0.2200511
42,-1.228748,-1.3150557,"('unreliable', 'reliable')",-1.228748,-1.3150557,-0.0863077
43,1.837094,1.7516812,"('irresponsible', 'responsible')",1.8370939,1.7516812,-0.0854127
44,-1.1183503,-1.2369674,"('prejudiced', 'unprejudiced')",-1.1183503,-1.2369674,-0.1186171
45,0.82316875,0.6469305,"('incompetent', 'competent')",0.8231688,0.6469305,-0.1762383
46,0.20925568,0.11723569,"('uncompetitive', 'competitive')",0.2092557,0.1172357,-0.09202
47,5.4541755,5.5656767,"('stupid', 'smart')",5.4541755,5.5656767,0.1115012
48,1.1564825,1.0591251,"('unintelligent', 'intelligent')",1.1564825,1.0591251,-0.0973574
49,-0.36784688,-0.20216814,"('unable', 'able')",-0.3678469,-0.2021681,0.1656788
50,-0.008070156,-0.058362827,"('clumsy', 'skillful')",-0.0080702,-0.0583628,-0.0502926
51,0.75337404,0.706895,"('uneducated', 'educated')",0.753374,0.706895,-0.046479
52,-0.75649387,-0.7503438,"('irrational', 'rational')",-0.7564939,-0.7503438,0.0061501
53,0.31308332,0.2626657,"('uncreative', 'creative')",0.3130833,0.2626657,-0.0504176
54,0.8010498,0.9082139,"('incapable', 'capable')",0.8010498,0.9082139,0.1071641
55,1.2693847,1.2450926,"('incompetent', 'clever')",1.2693847,1.2450926,-0.0242921
56,0.89944255,0.9309762,"('impractical', 'practical')",0.8994426,0.9309762,0.0315336
57,-2.0074189,-2.1299064,"('unimaginative', 'imaginative')",-2.0074189,-2.1299064,-0.1224875
58,0.09407441,-0.038371466,"('undiscriminating', 'discriminating')",0.0940744,-0.0383715,-0.1324459
59,-0.140134,-0.006336566,"('foolish', 'wise')",-0.140134,-0.0063366,0.1337974
60,0.89304864,0.95420843,"('inefficient', 'efficient')",0.8930486,0.9542084,0.0611598
61,0.65899736,0.46575236,"('illogical', 'logical')",0.6589974,0.4657524,-0.193245
62,1.6275096,1.6827717,"('incompetent', 'brilliant')",1.6275096,1.6827717,0.0552621
63,1.2073802,1.2172953,"('unperceptive', 'insightful')",1.2073802,1.2172953,0.0099151
64,-5.3176484,-5.177516,"('shy', 'confident')",-5.3176484,-5.177516,0.1401324
65,1.6398072,1.541948,"('insecure', 'secure')",1.6398072,1.541948,-0.0978592
66,-0.11527383,-0.16859561,"('inactive', 'active')",-0.1152738,-0.1685956,-0.0533218
67,-0.71306777,-0.6458261,"('doubtful', 'determined')",-0.7130678,-0.6458261,0.0672417
68,-0.50487554,-0.40422335,"('dependent', 'independent')",-0.5048755,-0.4042234,0.1006521
69,-2.2233975,-2.0424306,"('lazy', 'industrious')",-2.2233975,-2.0424306,0.1809669
70,2.197061,2.0537777,"('lethargic', 'energetic')",2.1970611,2.0537777,-0.1432834
71,0.16691864,0.34914282,"('diffident', 'self-confident')",0.1669186,0.3491428,0.1822242
72,0.9768746,1.0560621,"('unambitious', 'ambitious')",0.9768746,1.0560621,0.0791875
73,-3.0781035,-2.942174,"('helpless', 'self-reliant')",-3.0781035,-2.942174,0.1359295
74,0.25853923,0.14058775,"('undedicated', 'dedicated')",0.2585392,0.1405877,-0.1179515
75,-0.9888711,-0.85581416,"('meek', 'impulsive')",-0.9888711,-0.8558142,0.1330569
76,1.4670776,1.3310157,"('anxious', 'daring')",1.4670776,1.3310157,-0.1360619
77,-0.96063304,-0.9035297,"('unmotivated', 'motivated')",-0.960633,-0.9035297,0.0571033
78,-0.29382622,-0.36545694,"('nonresilient', 'resilient')",-0.2938262,-0.3654569,-0.0716307
79,-0.18506837,-0.22588228,"('wavering', 'unwavering')",-0.1850684,-0.2258823,-0.0408139
80,0.48254475,0.3211605,"('dominated', 'dominating')",0.4825447,0.3211605,-0.1613842
81,0.8297968,0.7670521,"('submissive', 'aggressive')",0.8297968,0.7670521,-0.0627447
82,6.1079197,6.2033973,"('poor', 'rich')",6.1079197,6.2033973,0.0954776
83,-0.48730296,-0.44285908,"('powerless', 'powerful')",-0.487303,-0.4428591,0.0444439
84,-0.0034483112,-0.049698383,"('inferior', 'superior')",-0.0034483,-0.0496984,-0.0462501
85,-1.7233425,-1.6711059,"('insignificant', 'prestigious')",-1.7233425,-1.6711059,0.0522366
86,0.75356376,0.70760864,"('uninfluential', 'influential')",0.7535638,0.7076086,-0.0459552
87,-0.08801934,0.052459493,"('unsuccessful', 'successful')",-0.0880193,0.0524595,0.1404788
88,0.053103432,0.07050537,"('low', 'eminent')",0.0531034,0.0705054,0.017402
