,lover_male,lover_female,tuple,average_male,average_female,female-male
0,-0.010202719,-0.15521692,"('unsociable', 'sociable')",-0.0102027,-0.1552169,-0.1450142
1,1.2736428,1.2222586,"('unfriendly', 'friendly')",1.2736428,1.2222586,-0.0513842
2,0.6403289,0.72808516,"('unlikable', 'likable')",0.6403289,0.7280852,0.0877563
3,0.9618478,0.9989375,"('repellent', 'pleasant')",0.9618478,0.9989375,0.0370897
4,-7.2626624,-7.2819815,"('disliked', 'liked')",-7.2626624,-7.2819815,-0.0193191
5,-0.1558556,-0.10789844,"('distant', 'outgoing')",-0.1558556,-0.1078984,0.0479572
6,0.16559544,0.18422762,"('distant', 'open')",0.1655954,0.1842276,0.0186322
7,0.72784424,0.8718698,"('insensitive', 'sensitive')",0.7278442,0.8718698,0.1440256
8,1.1354059,1.2652677,"('unaffectionate', 'affectionate')",1.1354059,1.2652677,0.1298618
9,1.6027532,1.8622392,"('unaffectionate', 'caring')",1.6027532,1.8622392,0.259486
10,1.114567,1.1882716,"('unsympathetic', 'sympathetic')",1.114567,1.1882716,0.0737046
11,1.8957522,2.0578725,"('unhelpful', 'helpful')",1.8957522,2.0578725,0.1621203
12,-1.591055,-1.5326496,"('unsupportive', 'supportive')",-1.591055,-1.5326496,0.0584054
13,0.15678838,-0.07098631,"('impolite', 'polite')",0.1567884,-0.0709863,-0.2277747
14,-0.2915291,-0.36725357,"('antisocial', 'social')",-0.2915291,-0.3672536,-0.0757245
15,0.3138091,0.25842005,"('boring', 'funny')",0.3138091,0.2584201,-0.055389
16,-0.3707828,-0.24626186,"('unpopular', 'popular')",-0.3707828,-0.2462619,0.1245209
17,-0.061515532,-0.07532172,"('nasty', 'nice')",-0.0615155,-0.0753217,-0.0138062
18,-0.60410666,-0.7031209,"('disagreeable', 'welcoming')",-0.6041067,-0.7031209,-0.0990142
19,-0.3333204,-0.1603808,"('inhospitable', 'hospitable')",-0.3333204,-0.1603808,0.1729396
20,0.745091,0.55022305,"('rough', 'thoughtful')",0.745091,0.5502231,-0.1948679
21,0.10496726,0.19616544,"('immoral', 'moral')",0.1049673,0.1961654,0.0911981
22,-0.23784812,-0.24682766,"('untrustworthy', 'trustworthy')",-0.2378481,-0.2468277,-0.0089796
23,6.32988,6.507273,"('insincere', 'sincere')",6.3298802,6.5072732,0.177393
24,1.6746607,1.7652148,"('dishonest', 'honest')",1.6746607,1.7652148,0.0905541
25,0.3323982,0.1877539,"('egoistic', 'altruistic')",0.3323982,0.1877539,-0.1446443
26,-0.0037903264,-0.1631752,"('hardhearted', 'benevolent')",-0.0037903,-0.1631752,-0.1593849
27,1.6503944,1.4338514,"('hardhearted', 'softhearted')",1.6503944,1.4338514,-0.216543
28,1.2541463,1.3737305,"('disloyal', 'loyal')",1.2541463,1.3737305,0.1195842
29,-0.26582056,-0.33741903,"('unfair', 'fair')",-0.2658206,-0.337419,-0.0715984
30,0.7919871,0.90378404,"('intolerant', 'tolerant')",0.7919871,0.903784,0.1117969
31,-1.5624685,-1.560552,"('evil', 'good')",-1.5624685,-1.560552,0.0019165
32,1.3394316,1.2784165,"('unkind', 'kind')",1.3394316,1.2784165,-0.0610151
33,-0.3042333,-0.25226825,"('wrong', 'right')",-0.3042333,-0.2522683,0.051965
34,4.590038,4.8784823,"('mean', 'honorable')",4.5900378,4.8784823,0.2884445
35,-1.0684693,-1.1605661,"('corrupt', 'incorrupt')",-1.0684693,-1.1605661,-0.0920968
36,-0.9317499,-0.9898797,"('hostile', 'amicable')",-0.9317499,-0.9898797,-0.0581298
37,1.1020448,1.1426532,"('fake', 'genuine')",1.1020448,1.1426532,0.0406084
38,-0.12614785,0.024495177,"('untruthful', 'truthful')",-0.1261479,0.0244952,0.1506431
39,-0.13088152,-0.106135875,"('exploitative', 'cooperative')",-0.1308815,-0.1061359,0.0247456
40,-1.7077547,-1.9932818,"('stingy', 'generous')",-1.7077547,-1.9932818,-0.2855271
41,0.06538488,0.10088029,"('unforgiving', 'forgiving')",0.0653849,0.1008803,0.0354954
42,-2.0144093,-2.1468868,"('unreliable', 'reliable')",-2.0144093,-2.1468868,-0.1324775
43,1.0773145,1.1977208,"('irresponsible', 'responsible')",1.0773145,1.1977208,0.1204063
44,-1.1703376,-1.377923,"('prejudiced', 'unprejudiced')",-1.1703376,-1.377923,-0.2075854
45,0.25820103,0.3012449,"('incompetent', 'competent')",0.258201,0.3012449,0.0430439
46,-0.5066437,-0.57349825,"('uncompetitive', 'competitive')",-0.5066437,-0.5734982,-0.0668545
47,5.3490987,5.523174,"('stupid', 'smart')",5.3490987,5.5231738,0.1740751
48,0.4281017,0.41181174,"('unintelligent', 'intelligent')",0.4281017,0.4118117,-0.01629
49,0.36149135,0.4846522,"('unable', 'able')",0.3614914,0.4846522,0.1231608
50,0.0031100046,0.025546577,"('clumsy', 'skillful')",0.00311,0.0255466,0.0224366
51,0.7332221,0.76756996,"('uneducated', 'educated')",0.7332221,0.76757,0.0343479
52,-0.39438573,-0.34060472,"('irrational', 'rational')",-0.3943857,-0.3406047,0.053781
53,-0.04387258,-0.006747838,"('uncreative', 'creative')",-0.0438726,-0.0067478,0.0371248
54,1.335602,1.5944952,"('incapable', 'capable')",1.335602,1.5944952,0.2588932
55,0.6981423,0.7507691,"('incompetent', 'clever')",0.6981423,0.7507691,0.0526268
56,0.5166289,0.63798696,"('impractical', 'practical')",0.5166289,0.637987,0.1213581
57,-2.5121045,-2.5803761,"('unimaginative', 'imaginative')",-2.5121045,-2.5803761,-0.0682716
58,-0.11320211,-0.10112581,"('undiscriminating', 'discriminating')",-0.1132021,-0.1011258,0.0120763
59,-0.0409004,0.023536783,"('foolish', 'wise')",-0.0409004,0.0235368,0.0644372
60,0.7966119,0.74451435,"('inefficient', 'efficient')",0.7966119,0.7445143,-0.0520976
