,bedroom_male,bedroom_female,tuple,average_male,average_female,female-male
0,0.0022387728,-0.058936168,"('unsociable', 'sociable')",0.0022388,-0.0589362,-0.061175
1,1.4261708,1.3935454,"('unfriendly', 'friendly')",1.4261708,1.3935454,-0.0326254
2,0.3250512,0.4295814,"('unlikable', 'likable')",0.3250512,0.4295814,0.1045302
3,0.8604286,0.9883644,"('repellent', 'pleasant')",0.8604286,0.9883644,0.1279358
4,-7.193159,-7.0341263,"('disliked', 'liked')",-7.1931591,-7.0341263,0.1590328
5,-0.2545148,-0.111693926,"('distant', 'outgoing')",-0.2545148,-0.1116939,0.1428209
6,-0.039411586,0.11166236,"('distant', 'open')",-0.0394116,0.1116624,0.151074
7,1.3179145,1.4297712,"('insensitive', 'sensitive')",1.3179145,1.4297712,0.1118567
8,1.0607071,1.0562161,"('unaffectionate', 'affectionate')",1.0607071,1.0562161,-0.004491
9,1.8406577,1.9472611,"('unaffectionate', 'caring')",1.8406577,1.9472611,0.1066034
10,0.7463012,0.8013577,"('unsympathetic', 'sympathetic')",0.7463012,0.8013577,0.0550565
11,2.09607,2.2166214,"('unhelpful', 'helpful')",2.0960701,2.2166214,0.1205513
12,-0.94766426,-0.8051081,"('unsupportive', 'supportive')",-0.9476643,-0.8051081,0.1425562
13,-0.0030872077,-0.10073736,"('impolite', 'polite')",-0.0030872,-0.1007374,-0.0976502
14,0.3636342,0.37238505,"('antisocial', 'social')",0.3636342,0.3723851,0.0087509
15,0.5759793,0.5249237,"('boring', 'funny')",0.5759793,0.5249237,-0.0510556
16,-0.7540651,-0.6191189,"('unpopular', 'popular')",-0.7540651,-0.6191189,0.1349462
17,-0.115079276,-0.11903255,"('nasty', 'nice')",-0.1150793,-0.1190325,-0.0039532
18,-0.4198019,-0.4088009,"('disagreeable', 'welcoming')",-0.4198019,-0.4088009,0.011001
19,-0.2591796,-0.0016504265,"('inhospitable', 'hospitable')",-0.2591796,-0.0016504,0.2575292
20,0.5334815,0.3223523,"('rough', 'thoughtful')",0.5334815,0.3223523,-0.2111292
21,-0.2747569,-0.11234559,"('immoral', 'moral')",-0.2747569,-0.1123456,0.1624113
22,-0.6171302,-0.4953941,"('untrustworthy', 'trustworthy')",-0.6171302,-0.4953941,0.1217361
23,6.709518,6.746855,"('insincere', 'sincere')",6.709518,6.7468548,0.0373368
24,1.9960593,2.0740836,"('dishonest', 'honest')",1.9960593,2.0740836,0.0780243
25,0.90331453,0.8247553,"('egoistic', 'altruistic')",0.9033145,0.8247553,-0.0785592
26,0.46453243,0.25017047,"('hardhearted', 'benevolent')",0.4645324,0.2501705,-0.2143619
27,1.720273,1.5275177,"('hardhearted', 'softhearted')",1.720273,1.5275177,-0.1927553
28,1.0855378,1.0568292,"('disloyal', 'loyal')",1.0855378,1.0568292,-0.0287086
29,-0.22888096,-0.39978918,"('unfair', 'fair')",-0.228881,-0.3997892,-0.1709082
30,1.0493072,1.0609708,"('intolerant', 'tolerant')",1.0493072,1.0609708,0.0116636
31,-1.141618,-1.11711,"('evil', 'good')",-1.141618,-1.11711,0.024508
32,1.4110254,1.2382725,"('unkind', 'kind')",1.4110254,1.2382725,-0.1727529
33,0.16027442,0.24407306,"('wrong', 'right')",0.1602744,0.2440731,0.0837987
34,4.5160217,4.673905,"('mean', 'honorable')",4.5160217,4.6739049,0.1578832
35,-0.85835725,-0.90636647,"('corrupt', 'incorrupt')",-0.8583573,-0.9063665,-0.0480092
36,-1.0485591,-1.0503192,"('hostile', 'amicable')",-1.0485591,-1.0503192,-0.0017601
37,1.0412834,0.9814038,"('fake', 'genuine')",1.0412834,0.9814038,-0.0598796
38,0.4205063,0.5096462,"('untruthful', 'truthful')",0.4205063,0.5096462,0.0891399
39,0.38060728,0.44700956,"('exploitative', 'cooperative')",0.3806073,0.4470096,0.0664023
40,-1.2963233,-1.3722466,"('stingy', 'generous')",-1.2963233,-1.3722466,-0.0759233
41,0.047907658,-0.06391224,"('unforgiving', 'forgiving')",0.0479077,-0.0639122,-0.1118199
42,-2.4562156,-2.364488,"('unreliable', 'reliable')",-2.4562156,-2.3644879,0.0917277
43,1.292414,1.30859,"('irresponsible', 'responsible')",1.2924139,1.3085901,0.0161762
44,-1.5445582,-1.6940403,"('prejudiced', 'unprejudiced')",-1.5445582,-1.6940403,-0.1494821
45,0.30323488,0.44403684,"('incompetent', 'competent')",0.3032349,0.4440368,0.1408019
46,-1.0921559,-0.9816841,"('uncompetitive', 'competitive')",-1.0921559,-0.9816841,0.1104718
47,4.719907,4.7992616,"('stupid', 'smart')",4.7199068,4.7992616,0.0793548
48,0.47637445,0.34188622,"('unintelligent', 'intelligent')",0.4763744,0.3418862,-0.1344882
49,-0.068981886,0.062850915,"('unable', 'able')",-0.0689819,0.0628509,0.1318328
50,-0.18894789,-0.10970391,"('clumsy', 'skillful')",-0.1889479,-0.1097039,0.079244
51,0.8701953,0.8672728,"('uneducated', 'educated')",0.8701953,0.8672728,-0.0029225
52,-0.19339058,-0.1884057,"('irrational', 'rational')",-0.1933906,-0.1884057,0.0049849
53,0.010894166,0.011024149,"('uncreative', 'creative')",0.0108942,0.0110241,0.0001299
54,1.1849144,1.4746628,"('incapable', 'capable')",1.1849144,1.4746628,0.2897484
55,0.96107775,1.038153,"('incompetent', 'clever')",0.9610777,1.0381531,0.0770754
56,0.6682381,0.8784405,"('impractical', 'practical')",0.6682381,0.8784405,0.2102024
57,-2.6625261,-2.5665362,"('unimaginative', 'imaginative')",-2.6625261,-2.5665362,0.0959899
58,0.13302363,0.18477385,"('undiscriminating', 'discriminating')",0.1330236,0.1847738,0.0517502
59,-0.175501,-0.07800864,"('foolish', 'wise')",-0.175501,-0.0780086,0.0974924
60,0.8316924,0.8428654,"('inefficient', 'efficient')",0.8316924,0.8428654,0.011173
61,0.52788246,0.3664,"('illogical', 'logical')",0.5278825,0.3664,-0.1614825
62,1.2306298,1.406239,"('incompetent', 'brilliant')",1.2306298,1.406239,0.1756092
63,0.31634238,0.43150836,"('unperceptive', 'insightful')",0.3163424,0.4315084,0.115166
64,-6.220022,-5.997202,"('shy', 'confident')",-6.2200222,-5.9972019,0.2228203
65,0.10811804,0.21550514,"('insecure', 'secure')",0.108118,0.2155051,0.1073871
66,-0.39756,-0.42853713,"('inactive', 'active')",-0.39756,-0.4285371,-0.0309771
67,-0.23196444,-0.33388788,"('doubtful', 'determined')",-0.2319644,-0.3338879,-0.1019235
68,-0.7981226,-0.68328434,"('dependent', 'independent')",-0.7981226,-0.6832843,0.1148383
69,-1.8674779,-1.7833489,"('lazy', 'industrious')",-1.8674779,-1.7833489,0.084129
70,1.0627018,1.1352334,"('lethargic', 'energetic')",1.0627018,1.1352334,0.0725316
71,0.48153204,0.5494249,"('diffident', 'self-confident')",0.481532,0.5494249,0.0678929
72,0.8967364,0.9881158,"('unambitious', 'ambitious')",0.8967364,0.9881158,0.0913794
73,-2.6441276,-2.449364,"('helpless', 'self-reliant')",-2.6441276,-2.4493639,0.1947637
