,slavery_male,slavery_female,tuple,average_male,average_female,female-male
0,-0.110344954,-0.147734,"('unsociable', 'sociable')",-0.110345,-0.147734,-0.037389
1,1.2937125,1.2504445,"('unfriendly', 'friendly')",1.2937125,1.2504445,-0.043268
2,-0.20793644,-0.17500451,"('unlikable', 'likable')",-0.2079364,-0.1750045,0.0329319
3,0.35382417,0.5599627,"('repellent', 'pleasant')",0.3538242,0.5599627,0.2061385
4,-7.9933834,-7.9031463,"('disliked', 'liked')",-7.9933834,-7.9031463,0.0902371
5,-0.42506635,-0.50916624,"('distant', 'outgoing')",-0.4250664,-0.5091662,-0.0840998
6,0.29129142,0.11620916,"('distant', 'open')",0.2912914,0.1162092,-0.1750822
7,0.7042238,0.80594385,"('insensitive', 'sensitive')",0.7042238,0.8059438,0.10172
8,1.4279355,1.2547239,"('unaffectionate', 'affectionate')",1.4279355,1.2547239,-0.1732116
9,1.9405843,1.7983793,"('unaffectionate', 'caring')",1.9405843,1.7983793,-0.142205
10,0.84717625,0.956524,"('unsympathetic', 'sympathetic')",0.8471763,0.956524,0.1093477
11,1.6181737,1.6598934,"('unhelpful', 'helpful')",1.6181737,1.6598934,0.0417197
12,-1.6992815,-1.7124038,"('unsupportive', 'supportive')",-1.6992815,-1.7124038,-0.0131223
13,-0.35347545,-0.33594853,"('impolite', 'polite')",-0.3534755,-0.3359485,0.017527
14,-0.10554308,-0.08406407,"('antisocial', 'social')",-0.1055431,-0.0840641,0.021479
15,-0.06480287,-0.110157564,"('boring', 'funny')",-0.0648029,-0.1101576,-0.0453547
16,-0.56406385,-0.5083544,"('unpopular', 'popular')",-0.5640638,-0.5083544,0.0557094
17,-0.40112007,-0.39116696,"('nasty', 'nice')",-0.4011201,-0.391167,0.0099531
18,-0.13781203,-0.14899734,"('disagreeable', 'welcoming')",-0.137812,-0.1489973,-0.0111853
19,-0.65593493,-0.7969409,"('inhospitable', 'hospitable')",-0.6559349,-0.7969409,-0.141006
20,0.6501654,0.717828,"('rough', 'thoughtful')",0.6501654,0.717828,0.0676626
21,-0.5776364,-0.4762198,"('immoral', 'moral')",-0.5776364,-0.4762198,0.1014166
22,-0.8916441,-0.74731314,"('untrustworthy', 'trustworthy')",-0.8916441,-0.7473131,0.144331
23,6.7792954,6.7262993,"('insincere', 'sincere')",6.7792954,6.7262993,-0.0529961
24,1.6215214,1.3937101,"('dishonest', 'honest')",1.6215214,1.3937101,-0.2278113
25,0.9975091,0.89500177,"('egoistic', 'altruistic')",0.9975091,0.8950018,-0.1025073
26,1.0460544,0.947917,"('hardhearted', 'benevolent')",1.0460544,0.947917,-0.0981374
27,1.9315544,1.7699286,"('hardhearted', 'softhearted')",1.9315544,1.7699286,-0.1616258
28,1.2405442,1.1771411,"('disloyal', 'loyal')",1.2405442,1.1771411,-0.0634031
29,-0.680658,-0.8169374,"('unfair', 'fair')",-0.680658,-0.8169374,-0.1362794
30,0.97631496,0.93323636,"('intolerant', 'tolerant')",0.976315,0.9332364,-0.0430786
31,-1.23568,-1.2392232,"('evil', 'good')",-1.23568,-1.2392232,-0.0035432
32,1.1539787,1.0386258,"('unkind', 'kind')",1.1539787,1.0386258,-0.1153529
33,-0.62107515,-0.7219875,"('wrong', 'right')",-0.6210752,-0.7219875,-0.1009123
34,5.1449566,5.114462,"('mean', 'honorable')",5.1449566,5.1144619,-0.0304947
35,-0.5176737,-0.8135401,"('corrupt', 'incorrupt')",-0.5176737,-0.8135401,-0.2958664
36,-0.5824336,-0.66184044,"('hostile', 'amicable')",-0.5824336,-0.6618404,-0.0794068
37,0.69481224,0.7247453,"('fake', 'genuine')",0.6948122,0.7247453,0.0299331
38,-0.18918186,-0.24420816,"('untruthful', 'truthful')",-0.1891819,-0.2442082,-0.0550263
39,0.44967553,0.41097426,"('exploitative', 'cooperative')",0.4496755,0.4109743,-0.0387012
40,-1.7047967,-1.7073817,"('stingy', 'generous')",-1.7047967,-1.7073817,-0.002585
41,0.07129149,0.057570744,"('unforgiving', 'forgiving')",0.0712915,0.0575707,-0.0137208
42,-3.0368264,-2.827564,"('unreliable', 'reliable')",-3.0368264,-2.827564,0.2092624
43,1.1045002,1.0441173,"('irresponsible', 'responsible')",1.1045002,1.0441173,-0.0603829
44,-1.2934595,-1.0975258,"('prejudiced', 'unprejudiced')",-1.2934595,-1.0975258,0.1959337
45,-0.39682263,-0.2894813,"('incompetent', 'competent')",-0.3968226,-0.2894813,0.1073413
46,-1.1242185,-0.9788436,"('uncompetitive', 'competitive')",-1.1242185,-0.9788436,0.1453749
47,5.4398885,5.4498296,"('stupid', 'smart')",5.4398885,5.4498296,0.0099411
48,0.63651395,0.5594264,"('unintelligent', 'intelligent')",0.6365139,0.5594264,-0.0770875
49,0.27102998,0.32466316,"('unable', 'able')",0.27103,0.3246632,0.0536332
50,-0.56157637,-0.5168972,"('clumsy', 'skillful')",-0.5615764,-0.5168972,0.0446792
51,0.16769016,0.24784301,"('uneducated', 'educated')",0.1676902,0.247843,0.0801528
52,-0.42369354,-0.56456745,"('irrational', 'rational')",-0.4236935,-0.5645674,-0.1408739
53,0.060039107,-0.033222508,"('uncreative', 'creative')",0.0600391,-0.0332225,-0.0932616
54,0.8049666,0.85068095,"('incapable', 'capable')",0.8049666,0.8506809,0.0457143
55,0.44144145,0.618174,"('incompetent', 'clever')",0.4414414,0.618174,0.1767326
56,0.09709696,0.15500169,"('impractical', 'practical')",0.097097,0.1550017,0.0579047
57,-3.5047297,-3.2236233,"('unimaginative', 'imaginative')",-3.5047297,-3.2236233,0.2811064
58,-0.30333546,-0.15430772,"('undiscriminating', 'discriminating')",-0.3033355,-0.1543077,0.1490278
59,-0.20666818,-0.2035029,"('foolish', 'wise')",-0.2066682,-0.2035029,0.0031653
60,0.29581422,0.42874295,"('inefficient', 'efficient')",0.2958142,0.4287429,0.1329287
61,0.3872773,0.18230048,"('illogical', 'logical')",0.3872773,0.1823005,-0.2049768
62,0.11742939,0.2439654,"('incompetent', 'brilliant')",0.1174294,0.2439654,0.126536
63,0.010325447,0.056804784,"('unperceptive', 'insightful')",0.0103254,0.0568048,0.0464794
64,-7.217409,-6.963907,"('shy', 'confident')",-7.2174091,-6.9639068,0.2535023
65,-0.030081762,0.11391295,"('insecure', 'secure')",-0.0300818,0.1139129,0.1439947
66,-0.33131555,-0.37262022,"('inactive', 'active')",-0.3313155,-0.3726202,-0.0413047
67,0.03125803,-0.09581072,"('doubtful', 'determined')",0.031258,-0.0958107,-0.1270687
68,-0.44994083,-0.474715,"('dependent', 'independent')",-0.4499408,-0.474715,-0.0247742
69,-2.047137,-2.1173258,"('lazy', 'industrious')",-2.047137,-2.1173258,-0.0701888
70,0.54022294,0.74573827,"('lethargic', 'energetic')",0.5402229,0.7457383,0.2055154
71,0.6708115,0.6108918,"('diffident', 'self-confident')",0.6708115,0.6108918,-0.0599197
72,0.5539231,0.6151903,"('unambitious', 'ambitious')",0.5539231,0.6151903,0.0612672
73,-3.5886075,-3.3814595,"('helpless', 'self-reliant')",-3.5886075,-3.3814595,0.207148
74,-0.02143778,-0.004920304,"('undedicated', 'dedicated')",-0.0214378,-0.0049203,0.0165175
75,-1.3760087,-1.1919243,"('meek', 'impulsive')",-1.3760087,-1.1919243,0.1840844
76,0.5881094,0.7617868,"('anxious', 'daring')",0.5881094,0.7617868,0.1736774
77,-1.5502783,-1.4116238,"('unmotivated', 'motivated')",-1.5502783,-1.4116238,0.1386545
78,-0.42236054,-0.42020223,"('nonresilient', 'resilient')",-0.4223605,-0.4202022,0.0021583
79,-0.041350722,-0.11133806,"('wavering', 'unwavering')",-0.0413507,-0.1113381,-0.0699874
80,-0.5943522,-0.5995555,"('dominated', 'dominating')",-0.5943522,-0.5995555,-0.0052033
81,-0.44454947,-0.21986368,"('submissive', 'aggressive')",-0.4445495,-0.2198637,0.2246858
82,6.287291,6.3955393,"('poor', 'rich')",6.287291,6.3955393,0.1082483
83,-0.4622168,-0.37681568,"('powerless', 'powerful')",-0.4622168,-0.3768157,0.0854011
84,0.8857954,0.8721374,"('inferior', 'superior')",0.8857954,0.8721374,-0.013658
85,0.2733797,0.1301389,"('insignificant', 'prestigious')",0.2733797,0.1301389,-0.1432408
86,0.1370564,0.113372296,"('uninfluential', 'influential')",0.1370564,0.1133723,-0.0236841
87,-0.5165353,-0.40856978,"('unsuccessful', 'successful')",-0.5165353,-0.4085698,0.1079655
88,0.28371134,0.3703615,"('low', 'eminent')",0.2837113,0.3703615,0.0866502
