,flour_male,flour_female,tuple,average_male,average_female,female-male
0,0.15845987,0.05359361,"('unsociable', 'sociable')",0.1584599,0.0535936,-0.1048663
1,1.5869077,1.7103128,"('unfriendly', 'friendly')",1.5869077,1.7103128,0.1234051
2,0.09231129,0.1350725,"('unlikable', 'likable')",0.0923113,0.1350725,0.0427612
3,0.43832043,0.80052894,"('repellent', 'pleasant')",0.4383204,0.8005289,0.3622085
4,-7.1167574,-6.9887414,"('disliked', 'liked')",-7.1167574,-6.9887414,0.128016
5,-0.48064741,-0.32413912,"('distant', 'outgoing')",-0.4806474,-0.3241391,0.1565083
6,-0.30761978,-0.13539754,"('distant', 'open')",-0.3076198,-0.1353975,0.1722223
7,1.142748,1.3401953,"('insensitive', 'sensitive')",1.142748,1.3401953,0.1974473
8,1.3400946,1.2690141,"('unaffectionate', 'affectionate')",1.3400946,1.2690141,-0.0710805
9,1.8220624,1.8641067,"('unaffectionate', 'caring')",1.8220624,1.8641067,0.0420443
10,0.9969717,1.0706767,"('unsympathetic', 'sympathetic')",0.9969717,1.0706767,0.073705
11,1.8953791,1.907258,"('unhelpful', 'helpful')",1.8953791,1.907258,0.0118789
12,-1.0892428,-0.92009515,"('unsupportive', 'supportive')",-1.0892428,-0.9200951,0.1691477
13,0.38040304,0.3490426,"('impolite', 'polite')",0.380403,0.3490426,-0.0313604
14,0.20641418,0.02028858,"('antisocial', 'social')",0.2064142,0.0202886,-0.1861256
15,0.6951898,0.61591184,"('boring', 'funny')",0.6951898,0.6159118,-0.079278
16,-0.41931614,-0.36586055,"('unpopular', 'popular')",-0.4193161,-0.3658606,0.0534555
17,-0.26798943,-0.23989919,"('nasty', 'nice')",-0.2679894,-0.2398992,0.0280902
18,-0.82623076,-0.5533783,"('disagreeable', 'welcoming')",-0.8262308,-0.5533783,0.2728525
19,-0.41936892,-0.40384278,"('inhospitable', 'hospitable')",-0.4193689,-0.4038428,0.0155261
20,0.5097591,0.5038601,"('rough', 'thoughtful')",0.5097591,0.5038601,-0.005899
21,0.024198348,0.16389221,"('immoral', 'moral')",0.0241983,0.1638922,0.1396939
22,-0.8389278,-0.62768734,"('untrustworthy', 'trustworthy')",-0.8389278,-0.6276873,0.2112405
23,6.542478,6.6097803,"('insincere', 'sincere')",6.5424781,6.6097803,0.0673022
24,1.5082579,1.5917311,"('dishonest', 'honest')",1.5082579,1.5917311,0.0834732
25,1.0432673,1.1100506,"('egoistic', 'altruistic')",1.0432673,1.1100506,0.0667833
26,1.6638316,1.2244788,"('hardhearted', 'benevolent')",1.6638316,1.2244788,-0.4393528
27,1.5218463,1.548984,"('hardhearted', 'softhearted')",1.5218463,1.5489841,0.0271378
28,1.3558067,1.1823817,"('disloyal', 'loyal')",1.3558067,1.1823817,-0.173425
29,-0.9275329,-0.9796657,"('unfair', 'fair')",-0.9275329,-0.9796657,-0.0521328
30,1.0013865,0.98435295,"('intolerant', 'tolerant')",1.0013865,0.9843529,-0.0170336
31,-1.0162847,-0.8745028,"('evil', 'good')",-1.0162847,-0.8745028,0.1417819
32,1.5768838,1.4093127,"('unkind', 'kind')",1.5768838,1.4093127,-0.1675711
33,-0.05987328,-0.14736442,"('wrong', 'right')",-0.0598733,-0.1473644,-0.0874911
34,4.386281,4.55145,"('mean', 'honorable')",4.386281,4.5514498,0.1651688
35,-1.0267843,-1.3283092,"('corrupt', 'incorrupt')",-1.0267843,-1.3283092,-0.3015249
36,-0.878382,-1.0328364,"('hostile', 'amicable')",-0.878382,-1.0328364,-0.1544544
37,1.0859656,1.1833674,"('fake', 'genuine')",1.0859656,1.1833674,0.0974018
