,healthpeak_male,healthpeak_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4560288,-1.5325549,"('unsociable', 'sociable')",1.1249666,1.0033796,-0.54498255,-0.7206191,-0.2920149,-0.4165981,-0.1245832
1,-1.0439453,-0.95701766,"('unfriendly', 'friendly')",-0.37897843,-0.39221412,1.77564,1.696926,0.1175721,0.1158981,-0.001674
2,0.5466068,0.56913,"('unlikable', 'likable')",1.1334269,1.237472,0.7856566,0.91976005,0.8218967,0.9087873,0.0868906
3,-1.1376964,-1.0300008,"('repellent', 'pleasant')",0.31858665,0.39007965,-0.02593222,-0.0023330753,-0.2816806,-0.2140848,0.0675958
4,0.5773211,0.62838966,"('disliked', 'liked')",-0.64042246,-0.5631333,-5.589685,-5.486821,-1.8842621,-1.8071884,0.0770737
5,0.68422073,0.7878257,"('distant', 'outgoing')",-1.4292024,-1.3179547,0.23596697,0.29276973,-0.1696716,-0.0791197,0.0905519
6,0.50343746,0.6491486,"('distant', 'open')",-1.8258892,-1.6838951,0.6462449,0.6923876,-0.2254023,-0.1141196,0.1112827
7,-0.52005863,-0.5023812,"('insensitive', 'sensitive')",1.3307499,1.3571388,0.5275024,0.5027878,0.4460646,0.4525151,0.0064505
8,-1.006362,-0.98929226,"('unaffectionate', 'affectionate')",-1.0816313,-1.0401139,0.63984555,0.6276607,-0.4827158,-0.4672484,0.0154674
9,-0.7064838,-0.6545711,"('unaffectionate', 'caring')",0.29578763,0.37212455,1.0898415,1.138332,0.2263818,0.2852951,0.0589133
10,-1.9772491,-1.9736979,"('unsympathetic', 'sympathetic')",0.8848433,0.9357116,-0.5060132,-0.52873886,-0.5328063,-0.5222417,0.0105646
11,-0.52460444,-0.518485,"('unhelpful', 'helpful')",1.0510647,1.1253344,1.7671833,1.879956,0.7645478,0.8289351,0.0643873
12,0.3757687,0.5151957,"('unsupportive', 'supportive')",1.423487,1.6412679,-1.3874034,-1.2907251,0.1372841,0.2885795,0.1512954
13,-0.26024184,-0.37442738,"('impolite', 'polite')",1.0690415,0.96218115,-0.32507035,-0.4627774,0.1612431,0.0416588,-0.1195843
14,-0.91245455,-0.9482113,"('antisocial', 'social')",1.8083686,1.7775809,-0.9924159,-1.0712411,-0.0321673,-0.0806239,-0.0484566
15,0.8838705,0.81279254,"('boring', 'funny')",-0.11482635,-0.097588,0.6811746,0.6417603,0.4834062,0.4523216,-0.0310846
16,-0.5373189,-0.46524623,"('unpopular', 'popular')",-0.8881076,-0.76813096,0.5216389,0.5670731,-0.3012625,-0.2221014,0.0791611
17,0.20775206,0.27845728,"('nasty', 'nice')",-0.25040096,-0.15866324,-0.1880025,-0.1193802,-0.0768838,0.0001379,0.0770217
18,-0.087749854,-0.026268695,"('disagreeable', 'welcoming')",-0.5330045,-0.48200625,-0.299252,-0.29262757,-0.3066688,-0.2669675,0.0397013
19,0.42095834,0.48738286,"('inhospitable', 'hospitable')",-1.1849148,-1.0981804,0.22180282,0.3576562,-0.1807179,-0.0843804,0.0963375
20,-0.74500537,-0.7000239,"('rough', 'thoughtful')",-0.04400496,0.0515347,0.9061688,0.9132696,0.0390528,0.0882601,0.0492073
21,-0.36448,-0.41164544,"('immoral', 'moral')",1.643978,1.578792,-0.62633675,-0.6464386,0.2177204,0.1735693,-0.0441511
22,-0.0010130703,0.03508798,"('untrustworthy', 'trustworthy')",0.22187264,0.29617286,-1.0570126,-1.0963349,-0.2787177,-0.2550247,0.023693
23,-0.90222955,-0.9331356,"('insincere', 'sincere')",1.5742109,1.5168006,5.1229973,5.009486,1.9316595,1.8643837,-0.0672758
24,-0.30875325,-0.36508712,"('dishonest', 'honest')",0.35341245,0.3473042,0.81224054,0.7415712,0.2856332,0.2412628,-0.0443704
25,0.15513659,0.15977645,"('egoistic', 'altruistic')",-0.0666855,-0.070678696,1.5212525,1.4400808,0.5365678,0.5097262,-0.0268416
26,-0.19567655,-0.18462895,"('hardhearted', 'benevolent')",0.91619337,0.9707117,1.7895442,1.6947416,0.836687,0.8269415,-0.0097455
27,0.10722117,0.1614269,"('hardhearted', 'softhearted')",0.09452857,0.16617346,1.3976294,1.3302532,0.5331264,0.5526179,0.0194915
28,-1.5262773,-1.5974951,"('disloyal', 'loyal')",0.22356522,0.05192498,0.6904906,0.56500334,-0.2040738,-0.3268556,-0.1227818
29,-0.2601358,-0.2515211,"('unfair', 'fair')",-0.55480105,-0.54710364,-0.53095245,-0.6442157,-0.4486298,-0.4809468,-0.032317
30,-0.39970076,-0.42727596,"('intolerant', 'tolerant')",2.1325421,2.1416602,1.3079393,1.233755,1.0135935,0.9827131,-0.0308804
31,0.20259476,0.33463764,"('evil', 'good')",-2.435516,-2.3295498,-0.657122,-0.65657014,-0.9633478,-0.8838274,0.0795204
32,0.658276,0.5913385,"('unkind', 'kind')",1.607725,1.5465332,1.2578475,1.1402093,1.1746162,1.0926936,-0.0819226
33,0.8681403,0.84612477,"('wrong', 'right')",-0.2552675,-0.23769023,-0.23494503,-0.2959257,0.1259759,0.1041696,-0.0218063
34,-0.08732172,0.02689233,"('mean', 'honorable')",0.7038707,0.7810864,5.8765845,5.950539,2.1643778,2.2528392,0.0884614
35,0.5760611,0.62056327,"('corrupt', 'incorrupt')",-2.947574,-2.9785318,0.018468319,-0.12191835,-0.7843482,-0.826629,-0.0422808
36,-0.10395991,-0.022813475,"('hostile', 'amicable')",-2.7254827,-2.7116485,0.46110624,0.25670463,-0.7894454,-0.8259192,-0.0364738
37,-0.12331462,-0.09968891,"('fake', 'genuine')",0.21923023,0.22710204,0.37190723,0.40550315,0.1559409,0.1776388,0.0216979
38,-0.29701054,-0.23876265,"('untruthful', 'truthful')",-0.45453346,-0.3906519,0.12147281,0.2212564,-0.2100237,-0.1360527,0.073971
39,0.7048001,0.70172846,"('exploitative', 'cooperative')",0.6830859,0.6943811,0.10681076,0.064036205,0.4982323,0.4867153,-0.011517
40,-0.48093653,-0.4585283,"('stingy', 'generous')",-0.24659441,-0.16382317,-1.5612857,-1.6258895,-0.7629389,-0.7494136,0.0135253
41,-0.6769592,-0.64058614,"('unforgiving', 'forgiving')",-0.06958069,0.06412191,-0.0019838214,-0.058549445,-0.2495079,-0.2116712,0.0378367
42,1.3115907,1.3768581,"('unreliable', 'reliable')",1.4177961,1.5589476,-2.3307576,-2.163009,0.1328764,0.257599,0.1247226
43,-0.79163426,-0.731288,"('irresponsible', 'responsible')",1.3773559,1.4897313,0.2685779,0.28180307,0.2847665,0.3467488,0.0619823
44,0.7645571,0.79213166,"('prejudiced', 'unprejudiced')",-0.59828424,-0.5342996,-1.3509139,-1.2939365,-0.3948803,-0.3453681,0.0495122
45,-1.1285819,-0.9764082,"('incompetent', 'competent')",0.8355684,1.0095035,-0.32253382,-0.2806959,-0.2051824,-0.0825335,0.1226489
46,-1.6732811,-1.6322337,"('uncompetitive', 'competitive')",1.4687451,1.5298073,-0.73663867,-0.77848595,-0.3137249,-0.2936375,0.0200874
47,0.6091065,0.6297765,"('stupid', 'smart')",1.4586761,1.448814,5.2858186,5.2968564,2.4512005,2.4584823,0.0072818
48,-1.4958687,-1.5284352,"('unintelligent', 'intelligent')",0.47408307,0.4836815,0.5898748,0.55875784,-0.1439703,-0.1619986,-0.0180283
49,-0.13449395,-0.013281275,"('unable', 'able')",-0.049575925,0.09943274,-0.0282866,0.18323909,-0.0707855,0.0897969,0.1605824
50,1.0564328,1.0825586,"('clumsy', 'skillful')",0.07918365,0.1275883,0.38993034,0.43831182,0.5085156,0.5494862,0.0409706
51,-0.81188536,-0.95455855,"('uneducated', 'educated')",0.56442195,0.46310425,0.0036247745,-0.08378722,-0.0812795,-0.1917472,-0.1104677
52,0.08243478,-0.025783202,"('irrational', 'rational')",-1.4872919,-1.6443208,-0.06986256,-0.2140327,-0.4915733,-0.6280456,-0.1364723
53,-1.8241884,-1.8203468,"('uncreative', 'creative')",0.48845562,0.4472224,0.9076634,0.858062,-0.1426898,-0.1716874,-0.0289976
54,0.2619241,0.25835052,"('incapable', 'capable')",0.014872842,0.0012147501,0.9764162,1.0679694,0.4177377,0.4425116,0.0247739
55,-1.3021913,-1.2722975,"('incompetent', 'clever')",1.1587412,1.2114605,-0.22225405,-0.21823475,-0.1219014,-0.0930239,0.0288775
56,0.42593232,0.42976493,"('impractical', 'practical')",1.8458221,1.8945448,-0.17898601,-0.10004556,0.6975895,0.7414214,0.0438319
57,-1.3753335,-1.3827636,"('unimaginative', 'imaginative')",0.3199699,0.34431955,-2.3412583,-2.3267334,-1.1322073,-1.1217258,0.0104815
58,-1.9531856,-1.9081944,"('undiscriminating', 'discriminating')",-0.16748963,-0.15230194,-0.20300473,-0.21762937,-0.77456,-0.7593753,0.0151847
59,1.5054499,1.4963491,"('foolish', 'wise')",-0.13331866,-0.13226265,0.675992,0.6649728,0.6827078,0.6763531,-0.0063547
60,-0.3005296,-0.2993988,"('inefficient', 'efficient')",2.3468554,2.4134073,-0.2741611,-0.185452,0.5907215,0.6428521,0.0521306
61,-1.09485,-1.1573436,"('illogical', 'logical')",-0.50594884,-0.60966337,-0.04395932,-0.23720253,-0.5482527,-0.6680698,-0.1198171
62,-0.7233412,-0.64328086,"('incompetent', 'brilliant')",1.3499877,1.4929284,-0.18226166,0.03895643,0.1481283,0.2962013,0.148073
63,-0.69545925,-0.59464425,"('unperceptive', 'insightful')",1.8906873,1.9956977,0.9762785,1.1228528,0.7238355,0.8413021,0.1174666
64,0.5628095,0.50746155,"('shy', 'confident')",0.8415395,0.79001683,-6.163644,-6.168346,-1.5864315,-1.6236226,-0.0371911
65,-0.80976695,-0.9674718,"('insecure', 'secure')",1.2482632,1.1115342,-0.35053504,-0.44474402,0.0293204,-0.1002272,-0.1295476
66,-0.74283546,-0.7123931,"('inactive', 'active')",-0.66475916,-0.6779524,1.1598253,1.0823728,-0.0825898,-0.1026576,-0.0200678
