,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.0354975,-0.13168497,"('unsociable', 'sociable')",-0.2436236,-0.3088498,-0.1395606,-0.2202674,-0.0807068
1,-1.0214635,-1.0414417,"('unfriendly', 'friendly')",1.6484478,1.5004545,0.3134921,0.2295064,-0.0839857
2,0.5288287,0.4408753,"('unlikable', 'likable')",0.5762981,0.59762806,0.5525634,0.5192517,-0.0333117
3,0.0106869135,0.11600688,"('repellent', 'pleasant')",0.07334583,0.19731776,0.0420164,0.1566623,0.1146459
4,-0.45404276,-0.44588786,"('disliked', 'liked')",-6.437623,-6.3706646,-3.445833,-3.4082763,0.0375567
5,-1.5092759,-1.5884882,"('distant', 'outgoing')",-0.006344881,-0.12852576,-0.7578104,-0.858507,-0.1006966
6,-2.090494,-2.0885975,"('distant', 'open')",0.16083279,0.017464701,-0.9648306,-1.0355664,-0.0707358
7,0.06309613,0.23677126,"('insensitive', 'sensitive')",0.87368166,0.9776588,0.4683889,0.607215,0.1388261
8,-0.9963404,-1.0246081,"('unaffectionate', 'affectionate')",0.5724373,0.43847588,-0.2119516,-0.2930661,-0.0811145
9,-0.73847115,-0.7135135,"('unaffectionate', 'caring')",1.2178047,1.2038091,0.2396668,0.2451478,0.005481
10,-0.33008438,-0.3307733,"('unsympathetic', 'sympathetic')",-0.06921471,-0.027954623,-0.1996495,-0.179364,0.0202855
11,1.0293418,1.0295876,"('unhelpful', 'helpful')",2.2212114,2.3127882,1.6252766,1.6711879,0.0459113
12,0.20684728,0.25063258,"('unsupportive', 'supportive')",-1.5959641,-1.562444,-0.6945584,-0.6559057,0.0386527
13,0.5037498,0.3072017,"('impolite', 'polite')",-0.010097258,0.016671829,0.2468263,0.1619368,-0.0848895
14,1.1754631,1.1700745,"('antisocial', 'social')",-0.0044763433,0.077732876,0.5854934,0.6239037,0.0384103
15,-0.078774065,-0.1690178,"('boring', 'funny')",0.57509595,0.5260715,0.2481609,0.1785268,-0.0696341
16,-1.1048273,-1.0657048,"('unpopular', 'popular')",0.41811764,0.38013324,-0.3433548,-0.3427858,0.000569
17,-0.15202025,-0.120623134,"('nasty', 'nice')",-0.14456645,-0.09862658,-0.1482933,-0.1096249,0.0386684
18,0.06672836,0.09864397,"('disagreeable', 'welcoming')",-0.18815236,-0.2452125,-0.060712,-0.0732843,-0.0125723
19,-0.8318323,-0.8528094,"('inhospitable', 'hospitable')",-0.166361,-0.26641348,-0.4990966,-0.5596114,-0.0605148
20,-0.24065268,-0.17899045,"('rough', 'thoughtful')",1.1029012,1.0957989,0.4311243,0.4584042,0.0272799
21,0.55346644,0.4215108,"('immoral', 'moral')",-0.21561864,-0.102088235,0.1689239,0.1597113,-0.0092126
22,-0.07005661,-0.08873545,"('untrustworthy', 'trustworthy')",-0.7353189,-0.67442346,-0.4026878,-0.3815795,0.0211083
23,0.21153072,0.21646553,"('insincere', 'sincere')",6.375815,6.3544426,3.2936728,3.285454,-0.0082188
24,0.16415094,0.09185425,"('dishonest', 'honest')",1.1447506,1.1528474,0.6544508,0.6223508,-0.0321
25,0.0063385265,-0.02339442,"('egoistic', 'altruistic')",1.0812162,0.9989104,0.5437773,0.487758,-0.0560193
26,-0.18318316,-0.20748399,"('hardhearted', 'benevolent')",1.3573536,1.2819481,0.5870852,0.537232,-0.0498532
27,-0.2409972,-0.17199272,"('hardhearted', 'softhearted')",1.4486544,1.3814222,0.6038286,0.6047148,0.0008862
28,-0.21227647,-0.14822006,"('disloyal', 'loyal')",1.0745149,1.0766739,0.4311192,0.4642269,0.0331077
29,-0.23395611,-0.24600591,"('unfair', 'fair')",-0.40468416,-0.56458807,-0.3193201,-0.405297,-0.0859769
30,1.4055897,1.3093301,"('intolerant', 'tolerant')",1.8294896,1.8181349,1.6175396,1.5637325,-0.0538071
31,-1.7701442,-1.7076108,"('evil', 'good')",-1.2017252,-1.3566052,-1.4859347,-1.5321081,-0.0461734
32,0.49479997,0.37173885,"('unkind', 'kind')",0.9838317,0.8827634,0.7393159,0.6272511,-0.1120648
33,0.113817364,0.09291425,"('wrong', 'right')",-0.60483766,-0.6663749,-0.2455101,-0.2867303,-0.0412202
34,0.13718562,0.10930841,"('mean', 'honorable')",6.2169843,6.1852293,3.1770849,3.1472688,-0.0298161
35,-0.8174204,-0.78562295,"('corrupt', 'incorrupt')",-0.43562827,-0.55855685,-0.6265243,-0.6720899,-0.0455656
36,-1.1110121,-1.0819827,"('hostile', 'amicable')",-0.050995015,-0.24796367,-0.5810035,-0.6649732,-0.0839697
37,0.3909382,0.49421826,"('fake', 'genuine')",0.27875096,0.29678756,0.3348446,0.3955029,0.0606583
38,-0.17859712,-0.23363236,"('untruthful', 'truthful')",0.434935,0.49860543,0.1281689,0.1324865,0.0043176
39,1.1030723,1.1581469,"('exploitative', 'cooperative')",0.18083872,0.28807208,0.6419555,0.7231095,0.081154
40,0.2678239,0.35014898,"('stingy', 'generous')",-1.4015456,-1.4043132,-0.5668609,-0.5270821,0.0397788
41,0.30583543,0.37668198,"('unforgiving', 'forgiving')",0.30973223,0.25013775,0.3077838,0.3134099,0.0056261
42,0.7185549,0.69843894,"('unreliable', 'reliable')",-2.9950554,-2.9000506,-1.1382502,-1.1008059,0.0374443
43,0.12458549,0.09597322,"('irresponsible', 'responsible')",0.7385503,0.7056421,0.4315679,0.4008077,-0.0307602
44,0.16620485,0.109939784,"('prejudiced', 'unprejudiced')",-1.6207021,-1.6421363,-0.7272487,-0.7660983,-0.0388496
45,-0.5485711,-0.49382564,"('incompetent', 'competent')",0.019589217,0.02898015,-0.2644909,-0.2324227,0.0320682
46,0.03306643,-0.007889815,"('uncompetitive', 'competitive')",-0.59686327,-0.5078633,-0.2818984,-0.2578765,0.0240219
47,0.4821803,0.5190372,"('stupid', 'smart')",5.8734627,5.890846,3.1778214,3.2049415,0.0271201
48,0.90782887,0.92130446,"('unintelligent', 'intelligent')",1.3017231,1.328541,1.104776,1.1249228,0.0201468
49,0.30074346,0.39079106,"('unable', 'able')",0.31962174,0.47240582,0.3101826,0.4315984,0.1214158
50,0.10164466,0.24684161,"('clumsy', 'skillful')",0.032825366,0.024529487,0.067235,0.1356855,0.0684505
51,0.037596606,-0.10593727,"('uneducated', 'educated')",0.6762984,0.63043064,0.3569475,0.2622467,-0.0947008
52,-0.44523287,-0.5113981,"('irrational', 'rational')",-0.17122644,-0.26868188,-0.3082297,-0.39004,-0.0818103
53,-0.8758338,-0.87076515,"('uncreative', 'creative')",0.72281045,0.6778613,-0.0765117,-0.0964519,-0.0199402
54,-0.5804115,-0.64732045,"('incapable', 'capable')",1.175636,1.1650878,0.2976123,0.2588837,-0.0387286
55,0.69434154,0.696814,"('incompetent', 'clever')",0.4137399,0.48872694,0.5540407,0.5927705,0.0387298
56,0.7708007,0.63417697,"('impractical', 'practical')",0.46911892,0.496904,0.6199598,0.5655405,-0.0544193
57,-1.1958452,-1.1856315,"('unimaginative', 'imaginative')",-2.8258374,-2.8183386,-2.0108414,-2.0019851,0.0088563
58,-0.2489883,-0.2508394,"('undiscriminating', 'discriminating')",0.15926154,0.068347804,-0.0448634,-0.0912458,-0.0463824
59,0.46538308,0.58474475,"('foolish', 'wise')",0.46606535,0.483473,0.4657242,0.5341089,0.0683847
60,1.1093102,0.9993668,"('inefficient', 'efficient')",0.61007035,0.79066426,0.8596902,0.8950155,0.0353253
61,-0.18920894,-0.30702195,"('illogical', 'logical')",0.38617283,0.2880656,0.0984819,-0.0094782,-0.1079601
62,0.85273695,0.8670356,"('incompetent', 'brilliant')",0.9762971,1.2038239,0.914517,1.0354297,0.1209127
63,0.1475121,0.19773346,"('unperceptive', 'insightful')",1.2656717,1.3098966,0.7065919,0.7538151,0.0472232
64,0.14138177,0.0050503407,"('shy', 'confident')",-6.5229015,-6.3774567,-3.1907599,-3.1862032,0.0045567
65,0.6484314,0.5822141,"('insecure', 'secure')",-0.092228234,-0.014415737,0.2781016,0.2838992,0.0057976
66,-0.6134783,-0.67669594,"('inactive', 'active')",0.43669918,0.34803772,-0.0883896,-0.1643291,-0.0759395
67,0.36328453,0.25047386,"('doubtful', 'determined')",-0.44035482,-0.5280928,-0.0385351,-0.1388095,-0.1002744
68,0.062522635,0.05592579,"('dependent', 'independent')",-0.11389272,-0.15014207,-0.025685,-0.0471081,-0.0214231
69,0.21113807,0.2399221,"('lazy', 'industrious')",-0.50774276,-0.5407309,-0.1483023,-0.1504044,-0.0021021
70,0.37568882,0.37621468,"('lethargic', 'energetic')",0.54784364,0.59157324,0.4617662,0.483894,0.0221278
71,0.18366653,0.14794703,"('diffident', 'self-confident')",0.431741,0.40656587,0.3077038,0.2772565,-0.0304473
72,-0.734643,-0.7832907,"('unambitious', 'ambitious')",-0.56060576,-0.5111733,-0.6476244,-0.647232,0.0003924
73,0.27228233,0.25703904,"('helpless', 'self-reliant')",-3.1561182,-3.094181,-1.4419179,-1.418571,0.0233469
74,-0.3470384,-0.37362006,"('undedicated', 'dedicated')",-0.12817253,-0.2247636,-0.2376055,-0.2991918,-0.0615863
75,-1.1053941,-1.2338449,"('meek', 'impulsive')",-0.5773504,-0.5957997,-0.8413723,-0.9148223,-0.07345
76,0.80117375,0.74797773,"('anxious', 'daring')",0.50940835,0.58483034,0.6552911,0.666404,0.0111129
77,-0.6718255,-0.7138915,"('unmotivated', 'motivated')",-0.79241806,-0.6358451,-0.7321218,-0.6748683,0.0572535
78,-0.17994383,-0.0628238,"('nonresilient', 'resilient')",0.29823723,0.384512,0.0591467,0.1608441,0.1016974
79,-1.640403,-1.7405895,"('wavering', 'unwavering')",0.0073054265,-0.105132714,-0.8165488,-0.9228611,-0.1063123
80,0.99604267,1.0286742,"('dominated', 'dominating')",-1.0280882,-0.8414814,-0.0160228,0.0935964,0.1096192
81,1.0379835,0.90232074,"('submissive', 'aggressive')",0.06737648,0.24045774,0.55268,0.5713893,0.0187093
82,-0.39521307,-0.3888664,"('poor', 'rich')",6.225815,6.187639,2.9153008,2.8993864,-0.0159144
83,-0.22639897,-0.37451658,"('powerless', 'powerful')",-0.66273296,-0.710307,-0.444566,-0.5424118,-0.0978458
84,0.91620445,0.89302474,"('inferior', 'superior')",1.077869,1.0492918,0.9970368,0.9711583,-0.0258785
85,-0.9077956,-0.94315124,"('insignificant', 'prestigious')",0.15410683,-0.0056140795,-0.3768444,-0.4743827,-0.0975383
86,-1.5071907,-1.5842481,"('uninfluential', 'influential')",-0.06617714,-0.1030754,-0.7866839,-0.8436617,-0.0569778
87,-0.013870142,-0.073599845,"('unsuccessful', 'successful')",0.710911,0.8143718,0.3485204,0.370386,0.0218656
88,-0.30313197,-0.43025357,"('low', 'eminent')",0.28761694,0.23108196,-0.0077575,-0.0995858,-0.0918283
