,travelers_male,travelers_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,female-male
0,1.5811943,1.5546228,"('unsociable', 'sociable')",1.4709563,1.465836,-0.34993398,-0.392121,0.9007389,0.8761125,-0.0246264
1,1.3013624,1.3152609,"('unfriendly', 'friendly')",-0.5367467,-0.66141474,1.8395449,1.7666852,0.8680535,0.8068438,-0.0612097
2,0.5041341,0.5807187,"('unlikable', 'likable')",1.017296,1.0793277,0.52642554,0.61673874,0.6826185,0.7589284,0.0763099
3,-0.25180975,-0.15510845,"('repellent', 'pleasant')",1.127565,1.2031738,0.2885666,0.31303537,0.3881073,0.4537002,0.0655929
4,-0.23076957,-0.27622324,"('disliked', 'liked')",-0.14513375,-0.18991342,-6.036869,-6.13037,-2.1375907,-2.1988355,-0.0612448
5,-0.29028705,-0.26373604,"('distant', 'outgoing')",-1.0442228,-1.1185442,-0.15344113,-0.18950099,-0.4959837,-0.5239271,-0.0279434
6,-0.48300526,-0.4637276,"('distant', 'open')",-1.7849218,-1.8651472,0.5774288,0.4912612,-0.5634994,-0.6125379,-0.0490385
7,1.6941884,1.7419976,"('insensitive', 'sensitive')",1.4406477,1.5860173,0.7352617,0.7669977,1.2900326,1.3650042,0.0749716
8,0.2675857,0.25366828,"('unaffectionate', 'affectionate')",-0.9927327,-1.0600934,0.46779537,0.4272772,-0.0857839,-0.1263826,-0.0405987
9,1.7495633,1.8016459,"('unaffectionate', 'caring')",0.023354707,0.035851542,1.262366,1.2839622,1.0117613,1.0404866,0.0287253
10,1.0817896,1.135167,"('unsympathetic', 'sympathetic')",1.6523595,1.7915342,-0.07189794,-0.036679693,0.887417,0.9633404,0.0759234
11,0.6516884,0.7398782,"('unhelpful', 'helpful')",1.7656722,1.8889093,2.2648864,2.3404796,1.5607491,1.6564223,0.0956732
12,2.1835406,2.3172796,"('unsupportive', 'supportive')",1.8247339,2.066965,-1.5761219,-1.5036167,0.8107176,0.9602094,0.1494918
13,1.4338471,1.4592224,"('impolite', 'polite')",1.5101216,1.5981091,-0.15226814,-0.15025994,0.9305669,0.9690239,0.038457
14,1.2700925,1.2666388,"('antisocial', 'social')",2.0110238,2.0911672,-0.5497144,-0.5198513,0.9104673,0.9459848,0.0355175
15,0.13519444,0.037316993,"('boring', 'funny')",-0.4600744,-0.5817232,0.1849444,0.15434398,-0.0466452,-0.1300208,-0.0833756
16,-0.2085698,-0.20147741,"('unpopular', 'popular')",-1.0933053,-1.142711,0.5862042,0.5781066,-0.238557,-0.2553606,-0.0168036
17,-0.22903496,-0.20421398,"('nasty', 'nice')",-0.25207788,-0.18551435,-0.33975336,-0.27104923,-0.2736221,-0.2202592,0.0533629
18,-0.10197802,-0.07744257,"('disagreeable', 'welcoming')",-0.32455742,-0.2920714,-0.5596858,-0.5725478,-0.3287404,-0.3140206,0.0147198
19,-1.5516559,-1.5178235,"('inhospitable', 'hospitable')",-0.8787089,-0.9376132,-0.0924598,-0.072060056,-0.8409416,-0.8424989,-0.0015573
20,-0.17494297,-0.11099215,"('rough', 'thoughtful')",0.37737745,0.47182614,1.1153163,1.1356635,0.4392502,0.4988325,0.0595823
21,0.86387634,0.8520226,"('immoral', 'moral')",1.9596531,2.0471804,-0.64847714,-0.56787544,0.7250175,0.7771092,0.0520917
22,0.22058424,0.16112012,"('untrustworthy', 'trustworthy')",1.3748645,1.4108948,-0.73755354,-0.69494087,0.2859651,0.292358,0.0063929
23,0.86891246,0.8941991,"('insincere', 'sincere')",0.5999674,0.691868,5.688742,5.7265177,2.3858741,2.4375283,0.0516542
24,1.10352,1.0192442,"('dishonest', 'honest')",0.37836847,0.4279153,0.8672233,0.8521433,0.7830373,0.7664343,-0.016603
25,0.9949802,0.9904628,"('egoistic', 'altruistic')",0.07041525,0.007758569,1.3232372,1.2977953,0.7962109,0.7653389,-0.030872
26,1.4337463,1.3791449,"('hardhearted', 'benevolent')",1.2556189,1.1614184,1.994625,1.9430263,1.5613302,1.4945299,-0.0668003
27,0.23540623,0.2473113,"('hardhearted', 'softhearted')",1.0502499,1.0662224,1.2742424,1.1924306,0.8532995,0.8353214,-0.0179781
28,0.9677043,0.8748556,"('disloyal', 'loyal')",0.19048357,0.124222375,1.1026781,1.0642552,0.753622,0.6877778,-0.0658442
29,0.23608276,0.24163584,"('unfair', 'fair')",-1.1626348,-1.0781777,-0.32276446,-0.4308283,-0.4164388,-0.4224567,-0.0060179
30,2.0340722,2.0522575,"('intolerant', 'tolerant')",2.377016,2.3816252,0.7621035,0.7424879,1.7243972,1.7254569,0.0010597
